Rank,Title,Year,Director,Primary_Genre,Synopsis,Major_Awards,Key_Sources
17,Quills,2000,Philip Kaufman,Drama/Biography,The Marquis de Sade imprisoned in an asylum defies a tyrannical doctor by continuing to write his provocative works using any means available.,Oscar nom Best Actor (Rush); Golden Globe Best Actor; Spirit noms; Geoffrey Rush Kate Winslet Joaquin Phoenix; MC 62 RT 75%,"Academy Awards Database, Golden Globes, Independent Spirit Awards, Metacritic"
18,In the Mood for Love,2000,Wong Kar-wai,Romance/Drama,In 1960s Hong Kong two neighbors slowly discover their spouses are having an affair and fall into an exquisitely restrained unconsummated romance of aching beauty.,Cannes Best Actor (Tony Leung) + Technical Grand Prize; Sight & Sound 2022 #2 all-time; Criterion Collection; MC 86 RT 92%; BAFTA nom; César Best Foreign Film,"Cannes Film Festival, Sight & Sound, Criterion Collection, Metacritic"
19,Yi Yi,2000,Edward Yang,Drama,A sprawling luminous portrait of a Taipei middle-class family across three generations exploring life love death and the things we cannot see about ourselves.,Cannes Best Director; NSFC Best Picture; NYFCC + LAFCA Best Foreign Film; Criterion Collection; MC 92 RT 93%; Edward Yangs final masterpiece,"Cannes Film Festival, Criterion Collection, Metacritic, Sight & Sound"
20,Amores Perros,2000,Alejandro Gonzalez Inarritu,Drama/Thriller,Three intertwined stories connected by a violent car crash in Mexico City explore love loss class and violence through a dog fighter a supermodel and a hitman.,Cannes Critics Week Grand Prize; Oscar nom Foreign Language Film; BAFTA nom; Spirit nom; launched Inarritus career; Latin American cinema landmark,"Cannes Film Festival, Academy Awards Database, BAFTA, Independent Spirit Awards"
21,Devils on the Doorstep,2000,Jiang Wen,War/Tragicomedy,During WWII a Chinese peasant is forced to hide a Japanese prisoner leading to a darkly comic and ultimately tragic exploration of wartime absurdity and cruelty.,Cannes Grand Prix; banned in China; Jiang Wen barred from directing; regarded as one of greatest Chinese films ever made; major cult following,"Cannes Film Festival, Letterboxd, Sight & Sound, IndieWire"
22,Erin Brockovich,2000,Steven Soderbergh,Drama/Biography,A twice-divorced single mother with no legal education builds a case against Pacific Gas and Electric for contaminating a towns water supply.,Oscar Best Actress (Julia Roberts); Golden Globe Best Actress; SAG Actress; BAFTA nom; 5 Oscar noms; $256M worldwide; Soderberghs banner year,"Academy Awards Database, Golden Globes, SAG Awards, Box Office Mojo"
23,The Gleaners and I,2000,Agnes Varda,Documentary/Essay,Varda crisscrosses France with her handheld DV camera documenting modern-day gleaners who scavenge leftovers while meditating on aging art and waste.,Cannes Out of Competition; NYFF; Criterion Collection; MC 83 RT 97%; one of the great essay films; Vardas late-career masterpiece,"Cannes Film Festival, Criterion Collection, Metacritic, Rotten Tomatoes"
24,Requiem for a Dream,2000,Darren Aronofsky,Drama/Psychological,Four Coney Island residents spiral into the abyss of addiction through heroin diet pills and television rendered in relentlessly kinetic style.,Oscar nom Best Actress (Burstyn); Spirit noms; MC 68 RT 78%; massive cult following; Clint Mansells iconic score; one of most viscerally powerful American films,"Academy Awards Database, Independent Spirit Awards, Letterboxd, Metacritic"
25,Werckmeister Harmonies,2000,Bela Tarr,Drama/Art Film,In a small Hungarian town the arrival of a mysterious traveling circus featuring a giant whale triggers apocalyptic mob violence witnessed through the eyes of a gentle dreamer.,Cannes Directors Fortnight; Criterion Collection; MC 78 RT 97%; among the greatest European art films of the 2000s; extraordinary long-take style,"Cannes Film Festival, Criterion Collection, Metacritic, Rotten Tomatoes"
26,Divided We Fall,2000,Jan Hrebejk,Drama/Comedy,A Czech couple hides a Jewish man in their home during the Nazi occupation resorting to increasingly desperate and darkly comic measures to avoid detection.,Oscar nom Foreign Language Film; Czech Lion Awards; MC 74 RT 94%; Jan Hrebejks humanist WWII drama,"Academy Awards Database, Metacritic, Rotten Tomatoes, IndieWire"
27,Dark Days,2000,Marc Singer,Documentary,Shot in stunning black-and-white this documentary follows a community living in the Amtrak tunnels beneath Manhattan a landmark of underground nonfiction filmmaking.,Sundance multiple awards (Cinematography Editing); MC 81 RT 95%; DJ Shadow soundtrack; landmark of American documentary filmmaking,"Sundance Film Festival, Metacritic, Rotten Tomatoes, IndieWire"
28,Code Unknown,2000,Michael Haneke,Drama,Interconnected vignettes in Paris explore immigration racism media and disconnection through a chain of casual encounters that ripple outward with devastating consequences.,Cannes Competition; Criterion Collection; Hanekes bridge between his Austrian period and French-language masterpieces; MC 75 RT 80%,"Cannes Film Festival, Criterion Collection, Metacritic, Rotten Tomatoes"
29,Before Night Falls,2000,Julian Schnabel,Biographical Drama,The life of Cuban poet Reinaldo Arenas from impoverished childhood through literary triumph persecution under Castro exile and death from AIDS in New York.,Venice Grand Special Jury Prize + Best Actor (Bardem); Oscar nom Actor; Golden Globe nom; Spirit noms; Bardems breakthrough performance,"Venice Film Festival, Academy Awards Database, Golden Globes, Independent Spirit Awards"
30,Billy Elliot,2000,Stephen Daldry,Drama/Dance,An 11-year-old boy in a northern English mining town during the 1984 miners strike discovers a passion for ballet defying his father and the constraints of class.,3 Oscar noms; BAFTA Best British Film + Best Actor (Jamie Bell); Cannes Directors Fortnight; $109M worldwide; spawned hit Broadway musical,"Academy Awards Database, BAFTA, Cannes Film Festival, Box Office Mojo"
31,Platform,2000,Jia Zhangke,Drama,A provincial song-and-dance troupe in 1980s China navigates the countrys seismic transformation from Maoism to market capitalism as personal dreams collide with history.,Venice Competition + NETPAC Award; TIFF; Criterion Collection; MC 78 RT 88%; Jia Zhangkes epic sophomore work; essential Chinese independent cinema,"Venice Film Festival, Criterion Collection, TIFF, Metacritic"
32,Together,2000,Lukas Moodysson,Comedy/Drama,In 1975 Stockholm a woman fleeing her abusive husband moves into a chaotic left-wing commune where idealism clashes hilariously with human frailty.,Venice; TIFF; MC 79 RT 86%; huge Scandinavian hit; Moodysson warm follow-up to Show Me Love; one of best ensemble comedies of the era,"Venice Film Festival, TIFF, Metacritic, Rotten Tomatoes"
33,George Washington,2000,David Gordon Green,Drama,In a decrepit North Carolina town a group of children navigate a lazy summer that turns tragic filmed with Malick-inspired poeticism and non-professional cast.,Criterion Collection; TIFF; Berlin 2001; MC 80 RT 89%; Ebert 4 stars; David Gordon Greens astonishing debut; heralded 2000s American indie movement,"Criterion Collection, TIFF, Metacritic, Roger Ebert"
34,With a Friend Like Harry,2000,Dominik Moll,Thriller/Dark Comedy,A family mans vacation is upended by a wealthy charismatic old classmate who insinuates himself into the family with increasingly sinister generosity.,Cannes Competition; 4 Cesar Awards incl Best Director; MC 73 RT 87%; one of sleekest French thrillers of the era; Sergi Lopez magnetic,"Cannes Film Festival, Cesar Awards, Metacritic, Rotten Tomatoes"
35,O Brother Where Art Thou?,2000,Joel Coen,Comedy/Adventure,Three escaped convicts roam 1930s Mississippi seeking buried treasure in this bluegrass odyssey loosely inspired by Homers Odyssey with a Grammy-winning soundtrack.,Cannes Competition; Oscar noms Cinematography + Screenplay; Grammy Album of Year (soundtrack); Golden Globe Actor (Clooney); $71M worldwide,"Cannes Film Festival, Academy Awards Database, Grammy Awards, Box Office Mojo"
36,The House of Mirth,2000,Terence Davies,Period Drama,In 1905 New York a beautiful but impoverished society woman is destroyed by rigid social codes that deny her both love and economic security.,TIFF; NYFF; Cannes; Gillian Andersons finest film performance; Terence Davies devastating Edith Wharton adaptation; MC 72 RT 73%,"TIFF, NYFF, Cannes Film Festival, Metacritic"
37,Chicken Run,2000,"Peter Lord, Nick Park",Animation/Comedy,A plucky hen and a smooth-talking American rooster lead a daring escape from a Yorkshire chicken farm before the farmers switch from eggs to pies.,MC 87 RT 97%; Aardmans first feature; highest-grossing stop-motion film at time; $224M worldwide; beloved family classic; Annie Awards,"Metacritic, Rotten Tomatoes, Box Office Mojo, Annie Awards"
38,Baran,2000,Majid Majidi,Drama,An Iranian construction worker discovers that a young Afghan refugee laborer on his building site is actually a girl disguised as a boy sparking a transformative love.,Oscar nom Foreign Language Film; Montreal World Film Festival Grand Prix; Majidi follow-up to Children of Heaven; MC 73 RT 82%,"Academy Awards Database, Metacritic, Rotten Tomatoes, IndieWire"
39,The Contender,2000,Rod Lurie,Political Thriller,A senator nominated to be the first female Vice President faces a ruthless confirmation battle when old personal secrets are weaponized against her.,2 Oscar noms (Supporting Actor Bridges + Supporting Actress Allen); Joan Allen commanding performance; MC 58 RT 59%,"Academy Awards Database, Metacritic, Rotten Tomatoes, Roger Ebert"
40,Nine Queens,2000,Fabian Bielinsky,Thriller/Crime,Two con men in Buenos Aires team up to pull off a major scam involving rare counterfeit stamps but neither can trust the other in this brilliantly twisty crime film.,TIFF; Argentine cinema landmark; remade in Hollywood as Criminal; MC 74 RT 85%; Bielinsky died tragically young,"TIFF, Metacritic, Rotten Tomatoes, IndieWire"
41,Hamlet,2000,Michael Almereyda,Drama,Shakespeares tragedy relocated to contemporary Manhattan with Ethan Hawke as a brooding filmmaker-prince and the Denmark Corporation as the poisoned kingdom.,Sundance; Berlin; definitive modern-dress Hamlet; Hawkes soliloquy in a Blockbuster Video aisle is iconic; MC 64 RT 60%,"Sundance Film Festival, Berlin Film Festival, Metacritic, Rotten Tomatoes"
42,Chunhyang,2000,Im Kwon-taek,Period Romance,A lush adaptation of Koreas most beloved folk tale about forbidden love between a noblemans son and a courtesans daughter intercut with traditional pansori singing.,Cannes Competition; first Korean film ever selected for Cannes Competition; MC 66 RT 80%,"Cannes Film Festival, Metacritic, Rotten Tomatoes, IndieWire"
43,Sunshine,2000,Istvan Szabo,Historical Drama,Three generations of a Hungarian Jewish family navigate the upheavals of the 20th century from the Austro-Hungarian Empire through the Holocaust to communism.,Ralph Fiennes in triple role; European Film nom; $5M worldwide; Golden Globe nom; MC 65 RT 70%; sweeping historical epic,"Golden Globes, European Film Awards, Metacritic, Rotten Tomatoes"
44,Merci pour le chocolat,2000,Claude Chabrol,Thriller,A wealthy chocolate heiress may be drugging her family in this elegant poison-laced thriller of bourgeois deception.,Venice Out of Competition; NYFF; late masterwork from the French master of suspense; Isabelle Huppert in peak form; MC 72 RT 79%,"Venice Film Festival, NYFF, Metacritic, Rotten Tomatoes"
45,Chopper,2000,Andrew Dominik,Crime/Biography,The wild often self-mythologizing life of Australias most infamous criminal told with brutal black humor and magnetic star power from Eric Bana.,TIFF; AFI Awards; launched Andrew Dominik and Eric Bana internationally; Australian cinema landmark; MC 68 RT 82%,"TIFF, AFI Awards, Metacritic, Rotten Tomatoes"
46,Faithless,2000,Liv Ullmann,Drama,An aging director conjures the memory of a woman and reconstructs a devastating love triangle that destroyed a marriage blurring fiction and autobiography.,Cannes Competition; Ingmar Bergmans final original screenplay; powerful late-career work directed by Ullmann; MC 68 RT 72%,"Cannes Film Festival, Metacritic, Rotten Tomatoes, Sight & Sound"
47,Everybody Famous,2000,Dominique Deruddere,Comedy,A frustrated factory worker desperate to make his overweight daughter a pop star kidnaps a famous Belgian singer to force a record deal.,Oscar nom Foreign Language Film; Belgian comedy; MC 47 RT 34%; surprising Oscar selection,"Academy Awards Database, Metacritic, Rotten Tomatoes, IndieWire"
48,Our Lady of the Assassins,2000,Barbet Schroeder,Drama,An aging writer returns to Medellin and falls for a young gang member wandering the violent cityscape as assassinations unfold casually around them.,Venice Competition; landmark of Colombian cinema; based on Fernando Vallejos controversial novel; MC 68 RT 63%,"Venice Film Festival, Metacritic, Rotten Tomatoes, IndieWire"
49,Bread and Roses,2000,Ken Loach,Social Drama,An undocumented Mexican immigrant in Los Angeles joins the Justice for Janitors campaign risking deportation to fight for workplace dignity.,Cannes Competition; Loachs passionate American labor film; based on real AFL-CIO organizing; MC 62 RT 68%,"Cannes Film Festival, Metacritic, Rotten Tomatoes, IndieWire"
50,Under the Sand,2000,Francois Ozon,Drama/Mystery,A literature professor refuses to accept that her husband has drowned during a beach vacation living in prolonged denial that blurs reality and delusion.,TIFF; Charlotte Ramplings great late-career renaissance begins here; key Ozon film; MC 73 RT 81%,"TIFF, Metacritic, Rotten Tomatoes, IndieWire"
51,High Fidelity,2000,Stephen Frears,Comedy/Drama,A record store owner in Chicago revisits his top five breakups trying to understand why his relationships fail while curating his life through obsessive music lists.,MC 79 RT 91%; beloved Nick Hornby adaptation; John Cusack Jack Black; endlessly quotable; cultural touchstone for music obsessives,"Metacritic, Rotten Tomatoes, Roger Ebert, Letterboxd"
52,Best in Show,2000,Christopher Guest,Mockumentary/Comedy,Five eccentric dog owners and their equally eccentric pets converge on a prestigious dog show in this improvised ensemble comedy.,TIFF; MC 69 RT 84%; beloved cult comedy classic; endlessly quotable; Guests finest mockumentary; ensemble including Eugene Levy Catherine OHara,"TIFF, Metacritic, Rotten Tomatoes, Letterboxd"
53,Croupier,2000,Mike Hodges,Crime/Thriller,An aspiring writer takes a job as a casino croupier and becomes seduced by the dark glamour of the gambling world as fiction and reality dangerously blur.,Widely released in US in 2000 after 1998 UK release; Clive Owens star-making role; MC 75 RT 93%; Mike Hodges comeback; sleeper hit in America,"Metacritic, Rotten Tomatoes, Roger Ebert, IndieWire"
54,The Gift,2000,Sam Raimi,Thriller/Drama,A widowed psychic in rural Georgia becomes entangled in a murder investigation when her visions implicate a prominent citizen.,Spirit nominations; Sam Raimi directing Billy Bob Thorntons screenplay; Cate Blanchett; Keanu Reeves; MC 52 RT 56%,"Independent Spirit Awards, Metacritic, Rotten Tomatoes, Roger Ebert"
55,Kippur,2000,Amos Gitai,War Drama,Based on Gitais own experience soldiers frantically attempt to evacuate wounded men during the opening hours of the 1973 Yom Kippur War in scenes of grueling realism.,Cannes Competition + Francois Chalais Award; one of definitive Israeli war films; MC 61 RT 63%,"Cannes Film Festival, Metacritic, Rotten Tomatoes, IndieWire"
56,State and Main,2000,David Mamet,Satirical Comedy,A Hollywood film crew descends on a small Vermont town creating comic chaos as the production collides with local life and moral compromise.,TIFF; Telluride; underappreciated Mamet ensemble comedy; Alec Baldwin Philip Seymour Hoffman William H. Macy; MC 68 RT 76%,"TIFF, Metacritic, Rotten Tomatoes, Roger Ebert"
57,Pollock,2000,Ed Harris,Biographical Drama,The turbulent life and artistic genius of abstract expressionist painter Jackson Pollock from his revolutionary drip paintings to his alcoholism and violent death.,Oscar Best Supporting Actress (Marcia Gay Harden); Oscar nom Best Actor (Harris); Venice; SAG nom; Ed Harris passion project,"Academy Awards Database, Venice Film Festival, SAG Awards, Metacritic"
58,Timecode,2000,Mike Figgis,Experimental Drama,Four continuous 90-minute takes play simultaneously in four quadrants of a split screen following interconnected characters in real time across Los Angeles.,Cannes Competition; audacious technical experiment; shot in a single unedited take per quadrant; MC 59 RT 57%,"Cannes Film Festival, Metacritic, Rotten Tomatoes, IndieWire"
59,Water Drops on Burning Rocks,2000,Francois Ozon,Drama/Dark Comedy,Adapted from an unproduced Fassbinder play a manipulative older man seduces a young man into a sadomasochistic domestic arrangement that gradually destroys them both.,Berlin Competition; Ozons Fassbinder homage; part of his prolific early-2000s peak; MC 64 RT 68%,"Berlin Film Festival, Metacritic, Rotten Tomatoes, IndieWire"
60,The State I Am In,2000,Christian Petzold,Drama/Thriller,Former Red Army Faction terrorists live in hiding across Europe with their teenage daughter who yearns for a normal life as their underground existence crumbles.,Venice; German Film Prize; Petzolds breakthrough; key film of the Berlin School movement; MC 72,"Venice Film Festival, Metacritic, IndieWire, Sight & Sound"
61,Taboo,2000,Nagisa Oshima,Period Drama,In 1865 Kyoto a beautiful young samurai enters the Shinsengumi militia sparking jealousy desire and deadly obsession among the warriors.,Cannes Competition; Nagisa Oshimas final film; Takeshi Kitano; exploration of homosexual desire in samurai culture; MC 55 RT 55%,"Cannes Film Festival, Metacritic, Rotten Tomatoes, IndieWire"
62,Bamboozled,2000,Spike Lee,Satire,A Black TV writer pitches a modern minstrel show expecting it to fail but it becomes a massive hit unleashing devastating commentary on race and media in America.,Cannes; NYFF; Spike Lees most provocative film; sharply divisive on release increasingly acclaimed as prophetic; MC 54 RT 53%,"Cannes Film Festival, NYFF, Metacritic, IndieWire"
63,The Yards,2000,James Gray,Crime/Drama,A young man released from prison tries to go straight but is pulled into corruption in the New York subway repair business by his ambitious uncle.,Cannes Competition; Mark Wahlberg Joaquin Phoenix Charlize Theron; James Grays neo-noir; MC 55 RT 46%,"Cannes Film Festival, Metacritic, Rotten Tomatoes, IndieWire"
64,Last Resort,2000,Pawel Pawlikowski,Drama,A Russian woman and her son become trapped in a bleak English seaside asylum-seekers detention center finding unexpected humanity amid bureaucratic limbo.,Venice; Edinburgh; BAFTA nom; Pawlikowskis first feature; precursor to My Summer of Love and Oscar-winner Ida,"Venice Film Festival, BAFTA, Edinburgh Film Festival, IndieWire"
65,Boiler Room,2000,Ben Younger,Crime/Drama,A college dropout is recruited into a crooked suburban brokerage firm and becomes intoxicated by wealth until he discovers the devastating fraud underlying the operation.,Sundance; Vin Diesel Giovanni Ribisi Ben Affleck; prescient Wall Street tale; cult following; MC 55 RT 63%,"Sundance Film Festival, Metacritic, Rotten Tomatoes, IndieWire"
66,Bread and Tulips,2000,Silvio Soldini,Romantic Comedy/Drama,An Italian housewife accidentally left behind at a rest stop during a family vacation impulsively heads to Venice where she builds a new life.,Cannes Directors Fortnight; 9 David di Donatello Awards; one of most beloved Italian comedies of the era,"Cannes Film Festival, David di Donatello Awards, Metacritic, Rotten Tomatoes"
67,The Road Home,2000,Zhang Yimou,Romantic Drama,In stunning color flashbacks a young village girl falls in love with the new schoolteacher in 1950s rural China running along a road to catch glimpses of him.,Berlin Silver Bear Special Jury Prize; Sundance Audience Award; Zhang Ziyis film debut; lyrical simplicity from Zhang Yimou,"Berlin Film Festival, Sundance Film Festival, Metacritic, Rotten Tomatoes"
68,Thirteen Days,2000,Roger Donaldson,Historical/Thriller,The behind-the-scenes political maneuvering during the Cuban Missile Crisis told from the perspective of presidential advisor Kenneth ODonnell.,Kevin Costner Bruce Greenwood; taut Cold War thriller; MC 67 RT 83%; detailed historical recreation,"Metacritic, Rotten Tomatoes, Roger Ebert, Box Office Mojo"
69,Finding Forrester,2000,Gus Van Sant,Drama,A talented Black teenager from the Bronx is mentored by a reclusive Pulitzer Prize-winning author living in hiding while attending a prestigious prep school.,Sean Connery; Gus Van Sant follow-up to Good Will Hunting; $51M worldwide; MC 62 RT 74%,"Box Office Mojo, Metacritic, Rotten Tomatoes, Roger Ebert"
70,The Patriot,2000,Roland Emmerich,Historical/Action,A peaceful South Carolina farmer is driven to lead colonial militia against the British during the American Revolution after brutal personal tragedy.,3 Oscar noms (Cinematography Sound Score); $215M worldwide; Mel Gibson; sweeping Revolutionary War epic,"Academy Awards Database, Box Office Mojo, The Numbers, Metacritic"
71,La Captive,2000,Chantal Akerman,Drama/Mystery,A man obsessively surveils the woman he loves following her through shadowy Paris in Akermans haunting Proust-inspired meditation on jealousy and possession.,Cannes Directors Fortnight; late-period Akerman; Proust adaptation of The Prisoner; MC 66,"Cannes Film Festival, Metacritic, Sight & Sound, IndieWire"
72,Frequency,2000,Gregory Hoblit,Sci-Fi/Thriller,A son communicates with his dead father 30 years in the past through a ham radio affected by aurora borealis and together they try to prevent a series of murders.,$68M worldwide; Dennis Quaid Jim Caviezel; beloved time-communication thriller; audience favorite; MC 59 RT 72%,"Box Office Mojo, Metacritic, Rotten Tomatoes, The Numbers"
73,Cast Away,2000,Robert Zemeckis,Drama/Adventure,A FedEx executive stranded alone on a deserted Pacific island for four years must find the will to survive and eventually return to a world that moved on without him.,Oscar noms Best Actor (Hanks) + Sound; Golden Globe Best Actor; SAG nom; $429M worldwide; Wilson volleyball became cultural icon,"Academy Awards Database, Golden Globes, SAG Awards, Box Office Mojo"
74,Love and Basketball,2000,Gina Prince-Bythewood,Romance/Drama,Two childhood neighbors share a lifelong love of basketball and each other navigating relationships and athletic careers from age eleven through adulthood.,Spirit Best First Screenplay; Sundance premiere; $27M domestic; beloved Black romance; Omar Epps Sanaa Lathan; enduringly popular,"Independent Spirit Awards, Sundance Film Festival, Box Office Mojo, Letterboxd"
75,Malena,2000,Giuseppe Tornatore,Drama,A shy Sicilian boy becomes obsessed with the towns most beautiful woman during WWII watching helplessly as jealousy and war destroy her reputation and life.,Oscar noms Cinematography + Score; Golden Globe noms; Monica Bellucci; Tornatores follow-up to Cinema Paradiso; $45M worldwide,"Academy Awards Database, Golden Globes, Box Office Mojo, Metacritic"
76,Wonder Boys,2000,Curtis Hanson,Comedy/Drama,A pot-smoking novelist and writing professor navigates a disastrous weekend involving a dead dog a stolen jacket a suicidal student and an unfinished manuscript.,Oscar Best Song (Bob Dylan Things Have Changed); TIFF; Telluride; Michael Douglas finest performance; underseen gem,"Academy Awards Database, TIFF, Metacritic, Roger Ebert"
77,The Taste of Others,2000,Agnes Jaoui,Comedy/Drama,A gruff businessman is transformed by attending the theatre and falling for a bohemian actress while overlapping social circles collide across class lines.,4 Cesar Awards; Oscar nom Best Foreign Language Film; Jaouiss brilliant directorial debut; high point of French social comedy,"Cesar Awards, Academy Awards Database, Metacritic, Rotten Tomatoes"
78,Lumumba,2000,Raoul Peck,Historical Drama,The rise and brutal assassination of Patrice Lumumba the first democratically elected Prime Minister of the Congo betrayed by colonialism and Cold War politics.,Cannes Directors Fortnight; TIFF; definitive cinematic account of Lumumba; Peck later made I Am Not Your Negro,"Cannes Film Festival, TIFF, Metacritic, IndieWire"
79,Pitch Black,2000,David Twohy,Sci-Fi/Horror,A transport ship crash-lands on a desert planet where survivors must rely on a dangerous convict when deadly creatures emerge during a total eclipse.,$53M worldwide; Vin Diesel breakout role as Riddick; launched franchise; cult sci-fi favorite; MC 48 RT 59%,"Box Office Mojo, The Numbers, Metacritic, Letterboxd"
80,But Im a Cheerleader,2000,Jamie Babbit,Romantic Comedy/Satire,A teenage cheerleader is sent to a gay conversion therapy camp where she ironically falls in love for the first time.,Sundance; enormous LGBTQ+ cult following; Natasha Lyonne and RuPaul; Letterboxd favorite with constantly growing audience,"Sundance Film Festival, Letterboxd, Rotten Tomatoes, IndieWire"
