Rank,Title,Year,Director,Primary_Genre,Synopsis,Major_Awards,Key_Sources,Favorite,Watchlist,Rating,RatingTimestamp
24,Like Water for Chocolate,1993,Alfonso Arau,Romance,A young Mexican woman channels forbidden passion into her cooking through magical realism while defying family tradition that bars her from marriage.,BAFTA nomination; Spirit International Film nominee; $21.7M domestic; highest-grossing foreign film in US at time,"BAFTA, Spirit Awards, Box Office Mojo",,,,
25,Menace II Society,1993,Albert Hughes & Allen Hughes,Crime,Two young men navigate systemic violence and self-destruction in South Central Los Angeles in a brutally honest portrait of inner-city life.,3 Independent Spirit nominations; Cannes Directors' Fortnight; Hughes Brothers breakthrough,"Spirit Awards, Cannes, Rotten Tomatoes",,,,
26,The Firm,1993,Sydney Pollack,Thriller,A brilliant young lawyer discovers his prestigious Memphis law firm is a front for organized crime and must find a way to escape alive.,Oscar nomination; $270M worldwide; major Grisham adaptation,"Oscars, Box Office Mojo, BAFTA",,,,
27,The Nightmare Before Christmas,1993,Henry Selick,Animation,The Pumpkin King of Halloween Town discovers Christmas and attempts to take over the holiday with imaginatively macabre results.,Oscar nomination; BAFTA nomination; $75M worldwide; enduring stop-motion cult classic,"Oscars, Box Office Mojo, Letterboxd",,,,
28,The Scent of Green Papaya,1993,Tran Anh Hung,Drama,A young Vietnamese servant girl quietly observes the dramas of a wealthy Saigon household through sensory domestic rituals over two decades.,Oscar nomination (Foreign Language); Cannes Caméra d'Or; luminous debut from Tran Anh Hung,"Cannes, Oscars, Criterion",,,,
29,Tom & Viv,1993,Brian Gilbert,Drama,The turbulent marriage between poet T.S. Eliot and his emotionally volatile first wife Vivienne is charted through decades of literary fame and personal anguish.,2 BAFTA nominations; Oscar nominations; Willem Dafoe and Miranda Richardson praised,"BAFTA, Oscars, Rotten Tomatoes",,,,
30,Dave,1993,Ivan Reitman,Comedy,An ordinary man who resembles the President is recruited to impersonate him and unexpectedly becomes a force for genuine political good.,Oscar nomination (Screenplay); 2 Golden Globe nominations; $63M domestic,"Oscars, Golden Globes, Box Office Mojo",,,,
31,El Mariachi,1993,Robert Rodriguez,Action,"A wandering musician is mistaken for a hitman in a small Mexican border town, dragging him into a lethal conflict.",Independent Spirit nomination; famously made for $7000; launched Rodriguez's career,"Spirit Awards, Sundance, Wikipedia",,,,
32,Mrs. Doubtfire,1993,Chris Columbus,Comedy,A divorced father disguises himself as a Scottish nanny to spend more time with his children in his ex-wife's household.,Oscar (Best Makeup); 2 Golden Globe wins; $441M worldwide; cultural phenomenon,"Box Office Mojo, Oscars, Golden Globes",,,,
33,Much Ado About Nothing,1993,Kenneth Branagh,Comedy,Shakespeare's witty comedy of romantic deception and sparring lovers unfolds in a sun-drenched Italian villa with an all-star ensemble cast.,Independent Spirit nomination; Golden Globe nomination; $22.5M domestic; beloved adaptation,"Spirit Awards, Golden Globes, Box Office Mojo",,,,
34,What's Eating Gilbert Grape,1993,Lasse Hallström,Drama,A young man in a small Iowa town struggles to care for his morbidly obese mother and mentally disabled brother while yearning for a life beyond.,Oscar nomination (Supporting Actor for DiCaprio); Golden Globe nomination; launched Leonardo DiCaprio,"Oscars, Golden Globes, Rotten Tomatoes",,,,
35,Samba Traoré,1993,Idrissa Ouedraogo,Drama,A drifter's return to his Burkinabé village with stolen money disrupts the community's moral order and ignites suspicion.,Berlin Silver Bear (Outstanding Artistic Contribution); acclaimed African cinema,"Berlin, Cannes, Sight & Sound",,,,
36,Strictly Ballroom,1993,Baz Luhrmann,Comedy,An ambitious young ballroom dancer risks his career by performing non-regulation steps with an unconventional new partner.,Golden Globe nomination; BAFTA nomination; Baz Luhrmann's dazzling debut; launched his career,"Golden Globes, BAFTA, Letterboxd",,,,
37,Belle Époque,1993,Fernando Trueba,Comedy,A young army deserter finds romantic entanglements with four beautiful sisters in a freethinking rural Spanish household during the Civil War era.,Oscar (Best Foreign Language Film); Berlin Competition selection,"Oscars, Berlin, Wikipedia",,,,
38,Cronos,1993,Guillermo del Toro,Horror,An elderly antique dealer discovers a mysterious mechanical device that grants vampiric immortality at a terrible price.,Cannes Critics' Week Mercedes-Benz Award; del Toro's acclaimed debut; Criterion Collection,"Cannes, Criterion, Letterboxd",,,,
39,Sonatine,1993,Takeshi Kitano,Crime,"A weary yakuza boss retreats to an Okinawan beach while awaiting orders, and violence and existential reverie blur together.",Cannes Directors' Fortnight; cult masterpiece; Kitano's breakthrough art-crime hybrid,"Cannes, Letterboxd, Criterion",,,,
40,American Heart,1993,Martin Bell,Drama,An ex-con struggles to rebuild a relationship with his adoring teenage son while trying to stay clean and get to Alaska.,5 Independent Spirit nominations; Jeff Bridges raw performance,"Spirit Awards, Rotten Tomatoes, Wikipedia",,,,
41,Combination Platter,1993,Tony Chan,Comedy/Drama,A Chinese immigrant struggles to obtain a green card while working in a Queens restaurant and navigating cultural dislocation.,2 Independent Spirit nominations; authentic immigrant experience drama,"Spirit Awards, Rotten Tomatoes, Wikipedia",,,,
42,Desperate Remedies,1993,Stewart Main & Peter Wells,Drama,A satirical queer period piece playfully subverts Victorian melodrama conventions in colonial New Zealand.,Cannes Un Certain Regard and Critics' Week; groundbreaking New Zealand queer cinema,"Cannes, Letterboxd, Wikipedia",,,,
43,Equinox,1993,Alan Rudolph,Drama,Twin brothers separated at birth live vastly different lives in a story exploring fate and identity across parallel existences.,4 Independent Spirit nominations; acclaimed Altman-protégé Rudolph ensemble,"Spirit Awards, Rotten Tomatoes, Wikipedia",,,,
44,Fearless,1993,Peter Weir,Drama,A plane crash survivor emerges with a bizarre sense of invulnerability that transforms his relationships and forces him to confront mortality.,Rosie Perez Oscar nomination; widely acclaimed as one of Weir's finest and most underrated works,"Oscars, Rotten Tomatoes, Criterion",,,,
45,Geronimo: An American Legend,1993,Walter Hill,Western,The legendary Apache warrior's final defiant years are chronicled through the conflicted perspectives of the U.S. Army officers sent to capture him.,Oscar nomination (Sound); Wes Studi acclaimed performance; atmospheric Hill Western,"Oscars, Rotten Tomatoes, Wikipedia",,,,
46,Household Saints,1993,Nancy Savoca,Drama,"Three generations of Italian-American women in Little Italy navigate faith, superstition, and identity in post-war New York.",3 Independent Spirit nominations; Lili Taylor acclaimed performance,"Spirit Awards, Rotten Tomatoes, Wikipedia",,,,
47,Philadelphia,1993,Jonathan Demme,Drama,A lawyer fired from his prestigious firm after contracting AIDS hires a homophobic personal injury attorney to fight for justice.,"2 Oscars (Best Actor for Hanks, Best Original Song); $206M worldwide; first major studio AIDS film","Oscars, Box Office Mojo, Golden Globes",,,,
48,Searching for Bobby Fischer,1993,Steven Zaillian,Drama,A father navigates the moral complexities of nurturing his young son's chess prodigy gift without destroying his childhood innocence.,Oscar nomination (Cinematography); widely praised directorial debut for screenwriter Zaillian,"Oscars, Rotten Tomatoes, Metacritic",,,,
49,Six Degrees of Separation,1993,Fred Schepisi,Drama,"A Manhattan couple is charmed and conned by a young man who claims to be Sidney Poitier's son, exposing class and racial fault lines.",Oscar nomination (Will Smith debut dramatic role); acclaimed stage-to-screen adaptation,"Oscars, Rotten Tomatoes, Wikipedia",,,,
50,The Ballad of Little Jo,1993,Maggie Greenwald,Western,"A woman disguises herself as a man to survive as a homesteader in the American frontier West, hiding her identity for decades.",2 Independent Spirit nominations; revisionist feminist Western,"Spirit Awards, Rotten Tomatoes, Wikipedia",,,,
51,Dazed and Confused,1993,Richard Linklater,Comedy,"Texas teenagers celebrate the last day of school in 1976 through parties, hazing rituals, and coming-of-age revelations.","Metacritic 82; enduring cult classic; launched careers of McConaughey, Affleck, Parker, and others","Metacritic, Rotten Tomatoes, Letterboxd",,,,
52,Groundhog Day,1993,Harold Ramis,Comedy,A cynical weatherman finds himself reliving the same day over and over in a small Pennsylvania town until he learns to become a better person.,Metacritic 72; $70.9M domestic; universally regarded as one of the greatest comedies ever made,"Box Office Mojo, Metacritic, Rotten Tomatoes",,,,
53,A Heart in Winter,1993,Claude Sautet,Drama,"A reserved violin craftsman begins a subtle emotional game with his business partner's girlfriend, a talented violinist.",BAFTA nomination; César nominations; masterful French chamber drama,"BAFTA, Rotten Tomatoes, Criterion",,,,
54,Anchoress,1993,Chris Newby,Drama,A medieval English woman voluntarily seals herself inside a church wall and experiences divine and carnal visions.,Cannes Un Certain Regard; austere debut; striking black-and-white medieval drama,"Cannes, Letterboxd, Wikipedia",,,,
55,Bedevil,1993,Tracey Moffatt,Drama,Three interconnected supernatural tales weave Aboriginal mythology with contemporary Australian horror and storytelling.,Cannes Un Certain Regard; first Aboriginal-directed feature at Cannes,"Cannes, Wikipedia, Letterboxd",,,,
56,Bodies Rest & Motion,1993,Michael Steinberg,Drama,Four restless young people in a small Arizona town drift through relationships and uncertainty in a Gen-X ensemble drama.,"Cannes Un Certain Regard; Bridget Fonda, Tim Roth, Eric Stoltz","Cannes, Rotten Tomatoes, Wikipedia",,,,
57,Body Snatchers,1993,Abel Ferrara,Sci-Fi,A family arrives at a military base where soldiers are being quietly replaced by emotionless alien duplicates grown from pods.,Cannes Competition; Abel Ferrara's visceral take on the Invasion franchise,"Cannes, Criterion, Rotten Tomatoes",,,,
58,Boxing Helena,1993,Jennifer Lynch,Thriller,An obsessed surgeon kidnaps the woman he loves and amputates her limbs to keep her dependent on him.,Notorious Sundance controversy; Jennifer Lynch debut; polarizing erotic thriller,"Sundance, Rotten Tomatoes, Letterboxd",,,,
59,Friends,1993,Elaine Proctor,Drama,Three South African women of different races forge a forbidden friendship during apartheid's final turbulent years.,Cannes Camera d'Or Special Mention; South African cinema,"Cannes, Wikipedia, Letterboxd",,,,
60,Jurassic Park,1993,Steven Spielberg,Sci-Fi,Paleontologists visit a theme park of cloned dinosaurs that descends into chaos when the prehistoric creatures break free from containment.,"3 Oscars (Sound, Visual Effects, Sound Effects Editing); $914M worldwide; highest-grossing film ever at time of release","Box Office Mojo, The Numbers, Oscars",,,,
61,La Ardilla Roja,1993,Julio Medem,Romance,A suicidal man rescues an amnesiac woman from a motorcycle crash and reinvents their shared history in a surreal seaside romance.,Cannes Youth Award; Julio Medem's inventive Basque art cinema,"Cannes, Letterboxd, Wikipedia",,,,
62,Latcho Drom,1993,Tony Gatlif,Documentary,A musical journey from Rajasthan to Spain follows Romani communities through song and dance across centuries of migration.,Cannes Competition selection; definitive Romani cinema document; Tony Gatlif masterwork,"Cannes, Criterion, Sight & Sound",,,,
63,Map of the Human Heart,1993,Vincent Ward,Drama,An Inuit boy and a Métis girl form a bond that spans decades from the Arctic to wartime London to the bombing of Dresden.,Cannes Competition (1992); sweeping romantic epic; Vincent Ward's ambitious vision,"Cannes, Rotten Tomatoes, Wikipedia",,,,
64,Mi Vida Loca,1993,Allison Anders,Drama,"Three young Chicana women in Echo Park, LA navigate motherhood, gang culture, and found-family bonds on society's margins.",Cannes Directors' Fortnight; acclaimed Latina ensemble; Allison Anders follow-up to Gas Food Lodging,"Cannes, Rotten Tomatoes, Letterboxd",,,,
65,Sankofa,1993,Haile Gerima,Drama,A modern African-American model at a Ghanaian slave fort is transported back in time to experience the horrors of slavery firsthand.,Berlin Competition; landmark independent Black cinema; Haile Gerima's opus,"Berlin, Letterboxd, Wikipedia",,,,
66,The Baby of Mâcon,1993,Peter Greenaway,Drama,A baroque play-within-a-film explores religious hypocrisy and exploitation when a beautiful baby is claimed as a miraculous virgin birth.,Cannes Out of Competition; provocative Greenaway visual spectacle,"Cannes, Letterboxd, Sight & Sound",,,,
67,The Blue Kite,1993,Tian Zhuangzhuang,Drama,A Beijing family's daily life fragments across three devastating decades of Chinese political campaigns from the 1950s onward.,Cannes Directors' Fortnight; banned in China; essential Fifth Generation Chinese cinema,"Cannes, Criterion, Sight & Sound",,,,
68,The Man by the Shore,1993,Raoul Peck,Drama,A young girl narrates life under Haiti's Duvalier dictatorship through a family shattered by state terror and disappearance.,Cannes Competition; first Haitian film at Cannes; Raoul Peck early work,"Cannes, Wikipedia, Letterboxd",,,,
69,The Secret Garden,1993,Agnieszka Holland,Family,An orphaned girl sent to her uncle's gloomy English estate discovers a hidden walled garden and works to restore it and heal her broken family.,BAFTA nomination; $31.2M domestic; beloved literary adaptation,"BAFTA, Box Office Mojo, Rotten Tomatoes",,,,
70,The Snapper,1993,Stephen Frears,Comedy/Drama,A working-class Dublin family reacts with humour and complexity to their unmarried daughter's unexpected pregnancy.,Cannes Directors' Fortnight; Roddy Doyle adaptation; warm ensemble comedy,"Cannes, Rotten Tomatoes, Letterboxd",,,,
71,Bad Boy Bubby,1993,Rolf de Heer,Drama,A man imprisoned by his abusive mother for 35 years escapes into the overwhelming outside world and discovers music and love.,Venice Grand Special Jury Prize; provocative Australian cult classic,"Venice, Letterboxd, Criterion",,,,
72,Even Cowgirls Get the Blues,1993,Gus Van Sant,Comedy,A hitchhiker with oversized thumbs journeys to a ranch commune in this eccentric Tom Robbins adaptation.,Venice Competition; ambitious Van Sant misfire; Uma Thurman lead,"Venice, Rotten Tomatoes, Wikipedia",,,,
73,Metisse,1993,Mathieu Kassovitz,Comedy/Drama,A biracial Parisian woman juggles relationships with two very different men who both claim to be the father of her unborn child.,Venice selection; Kassovitz directorial debut before La Haine,"Venice, Letterboxd, Wikipedia",,,,
74,Thirty Two Short Films About Glenn Gould,1993,François Girard,Drama,"A fragmented portrait of eccentric pianist Glenn Gould through 32 vignettes exploring his art, isolation, and philosophy.",Venice selection; Genie Awards; acclaimed Canadian art-house biography,"Venice, Criterion, Sight & Sound",,,,
75,Arizona Dream,1993,Emir Kusturica,Drama,A young New Yorker is lured to Arizona by his uncle and falls into surreal romantic entanglements with two eccentric women.,Berlin Special Jury Prize; Johnny Depp-Kusturica collaboration; offbeat art film,"Berlin, Letterboxd, Wikipedia",,,,
76,The Cement Garden,1993,Andrew Birkin,Drama,Four orphaned siblings hide their mother's death and descend into an unsettling domestic world of incestuous closeness.,Berlin Best Director; provocative adaptation of Ian McEwan novel,"Berlin, Letterboxd, Wikipedia",,,,
77,Carlito's Way,1993,Brian De Palma,Crime,A reformed drug lord fresh from prison tries to go straight but finds himself inexorably pulled back into the criminal underworld.,Golden Globe nomination; $63M worldwide; acclaimed De Palma-Pacino collaboration,"Golden Globes, Box Office Mojo, Letterboxd",,,,
78,Dragon: The Bruce Lee Story,1993,Rob Cohen,Biography,The life of martial arts legend Bruce Lee is dramatized from his Hong Kong childhood through Hollywood stardom to his mysterious death.,$35.1M domestic; Jason Scott Lee acclaimed performance; kicked off 1990s martial arts revival,"Box Office Mojo, Rotten Tomatoes, Wikipedia",,,,
79,In the Soup,1993,Alexandre Rockwell,Comedy/Drama,"A struggling screenwriter befriends a volatile gangster who offers to finance his movie, dragging him into chaotic misadventures.",Grand Jury Prize at Sundance (1992); Steve Buscemi and Seymour Cassel cult indie,"Sundance, Rotten Tomatoes, Letterboxd",,,,
80,Blue,1993,,Documentary,Featured on LB Documentary list.,,LB Documentary,,,,
81,Bound by Honor,1993,,Action,Featured on LB Action list.,,LB Action,,,,
82,From the East,1993,,Documentary,Featured on LB Documentary list.,,LB Documentary,,,,
83,Green Snake,1993,,Action,Featured on LB Action list.,,LB Action,,,,
84,Gypsy,1993,,Musical,Featured on LB Musical list.,,LB Musical,,,,
85,Iron Monkey,1993,,Action,Featured on LB Action list.,,LB Action,,,,
86,Manichitrathazhu,1993,,Horror,Featured on LB Horror list.,,LB Horror,,,,
87,Moving,1993,,Drama,Featured on LB Underseen list.,,LB Underseen,,,,
88,Ninja Scroll,1993,,Action,Featured on LB Action list.,,LB Action,,,,
89,Patlabor 2: The Movie,1993,,Sci-Fi,Featured on LB Sci-Fi list.,,LB Sci-Fi,,,,
90,Ramayana: The Legend of Prince Rama,1993,,Action,Featured on LB Action list.,,LB Action,,,,
91,Stalingrad,1993,,War,Featured on LB War list.,,LB War,,,,
92,The Joy Luck Club,1993,Wayne Wang,Drama,Four Chinese-American women and their immigrant mothers explore generational relationships and cultural identity through interwoven stories.,$32.9M domestic; landmark Asian-American ensemble film; wide critical acclaim,"Box Office Mojo, Rotten Tomatoes, Wikipedia",,,,
93,The Thief and the Cobbler,1993,,Animation,Featured on LB Animated list.,,LB Animated,,,,
94,Zero Patience,1993,,Musical,Featured on LB Musical list.,,LB Musical,,,,
95,A Bronx Tale,1993,Robert De Niro,Drama,A young boy in 1960s New York is torn between the influence of his hardworking father and a charismatic local mob boss.,Robert De Niro's directorial debut; $17.3M domestic; enduring coming-of-age crime classic,"Box Office Mojo, Rotten Tomatoes, Letterboxd",,,,
96,A Perfect World,1993,Clint Eastwood,Drama,An escaped convict kidnaps a young boy in 1960s Texas and forms an unexpected paternal bond during their flight from a pursuing lawman.,$31M worldwide; Eastwood-Costner collaboration; underrated character study,"Box Office Mojo, Rotten Tomatoes, Letterboxd",,,,
97,Alive,1993,Frank Marshall,Drama,Survivors of a 1972 Andes plane crash must resort to extreme measures to stay alive in the frozen mountains for 72 days.,$36.7M domestic; harrowing survival drama based on true events,"Box Office Mojo, Rotten Tomatoes, Wikipedia",,,,
98,Amongst Friends,1993,Rob Weiss,Crime,Three privileged Long Island friends dabble in petty crime until their games turn dangerous and deadly.,$200K domestic; Scorsese-influenced indie debut; Rob Weiss discovery,"Rotten Tomatoes, Letterboxd, Wikipedia",,,,
99,Another Stakeout,1993,John Badham,Comedy,Two mismatched detectives are forced to team with an assistant DA on an undercover stakeout to protect a key witness.,$20.2M domestic; Dreyfuss-Estevez-O'Donnell comedy sequel,"Box Office Mojo, Rotten Tomatoes, Wikipedia",,,,
100,Army of Darkness,1993,Sam Raimi,Horror,A time-displaced department store clerk battles medieval deadites with a chainsaw hand and a boomstick in this slapstick horror sequel.,Cult classic; completed the Evil Dead trilogy; beloved horror-comedy,"Rotten Tomatoes, Letterboxd, Wikipedia",,,,
101,Beethoven's 2nd,1993,Rod Daniel,Comedy,The lovable St. Bernard becomes a father and the family must protect his puppies from a scheming divorcée.,$53.4M domestic; popular family comedy sequel,"Box Office Mojo, Rotten Tomatoes, Wikipedia",,,,
102,Benny & Joon,1993,Jeremiah Chechik,Comedy/Drama,A young woman with a mental illness and her overprotective brother's lives are transformed by an eccentric stranger who communicates through silent-film pantomime.,$23.3M domestic; charming Johnny Depp vehicle; warm critical reception,"Box Office Mojo, Rotten Tomatoes, Wikipedia",,,,
103,Blood In Blood Out,1993,Taylor Hackford,Crime,"Three Chicano relatives from East Los Angeles take divergent life paths through gang life, prison, and law enforcement.",Enduring cult classic in Latino cinema; 3-hour epic; massive home video following,"Rotten Tomatoes, Letterboxd, Wikipedia",,,,
104,CB4,1993,Tamra Davis,Comedy,Three middle-class friends fake gangsta rap personas and accidentally become the biggest act in hip-hop.,$18.1M domestic; Chris Rock comedy; rap industry satire,"Box Office Mojo, Rotten Tomatoes, Wikipedia",,,,
105,Coneheads,1993,Steve Barron,Comedy,Aliens with cone-shaped heads attempt to blend in as an ordinary suburban family while evading government agents.,$21.3M domestic; SNL sketch adaptation; Dan Aykroyd and Jane Curtin,"Box Office Mojo, Rotten Tomatoes, Wikipedia",,,,
106,Cool Runnings,1993,Jon Turteltaub,Comedy,Jamaican sprinters recruit a disgraced American coach to form their country's first-ever bobsled team for the Winter Olympics.,$154M worldwide; beloved feel-good sports comedy; enduring family classic,"Box Office Mojo, Rotten Tomatoes, Wikipedia",,,,
107,Cop and a Half,1993,Henry Winkler,Comedy,A wisecracking kid who witnessed a crime partners with a reluctant detective who needs his testimony.,$31.9M domestic; Burt Reynolds family comedy; kid-cop formula,"Box Office Mojo, Rotten Tomatoes, Wikipedia",,,,
108,Demolition Man,1993,Marco Brambilla,Sci-Fi,A cryogenically frozen cop is thawed in a peaceful future society to stop an equally defrosted criminal psychopath.,$58M domestic; prescient sci-fi satire; Stallone-Snipes cult favourite,"Box Office Mojo, Rotten Tomatoes, Letterboxd",,,,
109,Dennis the Menace,1993,Nick Castle,Comedy,The mischievous neighbourhood boy drives his grumpy neighbour Mr. Wilson crazy during an eventful summer of pranks and chaos.,$51.3M domestic; Walter Matthau and Mason Gamble; family comedy,"Box Office Mojo, Rotten Tomatoes, Wikipedia",,,,
110,Ethan Frome,1993,John Madden,Drama,A New England farmer trapped in a loveless marriage falls for his wife's cousin in a doomed triangle that ends in tragedy.,Liam Neeson and Patricia Arquette; Edith Wharton adaptation; John Madden early work,"Rotten Tomatoes, Wikipedia, Letterboxd",,,,
111,Falling Down,1993,Joel Schumacher,Drama,A laid-off defense worker abandons his car in a Los Angeles traffic jam and goes on a violent odyssey across the city.,$40.9M domestic; provocative Michael Douglas performance; polarizing cultural commentary,"Box Office Mojo, Rotten Tomatoes, Letterboxd",,,,
112,Fire in the Sky,1993,Robert Lieberman,Sci-Fi,A dramatization of logger Travis Walton's alleged alien abduction in the Arizona wilderness shocks his community.,$19.9M domestic; disturbing abduction sequence; based on true account,"Box Office Mojo, Rotten Tomatoes, Wikipedia",,,,
113,Free Willy,1993,Simon Wincer,Family,A troubled foster boy bonds with a captive orca whale and devises a bold plan to set the animal free.,$77.7M domestic; major family franchise starter; defined 1990s family cinema,"Box Office Mojo, Wikipedia, Rotten Tomatoes",,,,
