Rank,Title,Year,Director,Primary_Genre,Synopsis,Major_Awards,Key_Sources
11,A Pigeon Sat on a Branch Reflecting on Existence,2014,Roy Andersson,Comedy/Drama,Two novelty salesmen peddle humor items while tableaux of human absurdity unfold around them in Anderssons deadpan philosophical completion of his Living trilogy.,Venice Golden Lion; RT 77 MC 77; Andersson tableau style; Living trilogy finale; existential comedy; static camera mastery; Swedish deadpan; philosophical absurdism,"Venice Film Festival, Metacritic, Rotten Tomatoes, Sight and Sound"
12,The Theory of Everything,2014,James Marsh,Biography/Romance,The extraordinary relationship between Stephen Hawking and his first wife Jane unfolds against the backdrop of his groundbreaking physics work and devastating motor neuron disease diagnosis.,Oscar Best Actor (Eddie Redmayne); Golden Globe Actor Drama; BAFTA Actor; 5 Oscar noms; RT 72 MC 72; Redmayne physical transformation; Jones luminous; Hawking biopic,"Academy Awards, Golden Globes, BAFTA, Metacritic, Rotten Tomatoes"
13,The Wonders,2014,Alice Rohrwacher,Drama,A beekeeping family in rural Italy faces upheaval when a teenager becomes enchanted by a television talent show in Rohrwachers tender portrait of traditional life meeting modernity.,Cannes Grand Prix; RT 88 MC 74; Rohrwacher sophomore film; Italian pastoral; tradition versus modernity; family dynamics; adolescent yearning; gentle naturalism,"Cannes Film Festival, Metacritic, Rotten Tomatoes"
14,Mommy,2014,Xavier Dolan,Drama,A widowed single mother struggles to care for her volatile ADHD teenager as a mysterious neighbor enters their lives in Dolans emotionally overwhelming portrait shot in a bold 1:1 aspect ratio.,Cannes Jury Prize (shared with Goodbye to Language); RT 92 MC 74; Dorval Pilon extraordinary; Dolan maximalist style; variable aspect ratio innovation; mother-son intensity,"Cannes Film Festival, Metacritic, Rotten Tomatoes, Sight and Sound, IndieWire"
15,Leviathan,2014,Andrey Zvyagintsev,Drama,A Russian mechanic fights to keep his home from a corrupt mayor who wants to seize his land in Zvyagintsevs devastating allegory of institutional corruption and individual powerlessness in modern Russia.,Cannes Best Screenplay; Oscar nom Foreign Language; Golden Globe Foreign; RT 99 MC 92; Russian state corruption; Job allegory; Zvyagintsev masterwork; political rage,"Cannes Film Festival, Academy Awards, Golden Globes, Metacritic, Rotten Tomatoes"
16,Whiplash,2014,Damien Chazelle,Drama,An ambitious jazz drumming student endures psychological and physical abuse from a terrifyingly perfectionist instructor in Chazelles electrifying debut about obsession and the cost of greatness.,Sundance Grand Jury Prize + Audience Award; 3 Oscars (Supporting Actor Film Editing Sound Mixing); 5 noms including Picture; RT 97 MC 89; Simmons Teller; Chazelle breakthrough; percussion intensity,"Sundance Film Festival, Academy Awards, Golden Globes, Metacritic, Rotten Tomatoes"
17,Goodbye to Language,2014,Jean-Luc Godard,Experimental,Godards radical 3D essay film juxtaposes a couple in conflict with images of nature language and a dog in a formally revolutionary meditation on communication and vision.,Cannes Jury Prize (shared with Mommy); RT 86 MC 83; Godard at 83; 3D as artistic tool; cinema-philosophy; dog as philosopher; formally radical; late Godard masterwork,"Cannes Film Festival, Metacritic, Rotten Tomatoes, Sight and Sound"
18,Timbuktu,2014,Abderrahmane Sissako,Drama,A cattle herder and his family fall under the oppressive rule of jihadist occupiers in northern Mali in Sissakos formally restrained poetic portrait of resistance beauty and religious extremism.,Cannes competition; Oscar nom Foreign Language; Cesar Best Film; RT 97 MC 86; Sissako masterwork; Malian cinema; anti-extremism meditation; lyrical resistance,"Cannes Film Festival, Academy Awards, Cesar Awards, Metacritic, Rotten Tomatoes"
19,Nightcrawler,2014,Dan Gilroy,Thriller,A driven sociopath becomes a freelance crime journalist filming violent incidents for Los Angeles television stations pushing ethical boundaries ever further in Gilroys razor-sharp media satire debut.,Oscar nom Cinematography; Spirit nom; Golden Globe nom Actor; RT 95 MC 76; Gyllenhaal career-defining transformation; Russo; media critique; Gilroy directorial breakthrough,"Academy Awards, Spirit Awards, Golden Globes, Metacritic, Rotten Tomatoes"
20,The Lego Movie,2014,Phil Lord and Christopher Miller,Animation/Comedy,An ordinary Lego construction worker is mistakenly identified as the prophesied hero who can save the Lego universe from an evil tyrant in Lord and Millers brilliantly subversive meta-comedy.,BAFTA Best Animated; Golden Globe nom Comedy; RT 96 MC 83; $469M worldwide; Everything Is Awesome ubiquitous; creative freedom message; Oscar snub controversy; animation innovation,"BAFTA, Golden Globes, Metacritic, Rotten Tomatoes, Box Office Mojo"
21,Interstellar,2014,Christopher Nolan,Sci-Fi/Drama,A team of astronauts travels through a wormhole near Saturn seeking a habitable planet for humanity as Earth succumbs to blight in Nolans ambitious emotionally driven space epic.,Oscar Cinematography (Hoyte van Hoytema); 5 Oscar noms; RT 73 MC 74; $731M worldwide; McConaughey Hathaway Chastain; Hans Zimmer score; Kip Thorne science; enduring cultural phenomenon,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo"
22,Song of the Sea,2014,Tomm Moore,Animation/Fantasy,A young boy discovers that his mute sister is a selkie who must sing to save the spirit world in Moores gorgeous hand-drawn Irish folklore animation suffused with Celtic mythology.,Oscar nom Animated Feature; RT 99 MC 85; Cartoon Saloon; Irish folklore; hand-drawn beauty; Celtic mythology; Moore follow-up to Secret of Kells; visual poetry,"Academy Awards, Metacritic, Rotten Tomatoes"
23,American Sniper,2014,Clint Eastwood,War/Drama,Navy SEAL Chris Kyle becomes the most lethal sniper in US military history across four tours in Iraq while struggling with the psychological toll on his family life back home.,6 Oscar noms (Picture Actor); Oscar Sound Editing; RT 72 MC 72; $547M domestic (massive cultural moment); Cooper transformative; Eastwood restraint; politically divisive discourse,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo"
24,Two Days One Night,2014,Jean-Pierre and Luc Dardenne,Drama,A Belgian factory worker spends a weekend visiting colleagues one by one to persuade them to give up their bonuses so she can keep her job in the Dardennes compassionate social realist masterwork.,Oscar nom Actress (Cotillard); Cannes competition; RT 95 MC 82; Cotillard luminous; Dardenne brothers social realism; economic anxiety; democratic persuasion,"Cannes Film Festival, Academy Awards, Metacritic, Rotten Tomatoes, Sight and Sound"
25,The Look of Silence,2014,Joshua Oppenheimer,Documentary,An Indonesian optometrist confronts the men who murdered his brother during the 1965 genocide in Oppenheimers devastating companion piece to The Act of Killing.,Venice Grand Jury Prize; RT 96 MC 82; Spirit Best Documentary; Oppenheimer moral confrontation; perpetrator psychology; survivor courage; participatory filmmaking,"Venice Film Festival, Spirit Awards, Metacritic, Rotten Tomatoes, Sight and Sound"
26,Still Alice,2014,Richard Glatzer and Wash Westmoreland,Drama,A renowned linguistics professor confronts early-onset Alzheimers disease and the gradual dissolution of her identity and family relationships in this devastating portrait of cognitive decline.,Oscar Best Actress (Julianne Moore); Golden Globe Actress Drama; SAG Actress; RT 88 MC 72; Moore career-best; Alzheimers awareness; Stewart Baldwin supporting,"Academy Awards, Golden Globes, SAG Awards, Metacritic, Rotten Tomatoes"
27,The Tale of the Princess Kaguya,2014,Isao Takahata,Animation,A bamboo cutters foundling daughter grows into a woman of extraordinary beauty who longs to return to her celestial origins in Takahatas hand-painted watercolor masterwork and Studio Ghibli farewell.,Oscar nom Animated Feature; RT 100 MC 89; Takahata final film; Studio Ghibli; watercolor animation unprecedented; Japanese folklore; existential beauty; 8-year production,"Academy Awards, Metacritic, Rotten Tomatoes, Sight and Sound"
28,Citizenfour,2014,Laura Poitras,Documentary,Poitras documents her direct encounters with Edward Snowden in a Hong Kong hotel room as he reveals the massive scope of NSA surveillance programs in this urgent real-time whistleblower chronicle.,Oscar Best Documentary; RT 96 MC 88; Snowden revelations captured live; surveillance state expose; Poitras courageous filmmaking; journalism as resistance,"Academy Awards, Metacritic, Rotten Tomatoes, Sight and Sound, IndieWire"
29,Dear White People,2014,Justin Simien,Comedy/Drama,Black students at a predominantly white Ivy League university navigate identity politics and racial tensions in Simiens sharp satirical ensemble debut that spawned a Netflix series.,Sundance Special Jury Prize; Spirit nom; RT 93 MC 76; Simien debut; race and identity satire; ensemble comedy; campus politics; cultural conversation starter,"Sundance Film Festival, Spirit Awards, Metacritic, Rotten Tomatoes"
30,Guardians of the Galaxy,2014,James Gunn,Sci-Fi/Action,A ragtag group of intergalactic outlaws must band together to stop a fanatical warrior from destroying the galaxy in Marvels irreverent space opera that proved obscure comic properties could dominate.,Oscar nom VFX; Golden Globe nom Comedy; RT 92 MC 76; $773M worldwide; Pratt Saldana Cooper Diesel; Awesome Mix soundtrack; launched cosmic MCU era,"Academy Awards, Golden Globes, Metacritic, Rotten Tomatoes, Box Office Mojo"
31,How to Train Your Dragon 2,2014,Dean DeBlois,Animation/Adventure,Hiccup discovers a secret dragon sanctuary guarded by his long-lost mother and must unite Vikings and dragons against a power-hungry warlord in DreamWorks breathtaking sequel.,Golden Globe Animated; Oscar nom Animated; RT 92 MC 76; $621M worldwide; Baruchel Blanchett; dragon flight spectacle; DreamWorks peak; franchise emotional depth,"Golden Globes, Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo"
32,Gone Girl,2014,David Fincher,Thriller,A mans wife disappears on their fifth wedding anniversary and mounting evidence points to him as the prime suspect in Finchers wickedly entertaining adaptation of Gillian Flynns bestseller.,Oscar nom Actress; Golden Globe noms; RT 87 MC 79; $369M worldwide; Pike career-defining; Cool Girl monologue entered cultural lexicon; Affleck Fincher collaboration,"Academy Awards, Golden Globes, Metacritic, Rotten Tomatoes, Box Office Mojo"
33,Rich Hill,2014,Andrew Droz Palermo and Tracy Droz Tragos,Documentary,Three teenage boys growing up in extreme poverty in a small Missouri town confront limited opportunities and family dysfunction in this intimate portrait of rural American hardship.,Sundance Grand Jury Prize Documentary; RT 90 MC 74; rural poverty; American Dream failure; youth resilience; Missouri heartland; Palermo Tragos debut,"Sundance Film Festival, Metacritic, Rotten Tomatoes"
34,It Follows,2014,David Robert Mitchell,Horror,A young woman is pursued by a relentless supernatural entity passed through sexual contact and must find a way to escape in Mitchells atmospheric synth-scored horror masterpiece.,Cannes Critics Week premiere; RT 96 MC 83; Disasterpeace score iconic; STI metaphor; suburban dread; Mitchell formalist horror; minimalist terror; genre-redefining,"Cannes Film Festival, Metacritic, Rotten Tomatoes, IndieWire, Sight and Sound"
35,The Babadook,2014,Jennifer Kent,Horror/Drama,A widowed mother and her troubled young son are terrorized by a sinister presence from a mysterious pop-up book that manifests their suppressed grief in Kents masterful elevated horror debut.,Sundance premiere; RT 98 MC 86; Essie Davis extraordinary; grief as monster metaphor; prestige horror landmark; later became unlikely LGBTQ icon meme; Kent debut,"Sundance Film Festival, Metacritic, Rotten Tomatoes, Sight and Sound, IndieWire"
36,Wild Tales,2014,Damian Szifron,Comedy/Thriller,Six standalone stories of revenge and violence explore the dark side of human nature when ordinary people are pushed beyond their limits in Szifrons wildly entertaining Argentine anthology.,Oscar nom Foreign Language; RT 96 MC 77; $30M worldwide (Argentine record); darkly comic; anthology structure; universal rage; Szifron debut; Almodovar produced,"Academy Awards, Metacritic, Rotten Tomatoes, IndieWire"
37,Love Is Strange,2014,Ira Sachs,Drama,After nearly four decades together two men finally marry only to face housing and financial hardships that force them to live apart in Sachs tender intimate portrait of enduring love.,RT 94 MC 87; Lithgow Molina luminous; elder queer romance; NYC intimacy; Sachs social realism; Cannes premiere; quiet devastating; Chopin score,"Cannes Film Festival, Metacritic, Rotten Tomatoes, IndieWire"
38,Wild,2014,Jean-Marc Vallee,Drama/Adventure,A woman with nothing to lose undertakes a grueling solo hike along the Pacific Crest Trail to recover from years of self-destruction and grief in Vallees redemptive wilderness memoir adaptation.,Oscar noms Actress Supporting Actress; RT 89 MC 73; Witherspoon career comeback; Dern supporting; Strayed memoir; nature as therapy; Vallee naturalism,"Academy Awards, Metacritic, Rotten Tomatoes, Golden Globes"
39,Paddington,2014,Paul King,Comedy/Family,A polite young Peruvian bear arrives in London seeking a home and is taken in by the Brown family while a sinister taxidermist plots to capture him in Kings irresistibly charming adaptation.,RT 97 MC 77; $282M worldwide; Whishaw voice; Hawkins Bonneville; Kings warmth; British cultural institution; immigrant allegory; franchise launcher; family classic,"Metacritic, Rotten Tomatoes, Box Office Mojo, BAFTA"
40,A Most Violent Year,2014,J.C. Chandor,Crime/Drama,A fuel oil distributor struggles to maintain his integrity during New Yorks most crime-ridden year as violence threatens his family and business in Chandors morally complex period thriller.,Spirit nom; National Board of Review Best Film + Director; RT 90 MC 79; Isaac Chastain; 1981 NYC period detail; Chandor moral complexity; Pacino-era homage,"Spirit Awards, National Board of Review, Metacritic, Rotten Tomatoes"
41,Blue Ruin,2014,Jeremy Saulnier,Thriller/Crime,A drifter living in his car returns to his hometown to avenge his parents murder setting off a chain of escalating violence in Saulniers stripped-down minimalist revenge thriller.,Cannes Directors Fortnight; RT 96 MC 73; Saulnier breakthrough; Blair performance; micro-budget excellence; violence as consequence; indie thriller benchmark,"Cannes Film Festival, Metacritic, Rotten Tomatoes, IndieWire"
42,Dawn of the Planet of the Apes,2014,Matt Reeves,Sci-Fi/Drama,Evolved apes led by Caesar and a group of human survivors reach a fragile peace that is threatened by mistrust and warmongering factions on both sides in Reeves morally complex blockbuster.,Oscar nom VFX; RT 90 MC 79; $710M worldwide; Serkis motion capture mastery; Reeves elevated franchise; ape society worldbuilding; war allegory,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo"
43,Into the Woods,2014,Rob Marshall,Musical/Fantasy,Interconnected fairy tale characters discover the consequences of their wishes coming true in Marshalls lavish adaptation of Sondheims beloved Broadway musical about the price of happily ever after.,3 Oscar noms; RT 71 MC 69; Streep Blunt Kendrick Pine; Sondheim adaptation; Disney musical; fairy tale deconstruction; $213M worldwide; musical theater prestige,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo"
44,Big Hero 6,2014,Don Hall and Chris Williams,Animation/Action,A robotics prodigy and an inflatable healthcare robot form a team of unlikely superheroes to combat a masked villain threatening San Fransokyo in Disneys anime-inspired adventure.,Oscar Best Animated Feature; RT 90 MC 74; $657M worldwide; Baymax cultural icon; Disney-Marvel hybrid; grief and friendship; tech-superhero innovation,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo"
45,X-Men: Days of Future Past,2014,Bryan Singer,Superhero/Action,Wolverine is sent back to 1973 to prevent a catastrophe that dooms mutants and humans alike by uniting the younger and older X-Men across timelines in Singers franchise-redefining spectacle.,Oscar nom VFX; RT 90 MC 74; $747M worldwide; McAvoy Fassbender Jackman Lawrence; timeline merger; franchise reset; Quicksilver scene iconic,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo"
46,Gett: The Trial of Viviane Amsalem,2014,Ronit Elkabetz and Shlomi Elkabetz,Drama,An Israeli woman spends five years battling her husbands refusal to grant a religious divorce in a rabbinical court in the Elkabetz siblings devastating chamber piece about institutional patriarchy.,RT 100 MC 87; Elkabetz siblings trilogy finale; feminist legal drama; single-location intensity; religious law critique; Israeli cinema landmark; courtroom as battleground,"Metacritic, Rotten Tomatoes, IndieWire, Sight and Sound"
47,Captain America: The Winter Soldier,2014,Anthony and Joe Russo,Superhero/Action,Steve Rogers uncovers a vast conspiracy within SHIELD and confronts a mysterious assassin with ties to his past in the Russos political thriller that elevated the MCU.,Oscar nom VFX; RT 90 MC 70; $714M worldwide; Russo brothers breakthrough; MCU political thriller; Evans Johansson Mackie; Winter Soldier iconic; redefined superhero films,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo"
48,'71,2014,Yann Demange,War/Thriller,A young British soldier becomes separated from his unit during a riot in Belfast and must survive the night navigating hostile nationalist and loyalist territories in Demange visceral debut.,Berlin premiere; RT 97 MC 78; OConnell leading; Troubles-era tension; single-night survival; Demange precision; chase thriller; Belfast geography as danger,"Berlin Film Festival, Metacritic, Rotten Tomatoes, IndieWire"
49,Pride,2014,Matthew Warchus,Drama/Comedy,A group of LGBT activists raises money to support Welsh mining communities during the 1984 miners strike forging an unlikely and transformative alliance across social divides.,BAFTA Outstanding British Film nom; RT 93 MC 79; ensemble warmth; Thatcher-era politics; community solidarity; true story; Sheen Nighy Considine; feel-good political history,"BAFTA, Metacritic, Rotten Tomatoes, IndieWire"
50,Inherent Vice,2014,Paul Thomas Anderson,Comedy/Crime,A perpetually stoned private detective investigates the disappearance of his ex-girlfriend in 1970s Los Angeles uncovering an absurdly tangled conspiracy in Andersons psychedelic Pynchon adaptation.,Oscar noms Costume Adapted Screenplay; RT 73 MC 81; Phoenix deadpan; Brolin; Anderson postmodern puzzle; Pynchon adaptation; stoner noir genre; cult divisive,"Academy Awards, Metacritic, Rotten Tomatoes, Sight and Sound"
51,A Girl Walks Home Alone at Night,2014,Ana Lily Amirpour,Horror/Western,A lonely vampire stalks the residents of a desolate Iranian ghost town in Amirpours gorgeous black-and-white Persian-language debut blending vampire mythology with spaghetti western aesthetics.,Sundance premiere; RT 97 MC 80; Amirpour debut; vampire western hybrid; feminist allegory; black-and-white beauty; Iranian-American identity; genre invention,"Sundance Film Festival, Metacritic, Rotten Tomatoes, IndieWire, Sight and Sound"
52,Alive Inside,2014,Michael Rossato-Bennett,Documentary,A social worker discovers that music can awaken deep memories in dementia patients bringing them back to life through personalized playlists in this moving exploration of musics healing power.,Sundance Audience Award Documentary; RT 84 MC 62; music therapy; dementia care; Henry awakening scene viral; Rossato-Bennett debut; elder care advocacy,"Sundance Film Festival, Metacritic, Rotten Tomatoes"
53,Unbroken,2014,Angelina Jolie,War/Drama,Olympic runner Louis Zamperini survives 47 days adrift in the Pacific and years as a Japanese prisoner of war through extraordinary resilience in Jolies ambitious biographical epic.,3 Oscar noms; RT 51 MC 59; Zamperini true story; OConnell leading; Jolie directing; Coen brothers screenplay; endurance narrative; WWII survival,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo"
54,Begin Again,2014,John Carney,Drama/Music,A disgraced music executive and a singer-songwriter connect over their shared love of music and record an album across New York City in Carneys warm musical follow-up to Once.,RT 83 MC 68; Ruffalo Knightley; Carney music film trilogy; NYC locations recording; analog versus digital; Lost Stars Oscar nom Song; Levine debut; feel-good indie,"Academy Awards, Metacritic, Rotten Tomatoes"
55,Obvious Child,2014,Gillian Robespierre,Comedy/Drama,A Brooklyn stand-up comedian deals with a breakup job loss and an unplanned pregnancy with unflinching honesty and humor in Robespieres refreshingly frank romantic comedy.,RT 90 MC 73; Slate breakthrough; abortion normalization in comedy; female-centered narrative; Sundance premiere; Robespierre debut; reproductive autonomy; warm wit,"Sundance Film Festival, Metacritic, Rotten Tomatoes, IndieWire"
56,Snowpiercer,2014,Bong Joon-ho,Sci-Fi/Action,Survivors of a frozen apocalypse are segregated by class aboard a perpetual-motion train and the impoverished tail section stages a violent revolution forward in Bongs English-language debut.,RT 94 MC 84; Evans Swinton Song; Bong international breakthrough; class warfare allegory; Harvey Weinstein distribution battle; train as society metaphor; cult following,"Metacritic, Rotten Tomatoes, IndieWire, Sight and Sound"
57,Frank,2014,Lenny Abrahamson,Comedy/Drama,A young aspiring musician joins a band led by an enigmatic frontman who never removes his oversized papier-mache head in Abrahamsons offbeat exploration of creativity and mental illness.,Sundance premiere; RT 93 MC 67; Fassbender Gleeson Maggie Gyllenhaal; inspired by Frank Sidebottom; Abrahamson pre-Room; music and madness; indie charm,"Sundance Film Festival, Metacritic, Rotten Tomatoes, IndieWire"
58,The Tribe,2014,Miroslav Slaboshpitsky,Drama/Crime,A deaf teenager enters a boarding school controlled by a violent criminal gang conducted entirely in Ukrainian Sign Language with no subtitles in Slaboshpitskys formally audacious debut.,Cannes Critics Week Grand Prize; RT 84 MC 73; no dialogue no subtitles no score; deaf narrative innovation; formal audacity; visceral intensity; Slaboshpitsky debut,"Cannes Film Festival, Metacritic, Rotten Tomatoes, IndieWire"
59,Particle Fever,2014,Mark Levinson,Documentary,Physicists at CERN prepare for the launch of the Large Hadron Collider and await the results of the search for the Higgs boson in this thrilling chronicle of scientific discovery.,RT 95 MC 83; CERN unprecedented access; Higgs boson discovery; physics excitement; Levinson physicist-filmmaker; science as drama; human stakes of particle physics,"Metacritic, Rotten Tomatoes, IndieWire"
60,Starred Up,2014,David Mackenzie,Drama/Crime,A volatile teenage offender is transferred to the adult prison where his estranged father is serving time forcing a brutal confrontation between blood and institutional violence.,RT 98 MC 80; OConnell breakout; Mendelsohn; Mackenzie intensity; British prison drama; father-son collision; Jonathan Asser screenplay (based on therapy work); raw power,"Metacritic, Rotten Tomatoes, IndieWire, Sight and Sound"
61,White God,2014,Kornel Mundruczo,Drama/Fantasy,A teenage girl searches for her beloved dog who has been abandoned on the streets of Budapest while the citys mistreated strays organize a rebellion in Mundruczos allegorical fable.,Cannes Un Certain Regard Prize; RT 81 MC 72; dog revolution allegory; class metaphor; real trained dogs; Hungarian society critique; Mundruczo breakthrough; Planet of the Dogs,"Cannes Film Festival, Metacritic, Rotten Tomatoes, IndieWire"
62,The Boxtrolls,2014,Graham Annable and Anthony Stacchi,Animation/Fantasy,An orphaned boy raised by trash-collecting trolls beneath a Victorian city must save his underground family from a villainous exterminator in Laikas inventive stop-motion adventure.,Oscar nom Animated Feature; RT 74 MC 61; Laika stop-motion craftsmanship; creature design; class commentary; steampunk aesthetic; Kingsley Frostbite villain,"Academy Awards, Metacritic, Rotten Tomatoes"
63,What We Do in the Shadows,2014,Taika Waititi and Jemaine Clement,Comedy/Horror,A documentary crew follows four vampire flatmates navigating modern-day Wellington dealing with flatmate disputes nightclub entry and keeping their undead identities secret.,RT 96 MC 76; Waititi Clement; mockumentary perfection; New Zealand humor; horror comedy hybrid; cult classic; Waititi pre-MCU; franchise spawning,"Metacritic, Rotten Tomatoes, IndieWire"
64,Palo Alto,2014,Gia Coppola,Drama,Interconnected stories of disaffected teenagers in suburban California explore alienation desire and aimlessness in Gia Coppolas atmospheric directorial debut based on James Francos stories.,RT 70 MC 59; Venice premiere; Coppola debut; Roberts Wolff Kilmer; Franco source material; California ennui; suburban anomie; generational portrait,"Venice Film Festival, Metacritic, Rotten Tomatoes"
65,Housebound,2014,Gerard Johnstone,Horror/Comedy,A young woman placed under home detention at her mothers house discovers the residence may actually be haunted in Johnstones wildly inventive New Zealand horror-comedy debut.,RT 97 MC 70; Johnstone debut; New Zealand horror; comedy-horror hybrid; haunted house twist; home detention premise; Kiwi humor; festival favorite,"Metacritic, Rotten Tomatoes, IndieWire"
66,Party Girl,2014,Marie Amachoukeli and Claire Burger and Samuel Theis,Drama,A sixty-year-old nightclub hostess in a French border town considers settling down with a retired Turkish worker in this warm naturalistic portrait of late-life romantic possibility.,Cannes Camera dOr; RT 72 MC 62; non-professional lead; French social realism; border town life; aging party girl; Cannes debut prize; naturalistic charm,"Cannes Film Festival, Metacritic, Rotten Tomatoes"
67,Hungry Hearts,2014,Saverio Costanzo,Drama/Thriller,A New York couples relationship deteriorates when the mother becomes dangerously obsessive about protecting their newborn from perceived environmental toxins in Costanzos psychologically intense drama.,Venice Best Actor (Adam Driver) + Best Actress (Alba Rohrwacher); RT 77 MC 64; Driver Rohrwacher dual Venice wins; parental anxiety; dietary extremism; Costanzo tension,"Venice Film Festival, Metacritic, Rotten Tomatoes"
68,20000 Days on Earth,2014,Iain Forsyth and Jane Pollard,Documentary/Drama,Nick Cave reflects on memory identity and creativity through a fictionalized day in his life blending documentary footage with staged sequences in this visually stunning artist portrait.,RT 94 MC 78; Cave charisma; hybrid documentary; art and mortality; Bad Seeds footage; Brighton locations; Forsyth Pollard debut; music documentary innovation,"Metacritic, Rotten Tomatoes, IndieWire, Sight and Sound"
