Rank,Title,Year,Director,Primary_Genre,Synopsis,Major_Awards,Key_Sources
47,Beyond the Hills,2012,Cristian Mungiu,Drama,Two young women raised together in an orphanage are reunited at a remote Romanian monastery where a failed exorcism leads to tragedy in Mungius rigorous true-crime drama.,Cannes Best Actress (Flutur & Stratan) + Best Screenplay; MC 80 RT 85; Mungiu follow-up to 4 Months; Romanian New Wave; institutional horror; devastating,"Cannes Film Festival, Metacritic, Rotten Tomatoes, Sight and Sound"
48,Brave,2012,Mark Andrews and Brenda Chapman,Animation/Fantasy,A headstrong Scottish princess defies tradition and casts a spell that goes wrong threatening to destroy her kingdom in Pixars first female-led adventure.,Oscar Best Animated Feature; RT 78 MC 69; $540M on $185M; Scottish setting; mother-daughter story; Pixar formula; Chapman removed mid-production controversy,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo"
49,Rust and Bone,2012,Jacques Audiard,Drama/Romance,A killer whale trainer who loses both legs in an accident and a struggling single father and bare-knuckle fighter form an unlikely bond in Audiards raw visceral romance.,Cannes competition; RT 82 MC 79; Cotillard Schoenaerts extraordinary; Audiard physicality; disability and desire; Bon Iver soundtrack; emotionally overwhelming,"Cannes Film Festival, Metacritic, Rotten Tomatoes, IndieWire"
50,Kon-Tiki,2012,Joachim Ronning and Espen Sandberg,Adventure/Drama,Norwegian explorer Thor Heyerdahl crosses the Pacific on a balsa-wood raft to prove his theory that South Americans could have settled Polynesia in this stirring true adventure.,Oscar nom Foreign Language; RT 82 MC 62; Norwegian cinema; true adventure; practical effects; Heyerdahl legacy; Ronning Sandberg pre-Pirates 5,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo"
51,Like Someone in Love,2012,Abbas Kiarostami,Drama,A young Tokyo call girl visits an elderly retired professor and a complex game of pretense and identity unfolds over two days in Kiarostamis final completed feature.,Cannes competition; RT 81 MC 79; Kiarostami in Japan; identity and deception; car as confessional; masters farewell; formally precise; quietly devastating,"Cannes Film Festival, Metacritic, Rotten Tomatoes, Sight and Sound"
52,Safety Not Guaranteed,2012,Colin Trevorrow,Comedy/Sci-Fi,Three magazine reporters investigate a man who placed a classified ad seeking a companion for time travel and discover he may not be crazy in Trevorrows charming debut.,RT 91 MC 67; Sundance hit; Plaza Duplass; Trevorrow pre-Jurassic World; indie sci-fi charm; classified ad premise; heartfelt resolution,"Sundance Film Festival, Metacritic, Rotten Tomatoes, IndieWire"
53,The Impossible,2012,J.A. Bayona,Drama/Thriller,A tourist family in Thailand is caught in the 2004 Indian Ocean tsunami and fights to survive and reunite in Bayonas harrowing disaster drama.,Oscar nom Actress (Watts); RT 81 MC 60; Watts McGregor; Bayona (The Orphanage follow-up); tsunami sequences terrifying; survival drama; based on true story,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo"
54,In Another Country,2012,Hong Sang-soo,Comedy/Drama,Three variations on a French woman visiting a Korean coastal town play out with subtle differences in Hong Sang-soos witty playful triptych starring Isabelle Huppert.,Cannes competition; RT 84 MC 73; Hong Sang-soo and Huppert collaboration; structural games; Korean seaside; repetition and variation; cinephile delight,"Cannes Film Festival, Metacritic, Rotten Tomatoes, Sight and Sound"
55,The Dark Knight Rises,2012,Christopher Nolan,Action/Drama,Batman returns from eight years of self-imposed exile to save Gotham from a masked revolutionary who threatens to destroy the city in Nolans epic trilogy conclusion.,RT 87 MC 78; $1.081B worldwide; Hardy Bane; Hathaway Catwoman; Aurora shooting tragedy; Nolan ambition; IMAX spectacle; divisive ending; cultural event,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
56,Samsara,2012,Ron Fricke,Documentary,A non-narrative visual tone poem filmed across twenty-five countries over five years explores the interconnection between humanity and the natural world in Frickes breathtaking sequel to Baraka.,RT 74 MC 69; 70mm photography; no narration; Baraka spiritual successor; global scope; meditative and overwhelming; theatrical experience essential; visual masterpiece,"Metacritic, Rotten Tomatoes, IndieWire, Box Office Mojo"
57,Anna Karenina,2012,Joe Wright,Drama/Romance,Tolstoys tale of a Russian aristocrats doomed passion for a dashing cavalry officer is reimagined as a theatrical production staged within a crumbling playhouse in Wrights daring adaptation.,Oscar Costume Design; RT 63 MC 63; Knightley Law Taylor-Johnson; Wright formal boldness; Stoppard script; Dario Marianelli score; divisive theatrical conceit,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo"
58,Something in the Air,2012,Olivier Assayas,Drama,A young painter navigates radical politics art and romance in the aftermath of May 68 in Assayas autobiographical portrait of youth idealism in early 1970s France.,Venice Best Screenplay; RT 78 MC 73; Assayas most personal; Apres Mai original title; 1970s counterculture; art vs activism; period detail exquisite,"Venice Film Festival, Metacritic, Rotten Tomatoes, IndieWire"
59,Bernie,2012,Richard Linklater,Comedy/Crime,A beloved small-town Texas mortician befriends and then murders a wealthy widow and the community rallies to his defense in Linklaters darkly comic true-crime docudrama.,RT 92 MC 75; Black McConaughey MacLaine; Linklater docudrama hybrid; East Texas community; true crime as comedy; Black career-best; McConaissance chapter,"Metacritic, Rotten Tomatoes, IndieWire, Box Office Mojo"
60,Sister,2012,Ursula Meier,Drama,A twelve-year-old boy steals from wealthy tourists at a Swiss ski resort to support himself and his irresponsible older sister in Meiers compassionate class-divide drama.,Berlin Special Award Silver Bear; RT 82 MC 74; Meier (Home follow-up); Swiss poverty; Kacey Mottet Klein extraordinary; alpine setting; quiet observation,"Berlin Film Festival, Metacritic, Rotten Tomatoes, IndieWire"
61,Killing Them Softly,2012,Andrew Dominik,Crime/Thriller,A professional enforcer investigates a heist that takes place during a mob-protected poker game against the backdrop of the 2008 financial crisis in Dominiks cynical noir.,Cannes competition; RT 75 MC 64; Pitt Gandolfini Mendelsohn; Dominik (Assassination of Jesse James follow-up); America is not a country its a business; political allegory,"Cannes Film Festival, Metacritic, Rotten Tomatoes, IndieWire"
62,Ai Weiwei: Never Sorry,2012,Alison Klayman,Documentary,Chinese artist and activist Ai Weiwei challenges his governments authority on human rights through his art and social media in Klaymans intimate portrait of creative dissent.,Sundance Special Jury Prize; RT 88 MC 75; Klayman debut; Chinese dissident art; social media activism; politically urgent; Ai Weiwei courage documented,"Sundance Film Festival, Metacritic, Rotten Tomatoes, IndieWire"
63,Looper,2012,Rian Johnson,Sci-Fi/Thriller,A hitman who kills targets sent from the future must confront his older self when the crime syndicate closes his loop in Johnsons inventive and emotionally resonant time-travel thriller.,RT 93 MC 84; $176M on $30M; Gordon-Levitt Willis Blunt; Johnson pre-Star Wars; time-travel done smart; Kansas farm third act; original sci-fi triumph,"Metacritic, Rotten Tomatoes, Box Office Mojo, IndieWire"
64,The Raid: Redemption,2012,Gareth Evans,Action/Martial Arts,A SWAT team becomes trapped inside a tenement building run by a ruthless drug lord and must fight floor by floor to survive in Evanss relentless Indonesian action masterpiece.,RT 86 MC 73; $9M worldwide on $1.1M; 8x return; Evans Welsh-Indonesian collaboration; martial arts reinvented; Iko Uwais; hallway fight; action cinema landmark,"Metacritic, Rotten Tomatoes, Box Office Mojo, IndieWire"
65,Compliance,2012,Craig Zobel,Drama/Thriller,A fast-food restaurant manager follows increasingly degrading instructions from a caller posing as a police officer in Zobels shocking true-crime drama about authority and obedience.,RT 89 MC 68; Sundance walkouts; Milgram experiment dramatized; Dowd extraordinary; provocative and disturbing; based on strip search prank call case,"Sundance Film Festival, Metacritic, Rotten Tomatoes, IndieWire"
66,Smashed,2012,James Ponsoldt,Drama,A first-grade teacher whose marriage is built on shared alcoholism decides to get sober and discovers her recovery threatens to destroy her relationship.,RT 84 MC 71; Winstead extraordinary; Ponsoldt debut; addiction realism; Paul partnership; indie drama; Sundance premiere; marriage and sobriety,"Sundance Film Festival, Metacritic, Rotten Tomatoes, IndieWire"
67,The Sapphires,2012,Wayne Blair,Comedy/Drama,Four Aboriginal Australian women form a Motown-inspired singing group and are recruited to perform for troops in Vietnam in Blairs crowd-pleasing true story.,TIFF; RT 88 MC 67; Debicki breakthrough; Aboriginal Australian history; Motown music; feel-good; Australian cinema; Vietnam backdrop; commercially strong in Australia,"TIFF, Metacritic, Rotten Tomatoes, Box Office Mojo"
68,Cosmopolis,2012,David Cronenberg,Drama/Thriller,A young billionaire asset manager crosses Manhattan in his stretch limousine for a haircut as his fortune and the world collapse around him in Cronenbergs icy DeLillo adaptation.,Cannes competition; RT 65 MC 60; Pattinson; Cronenberg clinical; DeLillo dialogue; capitalism critique; polarizing; Cannes divided; formally audacious,"Cannes Film Festival, Metacritic, Rotten Tomatoes, IndieWire"
69,Seven Psychopaths,2012,Martin McDonagh,Comedy/Crime,A struggling screenwriter gets entangled in the Los Angeles criminal underworld when his friends kidnap a gangsters beloved Shih Tzu in McDonaghs meta-violent comedy.,TIFF Midnight Madness Peoples Choice; RT 83 MC 66; Farrell Rockwell Walken Harrelson; McDonagh Hollywood satire; In Bruges follow-up; self-aware violence,"TIFF, Metacritic, Rotten Tomatoes, Box Office Mojo"
70,The Cabin in the Woods,2012,Drew Goddard,Horror/Comedy,Five college friends go to a remote cabin unaware that their every move is being orchestrated by a hidden organization in Goddards brilliantly deconstructive meta-horror.,RT 92 MC 72; $66M on $30M; Whedon co-wrote; horror genre deconstruction; every trope subverted; Whitford Jenkins; surprise revelations; instant cult classic,"Metacritic, Rotten Tomatoes, Box Office Mojo, IndieWire"
71,The Place Beyond the Pines,2012,Derek Cianfrance,Crime/Drama,A motorcycle stunt rider turns to bank robbery to support his family and his actions set off a chain of consequences spanning two generations in Cianfrances ambitious triptych.,TIFF premiere; RT 79 MC 68; Gosling Cooper Mendes; Cianfrance (Blue Valentine follow-up); generational sin; Schenectady setting; three-part structure,"TIFF, Metacritic, Rotten Tomatoes, Box Office Mojo"
