Rank,Title,Year,Director,Primary_Genre,Synopsis,Major_Awards,Key_Sources
18,Can You Ever Forgive Me?,2018,Marielle Heller,Drama/Comedy,A failing biographer turns to forging letters by famous authors to pay the bills forming an unlikely friendship with a charming accomplice in Hellers sharp sympathetic portrait of literary deception.,Oscar noms Actress (McCarthy) + Supporting Actor (Grant); Spirit Supporting (Grant); RT 98 MC 80; McCarthy dramatic turn; Richard E. Grant revelatory; Lee Israel true story; New York 1990s; Heller empathetic,"Academy Awards, Spirit Awards, Metacritic, Rotten Tomatoes"
19,The Rider,2018,Chloe Zhao,Drama/Western,A young Lakota cowboy at a South Dakota rodeo struggles to find a new identity after a near-fatal riding accident in Zhaos transcendent portrait of masculinity landscape and the American West.,Spirit Best Feature nom + Best Director nom; RT 97 MC 92; Zhao pre-Nomadland; Brady Jandreau real-life story; Pine Ridge; non-professional cast; landscape as character; Zhao breakthrough; rodeo and vulnerability,"Spirit Awards, Metacritic, Rotten Tomatoes, Sight and Sound"
20,Burning,2018,Lee Chang-dong,Drama/Thriller,A young aspiring writer in Seoul becomes consumed by jealousy and suspicion when the woman he loves introduces him to a mysterious wealthy friend in Lees masterful slow-burn psychological thriller.,Cannes FIPRESCI Prize; RT 95 MC 90; Yoo Ah-in Steven Yeun Jeon Jong-seo; Murakami adaptation; class resentment; mystery and metaphor; Lee comeback after 8 years; Yeun extraordinary; Korean cinema landmark,"Cannes Film Festival, Metacritic, Rotten Tomatoes, Sight and Sound"
21,Hale County This Morning This Evening,2018,RaMell Ross,Documentary,An intimate poetic portrait of life in Hale County Alabama following two young Black men and their families in Rosss lyrical reimagining of what documentary cinema can be.,Oscar nom Documentary; RT 95 MC 85; Ross visual poetry; Alabama Black Belt; observational lyricism; James Agee Walker Evans echo; time and place; Sundance Special Jury; non-narrative documentary; sensory and profound,"Academy Awards, Metacritic, Rotten Tomatoes"
22,The Ballad of Buster Scruggs,2018,Joel Coen/Ethan Coen,Western/Comedy,Six tales of life and violence in the Old West are told with the Coens trademark dark humor and visual brilliance in this anthology film that ranges from absurdist comedy to existential meditation.,Venice Best Screenplay; Oscar noms Adapted Screenplay + Costume + Song; RT 92 MC 79; Netflix; Coen brothers anthology; six vignettes; Western genre; Tom Waits; Meal Ticket devastating; Coens at their most varied,"Venice Film Festival, Academy Awards, Metacritic, Rotten Tomatoes"
23,Hereditary,2018,Ari Aster,Horror/Drama,A family reeling from the death of their secretive grandmother begins to unravel terrifying secrets about their ancestry in Asters devastating horror debut that transcended genre through sheer emotional force.,RT 89 MC 87; Sundance premiere; A24; Toni Collette career-best (Oscar snub controversy); Aster debut; elevated horror landmark; head scene; miniatures; Paimon; Collette should-have-been-nominated; family as horror,"Metacritic, Rotten Tomatoes, IndieWire"
24,Minding the Gap,2018,Bing Liu,Documentary,Three young men in Rockford Illinois bond through skateboarding while navigating the complexities of abuse poverty and the American Dream in Lius deeply personal debut that transcends the skateboard documentary.,Oscar nom Documentary; RT 100 MC 90; Liu debut; skateboarding as escape; domestic abuse; Rockford Illinois; personal filmmaking; Keire Zack Bing; class in Middle America; zero negative reviews; Hulu,"Academy Awards, Metacritic, Rotten Tomatoes, IndieWire"
25,Eighth Grade,2018,Bo Burnham,Comedy/Drama,A shy thirteen-year-old girl navigates the agonies and small triumphs of her last week of middle school in Burnhams tender authentic debut that captured the anxiety of growing up in the social media age.,Spirit First Feature nom; Writers Guild Original Screenplay; RT 99 MC 90; Elsie Fisher extraordinary; Burnham directing debut; YouTube era adolescence; pool party scene unbearable; A24; generational portrait,"Spirit Awards, Metacritic, Rotten Tomatoes, IndieWire"
26,Isle of Dogs,2018,Wes Anderson,Animation/Comedy,A boy journeys to a garbage-dump island to find his beloved dog in a dystopian near-future Japan in Andersons meticulously crafted stop-motion adventure brimming with wit and visual invention.,Berlin Best Director; Oscar nom Animated; RT 90 MC 82; Anderson stop-motion; Japanese setting; dog rescue quest; voice cast (Cranston Norton Murray); cultural appropriation debate; Andersons visual perfectionism,"Berlin Film Festival, Academy Awards, Metacritic, Rotten Tomatoes"
27,A Star Is Born,2018,Bradley Cooper,Drama/Musical,A seasoned musician discovers and falls in love with a young singer whose rising fame coincides with his own descent into addiction in Coopers stirring emotionally devastating directorial debut and fourth version of the classic story.,Oscar Song (Shallow); 8 noms including Picture Actor Actress; Golden Globe noms; $434M worldwide; Cooper Gaga chemistry; Shallow global phenomenon; Cooper directorial debut; Gaga transcendent; Sam Elliott,"Academy Awards, Golden Globes, Metacritic, Rotten Tomatoes, Box Office Mojo"
28,Won't You Be My Neighbor?,2018,Morgan Neville,Documentary,The life philosophy and legacy of Fred Rogers is explored through archival footage and interviews revealing how a simple children's television host became one of the most important Americans of the 20th century.,Spirit Best Documentary; RT 98 MC 85; Neville 20 Feet from Stardom follow-up; Fred Rogers legacy; kindness as radical act; Mister Rogers Neighborhood; audience tears; highest-grossing doc of 2018; cultural balm,"Spirit Awards, Metacritic, Rotten Tomatoes"
29,Three Identical Strangers,2018,Tim Wardle,Documentary,The remarkable true story of three strangers who discover they are identical triplets separated at birth revealing a sinister secret that goes beyond their story in Wardles jaw-dropping documentary.,Sundance Special Jury Award; RT 96 MC 80; Wardle investigative; nature vs nurture; twin study ethics; escalating revelations; Neubauer study; audience gasps; documentary as thriller; ethical horror,"Sundance Film Festival, Metacritic, Rotten Tomatoes"
30,Mary Poppins Returns,2018,Rob Marshall,Musical/Fantasy,Mary Poppins returns to help the now-grown Banks children through a personal loss in Marshalls lavish sequel that blended live-action and animation with original songs and classic swept-chimney charm.,Oscar noms Score Costume Production Design Song; RT 79 MC 66; $349M worldwide; Blunt Whishaw Miranda; Marshall musicals; Dick Van Dyke cameo; Bath Time number; sequel 54 years later; Blunt charming,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo"
31,Custody,2018,Xavier Legrand,Thriller/Drama,A divorce and custody battle becomes a suffocating nightmare when a judge grants a father visitation rights despite evidence of domestic abuse in Legrands masterfully tense debut.,Venice Best Director (2017); Cesar Best Film; RT 97 MC 79; Legrand debut; domestic violence; custody battle as thriller; dinner scene unbearable; escalation to horror; French cinema; Legrand short film predecessor; devastating,"Venice Film Festival, Cesar Awards, Metacritic, Rotten Tomatoes"
32,Wildlife,2018,Paul Dano,Drama,A fourteen-year-old boy watches helplessly as his parents marriage disintegrates in 1960s Montana in Danos precise emotionally devastating directorial debut adapted from Richard Ford.,RT 93 MC 78; Gyllenhaal Mulligan Oxenbould; Dano directing debut; Zoe Kazan co-wrote; Richard Ford adaptation; 1960 Montana; marriage dissolution; Mulligan extraordinary; child perspective; Sundance Cannes premieres,"Metacritic, Rotten Tomatoes, IndieWire"
33,First Man,2018,Damien Chazelle,Drama/Biography,The riveting story of Neil Armstrongs mission to land on the moon focusing on the personal sacrifices and extraordinary cost of one of the most dangerous missions in history.,Oscar Visual Effects; 4 noms; Golden Globe nom; RT 88 MC 84; Gosling Foy; Chazelle La La Land follow-up; intimate approach to space; handheld claustrophobia; Gemini 8 sequence; lunar landing awe; flag controversy; grief and space,"Academy Awards, Metacritic, Rotten Tomatoes"
34,RBG,2018,Betsy West/Julie Cohen,Documentary,The remarkable life and legal career of Supreme Court Justice Ruth Bader Ginsburg from her early battles for gender equality to her unlikely pop culture icon status as the Notorious RBG.,Oscar nom Documentary; RT 94 MC 73; Ginsburg cultural phenomenon; feminist legal pioneer; Notorious RBG memes; Cohen West; partnership with Martin Ginsburg; push-ups; landmark cases; $14M box office for a documentary,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo"
35,Searching,2018,Aneesh Chaganty,Thriller/Drama,A father breaks into his missing daughters laptop to find clues about her disappearance discovering that the online persona she presented was nothing like the real girl in Chagantys innovative screen-life thriller.,Sundance audience award (in category); RT 92 MC 71; Cho; Chaganty debut; entire film on computer screens; screen-life genre; innovative storytelling; genuine suspense; twists; Cho compelling leading man; $75M worldwide,"Sundance Film Festival, Metacritic, Rotten Tomatoes, Box Office Mojo"
36,At Eternity's Gate,2018,Julian Schnabel,Drama/Biography,Vincent van Goghs turbulent final years in Arles and Auvers-sur-Oise are rendered through his own fractured ecstatic perspective in Schnabels immersive sensory portrait of creative genius and madness.,Venice Best Actor (Dafoe); Oscar nom Actor; RT 79 MC 66; Dafoe extraordinary; Schnabel painter-filmmaker; handheld POV; van Gogh final days; Malkovich as priest; Benoit Delhomme cinematography; art and torment,"Venice Film Festival, Academy Awards, Metacritic, Rotten Tomatoes"
37,The Miseducation of Cameron Post,2018,Desiree Akhavan,Drama,A teenage girl is sent to a gay conversion therapy center in Montana after being caught with her prom queen girlfriend in Akhavans compassionate coming-of-age portrait of queer resilience.,Sundance Grand Jury Prize; RT 86 MC 70; Moretz Ehrenreich; Akhavan Appropriate Behavior follow-up; conversion therapy; LGBTQ coming-of-age; Montana setting; community found within oppression; Sundance sensation,"Sundance Film Festival, Metacritic, Rotten Tomatoes"
38,Sorry to Bother You,2018,Boots Riley,Comedy/Sci-Fi,A Black telemarketer in Oakland discovers a magical key to professional success but the price is his identity and perhaps his soul in Rileys wildly inventive absurdist satire of race labor and capitalism.,Spirit First Feature; RT 93 MC 77; Stanfield Thompson; Riley musician turned filmmaker; Oakland setting; white voice concept; horse people twist; anti-capitalist surrealism; Stanfield star-making; debut masterwork,"Spirit Awards, Metacritic, Rotten Tomatoes, IndieWire"
39,Kailash,2018,Derek Doneen,Documentary,Nobel laureate Kailash Satyarthis three-decade fight to end child slavery through dangerous undercover raids on factories and brothels is chronicled in Doneens urgent human rights documentary.,Sundance Grand Jury Prize Documentary; RT 83 MC 65; Satyarthi Nobel laureate; child labor; India; undercover raids; human rights; Doneen debut; rescue missions; advocacy cinema; powerful subject,"Sundance Film Festival, Metacritic, Rotten Tomatoes"
40,Black Panther,2018,Ryan Coogler,Action/Sci-Fi,A newly crowned king of a technologically advanced hidden African nation must defend his throne and his people from a vengeful outsider in Cooglers groundbreaking culturally transformative Marvel epic.,3 Oscars (Score Costume Design Production Design); first superhero Best Picture nom; $1.347B worldwide; Boseman Jordan; Goransson score; Ruth Carter + Hannah Beachler first Black winners in their categories; Wakanda cultural phenomenon,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo"
41,Suspiria,2018,Luca Guadagnino,Horror/Drama,An American dancer arrives at a prestigious Berlin dance academy in 1977 and becomes enmeshed in a web of witchcraft and political turmoil in Guadagninos ambitious polarizing reimagining of Argentos classic.,Venice premiere; RT 65 MC 68; Swinton (three roles) Johnson; Guadagnino Call Me follow-up; Argento remake; Thom Yorke score; 152 minutes; witchcraft and feminism; Holocaust parallel; powerfully divisive; climactic bloodbath,"Venice Film Festival, Metacritic, Rotten Tomatoes"
42,Happy as Lazzaro,2018,Alice Rohrwacher,Drama/Fantasy,An impossibly kind young peasant in rural Italy is exploited by a tobacco baroness and her family in Rohrwachers enchanting modern fable that folds time and class into a miraculous parable.,Cannes Best Screenplay (shared); RT 91 MC 82; Rohrwacher Wonders follow-up; Italian neorealism; time jump; saintly protagonist; sharecropping; Netflix; Adriano Tardiolo luminous; fable meets social critique,"Cannes Film Festival, Metacritic, Rotten Tomatoes"
43,The Nightingale,2018,Jennifer Kent,Drama/Thriller,A young Irish convict woman in 1825 Tasmania chases a British officer through the wilderness to avenge the violent assault on her family in Kents unflinching colonial horror.,Venice Marcello Mastroianni Prize (Ganambarr) + Special Jury Prize; RT 86 MC 75; Kent Babadook follow-up; colonial violence; Australia; Franciosi Ganambarr; Aboriginal tracker; brutal and necessary; Kent unyielding vision; TIFF walkouts,"Venice Film Festival, Metacritic, Rotten Tomatoes"
44,The Tale,2018,Jennifer Fox,Drama,A documentary filmmaker confronts her own repressed memories of childhood sexual abuse when she discovers a story she wrote as a teenager in Foxs autobiographical HBO drama.,HBO; RT 96 MC 81; Dern; autobio; PTSD memory; Sundance; Fox personal story; child abuse reckoning; brave performance,"Metacritic, Rotten Tomatoes"
45,Dogman,2018,Matteo Garrone,Drama/Crime,A mild-mannered dog groomer in a desolate Italian seaside town is drawn into a dangerous relationship with a violent ex-boxer in Garrones taut character study of complicity and self-destruction.,Cannes Best Actor (Marcello Fonte); RT 91 MC 75; Fonte extraordinary; Garrone Gomorrah director; Neapolitan coastal town; man and dog; Simoncini real-life inspiration; Italian neorealism meets crime; Fonte physically transformative,"Cannes Film Festival, Metacritic, Rotten Tomatoes"
46,The Guilty,2018,Gustav Moller,Thriller,A demoted police officer working an emergency dispatch desk receives a call from a kidnapped woman and must use only his phone and wits to save her in Mollers gripping single-location debut.,RT 97 MC 77; Danish thriller; Cedergren single-location; phone call tension; Moller debut; real-time; 85 minutes; twist; Sundance sensation; later remade with Gyllenhaal; minimalist masterwork,"Metacritic, Rotten Tomatoes, IndieWire"
47,3 Faces,2018,Jafar Panahi,Drama,A famous actress a young aspiring actress and an elderly retired actress intersect in rural Iran in Panahis warm humanist road movie about women art and village life made while under house arrest.,Cannes Best Screenplay (shared with Happy as Lazzaro); RT 90 MC 75; Panahi still filmmaking under ban; Behnaz Jafari; three generations of women; Iranian village; Panahi resilience; self-referential; humor and warmth,"Cannes Film Festival, Metacritic, Rotten Tomatoes"
48,Sorry Angel,2018,Christophe Honoré,Drama/Romance,A dying HIV-positive writer in 1990s Paris begins an affair with a young student from Brittany in Honorés tender autobiographical French drama.,RT 92 MC 73; Cannes Competition; Garrel Music; 1990s Paris AIDS; Honoré autobio; French romance; LGBTQ; bittersweet love,"Metacritic, Rotten Tomatoes"
49,Dark Money,2018,Kimberly Reed,Documentary,Kimberly Reed follows Montana residents fighting against untraceable corporate campaign donations that threaten to corrupt local elections in this vital political documentary.,RT 100 MC 73; Sundance; PBS POV; Citizens United aftermath; Montana politics; campaign finance; Reed investigative,"Metacritic, Rotten Tomatoes"
50,Lean on Pete,2018,Andrew Haigh,Drama,A fifteen-year-old Portland boy forms a bond with an aging racehorse and sets off on an odyssey across the American West to find a better life in Haighs quietly devastating portrait of invisible poverty.,Venice 2017 Mastroianni Prize (Charlie Plummer); RT 92 MC 80; Plummer Buscemi; Haigh 45 Years Weekend follow-up; horse racing underworld; American poverty; teen isolation; Western landscape; Plummer heartbreaking; Willy Vlautin adaptation,"Venice Film Festival, Metacritic, Rotten Tomatoes"
51,Leave No Trace,2018,Debra Granik,Drama,A father and his teenage daughter live an ideal but illegal existence in a vast urban park in Portland until a small mistake leads to their discovery in Graniks achingly tender portrait of love and letting go.,RT 100 MC 88; Ben Foster Thomasin McKenzie; Granik Winters Bone follow-up; McKenzie breakout; forest living; PTSD; father-daughter bond; zero negative reviews; quiet devastation; best-reviewed film of 2018,"Metacritic, Rotten Tomatoes, IndieWire"
52,Blindspotting,2018,Carlos Lopez Estrada,Comedy/Drama,A convicted felon on the last three days of his probation witnesses a police shooting that sends him into a spiral as gentrification transforms his Oakland neighborhood in Lopez Estradas urgent electrifying debut.,RT 95 MC 76; Diggs Casal real-life friends wrote; Oakland gentrification; police violence; spoken word rap sequences; timely; Sundance premiere; Hamilton-adjacent; Black experience; Diggs remarkable,"Metacritic, Rotten Tomatoes, IndieWire"
53,Paddington 2,2018,Paul King,Comedy/Family,The beloved bear investigates when a pop-up book he wants for his aunts birthday is stolen by a faded actor leading to a series of misadventures including a prison stay in Kings perfect sequel.,RT 99 MC 88; highest-rated film on RT for a period; Whishaw Grant; King magical; prison cooking montage; Grant villainous and charming; family cinema perfected; British warmth; marmalade; sequel surpassing original,"Metacritic, Rotten Tomatoes"
54,The Death of Stalin,2018,Armando Iannucci,Comedy/Drama,Soviet officials scramble for power after Stalins sudden death in Iannuccis darkly hilarious political satire about totalitarian absurdity.,RT 96 MC 88; Iannucci; Buscemi Beale Isaacs; Soviet satire; banned in Russia; Veep creator; political farce; 2017 UK/2018 US,"Metacritic, Rotten Tomatoes"
55,Mission: Impossible - Fallout,2018,Christopher McQuarrie,Action/Thriller,Ethan Hunt and the IMF team race against time after a mission goes wrong and a group of terrorists threatens to use stolen plutonium in McQuarries breathtaking franchise peak.,RT 97 MC 86; $791M worldwide; Cruise HALO jump; Cavill reload; helicopter chase; bathroom fight; McQuarrie first returning MI director; Cruise broke ankle on set; franchise best entry; practical stunts apotheosis,"Metacritic, Rotten Tomatoes, Box Office Mojo"
56,The Heiresses,2018,Marcelo Martinessi,Drama,A wealthy Paraguayan woman is forced to sell her possessions and begin driving a taxi service after her partner is imprisoned for fraud in Martinessis delicate portrait of class privilege and late-life liberation.,Berlin Best Actress (Ana Brun); FIPRESCI; RT 91 MC 73; Martinessi debut; Paraguayan cinema (historic first); lesbian relationship; class privilege collapsing; Brun extraordinary; South American cinema; Berlin discovery,"Berlin Film Festival, Metacritic, Rotten Tomatoes"
57,Ash Is Purest White,2018,Jia Zhangke,Drama/Crime,A woman devoted to a gangster in a declining Chinese mining town sacrifices her freedom for him only to be abandoned triggering a decade-long odyssey of resilience across a rapidly transforming China.,Cannes competition; RT 89 MC 82; Zhao Tao; Jia spanning 17 years of Chinese transformation; gangster melodrama to social epic; Three Gorges Dam; Jia career summation; Zhao Tao extraordinary; companion piece to A Touch of Sin,"Cannes Film Festival, Metacritic, Rotten Tomatoes, Sight and Sound"
58,Leto,2018,Kirill Serebrennikov,Drama/Musical,The underground rock scene in 1980s Leningrad comes alive through the story of Viktor Tsoi and his mentor Mike Naumenko in Serebrennikovs exuberant musical portrait of Soviet youth and artistic freedom.,Cannes competition; Cannes Soundtrack Award; RT 87 MC 72; Serebrennikov directed from house arrest; Soviet rock scene; Tsoi Naumenko; Leningrad; musical sequences animated; director under arrest; Russian counterculture; black and white,"Cannes Film Festival, Metacritic, Rotten Tomatoes"
59,Ayka,2018,Sergey Dvortsevoy,Drama,A young Kyrgyz woman in Moscow abandons her newborn at the hospital and spends a frantic day trying to survive her debts and circumstances in Dvortsevoys harrowing neorealist portrait of migrant desperation.,Cannes Best Actress (Samal Yeslyamova); RT 88 MC 68; Yeslyamova magnetic; Dvortsevoy Tulpan follow-up; Moscow migration; desperation and survival; real-time urgency; Kyrgyz in Russia; neorealist; Cannes discovery,"Cannes Film Festival, Metacritic, Rotten Tomatoes"
60,A Quiet Place,2018,John Krasinski,Horror/Thriller,A family must live in silence to avoid being hunted by creatures that attack anything that makes a sound in Krasinskis ingeniously simple high-concept horror that reinvented the genre for mainstream audiences.,RT 96 MC 82; $341M worldwide; Krasinski Blunt; near-silent filmmaking; nail scene; whiteboard pregnancy; Krasinski directing breakthrough; sound design as storytelling; family horror; $17M budget success,"Metacritic, Rotten Tomatoes, Box Office Mojo"
61,The Sisters Brothers,2018,Jacques Audiard,Western/Comedy,Two assassin brothers in 1850s Oregon are sent on a mission to kill a prospector but find their loyalties tested in Audiards darkly comic revisionist Western marking the French masters first English-language film.,Venice Best Director; RT 85 MC 71; Phoenix Reilly Gyllenhaal Ahmed; Audiard English debut; deWitt novel; Gold Rush era; brothers dynamic; Audiard genre play; revisionist Western from French master,"Venice Film Festival, Metacritic, Rotten Tomatoes"
62,Mandy,2018,Panos Cosmatos,Horror/Action,A lumberjack living peacefully with his girlfriend embarks on a nightmarish journey of vengeance after she is murdered by a deranged cult leader and his demonic bikers in Cosmatoss hallucinatory revenge opus.,RT 90 MC 81; Nicolas Cage career renaissance; Cosmatos Beyond the Black Rainbow follow-up; psychedelic horror; Cage chainsaw fight; Cheddar Goblin; Johann Johannsson final score; midnight movie landmark; neon-drenched fury,"Metacritic, Rotten Tomatoes, IndieWire"
