Rank,Title,Year,Director,Primary_Genre,Synopsis,Major_Awards,Key_Sources
12,A Real Pain,2024,Jesse Eisenberg,Comedy/Drama,Two cousins travel to Poland to honor their grandmother at the concentration camp she survived in Eisenbergs deceptively light film about grief heritage and human connection.,5 Oscar noms; Spirit 2 wins (Supporting Screenplay); Golden Globe 4 noms; Kieran Culkin won Oscar Supporting Actor; Eisenberg wrote directed starred; Sundance Screenplay; Culkin career-defining; Searchlight,"Academy Awards, Spirit Awards, Golden Globes, Sundance, Metacritic, Rotten Tomatoes"
13,Daughters,2024,Angela Patton and Natalie Rae,Documentary,Incarcerated fathers prepare for a special Daddy Daughter Dance while their young daughters wait in anticipation in this deeply moving documentary about broken bonds.,Sundance Grand Jury + Audience Award US Documentary; Oscar nom; Netflix; RT 91 MC 72; Obama Higher Ground produced; restorative justice; prison system; heartbreaking; father-daughter,"Sundance, Academy Awards, Metacritic, Rotten Tomatoes"
14,A Different Man,2024,Aaron Schimberg,Drama/Comedy,A man with neurofibromatosis undergoes a radical facial transformation but finds his new identity challenged by an outgoing man with the same condition in Schimbergs daring identity parable.,Berlin Best Leading Performance (Sebastian Stan); Spirit nom; RT 87 MC 73; Stan unrecognizable; Adam Pearson; Schimberg; body identity; A24; Sundance Berlin Venice,"Berlin, Spirit Awards, Metacritic, Rotten Tomatoes"
15,Didi,2024,Sean Wang,Comedy/Drama,A Taiwanese-American teenager navigates the last weeks of summer 2008 before high school in Wangs autobiographical coming-of-age debut that captured adolescence with sharp specificity.,Sundance Audience Award US Dramatic; Spirit nom; RT 94 MC 78; Izaac Wang Joan Chen; Wang debut; 2008 nostalgia; AIM MySpace; Taiwanese-American; Focus Features,"Sundance, Spirit Awards, Metacritic, Rotten Tomatoes"
16,Kneecap,2024,Rich Peppiatt,Comedy/Drama,Three Belfast rappers form an Irish-language hip-hop group that becomes a political lightning rod in Peppiats exhilarating music-driven debut based on the real band.,Sundance NEXT Audience; BAFTA Original Screenplay + Outstanding Debut; 6 BAFTA noms; RT 96 MC 76; real Kneecap band; Irish language revival; Belfast; punk energy; Sony Classics,"Sundance, BAFTA, Metacritic, Rotten Tomatoes"
17,The Girl with the Needle,2024,Magnus von Horn,Drama/Thriller,A young woman in post-WWI Copenhagen becomes entangled with a sinister adoption agency in von Horns chilling period thriller based on true events.,Cannes Competition; Oscar nom International Feature (Denmark); BAFTA nom; RT 81 MC 73; Vic Carmen Sonne Trine Dyrholm; von Horn; baby farming scandal; Copenhagen; Danish,"Cannes, Academy Awards, BAFTA, Metacritic, Rotten Tomatoes"
18,Porcelain War,2024,Brendan Bellomo and Slava Leontyev,Documentary,Ukrainian artists continue creating delicate porcelain artwork while Russian bombs fall around them in this portrait of art as resistance.,Sundance Grand Jury US Documentary; Oscar nom Documentary; RT 84 MC 67; Ukraine; art amid war; ceramics; survival through beauty; resilience,"Sundance, Academy Awards, Metacritic, Rotten Tomatoes"
19,September 5,2024,Tim Fehlbaum,Thriller/Drama,ABC Sports producers scramble to cover the 1972 Munich Olympics hostage crisis as it unfolds live in Fehlbaums gripping real-time procedural.,2 Oscar noms (Original Screenplay Editing); Spirit nom; RT 85 MC 72; Peter Sarsgaard John Magaro Leonie Benesch Ben Chaplin; Fehlbaum; real-time tension; Paramount,"Academy Awards, Spirit Awards, Metacritic, Rotten Tomatoes"
20,No Other Land,2024,Basel Adra and Hamdan Ballal and Yuval Abraham and Rachel Szor,Documentary,A Palestinian activist and Israeli journalist document Israels destruction of villages in the occupied West Bank in this urgent collaborative documentary.,Berlin Documentary Award; Berlinale acceptance speech controversy; Spirit nom; RT 98 MC 82; Palestinian-Israeli co-directors; West Bank; Masafer Yatta; home demolitions; politically charged,"Berlin, Spirit Awards, Metacritic, Rotten Tomatoes"
21,Dune: Part Two,2024,Denis Villeneuve,Sci-Fi/Action,Paul Atreides unites with the Fremen to wage war against House Harkonnen while confronting a terrible destiny in Villeneuves spectacular continuation of the sci-fi epic.,$715M worldwide; 2 Oscars (Sound VFX); 5 noms; BAFTA 2 wins; RT 93 MC 79; Chalamet Zendaya Butler Bardem Walken; IMAX spectacle; Villeneuve career-best; sequel superior to Part One,"Academy Awards, BAFTA, Metacritic, Rotten Tomatoes, Box Office Mojo"
22,Black Box Diaries,2024,Shiori Ito,Documentary,Japanese journalist Shiori Ito investigates her own sexual assault case in a society that pressures victims into silence in this courageous documentary.,Oscar nom Documentary; Sundance; RT 97 MC 81; Ito journalist activist; Japan MeToo; institutional failure; brave personal documentary; MTV Documentary Films,"Academy Awards, Sundance, Metacritic, Rotten Tomatoes"
23,Good One,2024,India Donaldson,Drama,A teenage girl accompanies her father and his friend on a camping trip where an unsettling dynamic shifts the power balance in Donaldsons razor-sharp debut.,Sundance; Spirit nom; RT 97 MC 81; Lily Collias James Le Gros Danny McCarthy; Donaldson debut; micro-budget; hiking trip; patriarchal discomfort; Metrograph,"Sundance, Spirit Awards, Metacritic, Rotten Tomatoes"
24,Sugarcane,2024,Julian Brave NoiseCat and Emily Kassie,Documentary,The devastating discovery of unmarked graves at a former residential school for Indigenous children in Canada in this essential documentary about historical reckoning.,Oscar nom Documentary; TIFF; RT 97 MC 81; Canadian Indigenous residential schools; truth and reconciliation; community voices; National Geographic,"Academy Awards, TIFF, Metacritic, Rotten Tomatoes"
25,A Complete Unknown,2024,James Mangold,Drama/Biography,The young Bob Dylan arrives in New York and rockets to folk stardom before controversially going electric at Newport in Mangolds riveting musical biography.,8 Oscar noms 0 wins; SAG Best Male Actor (Chalamet); Golden Globe 3 noms; BAFTA 6 noms; Timothee Chalamet Edward Norton Monica Barbaro Elle Fanning; Chalamet sang live; Mangold Walk the Line echo,"Academy Awards, SAG, Golden Globes, BAFTA, Metacritic, Rotten Tomatoes"
26,The Life of Chuck,2024,Mike Flanagan,Drama/Fantasy,Three acts in reverse tell the story of an ordinary mans extraordinary life as the world around him ends in Flanagans Stephen King adaptation that won TIFF.,TIFF Peoples Choice Award; RT 82 MC 70; Tom Hiddleston Mark Hamill Chiwetel Ejiofor Karen Gillan; Flanagan horror master goes warm; King novella; Neon; three acts reversed,"TIFF, Metacritic, Rotten Tomatoes"
27,Universal Language,2024,Matthew Rankin,Comedy/Fantasy,Winnipeg and Tehran magically merge in Rankins whimsical Kiarostami-influenced comedy about human connection across cultures.,TIFF; Canadas Oscar submission; RT 92 MC 76; Rankin; Canadian-Iranian hybrid; surreal; Farsi and French; deadpan humor; MUBI,"TIFF, Metacritic, Rotten Tomatoes"
28,Inside Out 2,2024,Kelsey Mann,Animation/Comedy,Riley enters puberty and faces a new set of emotions including Anxiety in Pixars record-shattering sequel that became the highest-grossing animated film of all time.,$1.699B worldwide (highest animated ever); Oscar nom Animated; Golden Globe Animated; RT 91 MC 73; Pixar comeback; Anxiety resonance; Maya Hawke Amy Poehler; fastest animated to $1B,"Academy Awards, Golden Globes, Metacritic, Rotten Tomatoes, Box Office Mojo"
29,Sujo,2024,Astrid Rondero and Fernanda Valadez,Drama,A young man raised in the shadow of a Mexican cartel tries to forge a different path in this follow-up to the filmmakers Sundance-winning Identifying Features.,Sundance World Cinema Dramatic Grand Jury Prize; RT 91 MC 71; Rondero Valadez; Mexican border region; cartel legacy; childhood; Identifying Features follow-up; Sony Classics,"Sundance, Metacritic, Rotten Tomatoes"
30,Nosferatu,2024,Robert Eggers,Horror/Gothic,A young woman is haunted by an ancient vampire whose obsession draws her towards darkness in Eggers stunning reimagining of Murnaus 1922 classic.,$182M worldwide; 4 Oscar noms (Cinematography Makeup Production Design Costume); RT 84 MC 75; Bill Skarsgard Lily-Rose Depp Nicholas Hoult Willem Dafoe; Eggers Witch Lighthouse follow-up; Focus Features; Christmas release horror hit,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo"
31,The Wild Robot,2024,Chris Sanders,Animation/Drama,A robot shipwrecked on an island must learn to adapt to the wilderness and becomes the adoptive parent of an orphaned gosling in Sanders emotionally devastating animated triumph.,Oscar noms Animated Score Sound; $335M worldwide; RT 98 MC 81; DreamWorks; Lupita Nyongo Pedro Pascal; Sanders Lilo and Stitch HTTYD creator; Peter Brown novel; most emotionally resonant animation of year,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo"
32,Vermiglio,2024,Maura Delpero,Drama,The arrival of a soldier disrupts life in a remote Alpine village during WWII in Delperos luminous Italian period drama.,Venice Grand Jury Prize; Oscar nom International Feature (Italy); RT 87 MC 74; Delpero; Italian Alps; WWII; village life; feminine perspective; Sideral Films,"Venice, Academy Awards, Metacritic, Rotten Tomatoes"
33,Memoir of a Snail,2024,Adam Elliot,Animation/Drama,A melancholic hoarder of snail memorabilia recounts her sorry life in Elliots darkly funny Australian stop-motion animated feature.,Oscar nom Animated Feature; RT 96 MC 77; Elliot Mary and Max follow-up; Australian; claymation; adult animation; dark humor; IFC Films,"Academy Awards, Metacritic, Rotten Tomatoes"
34,Santosh,2024,Sandhya Suri,Drama/Thriller,A newly widowed woman inherits her husbands police position and investigates a young girls murder in rural India in Suris gripping debut.,Cannes Un Certain Regard; BAFTA nom Outstanding British Film; RT 86 MC 77; British-Indian co-production; caste system; police corruption; female empowerment; Meena Kumari Films,"Cannes, BAFTA, Metacritic, Rotten Tomatoes"
35,Super/Man: The Christopher Reeve Story,2024,Ian Bonhote and Peter Ettedgui,Documentary,The remarkable life of Christopher Reeve from Superman stardom through his paralyzing accident and transformation into a disability rights activist.,Oscar nom Documentary; RT 97 MC 74; Reeve family cooperation; Dana Reeve; Superman legacy; disability advocacy; emotional; Warner Bros,"Academy Awards, Metacritic, Rotten Tomatoes"
36,Conclave,2024,Edward Berger,Thriller/Drama,Cardinals locked in the Sistine Chapel to elect a new Pope uncover secrets that threaten to shake the Catholic Church in Bergers taut Vatican political thriller.,BAFTA Best Film + 4 wins (British Film Actor Editing); Oscar Adapted Screenplay; 8 noms; SAG Outstanding Cast; Golden Globe 6 noms; Ralph Fiennes Stanley Tucci John Lithgow Isabella Rossellini; Berger All Quiet follow-up,"Academy Awards, BAFTA, Golden Globes, SAG, Metacritic, Rotten Tomatoes"
37,Girls Will Be Girls,2024,Shuchi Talati,Drama/Comedy,A studious schoolgirl in a 1990s Indian boarding school navigates first love and the complicated dynamics with her mother in Talatis assured debut.,Sundance World Cinema Dramatic Audience Award; RT 90 MC 72; Preeti Panigrahi Kani Kusruti; Talati debut; Indian boarding school; mother-daughter; female coming-of-age; Juno Films,"Sundance, Metacritic, Rotten Tomatoes"
38,On Becoming a Guinea Fowl,2024,Rungano Nyoni,Drama/Comedy,A young Zambian woman discovers a family secret that forces her to confront the structures that have kept her community together in Nyonis darkly comic debut.,Cannes Directors Fortnight; RT 96 MC 79; Nyoni I Am Not a Witch follow-up; Zambian; patriarchal secrets; dark comedy; feminine resilience; A24,"Cannes, Metacritic, Rotten Tomatoes"
39,In the Summers,2024,Alessandra Lacorazza,Drama,A father tries to make up for lost time during summer visits with his daughters across two decades in Lacorazzas intimate debut.,Sundance Grand Jury Prize US Dramatic; RT 85 MC 73; Residente Leslie Grace Sasha Calle; Lacorazza debut; father-daughters; decades-spanning; Latino family; Music Box Films,"Sundance, Metacritic, Rotten Tomatoes"
40,Crossing,2024,Levan Akin,Drama,A retired teacher from Georgia searches for her transgender niece in Istanbul in Akins warm humanistic road movie about acceptance across borders.,Berlin Teddy Jury Award; TIFF; RT 92 MC 73; Akin And Then We Danced follow-up; Georgia to Turkey; trans identity; cross-cultural; MUBI,"Berlin, TIFF, Metacritic, Rotten Tomatoes"
41,Gladiator II,2024,Ridley Scott,Action/Drama,The son of Maximus is drawn into the arena and must fight to reclaim his legacy in Scotts epic sequel to his 2000 Oscar winner.,$462M worldwide; BAFTA noms; RT 71 MC 56; Paul Mescal Pedro Pascal Denzel Washington Conger; Scott at 87; Glicked phenomenon alongside Wicked; Washington scene-stealing; Paramount,"BAFTA, Metacritic, Rotten Tomatoes, Box Office Mojo"
42,Hit Man,2024,Richard Linklater,Comedy/Crime,A mild-mannered professor moonlighting as a fake hitman for police stings falls for a woman who wants her husband dead in Linklaters delightful true-story comedy.,Netflix; RT 97 MC 79; Glen Powell Adria Arjona; Linklater Dazed and Confused follow-up; Powell star-making year; based on Texas Monthly article; Venice premiere; charming,"Venice, Metacritic, Rotten Tomatoes"
43,The Outrun,2024,Nora Fingscheidt,Drama,A woman returns to the Orkney Islands to rebuild her life after struggling with alcoholism in Fingscheidts adaptation of Amy Liptrots memoir.,TIFF; RT 82 MC 68; Saoirse Ronan producing and starring; Liptrot memoir; Orkney windswept beauty; Ronan raw; Fingscheidt System Crasher follow-up; Sony Classics,"TIFF, Metacritic, Rotten Tomatoes"
44,The Substance,2024,Coralie Fargeat,Horror/Sci-Fi,An aging celebrity discovers a black-market drug that creates a younger version of herself in Fargeats visceral body horror masterwork about the monstrous cost of beauty standards.,Cannes Best Screenplay; Oscar Makeup + 5 noms; BAFTA 5 noms; Golden Globe 5 noms; Demi Moore career-best comeback; Margaret Qualley; Fargeat Revenge follow-up; $77M worldwide; body horror phenomenon; viral scenes,"Academy Awards, Cannes, BAFTA, Golden Globes, Metacritic, Rotten Tomatoes"
45,Hard Truths,2024,Mike Leigh,Drama,A deeply unhappy woman lashes out at everyone around her while her cheerful sister tries to maintain family bonds in Leighs characteristically sharp tragicomedy.,BAFTA 2 noms (Outstanding British Film); RT 91 MC 82; Marianne Jean-Baptiste extraordinary (first Leigh lead in 28 years since Secrets and Lies); Leigh; London; improvised; Bleecker Street,"BAFTA, Metacritic, Rotten Tomatoes"
46,Thelma,2024,Josh Margolin,Action/Comedy,A 93-year-old grandmother sets out to get revenge on the phone scammers who stole her money in Margolins delightful crowd-pleasing debut.,Sundance; RT 97 MC 75; June Squibb (94 years old) career-first lead; Richard Roundtree (final film); Margolin debut; geriatric action; Magnolia,"Sundance, Metacritic, Rotten Tomatoes"
47,I Saw the TV Glow,2024,Jane Schoenbrun,Horror/Drama,Two teenagers obsessed with a haunting TV show find their realities distorted as the boundary between fiction and their lives begins to blur in Schoenbruns trans allegory cult phenomenon.,Spirit 5 noms; A24; RT 85 MC 73; Justice Smith Brigette Lundy-Paine Fred Durst; Schoenbrun We're All Going follow-up; trans experience allegory; 90s nostalgia; Buffy echoes; cult film of the year,"Spirit Awards, Metacritic, Rotten Tomatoes"
48,Better Man,2024,Michael Gracey,Musical/Biography,The rise and fall of Robbie Williams depicted with the singer portrayed as a CGI chimpanzee in Graceys audacious and surprisingly emotional musical biopic.,Oscar nom VFX; RT 84 MC 68; Jonno Davies as Williams (CGI ape); Gracey Greatest Showman follow-up; Williams approved; innovative approach; $8M US gross (flopped domestically); Paramount,"Academy Awards, Metacritic, Rotten Tomatoes"
49,Grand Tour,2024,Miguel Gomes,Drama,A man flees his fiancee across Asia in the early 20th century in Gomes hypnotic blend of fiction and documentary.,Cannes Best Director; RT 88 MC 79; Gomes Tabu follow-up; Portuguese; Burma Siam Japan; colonial era; hybrid form; 16mm and digital; MUBI,"Cannes, Metacritic, Rotten Tomatoes"
50,Paddington in Peru,2024,Dougal Wilson,Comedy/Family,Paddington travels to Peru to visit his Aunt Lucy and gets swept up in a mystery in Wilsons charming continuation of the beloved franchise.,$211M worldwide; RT 83 MC 67; Ben Whishaw voice Hugh Bonneville Emily Mortimer Olivia Colman Antonio Banderas; Wilson takes over from Paul King; StudioCanal; strong international,"Metacritic, Rotten Tomatoes, Box Office Mojo"
51,Love Lies Bleeding,2024,Rose Glass,Crime/Romance,A gym manager falls for an ambitious bodybuilder passing through town and is drawn into a web of violence in Glasss electrifying queer neo-noir.,Sundance Midnight; RT 91 MC 75; Kristen Stewart Katy OBrian; Glass Saint Maud follow-up; A24; sapphic noir; bodybuilding; 1980s New Mexico; OBrian breakout; muscle and desire,"Sundance, Metacritic, Rotten Tomatoes"
52,Heretic,2024,Scott Beck and Bryan Woods,Horror/Thriller,Two young missionaries encounter a dangerous intellectual when they knock on the wrong door in this cat-and-mouse religious horror thriller.,$60M worldwide; Golden Globe nom Supporting Actor (Hugh Grant); RT 93 MC 72; Grant against type terrifying; Sophie Thatcher Chloe East; Beck Woods A Quiet Place writers; A24,"Golden Globes, Metacritic, Rotten Tomatoes, Box Office Mojo"
53,Late Night with the Devil,2024,Cameron Cairnes and Colin Cairnes,Horror,A live-broadcast late night talk show in 1977 goes horrifyingly wrong in the Cairnes brothers found-footage horror that became a cult sensation.,RT 97 MC 71; David Dastmalchian Ingrid Torelli Laura Gordon; Australian directors; retro TV horror; Dastmalchian extraordinary career-best; IFC; practical effects meets AI controversy,"Metacritic, Rotten Tomatoes"
54,Kinds of Kindness,2024,Yorgos Lanthimos,Drama/Comedy,Three interconnected stories about people trying to regain control of their lives in Lanthimos darkly absurdist triptych.,Cannes Best Actor (Jesse Plemons); RT 72 MC 62; Emma Stone Willem Dafoe Plemons Margaret Qualley Hong Chau; Lanthimos Poor Things follow-up; three stories; Searchlight; divisive,"Cannes, Metacritic, Rotten Tomatoes"
55,The Apprentice,2024,Ali Abbasi,Drama/Biography,The young Donald Trump learns ruthless tactics from lawyer Roy Cohn in 1970s-80s New York in Abbasis provocative origin story of American power.,2 Oscar noms (Actor Supporting Actor); Golden Globe 2 noms; BAFTA 3 noms; Sebastian Stan as Trump; Jeremy Strong as Roy Cohn; Abbasi Holy Spider follow-up; Trump legal threats; Briarcliff,"Academy Awards, Golden Globes, BAFTA, Metacritic, Rotten Tomatoes"
56,April,2024,Dea Kulumbegashvili,Drama,A gynecologist in rural Georgia confronts a moral dilemma that fractures her sense of self in Kulumbegashvilis devastating sophomore film.,Venice Special Jury Prize; RT 89 MC 76; Kulumbegashvili Beginning follow-up; Georgian; medical ethics; rural setting; stunning compositions; MUBI,"Venice, Metacritic, Rotten Tomatoes"
57,Three Kilometres to the End of the World,2024,Emanuel Parvu,Drama,A teenager in a remote Romanian village faces violent repercussions when his sexuality is discovered in Parvus unflinching portrait of homophobia.,Cannes Queer Palm; RT 84 MC 71; Parvu; Romanian; rural conservatism; queer identity; Magnolia,"Cannes, Metacritic, Rotten Tomatoes"
58,Armand,2024,Halfdan Ullmann Tondel,Drama,A parent-teacher meeting spirals out of control when allegations about a child surface in Tondels tense Norwegian debut.,Cannes Camera dOr (Best First Film); RT 83 MC 71; Tondel grandson of Ingmar Bergman and Liv Ullmann; Norwegian; school setting; institutional drama; debut,"Cannes, Metacritic, Rotten Tomatoes"
59,Hundreds of Beavers,2024,Mike Cheslik,Comedy/Adventure,A drunken applejack salesman must become a fur trapper to survive winter in this micro-budget black-and-white slapstick comedy that became a viral cult hit.,RT 96 MC 78; Cheslik; micro-budget; silent comedy homage; Buster Keaton meets video game; viral word-of-mouth; physical comedy; no dialogue; truly original; cult phenomenon,"Metacritic, Rotten Tomatoes"
60,Tardes de Soledad,2024,Albert Serra,Documentary,An intimate portrait of bullfighter Andres Roca Rey captured across several years in Serras immersive verite masterwork that transforms bullfighting into a meditation on ritual masculinity and mortality.,Golden Shell San Sebastian (top prize); Venice ARCA Cinema Giovani Award; RT 81 MC 75; Serra La Mort de Louis XIV follow-up; Andres Roca Rey subject; bullfighting as ritual and blood spectacle; verite cinema; must-have list,"San Sebastian, Venice, Metacritic, Rotten Tomatoes"
61,Parthenope,2024,Paolo Sorrentino,Drama,A young woman embodies the spirit of Naples from the 1950s onward in Sorrentinos sumptuous love letter to his home city.,Cannes Competition; RT 56 MC 49; Celeste Dalla Porta Gary Oldman; Sorrentino Great Beauty follow-up; Naples; beauty and decay; A24; divisive,"Cannes, Metacritic, Rotten Tomatoes"
62,Black Dog,2024,Guan Hu,Drama,A man released from prison returns to a desert town on the edge of the Gobi and forms a bond with a stray dog in Guan Hus contemplative Chinese drama.,Cannes Un Certain Regard Prize; RT 78 MC 68; Eddie Peng; Chinese; Gobi desert; human-animal bond; societal reintegration; contemporary China,"Cannes, Metacritic, Rotten Tomatoes"
63,Bad Boys: Ride or Die,2024,Adil El Arbi and Bilall Fallah,Action/Comedy,Mike and Marcus go on the run when a late captain is framed in this franchise fourth installment that marked Will Smiths comeback after the Oscar slap.,$405M worldwide; RT 72 MC 56; Will Smith Martin Lawrence; Smith post-slap comeback; franchise 4th entry; Sony; overseas strength; buddy cop endurance,"Metacritic, Rotten Tomatoes, Box Office Mojo"
64,All Shall Be Well,2024,Ray Yeung,Drama,After the death of her longtime partner a woman must fight for her rights against her partners family in Yeungs quietly devastating Hong Kong drama.,Berlin Teddy Award Best Feature; RT 89 MC 71; Patra Au Maggie Li; Yeung; LGBTQ Hong Kong; grief; inheritance rights; legal struggle; KimStim,"Berlin, Metacritic, Rotten Tomatoes"
65,Rebel Ridge,2024,Jeremy Saulnier,Action/Thriller,An ex-Marine confronts corruption in a small town when local police seize his cash through civil forfeiture in Saulniers lean tense thriller.,Netflix; RT 95 MC 73; Aaron Pierre Don Johnson AnnaSophia Robb; Saulnier Blue Ruin Green Room follow-up; civil forfeiture; Pierre star-making; Netflix most-watched,"Metacritic, Rotten Tomatoes"
66,The Kingdom,2024,Julien Colonna,Crime/Drama,A 15-year-old girl in Corsica comes of age when she is taken to her estranged father the leader of a crime family and is drawn into his dangerous world in Colonnas spellbinding debut.,Cannes Un Certain Regard; Camera dOr nom; Louis Delluc Best First Film nom; RT 100; Colonna debut; Le Royaume; Ghjuvanna Benedetti star-making; father-daughter; Corsican mafia; non-professional local cast; Peter Bradshaw four stars; must-have list,"Cannes, Metacritic, Rotten Tomatoes"
67,Small Things Like These,2024,Tim Mielants,Drama,A coal merchant in 1985 Ireland discovers the dark secrets of a convent laundry and must decide whether to act in Mielants intimate drama about moral courage.,Berlin Opening Film; RT 76 MC 72; Cillian Murphy Emily Watson; Murphy post-Oppenheimer; Magdalene Laundries; Claire Keegan novella; Irish history; Lionsgate,"Berlin, Metacritic, Rotten Tomatoes"
68,Bird,2024,Andrea Arnold,Drama,A 12-year-old girl navigates family dysfunction and finds unexpected freedom in Arnolds return to the British social-realist cinema that launched her career.,Cannes Competition; RT 69 MC 62; Barry Keoghan Nykiya Adams Franz Rogowski; Arnold Fish Tank American Honey follow-up; Kent England; magical realism touches; MUBI,"Cannes, Metacritic, Rotten Tomatoes"
69,Beetlejuice Beetlejuice,2024,Tim Burton,Comedy/Horror,Beetlejuice returns when the Deetz family opens a portal to the afterlife in Burtons long-awaited legacy sequel that brought the director back to form.,$452M worldwide; RT 77 MC 61; Michael Keaton Winona Ryder Jenna Ortega Catherine OHara; Burton 36 years later; Venice opener; nostalgia; Ortega star power; Warner Bros,"Venice, Metacritic, Rotten Tomatoes, Box Office Mojo"
70,My Old Ass,2024,Megan Park,Comedy/Drama,A teenager on mushrooms gets a visit from her 39-year-old self who gives her surprising advice about life in Parks inventive crowd-pleasing sophomore film.,TIFF; RT 87 MC 67; Maisy Stella Aubrey Plaza; Park debut; time travel comedy; coming-of-age; Amazon; Stella breakout,"TIFF, Metacritic, Rotten Tomatoes"
