Rank,Title,Year,Director,Primary_Genre,Synopsis,Major_Awards,Key_Sources
13,Tumbleweeds,1999,Gavin OConnor,Drama,A free-spirited mother and her pragmatic daughter perpetually move from town to town seeking stability after failed relationships.,Oscar nom Best Actress (Janet McTeer); Golden Globe Best Actress; SAG nom; Sundance Filmmakers Trophy; MC 80 RT 91%; acclaimed Sundance breakout,"Academy Awards Database, Golden Globes, Sundance Film Festival, Metacritic"
14,Toy Story 2,1999,John Lasseter,Animation/Comedy,When Woody is stolen by a toy collector Buzz Lightyear and the gang mount a rescue while Woody discovers his origins and faces a choice about his future.,Golden Globe Best Comedy/Musical; Oscar nom Best Song; MC 88 RT 100%; $511M worldwide; rare sequel surpassing its predecessor; animation landmark,"Golden Globes, Academy Awards Database, Metacritic, Box Office Mojo"
15,Not One Less,1999,Zhang Yimou,Drama,A 13-year-old substitute teacher in rural China sets out on a determined quest to bring back a boy who has left her school for the city.,Venice Golden Lion; shot with non-professional actors; powerful portrait of rural Chinese education; Zhang Yimou neorealist masterwork,"Venice Film Festival, Metacritic, Rotten Tomatoes, Letterboxd"
16,Election,1999,Alexander Payne,Comedy/Satire,A vindictive high school teacher becomes obsessed with preventing an overachieving student from winning class president in this scathing political allegory.,Spirit Best Feature + Director + Screenplay; Oscar nom Adapted Screenplay; NSFC Best Actress; MC 83 RT 92%; Criterion; Ebert 4 stars; Reese Witherspoon breakout,"Independent Spirit Awards, Academy Awards Database, Metacritic, Criterion Collection"
17,The Green Mile,1999,Frank Darabont,Drama/Fantasy,A death row corrections officer discovers one of his inmates a gentle giant convicted of murder possesses a miraculous healing gift in 1930s Louisiana.,4 Oscar noms incl Best Picture; SAG noms; Michael Clarke Duncan breakthrough; $286M worldwide; Stephen King adaptation; major audience favorite,"Academy Awards Database, SAG Awards, Box Office Mojo, Metacritic"
18,Buena Vista Social Club,1999,Wim Wenders,Documentary/Music,Wim Wenders follows Ry Cooder to Havana as he reunites legendary aging Cuban musicians for a historic recording session and Carnegie Hall concert.,Oscar nom Best Documentary; BAFTA noms; MC 79 RT 94%; global cultural phenomenon that revived Cuban music worldwide,"Academy Awards Database, BAFTA, Metacritic, Rotten Tomatoes"
19,An Ideal Husband,1999,Oliver Parker,Drama/Comedy,Oscar Wildes sparkling comedy of manners about political blackmail marital secrets and moral hypocrisy among the Victorian upper class.,Golden Globe noms; BAFTA noms; MC 70 RT 80%; Cate Blanchett Julianne Moore Rupert Everett; elegant witty period piece,"Golden Globes, BAFTA, Metacritic, Rotten Tomatoes"
20,Ratcatcher,1999,Lynne Ramsay,Drama,During the 1973 Glasgow garbage strikes a boy haunted by a secret drowning escapes into dreams of open fields beyond the squalor.,BAFTA Best Debut; Cannes Un Certain Regard; MC 78 RT 94%; Criterion Collection; Lynne Ramsays stunning debut; one of greatest British films of the decade,"BAFTA, Cannes Film Festival, Criterion Collection, Metacritic"
21,American Movie,1999,Chris Smith,Documentary,A tenacious broke Wisconsin filmmaker struggles to complete his low-budget horror film Coven with help from his elderly uncle Bill.,Sundance Grand Jury Prize (Documentary); MC 78 RT 94%; one of greatest and funniest documentaries about the American dream,"Sundance Film Festival, Metacritic, Rotten Tomatoes, Roger Ebert"
22,Humanite,1999,Bruno Dumont,Drama,A sensitive socially awkward police superintendent investigates the rape and murder of a young girl in a small northern French town.,Cannes Grand Prix + Best Actor + Best Actress; polarizing but critically significant; Dumonts breakthrough,"Cannes Film Festival, Metacritic, Sight & Sound, Letterboxd"
23,The Iron Giant,1999,Brad Bird,Animation/Sci-Fi,A lonely boy in 1957 Maine befriends a giant alien robot and must protect him from a paranoid government agent during the Cold War.,MC 85 RT 97%; commercial failure ($31M WW) became one of most celebrated animated films ever through home video; Brad Birds debut masterpiece; emotional landmark,"Metacritic, Rotten Tomatoes, Roger Ebert, Letterboxd"
24,The Winslow Boy,1999,David Mamet,Drama,A familys crusade to clear their young sons name after his expulsion from naval college becomes a marathon against the British establishment.,Cannes Un Certain Regard; MC 78 RT 95%; Nigel Hawthorne Jeremy Northam; one of Mamets most elegant restrained films,"Cannes Film Festival, Metacritic, Rotten Tomatoes, Roger Ebert"
25,Cookies Fortune,1999,Robert Altman,Comedy/Drama,When an elderly Southern womans suicide is staged as murder by her niece the wrong man is arrested in this warm Altman ensemble piece.,3 Spirit noms; MC 74 RT 94%; classic Altman; Glenn Close Julianne Moore Liv Tyler Charles S. Dutton,"Independent Spirit Awards, Metacritic, Rotten Tomatoes, Roger Ebert"
26,The Limey,1999,Steven Soderbergh,Crime/Thriller,A British ex-con travels to Los Angeles to investigate his daughters suspicious death targeting a wealthy music producer in this time-fractured revenge thriller.,5 Spirit noms; MC 77 RT 90%; Terence Stamp magnetic performance; Soderbergh brilliant non-linear editing; cult favorite,"Independent Spirit Awards, Metacritic, Rotten Tomatoes, Roger Ebert"
27,Autumn Tale,1999,Eric Rohmer,Romance/Comedy,A woman secretly arranges romantic prospects for her widowed best friend a Rhone Valley winemaker in this warm wise late Rohmer masterpiece.,MC 85 RT 97%; Rohmers final great film; exquisite gentle profoundly humane; one of highest RT scores of 1999,"Metacritic, Rotten Tomatoes, Roger Ebert, Letterboxd"
28,Go,1999,Doug Liman,Comedy/Crime,Three interlocking stories trace a drug deal gone wrong on Christmas Eve in Los Angeles told from different perspectives with rave culture energy.,2 Spirit noms; MC 71 RT 92%; kinetic ensemble; Sarah Polley Katie Holmes Timothy Olyphant; underseen but hugely admired,"Independent Spirit Awards, Metacritic, Rotten Tomatoes, Roger Ebert"
29,The War Zone,1999,Tim Roth,Drama,A teenage boy discovers his father is sexually abusing his older sister in their isolated Devon home shattering the familys veneer of normalcy.,Cannes Directors Fortnight; MC 82 RT 92%; Ebert 4 stars (one of best of the year); Tim Roths devastating directorial debut; Tilda Swinton Ray Winstone,"Cannes Film Festival, Metacritic, Roger Ebert, Rotten Tomatoes"
30,The Wind Will Carry Us,1999,Abbas Kiarostami,Drama,A Tehran journalist arrives in a remote Kurdish village to document a dying womans funeral but finds himself transformed by village life and landscape.,Venice Grand Special Jury Prize + FIPRESCI; MC 82 RT 93%; Kiarostami contemplative masterwork; Criterion Collection; profound meditation on death and ethics,"Venice Film Festival, Criterion Collection, Metacritic, Sight & Sound"
31,Three Seasons,1999,Tony Bui,Drama,Four interlocking stories in modern Ho Chi Minh City captured with luminous visual poetry including a lotus picker cyclo driver and street kid.,Sundance Grand Jury Prize + Audience Award (first film to win both); Berlin Competition; watershed Vietnamese-American cinema; Harvey Keitel appears,"Sundance Film Festival, Berlin Film Festival, Independent Spirit Awards, Metacritic"
32,Princess Mononoke,1999,Hayao Miyazaki,Animation/Fantasy,A cursed warrior in medieval Japan becomes embroiled in a war between forest gods and an industrializing mining settlement.,MC 76 RT 93%; highest-grossing film in Japanese history at time; Studio Ghibli epic; US theatrical release 1999; Miyazaki environmental masterpiece; Sight & Sound,"Metacritic, Rotten Tomatoes, Sight & Sound, Letterboxd"
33,The Virgin Suicides,1999,Sofia Coppola,Drama,Five sheltered sisters in 1970s suburban Michigan captivate neighborhood boys who watch helplessly as the girls succumb to mysterious despair.,Cannes Directors Fortnight premiere; MC 73 RT 78%; Sofia Coppola directorial debut; Criterion Collection; Airs iconic score; massive Letterboxd cult following,"Cannes Film Festival, Criterion Collection, Metacritic, Letterboxd"
34,South Park: Bigger Longer & Uncut,1999,Trey Parker,Animation/Comedy,The boys of South Park sneak into a Canadian R-rated film sparking a war between the US and Canada and a battle between heaven and hell.,Oscar nom Best Song (Blame Canada); highest-grossing R-rated animated film at time; MC 73 RT 81%; razor-sharp musical satire of censorship,"Academy Awards Database, Metacritic, Rotten Tomatoes, Box Office Mojo"
35,Felicias Journey,1999,Atom Egoyan,Thriller/Drama,A pregnant Irish teenager travels to England and falls into the clutches of a seemingly kind but deeply disturbed catering manager.,Cannes Competition; MC 72 RT 81%; Bob Hoskins chilling career-best performance; William Trevor adaptation; Ebert 3.5 stars,"Cannes Film Festival, Metacritic, Rotten Tomatoes, Roger Ebert"
36,Ghost Dog: The Way of the Samurai,1999,Jim Jarmusch,Crime/Drama,A solitary African-American hitman who follows the code of the samurai serves a washed-up New Jersey mobster living on a rooftop with pigeons.,Cannes Competition; MC 64 RT 83%; Criterion Collection; Forest Whitaker iconic performance; RZAs celebrated score; cult classic,"Cannes Film Festival, Criterion Collection, Metacritic, Letterboxd"
37,The Blair Witch Project,1999,"Daniel Myrick, Eduardo Sanchez",Horror,Three student filmmakers disappear in the Maryland woods while investigating a local legend leaving behind only their terrifying found footage.,MC 81 RT 87%; $248M worldwide on $60K budget — most profitable film ratio in history; pioneered viral marketing and found-footage horror; cultural phenomenon,"Metacritic, Box Office Mojo, Sundance Film Festival, Rotten Tomatoes"
38,Three Kings,1999,David O. Russell,Action/War/Comedy,Four American soldiers in post-Gulf War Iraq set out to steal Saddams gold but become reluctant heroes witnessing civilian suffering.,MC 82 RT 94%; Ebert 4 stars; genre-defining war satire; innovative cinematography; George Clooney Mark Wahlberg Ice Cube; $107M worldwide,"Metacritic, Rotten Tomatoes, Roger Ebert, Box Office Mojo"
39,Mr. Death: The Rise and Fall of Fred A. Leuchter Jr.,1999,Errol Morris,Documentary,Errol Morris profiles a death-penalty execution equipment designer who became a Holocaust denier in this chilling portrait of self-delusion.,MC 78 RT 92%; Ebert 4 stars; one of Morris finest works; deeply unsettling examination of denial and misplaced expertise,"Metacritic, Rotten Tomatoes, Roger Ebert, Letterboxd"
40,eXistenZ,1999,David Cronenberg,Sci-Fi/Thriller,A game designer on the run from assassins must play her own virtual reality game plugging organic bio-ports into spinal cords to test if it survives.,Berlin Silver Bear (Artistic Contribution); MC 69 RT 74%; Cronenbergs prescient body-horror VR exploration; underrated Matrix counterpart; cult classic,"Berlin Film Festival, Metacritic, Rotten Tomatoes, Letterboxd"
41,The End of the Affair,1999,Neil Jordan,Drama/Romance,In WWII and postwar London a novelists obsessive affair with a married woman ends mysteriously leading him to discover a devastating secret about faith.,Oscar nom Best Actress (Julianne Moore); 10 BAFTA noms + Best Adapted Screenplay win; Golden Globe noms; Ralph Fiennes; Graham Greene adaptation,"Academy Awards Database, BAFTA, Golden Globes, Metacritic"
42,October Sky,1999,Joe Johnston,Drama/Biography,A coal miners son in 1957 West Virginia is inspired by Sputnik to build rockets against his fathers wishes dreaming of a life beyond the mines.,MC 71 RT 91%; Jake Gyllenhaals breakout; beloved inspirational drama; became classroom staple; true story of NASA engineer Homer Hickam,"Metacritic, Rotten Tomatoes, Roger Ebert, Box Office Mojo"
43,Galaxy Quest,1999,Dean Parisot,Sci-Fi/Comedy,The cast of a cancelled sci-fi TV show is recruited by real aliens who believe their episodes are historical documents.,MC 71 RT 90%; modest opening then extraordinary legs; massive cult and critical reappraisal; Tim Allen Sigourney Weaver Alan Rickman; beloved comedy,"Metacritic, Rotten Tomatoes, Letterboxd, Box Office Mojo"
44,Genghis Blues,1999,Roko Belic,Documentary,A blind San Francisco blues singer travels to Tuva to compete in a throat-singing competition bridging wildly different cultures through music.,Oscar nom Best Documentary; Sundance Audience Award Documentary; joyous cross-cultural adventure,"Academy Awards Database, Sundance Film Festival, Metacritic, Rotten Tomatoes"
45,Audition,1999,Takashi Miike,Horror/Thriller,A widowers staged audition to find a new wife leads to a nightmarish encounter with a seemingly demure woman harboring unimaginable horrors.,MC 70 RT 83%; one of most influential horror films of late 20th century; defined Miike internationally; massive cult following; genre landmark,"Metacritic, Rotten Tomatoes, Letterboxd, IndieWire"
46,East/West,1999,Regis Wargnier,Drama,A Russian doctor who emigrated to France returns to the USSR with his French wife after WWII only to find themselves trapped in Stalinist oppression.,Oscar nom Best Foreign Language Film; Golden Globe nom Foreign Film; powerful Cold War drama,"Academy Awards Database, Golden Globes, Metacritic, Rotten Tomatoes"
47,Girl Interrupted,1999,James Mangold,Drama,A young woman admitted to a 1960s psychiatric hospital falls under the spell of a charismatic rebellious fellow patient.,Oscar Best Supporting Actress (Angelina Jolie); Golden Globe + SAG Supporting Actress wins; Jolie breakout role; Winona Ryder; $48M worldwide,"Academy Awards Database, Golden Globes, SAG Awards, Box Office Mojo"
48,Music of the Heart,1999,Wes Craven,Drama/Biography,The true story of a violin teacher who brought music education to inner-city East Harlem schools and fought to save her program against all odds.,Oscar nom Best Actress (Meryl Streep); Oscar nom Song; Golden Globe nom; SAG nom; Wes Craven outside horror,"Academy Awards Database, Golden Globes, SAG Awards, Metacritic"
49,Notting Hill,1999,Roger Michell,Romance/Comedy,A humble London bookshop owners life changes forever when Hollywoods biggest movie star walks into his shop sparking a whirlwind romance.,Golden Globe noms; BAFTA noms; $363M worldwide; Julia Roberts Hugh Grant; massive international performer; British rom-com landmark,"Golden Globes, BAFTA, Box Office Mojo, Metacritic"
50,Julien Donkey-Boy,1999,Harmony Korine,Drama,A fragmented portrait of a schizophrenic young man and his dysfunctional family shot in raw Dogme 95 style with Werner Herzog as the tyrannical father.,Spirit noms Director + Cinematography; first American Dogme 95 film; Venice Cinema del Presente; polarizing art-house landmark; Ewen Bremner,"Independent Spirit Awards, Venice Film Festival, Metacritic, Letterboxd"
51,Sweet and Lowdown,1999,Woody Allen,Comedy/Drama,A mockumentary about a fictional 1930s jazz guitarist second only to Django Reinhardt whose brilliance onstage is matched by disastrous personal life.,2 Oscar noms (Actor Sean Penn + Supporting Actress Samantha Morton); Golden Globe noms; one of late-period Allens best,"Academy Awards Database, Golden Globes, Metacritic, Rotten Tomatoes"
52,Bowfinger,1999,Frank Oz,Comedy,A desperate broke filmmaker hatches a scheme to make a movie starring Hollywoods biggest action hero without the star knowing hes in the film.,MC 71 RT 82%; Steve Martin wrote and starred; Eddie Murphy brilliant dual roles; clever Hollywood send-up; audience favorite,"Metacritic, Rotten Tomatoes, Roger Ebert, Box Office Mojo"
53,Office Space,1999,Mike Judge,Comedy,A disaffected software engineer snaps and stops caring about his soul-crushing desk job then accidentally embezzles money with his miserable colleagues.,MC 71 RT 81%; flopped theatrically ($10.8M) became one of biggest home video/cable cult hits ever; endlessly quotable; defined workplace comedy; massive Letterboxd following,"Metacritic, Rotten Tomatoes, Letterboxd, Box Office Mojo"
54,Angelas Ashes,1999,Alan Parker,Drama/Biography,Based on Frank McCourts Pulitzer memoir of growing up in desperate poverty in 1930s-40s Limerick Ireland with an alcoholic father.,Oscar nom Best Score (John Williams); BAFTA noms Actress + Cinematography + Production Design; Alan Parker direction; Emily Watson,"Academy Awards Database, BAFTA, Metacritic, Box Office Mojo"
55,Sleepy Hollow,1999,Tim Burton,Horror/Fantasy,Ichabod Crane is sent to investigate decapitations in the misty village of Sleepy Hollow where a ghostly Headless Horseman haunts the woods.,Oscar Best Art Direction + 2 more noms; BAFTA Best Costume + Production Design; $206M worldwide; Burtons gorgeous Gothic spectacle; Johnny Depp,"Academy Awards Database, BAFTA, Box Office Mojo, Metacritic"
56,The Mummy,1999,Stephen Sommers,Action/Adventure,An adventurer and a librarian accidentally awaken the cursed mummy of ancient priest Imhotep during a 1920s expedition to Hamunaptra.,Oscar nom Sound; BAFTA nom; $418M worldwide; launched major franchise; set May opening records; throwback adventure classic,"Academy Awards Database, BAFTA, Box Office Mojo, The Numbers"
57,10 Things I Hate About You,1999,Gil Junger,Comedy/Romance,A Shakespeare-loving feminist and a mysterious new kid navigate high school romance in this clever Taming of the Shrew update.,MC 70 RT 72%; Heath Ledger breakout role; massive critical reappraisal — now considered one of best teen films ever; enduring classic,"Metacritic, Rotten Tomatoes, Letterboxd, Box Office Mojo"
58,East Is East,1999,Damien ODonnell,Comedy/Drama,In 1971 Salford the seven children of a Pakistani father and English mother rebel against his attempts to arrange marriages and enforce cultural identity.,BAFTA Best British Film + 6 noms; Cannes Directors Fortnight; massive UK box office hit; most important British multicultural comedy of the decade,"BAFTA, Cannes Film Festival, Metacritic, Box Office Mojo"
59,Fight Club,1999,David Fincher,Drama/Thriller,An insomniac office worker and a charismatic soap salesman form an underground fight club that spirals into anarchic terrorism against consumer capitalism.,Oscar nom Sound Effects; underwhelmed theatrically $101M WW; became legendary DVD/cult phenomenon; Sight & Sound 2022 poll; generation-defining masterpiece; massive reappraisal,"Metacritic, Sight & Sound, Letterboxd, Box Office Mojo"
60,Star Wars: Episode I - The Phantom Menace,1999,George Lucas,Sci-Fi/Fantasy,Jedi Knights discover young Anakin Skywalker on Tatooine while protecting Queen Amidala from the Trade Federations invasion of Naboo.,3 Oscar noms; $924M worldwide #1 film of 1999 globally; highest opening day ever at time; broke records; massive cultural event despite mixed reception,"Academy Awards Database, Box Office Mojo, The Numbers, Wikipedia"
61,Judy Berlin,1999,Eric Mendelsohn,Comedy/Drama,During a solar eclipse on Long Island an aspiring actress and a depressed schoolteacher wander their suburban hometown encountering neighbors in quiet crisis.,Sundance Directing Award; Spirit noms; beautifully shot black-and-white indie gem; Edie Falco Barbara Barrie,"Sundance Film Festival, Independent Spirit Awards, Metacritic, Letterboxd"
62,Tarzan,1999,"Chris Buck, Kevin Lima",Animation/Adventure,An orphaned boy raised by gorillas in the African jungle must choose between his ape family and the human world when English explorers arrive.,Oscar Best Original Song (Youll Be in My Heart); Golden Globe Song; $448M worldwide; Disney animated hit; Phil Collins soundtrack,"Academy Awards Database, Golden Globes, Box Office Mojo, The Numbers"
63,The Hurricane,1999,Norman Jewison,Drama/Biography,The true story of boxer Rubin Hurricane Carter wrongfully imprisoned for murder who fights for decades to prove his innocence.,Oscar nom Best Actor (Denzel Washington); Golden Globe Best Actor; $73M worldwide; Denzel Washington powerhouse performance,"Academy Awards Database, Golden Globes, Metacritic, Box Office Mojo"
64,The Red Violin,1999,Francois Girard,Drama/Music,The epic journey of a legendary violin through five countries and three centuries from its 17th-century creation to a modern auction.,Oscar Best Original Score (John Corigliano); Golden Globe nom Foreign Film; atmospheric musical odyssey spanning centuries,"Academy Awards Database, Golden Globes, Metacritic, Rotten Tomatoes"
65,Aimee & Jaguar,1999,Max Farberboeck,Drama/Romance,Based on a true story a Jewish woman living under false identity in wartime Berlin falls in love with the wife of a Nazi officer.,Berlin Silver Bear Best Actress (shared); Berlin Teddy Jury Award; Golden Globe nom Foreign Film; German queer cinema + Holocaust landmark,"Berlin Film Festival, Golden Globes, Metacritic, Rotten Tomatoes"
66,Beau Travail,1999,Claire Denis,Drama,A Foreign Legion sergeant in Djibouti is consumed by jealousy toward a charismatic new recruit in this hypnotic homoerotic retelling of Billy Budd.,Sight & Sound 2022 poll #7 — one of greatest films ever made; Venice Cinema del Presente; Criterion Collection; Denis masterpiece; iconic final dance sequence,"Sight & Sound, Venice Film Festival, Criterion Collection, Letterboxd"
67,Taboo,1999,Nagisa Oshima,Drama,In 1865 Kyoto a beautiful young swordsmans androgynous allure triggers desire jealousy and murder among the Shinsengumi samurai militia.,NYFF 1999; Oshimas final film; Takeshi Kitano co-stars; homoerotic samurai masterwork from In the Realm of the Senses director,"New York Film Festival, Cannes Film Festival, Metacritic, Letterboxd"
68,The Matrix,1999,The Wachowskis,Sci-Fi/Action,A computer hacker discovers reality is a simulation controlled by machines and joins a rebellion to free humanity using mind-bending martial arts abilities.,4 Oscars (Editing Sound Visual Effects); BAFTA wins; $465.9M worldwide; revolutionized action cinema with bullet time; Sight & Sound 2022 poll; redefined genre filmmaking,"Academy Awards Database, Box Office Mojo, Metacritic, Sight & Sound"
69,SLC Punk!,1999,James Merendino,Comedy/Drama,Two punk rockers in 1980s Salt Lake City struggle against conformity and the realization that rebellion might have an expiration date.,Spirit nom Best Screenplay; cult classic; Matthew Lillard passionate lead; punk coming-of-age landmark,"Independent Spirit Awards, Metacritic, Letterboxd, Rotten Tomatoes"
70,Bringing Out the Dead,1999,Martin Scorsese,Drama,A burnt-out New York City paramedic haunted by ghosts of those he couldnt save works three consecutive nightshifts through Hells Kitchen.,Scorsese + Paul Schrader collaboration; Nicolas Cage at his best; MC 67; commercial miss but significant critical reappraisal; cult following,"Metacritic, Roger Ebert, Rotten Tomatoes, Letterboxd"
71,A Room for Romeo Brass,1999,Shane Meadows,Drama/Comedy,Two inseparable teenage friends in Nottingham have their bond tested when a charismatic but unstable adult stranger enters their lives.,TIFF 1999; Paddy Considine explosive film debut; Meadows warmest and most disturbing film simultaneously,"Toronto Film Festival, Metacritic, Rotten Tomatoes, Letterboxd"
72,Austin Powers: The Spy Who Shagged Me,1999,Jay Roach,Comedy,Austin Powers travels back to 1969 to stop Dr. Evil from stealing his mojo encountering Fat Bastard and Mini-Me in this bigger-budgeted comedy sequel.,Oscar nom Makeup; $312M worldwide; first sequel to gross more opening weekend than originals entire run; Mike Myers multiple roles,"Academy Awards Database, Box Office Mojo, The Numbers, Metacritic"
73,Bicentennial Man,1999,Chris Columbus,Sci-Fi/Drama,A household robot develops emotions and creativity over two centuries seeking to become recognized as human in this Isaac Asimov adaptation.,Oscar nom Makeup; $87M worldwide; Robin Williams; sci-fi philosophical drama; Chris Columbus direction,"Academy Awards Database, Box Office Mojo, The Numbers, Metacritic"
74,But Im a Cheerleader,1999,Jamie Babbit,Comedy/Romance,A high school cheerleaders parents send her to gay conversion therapy camp where she falls in love and discovers her true self.,TIFF 1999; camp queer classic; Natasha Lyonne RuPaul; enormous Letterboxd cult following especially among LGBTQ+ audiences,"Toronto Film Festival, Metacritic, Letterboxd, IndieWire"
75,Dogma,1999,Kevin Smith,Comedy/Fantasy,Two fallen angels exploit a Catholic loophole to re-enter Heaven which would unmake existence while an abortion clinic worker is recruited to stop them.,Spirit nom; $44M worldwide; sparked massive Catholic protests; strong home video performer; Matt Damon Ben Affleck Alan Rickman,"Independent Spirit Awards, Box Office Mojo, Metacritic, Rotten Tomatoes"
76,Himalaya,1999,Eric Valli,Drama/Adventure,In a remote Nepalese village an aging chief and young rival clash over leadership of a dangerous yak caravan across the Himalayas.,Oscar nom Best Foreign Language Film; stunning Himalayan photography; authentic Nepalese setting and cast,"Academy Awards Database, Metacritic, Rotten Tomatoes, Letterboxd"
77,Holy Smoke!,1999,Jane Campion,Drama/Comedy,An Australian woman falls under a gurus spell in India and her family hires a brash American cult deprogrammer leading to intense psychological power struggle.,Venice Competition; Kate Winslet Harvey Keitel fierce performances; Jane Campions provocative exploration of faith desire and control,"Venice Film Festival, Metacritic, Rotten Tomatoes, Letterboxd"
78,Life,1999,Ted Demme,Comedy/Drama,Two strangers wrongly convicted of murder in 1930s Mississippi form a complicated friendship over decades in prison.,Oscar nom Makeup; $73M worldwide; Eddie Murphy Martin Lawrence period comedy-drama; strong ensemble performances,"Academy Awards Database, Box Office Mojo, The Numbers, Metacritic"
79,One Day in September,1999,Kevin Macdonald,Documentary,A gripping account of the 1972 Munich Olympics massacre when Palestinian terrorists took Israeli athletes hostage during the Games.,Oscar Best Documentary Feature; powerful essential documentary filmmaking; Kevin Macdonalds breakthrough,"Academy Awards Database, Metacritic, Rotten Tomatoes, Roger Ebert"
80,Snow Falling on Cedars,1999,Scott Hicks,Drama/Mystery,A Japanese-American fisherman is accused of murder on a Pacific Northwest island reigniting wartime prejudices and a reporters past love.,Oscar nom Best Cinematography (Robert Richardson); lush literary adaptation; Ethan Hawke; critical favorite,"Academy Awards Database, Metacritic, Rotten Tomatoes, Box Office Mojo"
