Rank,Title,Year,Director,Primary_Genre,Synopsis,Major_Awards,Key_Sources
11,Bal (Honey),2010,Semih Kaplanoglu,Drama,A young boy in the mountains of northeastern Turkey awaits his beekeeping fathers return from the forest in Kaplanoglus quiet luminous final chapter of his Yusuf trilogy.,Berlin Golden Bear; RT 74 MC 65; Turkish cinema triumph; contemplative childhood portrait; nature and loss; Kaplanoglu completed his trilogy in reverse chronological order,"Berlin Film Festival, Metacritic, Rotten Tomatoes, IndieWire"
12,Restrepo,2010,Tim Hetherington and Sebastian Junger,Documentary,A year embedded with a platoon of U.S. soldiers at the most dangerous outpost in Afghanistans Korengal Valley documented with unflinching immediacy.,Sundance Grand Jury Documentary; Oscar nom Documentary; RT 95 MC 85; $1.3M; Hetherington later killed in Libya; combat documentary essential; no narration no politics just soldiers,"Sundance Film Festival, Academy Awards, Metacritic, Rotten Tomatoes"
13,A Screaming Man,2010,Mahamat-Saleh Haroun,Drama,A former swimming champion working as a hotel pool attendant in Chad is forced to sacrifice his son to the civil war in Harouns devastating portrait of fatherhood under siege.,Cannes Jury Prize; RT 85 MC 72; $126K US; Chadian cinema landmark; Haroun master; father-son bond tested by war; quietly shattering,"Cannes Film Festival, Metacritic, Rotten Tomatoes, IndieWire"
14,Toy Story 3,2010,Lee Unkrich,Animation/Adventure,Andys toys donated to a daycare discover a prison-like regime run by a strawberry-scented bear and must escape before their owner leaves for college in Pixars emotionally devastating trilogy closer.,2 Oscars (Animated Feature + Song); Oscar nom Picture; RT 98 MC 92; $1.067B on $200M; first animated film to gross $1B; incinerator scene among cinemas most harrowing; perfect ending,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo"
15,Wasteland,2010,Lucy Walker,Documentary,Artist Vik Muniz creates stunning portraits from garbage with the workers of the worlds largest landfill outside Rio de Janeiro in Walkers beautiful transformative documentary.,Sundance World Doc Audience; Oscar nom Documentary; RT 88 MC 75; $1.8M; art and garbage; Brazilian catadores lives; Muniz collaboration; beauty from waste,"Sundance Film Festival, Academy Awards, Metacritic, Rotten Tomatoes"
16,In a Better World,2010,Susanne Bier,Drama,A doctor working in an African refugee camp and a boy being bullied at school in Denmark are connected through their sons friendship in Biers moral drama about violence and revenge.,Oscar Best Foreign Language Film; Golden Globe Foreign; RT 73 MC 62; $16M; Biers Oscar triumph; Danish cinema; revenge complexity; two worlds mirrored,"Academy Awards, Golden Globes, Metacritic, Rotten Tomatoes"
17,Animal Kingdom,2010,David Michod,Crime/Drama,A teenager is taken in by his criminal family after his mother dies and must navigate their violent power struggles and a detective who wants him to turn informant in Michods ferocious debut.,Sundance World Cinema Jury Prize; Oscar nom Supporting Actress (Weaver); RT 92 MC 82; $4M; Mendelsohn terrifying; Pearce excellent; Australian crime cinema landmark,"Sundance Film Festival, Academy Awards, Metacritic, Rotten Tomatoes"
18,Inside Job,2010,Charles Ferguson,Documentary,The 2008 financial crisis is exposed as the result of systemic corruption deregulation and greed across the banking investment and political establishments in Fergusons definitive analysis.,Oscar Best Documentary; RT 97 MC 86; $7.9M; Damon narrated; Wall Street corruption documented definitively; talking heads squirm; post-crash reckoning essential,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo"
19,Exit Through the Gift Shop,2010,Banksy,Documentary,The elusive street artist Banksy tells the story of Thierry Guetta a Frenchman whose obsession with documenting street art led to his transformation into Mr. Brainwash in this sly provocative art-world satire.,Oscar nom Documentary; RT 96 MC 85; $5.3M; real or hoax debate; Banksy satirized the art world; Guetta either genius or fraud; endlessly entertaining,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo"
20,Incendies,2010,Denis Villeneuve,Drama/Thriller,Twin siblings follow their dead mothers instructions to find the father and brother they never knew existed uncovering a devastating secret in war-torn Lebanon in Villeneuves shattering masterwork.,Oscar nom Foreign Language Film; RT 92 MC 80; $6.8M; Villeneuve pre-Arrival; Canadian cinema landmark; twin revelation among cinemas greatest twists; harrowing and brilliant,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo"
21,Poetry,2010,Lee Chang-dong,Drama,An elderly grandmother developing Alzheimers enrolls in a poetry class while concealing her grandsons involvement in a terrible crime in Lees devastating Korean masterwork.,Cannes Best Screenplay; LA Film Critics Foreign; RT 95 MC 84; $2.1M; Yun Jung-hee magnificent comeback; Lee Chang-dongs finest; beauty persisting amid horror,"Cannes Film Festival, LA Film Critics, Metacritic, Rotten Tomatoes"
22,Four Lions,2010,Chris Morris,Comedy/Crime,Five hapless British Muslims attempt to plan a terrorist bombing in Morriss wickedly funny pitch-black debut satirizing the banality and idiocy of homegrown radicalization with devastating comic precision.,RT 94 MC 79; BAFTA Outstanding Debut nom; Sundance premiere; Riz Ahmed breakthrough; radicalization as farce; culturally essential and brave; British comedy at its darkest; Morris transitions to features,"Sundance Film Festival, BAFTA, Metacritic, Rotten Tomatoes"
23,The Ghost Writer,2010,Roman Polanski,Thriller,A ghostwriter hired to complete the memoirs of a former British prime minister uncovers dark secrets about his clients relationship with the CIA in Polanskis superb political thriller.,Berlin Silver Lion Director; Venice Silver Lion Director; European Film Awards Director; RT 84 MC 77; $60M on $45M; Brosnan McGregor; Polanski Hitchcockian mastery,"Berlin Film Festival, Venice Film Festival, European Film Awards, Metacritic"
24,How to Train Your Dragon,2010,Dean DeBlois and Chris Sanders,Animation/Fantasy,A young Viking who befriends a wounded dragon rather than kill it must convince his warrior father that everything their tribe believes about the creatures is wrong.,Oscar nom Animated Feature; RT 99 MC 74; $495M on $165M; DreamWorks best; Toothless beloved; flight sequences exhilarating; 3x return; franchise launched,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo"
25,Another Year,2010,Mike Leigh,Drama,A happily married couple navigates a year of gatherings with lonely and troubled friends whose unhappiness contrasts with their contentment in Leighs quietly devastating ensemble drama.,Cannes competition; RT 93 MC 86; $11M on $7.5M; Broadbent Sheen; Manville heartbreaking; Leigh at his most observant and cruel; four seasons of emotional devastation,"Cannes Film Festival, Metacritic, Rotten Tomatoes, Box Office Mojo"
26,Blue Valentine,2010,Derek Cianfrance,Drama/Romance,The disintegration of a marriage is juxtaposed with its hopeful beginning as a couple confronts how love can fail in Cianfrances emotionally devastating relationship portrait.,Sundance premiere; Spirit noms; RT 87 MC 81; $12M on $1M; Gosling Williams fearlessly raw; NC-17 controversy; temporal structure devastating; heartbreak cinema,"Sundance Film Festival, Independent Spirit Awards, Metacritic, Rotten Tomatoes"
27,127 Hours,2010,Danny Boyle,Drama/Adventure,A climber trapped under a boulder in a Utah canyon for five days must make an unthinkable decision to survive in Boyles visceral exhilarating survival epic.,Oscar noms (Actor Adapted Screenplay Picture Score Editing Song); RT 93 MC 82; $60M on $18M; Franco committed; arm scene; Boyle made confinement cinematic,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo"
28,Carlos,2010,Olivier Assayas,Drama/Thriller,The life of Carlos the Jackal the international terrorist is chronicled across three decades in Assayas sprawling electrifying five-and-a-half-hour miniseries-turned-film epic.,Cannes out of competition; César Best Actor; Golden Globe Foreign; RT 89 MC 83; Ramirez career-defining; Assayas most ambitious; six-hour version and two-hour cut,"Cannes Film Festival, César Awards, Golden Globes, Metacritic"
29,Biutiful,2010,Alejandro Gonzalez Inarritu,Drama,A black-market dealer in Barcelona confronting terminal cancer tries to settle his affairs and save his children from a chaotic existence in Inarritus searing urban portrait.,Cannes Best Actor (Bardem shared); Oscar nom Actor + Foreign Language; RT 69 MC 55; $22M on $35M; Bardem towering; Inarritu most personal; Barcelona underclass,"Cannes Film Festival, Academy Awards, Metacritic, Rotten Tomatoes"
30,Get Low,2010,Aaron Schneider,Drama/Comedy,An eccentric hermit who has been the subject of local legend for decades plans his own funeral party while hes still alive in Schneiders charming directorial debut.,Spirit First Feature; RT 92 MC 70; $9M on $7M; Duvall magnificent; Murray supports; Sissy Spacek; Southern Gothic charm; old-fashioned character study done right,"Independent Spirit Awards, Metacritic, Rotten Tomatoes, Box Office Mojo"
31,Certified Copy,2010,Abbas Kiarostami,Drama/Romance,A British writer and a French antiques dealer spend an afternoon in Tuscany and the nature of their relationship shifts mysteriously between strangers and long-married couple in Kiarostamis enigmatic masterwork.,Cannes Best Actress (Binoche); RT 89 MC 85; $3.5M; Kiarostamis European debut; Binoche luminous; reality and performance intertwined; endlessly debatable,"Cannes Film Festival, Metacritic, Rotten Tomatoes, Criterion Collection"
32,Waiting for Superman,2010,Davis Guggenheim,Documentary,Americas failing public school system is exposed through the stories of five families hoping to win charter school lotteries for a better education in Guggenheims influential polemic.,Sundance Audience Documentary; RT 87 MC 71; $6.4M; education reform galvanized; lottery sequences agonizing; Guggenheim post-Inconvenient Truth,"Sundance Film Festival, Metacritic, Rotten Tomatoes, Box Office Mojo"
33,The Illusionist,2010,Sylvain Chomet,Animation/Drama,An aging magician in 1950s Edinburgh befriends a young woman who believes his tricks are real in Chomets gorgeous hand-drawn adaptation of an unproduced Jacques Tati screenplay.,Oscar nom Animated Feature; RT 89 MC 82; $2.2M; Tati resurrected; Edinburgh lovingly rendered; dialogue-free beauty; melancholy of obsolescence; Belleville Rendez-vous follow-up,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo"
34,Tangled,2010,Nathan Greno and Byron Howard,Animation/Musical,A long-haired princess trapped in a tower escapes with a charming thief and discovers the truth about her past in Disneys rapturous return to fairy-tale form.,Oscar nom Song; RT 89 MC 71; $592M on $260M; Disneys most expensive animated film; Disney Renaissance revival; lantern sequence gorgeous; Menken songs,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo"
35,Rabbit Hole,2010,John Cameron Mitchell,Drama,A married couple struggling to cope with the accidental death of their young son navigate grief in radically different ways in Mitchells delicate devastating domestic drama.,Oscar nom Actress (Kidman); RT 87 MC 73; $5M on $5M; Kidman restrained and brilliant; Eckhart strong; Mitchell from Hedwig to grief; quiet emotional precision,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo"
36,I Saw the Devil,2010,Kim Jee-woon,Crime/Thriller,A secret service agent dismantles a serial killer piece by piece in a savage cat-and-mouse game that blurs the moral line between hunter and monster in Kims visceral revenge masterpiece.,RT 96 MC 80; $4.5M; Lee Byung-hun Choi Min-sik at their peaks; Korean action horror elevated; revenge consumed by its own violence; formally audacious and immersive; brutal masterwork,"Metacritic, Rotten Tomatoes, IndieWire, Letterboxd"
37,Gasland,2010,Josh Fox,Documentary,The environmental and health consequences of hydraulic fracturing are exposed across Americas natural gas drilling regions in Foxs influential activist documentary.,Oscar nom Documentary; RT 82 MC 69; $37K; flaming tap water iconic; fracking debate galvanized; environmental documentary essential; cultural impact exceeded box office,"Academy Awards, Metacritic, Rotten Tomatoes, IndieWire"
38,Tiny Furniture,2010,Lena Dunham,Comedy/Drama,A recent college graduate moves back into her mothers New York loft and drifts through aimless relationships and creative frustration in Dunhams breakthrough micro-budget debut.,SXSW Best Narrative; Spirit Best First Film nom; RT 78 MC 72; $39K; Dunham pre-Girls; Brooklyn millennial ennui; shot in mothers real apartment; generational voice,"SXSW, Independent Spirit Awards, Metacritic, Rotten Tomatoes"
39,Inception,2010,Christopher Nolan,Sci-Fi/Thriller,A team of specialists enters peoples dreams to plant an idea in a targets subconscious navigating layers of reality in Nolans astonishing mind-bending heist epic.,4 Oscars (Cinematography Sound Mixing Sound Editing Visual Effects); 8 noms including Picture; RT 87 MC 74; $828M on $160M; original blockbuster filmmaking; hallway fight; spinning top ending,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo"
40,Fair Game,2010,Doug Liman,Drama/Thriller,CIA officer Valerie Plame and diplomat Joe Wilson find their careers and marriage under assault when the White House retaliates for his public challenge to Iraq War intelligence in Limans urgent political thriller.,Cannes Un Certain Regard selection; RT 83 MC 72; Watts Penn; Plamegate dramatized; political thriller urgency; historically vital; Liman precise and committed; Libby conviction backdrop,"Cannes Film Festival, Metacritic, Rotten Tomatoes, Box Office Mojo"
41,Marwencol,2010,Jeff Malmberg,Documentary,A man who suffered brain damage in a brutal beating creates an elaborate miniature WWII town in his backyard as therapy in Malmbergs astonishing portrait of art and recovery.,RT 95 MC 79; $163K; outsider art documentary; Hogancamp later adapted as Welcome to Marwen; original doc vastly superior; creativity as survival mechanism,"Metacritic, Rotten Tomatoes, IndieWire, Letterboxd"
42,Buried,2010,Rodrigo Cortes,Thriller,An American truck driver kidnapped in Iraq awakens inside a buried coffin with only a cell phone and a lighter in Cortes relentlessly claustrophobic single-setting survival thriller.,Sundance premiere; RT 87 MC 67; $20M on $2M; 10x return; Reynolds career-best; single-location mastery; coffin for 95 minutes; anxiety cinema perfected,"Sundance Film Festival, Metacritic, Rotten Tomatoes, Box Office Mojo"
43,The Arbor,2010,Clio Barnard,Documentary/Drama,Playwright Andrea Dunbars tragic life in a Bradford housing estate is reconstructed through interviews lip-synced by actors in Barnards formally inventive tribute to a brilliant working-class voice.,RT 99; Grierson Best British Documentary; BAFTA Outstanding Debut nom; Bradford poverty; lip-sync technique unprecedented; Dunbar legacy reclaimed; socially essential and formally radical; Barnard debut masterwork,"BAFTA, Grierson Trust, Metacritic, Rotten Tomatoes"
44,How I Ended This Summer,2010,Aleksei Popogrebski,Thriller/Drama,Two men at an isolated Arctic weather station develop a dangerous psychological conflict in Popogrebskis tense atmospheric Russian thriller.,Berlin Silver Bear Actor (shared Dobrygin and Puskepalis); RT 85 MC 72; Russian cinema; Arctic isolation; psychological tension; landscape as antagonist,"Berlin Film Festival, Metacritic, Rotten Tomatoes, IndieWire"
45,Sweetgrass,2010,Lucien Castaing-Taylor and Ilisa Barbash,Documentary,The last sheep drive through Montanas Absaroka-Bearhooth mountains is documented in this meditative observational masterpiece from the Harvard Sensory Ethnography Lab.,RT 82 MC 82; minimal release; observational cinema landmark; Castaing-Taylor pre-Leviathan; nomadic tradition documented; shepherds solitude; formally extraordinary,"Metacritic, Rotten Tomatoes, Sight and Sound, IndieWire"
46,The Tillman Story,2010,Amir Bar-Lev,Documentary,The Tillman family exposes the military coverup of Pat Tillmans death by friendly fire in Afghanistan in Bar-Levs furious essential documentary about truth and propaganda.,RT 93 MC 82; $939K; military accountability demanded; Tillman family courage; American heroism deconstructed; institutional lying exposed,"Metacritic, Rotten Tomatoes, Box Office Mojo, IndieWire"
47,The Red Chapel,2010,Mads Brugger,Documentary/Comedy,A Danish comedian and two Korean-Danish performers infiltrate North Korea under the guise of a cultural exchange to expose the regimes absurdity in Bruggers provocative Borat-meets-Pyongyang documentary.,Sundance World Doc Jury Prize; RT 87 MC 67; $42K; North Korea infiltration; Brugger provocateur; disabled performer subplot; propaganda system exposed,"Sundance Film Festival, Metacritic, Rotten Tomatoes, IndieWire"
48,On Tour,2010,Mathieu Amalric,Comedy/Drama,A disgraced French TV producer tours the provinces with a troupe of American burlesque performers in Amalrics charming affectionate road movie.,Cannes Best Director; RT 70 MC 58; $1M; Amalric beloved actor turned director; burlesque performers play themselves; French road-movie tradition; warmth and melancholy,"Cannes Film Festival, Metacritic, Rotten Tomatoes, IndieWire"
49,The Town,2010,Ben Affleck,Crime/Thriller,A career bank robber from Bostons Charlestown neighborhood falls for a bank manager his crew had taken hostage and tries to escape his criminal past in Afflecks muscular directorial follow-up.,RT 94 MC 74; $154M on $37M; 4.2x return; Affleck directing confirmed; Renner Hamm Hall; Fenway Park climax; Boston crime cinema continued,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
50,Rubber,2010,Quentin Dupieux,Comedy/Horror,A sentient tire with telekinetic powers rolls through the California desert destroying everything in its path while an audience watches from bleachers in Dupieuxs absurdist meta-horror.,Cannes 2010 sidebar; RT 69 MC 57; $100K; no reason philosophy; most conceptually audacious horror-comedy of the decade; midnight cinema elevated,"Cannes Film Festival, Metacritic, Rotten Tomatoes, Letterboxd"
51,Silent Souls,2010,Aleksei Fedorchenko,Drama,Two men take the body of one mans deceased wife on a journey to be cremated according to ancient pagan Merja rituals in Fedorchenkos lyrical elegy for a vanishing culture.,Venice Grand Jury Prize; RT 67 MC 63; Russian cinema; ethnographic beauty; dying traditions; Fedorchenko hybrid style; river ceremony haunting,"Venice Film Festival, Metacritic, Rotten Tomatoes, IndieWire"
52,The Last Circus,2010,Alex de la Iglesia,Drama/Thriller,Two rival clowns in Francoist Spain wage a demented war over a woman in de la Iglesias extravagant grotesque pitch-black circus of horrors.,Venice Best Screenplay + Director; RT 72 MC 57; $3M; Spanish cinema excess; Franco-era allegory; de la Iglesias wildest film; circus as political metaphor; visually astonishing,"Venice Film Festival, Metacritic, Rotten Tomatoes, IndieWire"
53,Happythankyoumoreplease,2010,Josh Radnor,Comedy/Drama,A young New York writer takes in a foster child he finds on the subway while his friends navigate love and ambition in Radnors earnest Sundance crowd-pleaser.,Sundance Audience Dramatic; RT 41 MC 46; $217K; Radnor directorial debut; NYC indie sincerity; Sundance darling; How I Met Your Mother star behind camera,"Sundance Film Festival, Metacritic, Rotten Tomatoes, IndieWire"
54,Splice,2010,Vincenzo Natali,Sci-Fi/Horror,Two genetic engineers secretly create a human-animal hybrid that rapidly matures into a dangerous seductive being in Natalis provocative creature feature.,Sundance premiere; RT 74 MC 66; $27M on $26M; Brody Polley; body horror evolution; Natali post-Cube; uncomfortable sexuality; Guillermo del Toro championed,"Sundance Film Festival, Metacritic, Rotten Tomatoes, Box Office Mojo"
55,Film Socialisme,2010,Jean-Luc Godard,Drama/Experimental,A Mediterranean cruise a French garage and Egyptian ruins become the settings for Godards late-period collage essay on European civilization and its decline.,Cannes Un Certain Regard; RT 56 MC 58; Godard at 80; deliberately difficult; Navajo English subtitles; cinema as archaeology; Godard farewell tour continued,"Cannes Film Festival, Metacritic, Rotten Tomatoes, Sight and Sound"
56,Undertow,2010,Javier Fuentes-Leon,Drama/Romance,A married fisherman in a Peruvian coastal village begins a passionate affair with a male artist in Fuentes-Leons lyrical magical-realist romantic drama.,Sundance World Audience; RT 80; $161K; Peruvian queer cinema; magical realism; community and desire; Fuentes-Leon debut; underseen Latin American gem,"Sundance Film Festival, Metacritic, Rotten Tomatoes, IndieWire"
57,Scott Pilgrim vs. the World,2010,Edgar Wright,Action/Comedy,A slacker must defeat his new girlfriends seven evil exes in epic video-game-style battles in Wrights hyperkinetic maximalist cult masterpiece.,RT 82 MC 69; $48M on $85M; commercial failure; instant cult classic; Cera Winstead; Wright visual invention unprecedented; video game cinema perfected; reappraisal into beloved status,"Metacritic, Rotten Tomatoes, Box Office Mojo, Letterboxd"
58,Hobo with a Shotgun,2010,Jason Eisener,Action/Horror,A homeless man rides a train into a city overrun with corruption and violence and dispenses justice with a shotgun in Eiseners gleefully excessive grindhouse homage.,TIFF Midnight Madness; RT 72 MC 55; $700K; Hauer magnificent; Grindhouse fake-trailer made real; Canadian exploitation; ultraviolent; midnight circuit beloved,"Toronto Film Festival, Metacritic, Rotten Tomatoes, Letterboxd"
59,Let Me In,2010,Matt Reeves,Horror/Drama,An alienated bullied twelve-year-old boy befriends a mysterious girl who turns out to be a vampire in Reeves surprisingly excellent American remake of Let the Right One In.,RT 88 MC 79; $24M on $20M; Moretz Smit-McPhee; rare worthy remake; Reeves (Cloverfield) respectful; snowy small-town atmosphere; Hammer production,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
60,The Wolfman,2010,Joe Johnston,Horror/Action,An American visits his ancestral home in Victorian England and is bitten by a werewolf cursed to transform under the full moon in this troubled lavish remake.,Oscar Makeup; RT 34 MC 43; $143M on $150M; Del Toro Hopkins; production hell; reshoots; less than 1x return; gorgeous production design wasted; commercial disaster,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo"
61,Please Give,2010,Nicole Holofcener,Comedy/Drama,A New York couple who buy apartments from the recently deceased wait for their elderly neighbor to die while dealing with guilt generosity and family tensions in Holofceners razor-sharp comedy.,RT 86 MC 73; $4.3M; Keener Platt Peet Hall; Holofcener Manhattan comedy; wealth guilt examined; NYC real estate as moral crisis,"Metacritic, Rotten Tomatoes, Box Office Mojo, IndieWire"
62,Easy A,2010,Will Gluck,Comedy,A clean-cut high school student embraces a false reputation as the school tramp and uses it to help unpopular boys in Glucks sharp charming teen comedy.,RT 85 MC 72; $75M on $8M; 9.4x return; Stone breakout; Hawthorne Letter update; Stone carried every scene; smart teen comedy; Stone star-making,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
63,The Tourist,2010,Florian Henckel von Donnersmarck,Thriller/Romance,An American tourist in Venice is ensnared in a dangerous game of cat-and-mouse when an Interpol agent and a gangster both believe he is a wanted criminal.,Golden Globe noms (Comedy + Actors); RT 20 MC 37; $278M on $100M; Depp Jolie; 2.8x return; Lives of Others director wildly misfired; Golden Globe noms baffled everyone,"Golden Globes, Metacritic, Rotten Tomatoes, Box Office Mojo"
64,Shutter Island,2010,Martin Scorsese,Thriller/Mystery,A U.S. Marshal investigates the disappearance of a patient from a hospital for the criminally insane on a remote island and discovers something far more disturbing in Scorseses atmospheric genre exercise.,RT 68 MC 63; $295M on $80M; 3.7x return; DiCaprio committed; Scorsese pulp mastery; twist ending debated; gothic atmosphere; commercially massive for Scorsese,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
65,Unstoppable,2010,Tony Scott,Action/Thriller,A veteran engineer and a young conductor must stop a runaway freight train carrying toxic chemicals hurtling toward a populated area in Scotts final great genre exercise.,RT 87 MC 69; $167M on $100M; Washington Pine; Scott efficient; based on real CSX incident; 1.7x return; pure kinetic filmmaking; Scotts swan song to form,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
66,Mesrine: Killer Instinct and Mesrine: Public Enemy No. 1,2010,Jean-Francois Richet,Crime/Drama,The life of Jacques Mesrine Frances most notorious criminal is told across two films chronicling his transformation from soldier to master of disguise and escape.,RT 85/79 MC 69/67; $30M combined; Cassel magnificent; French crime epic; Richet ambitious; two-part structure; Cassel physical transformation; internationally acclaimed,"Metacritic, Rotten Tomatoes, Box Office Mojo, IndieWire"
67,Despicable Me,2010,Pierre Coffin and Chris Renaud,Animation/Comedy,A supervillain who adopts three orphan girls as part of a nefarious scheme discovers genuine fatherly love in the animated hit that launched the Minions phenomenon.,RT 81 MC 72; $543M on $69M; 7.9x return; Carell voices Gru; Minions cultural explosion; franchise would eventually gross $4.6B; Illumination born,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
68,Machete,2010,Robert Rodriguez and Ethan Maniquis,Action/Crime,A Mexican ex-Federale is hired for a political assassination then double-crossed and carves through Texass criminal underworld in Rodriguez gleefully excessive grindhouse homage.,RT 72 MC 56; $44M on $10.5M; 4.2x return; Trejo finally leads; grindhouse trailer made real; De Niro Seagal Johnson; Mexploitation masterpiece,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
69,Client 9: The Rise and Fall of Eliot Spitzer,2010,Alex Gibney,Documentary,The spectacular downfall of New York Governor Eliot Spitzer is examined through his crusade against Wall Street and the prostitution scandal that destroyed him in Gibneys sharp political doc.,RT 81 MC 69; $213K; Gibney prolific; Spitzer sympathetic and damned; political power and sexual hypocrisy; Wall Street revenge theory,"Metacritic, Rotten Tomatoes, Box Office Mojo, IndieWire"
70,Cyrus,2010,Jay Duplass and Mark Duplass,Comedy/Drama,A depressed man falls for a woman whose adult son living at home wages a passive-aggressive war to protect their codependent relationship in the Duplass brothers crossover comedy.,RT 79 MC 71; $7.5M on $7M; Reilly Hill Tomei; Duplass brothers from mumblecore to studio; genuinely uncomfortable comedy; Hill against type,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
