Rank,Title,Year,Director,Primary_Genre,Synopsis,Major_Awards,Key_Sources
11,It Was Just an Accident,2025,Jafar Panahi,Thriller,An Iranian filmmaker navigates a deceptively simple car accident that spirals into a labyrinthine examination of truth and justice in contemporary Iran.,Palme d'Or at 78th Cannes Film Festival; Oscar noms for Original Screenplay and International Feature Film,Wikipedia 78th Cannes Film Festival; 98th Academy Awards
12,Young Mothers,2025,Jean-Pierre and Luc Dardenne,Drama,The Dardenne brothers follow a group of young mothers in Belgium navigating the challenges of early parenthood and systemic inequities.,Won Best Screenplay at Cannes; Prix du Jury Oecumenique; Cannes Competition,Wikipedia 78th Cannes Film Festival
13,KPop Demon Hunters,2025,Maggie Kang and Chris Appelhans,Animation,A Korean pop music group discovers their supernatural abilities when a demonic threat emerges and they must save the world between concert dates.,Won 2 Oscars: Best Animated Feature/Best Original Song (Golden); Critics Choice Best Animated; BAFTA Best Animated,Wikipedia 98th Academy Awards
14,Father Mother Sister Brother,2025,Jim Jarmusch,Drama,A deadpan family saga set across generations in small-town America exploring the quiet revelations and comic absurdities of kinship.,Golden Lion at 82nd Venice International Film Festival,Wikipedia 2025 in film
15,Marty Supreme,2025,Josh Safdie,Drama,A riveting character study of a legendary New York City ping-pong hustler who transforms the sport into an art form of deception and showmanship.,9 Oscar noms incl. Best Picture/Actor (Timothee Chalamet); BAFTA Best Actor; Critics Choice Best Actor; $80.6M domestic,Wikipedia 98th Academy Awards; 2025 in film
16,A Poet,2025,Simon Mesa Soto,Drama,A Colombian drama following a young man whose poetic sensibility clashes with the harsh realities of life in Medellin.,Won Jury Prize Un Certain Regard at Cannes,Wikipedia 78th Cannes Film Festival
17,Frankenstein,2025,Guillermo del Toro,Horror,Guillermo del Toro reimagines Mary Shelley's classic tale of a scientist who creates a sentient being and the tragic consequences that follow.,Won 3 Oscars: Production Design/Costume Design/Makeup and Hairstyling; 9 nominations; Netflix,Wikipedia 98th Academy Awards
18,Dreams (Sex Love),2025,Dag Johan Haugerud,Drama,An ambitious Norwegian triptych exploring the intersections of desire and emotional connection across three interconnected love stories.,Golden Bear at 75th Berlin International Film Festival,Wikipedia 2025 in film
19,Companion,2025,Drew Hancock,Sci-Fi,A romantic getaway turns sinister when a woman discovers dark truths about her relationship and her own identity in this AI-themed sci-fi thriller.,RT 93% MC 70; Critics Choice Super Awards 1 win 3 noms; New Line Cinema; Sophie Thatcher Jack Quaid,LB 2020s
20,Resurrection,2025,Bi Gan,Drama,A dreamlike journey through memory and landscape in rural China blending past and present in Bi Gan's signature hypnotic visual style.,Prix Special at Cannes Film Festival; Cannes Competition,Wikipedia 78th Cannes Film Festival
21,The Six Billion Dollar Man,2025,Eugene Jarecki,Documentary,A provocative documentary examining the intersection of wealth and power through the story of one man's extraordinary financial empire.,Special Jury Prize L'Oeil d'Or at Cannes,Wikipedia 78th Cannes Film Festival
22,Sirat,2025,Oliver Laxe,Drama,A meditative Spanish drama exploring faith and landscape through the journey of a man navigating spiritual and physical terrain.,Jury Prize at Cannes (shared); Oscar noms for Sound and International Feature; Cannes Soundtrack Award,Wikipedia 78th Cannes Film Festival; 98th Academy Awards
23,Sound of Falling,2025,Mascha Schilinski,Drama,A German drama examining the aftermath of a catastrophic event through fragmented perspectives and haunting imagery.,Jury Prize at Cannes (shared); Cannes Competition,Wikipedia 78th Cannes Film Festival
24,Mickey 17,2025,Bong Joon Ho,Sci-Fi,Robert Pattinson stars as an expendable clone sent on deadly missions to colonize an ice planet in Bong Joon Ho's darkly comic sci-fi satire.,RT 78% MC 72; Critics Choice Super Awards 3 noms; $46M domestic; Bong Joon Ho (Parasite director),LB 2020s
25,Bring Her Back,2025,Danny Philippou and Michael Philippou,Horror,A brother and sister uncover a terrifying ritual at the secluded home of their new foster mother in this acclaimed horror from the Talk to Me directors.,RT 89% MC 75; A24; 10 AACTA wins; Sally Hawkins praised as best performance of year; Fangoria Chainsaw noms,LB Horror
26,Mr Nobody Against Putin,2025,Documentary,Documentary,A courageous examination of one individual's resistance against the Russian state apparatus and the personal toll of political dissent.,Won Oscar for Best Documentary Feature; BAFTA Best Documentary,Wikipedia 98th Academy Awards; 2025 in film
27,The President's Cake,2025,Hasan Hadi,Drama,Iraq's first film at the Cannes Film Festival tells a unique story rooted in the country's cultural and political landscape.,Won Camera d'Or at Cannes; Directors' Fortnight Audience Award; Iraq's first Cannes selection,Wikipedia 78th Cannes Film Festival
28,Urchin,2025,Harris Dickinson,Drama,Harris Dickinson's directorial debut is a raw portrait of youth navigating survival and identity on the margins of British society.,FIPRESCI Prize Un Certain Regard at Cannes; Best Actor UCR (Frank Dillane),Wikipedia 78th Cannes Film Festival
29,Aisha Can't Fly Away,2025,Morad Mostafa,Drama,An Egyptian-Sudanese drama about a woman trapped by circumstance who dreams of liberation and flight.,Cannes Un Certain Regard; Camera d'Or eligible,Wikipedia 78th Cannes Film Festival
30,Brand New Landscape,2025,Yuiga Danzuka,Drama,A Japanese-French drama offering a fresh perspective on youth and environment through a new generation's eyes.,Cannes Directors' Fortnight; Camera d'Or eligible,Wikipedia 78th Cannes Film Festival
31,Bugonia,2025,Yorgos Lanthimos,Sci-Fi,Two conspiracy theorists kidnap the CEO of a major corporation convinced she is an alien disguised as a human in this absurdist dark comedy.,4 Oscar noms incl. Best Picture; starring Emma Stone; $17.7M domestic,Wikipedia 98th Academy Awards
32,Caravan,2025,Zuzana Kirchnerova,Drama,A Czech-Slovak road movie following travelers whose journey becomes a voyage of self-discovery.,Cannes Un Certain Regard; Camera d'Or eligible,Wikipedia 78th Cannes Film Festival
33,Girl on Edge,2025,Jinghao Zhou,Thriller,A Chinese thriller about a young woman pushed to her limits who discovers unexpected strength in dire circumstances.,Cannes Directors' Fortnight; Camera d'Or eligible,Wikipedia 78th Cannes Film Festival
34,Lucky Lu,2025,Lloyd Lee Choi,Drama,A story of fortune and misfortune following a character navigating life's unexpected turns with resilience.,Cannes Directors' Fortnight; Camera d'Or eligible,Wikipedia 78th Cannes Film Festival
35,My Father's Shadow,2025,Akinola Davies Jr.,Drama,A British-Nigerian drama about identity and belonging told through the relationship between a father and his child across cultures.,Camera d'Or Special Mention at Cannes; Un Certain Regard,Wikipedia 78th Cannes Film Festival
36,Sorry Baby,2025,Eva Victor,Drama,A woman revisits a traumatic experience from her past and seeks resolution in this debut feature that closed Cannes Directors' Fortnight.,Cannes Directors' Fortnight closing film; Camera d'Or eligible,Wikipedia 78th Cannes Film Festival
37,The Plague,2025,Charlie Polinger,Drama,A Romanian-American drama meditating on contagion and society drawing on timeless themes of isolation and community.,Cannes Un Certain Regard; Camera d'Or eligible,Wikipedia 78th Cannes Film Festival
38,Train Dreams,2025,Greg Kwedar,Drama,A solitary railroad worker in the early twentieth-century American West endures profound loss while the landscape around him is transformed by industry.,4 Oscar noms incl. Best Picture; Netflix; based on Denis Johnson novella,Wikipedia 98th Academy Awards
39,The Housemaid,2025,Paul Feig,Thriller,A young woman takes a live-in housemaid position with a wealthy couple only to uncover a twisted world of secrets and power behind closed doors.,RT 73% MC 65; $126.1M domestic; Sydney Sweeney Amanda Seyfried; Lionsgate; based on bestselling novel,LB 2020s
40,F1,2025,Joseph Kosinski,Action,Brad Pitt stars as a veteran Formula One driver who returns from retirement to mentor a rookie teammate at a fictional racing team.,Won Oscar for Best Sound; 4 noms; Apple Studios highest-grossing film; $633M worldwide; $189.6M domestic,Wikipedia 98th Academy Awards; 2025 in film
41,Imago,2025,Deni Oumar Pitsaev,Documentary,A visionary documentary that transforms observational filmmaking into a meditation on transformation and emergence.,Won L'Oeil d'Or (Golden Eye) at Cannes for Best Documentary; Critics' Week French Touch Prize,Wikipedia 78th Cannes Film Festival
42,Dracula,2025,Radu Jude,Comedy,Romanian auteur Radu Jude crafts an audacious omnibus Dracula film blending vampire mythology folklore AI-generated imagery and biting social satire.,RT mixed MC 60; Locarno Film Festival win; Sitges nom; MUBI release; Radu Jude (Do Not Expect Too Much director),LB 2020s
43,My Mom Jayne,2025,Mariska Hargitay,Documentary,Mariska Hargitay directs this intimate documentary about her mother Jayne Mansfield exploring fame and family through personal archives.,Cannes Special Screening; Golden Globe nom for Best Documentary; Guild Award for Best Documentary,Wikipedia 78th Cannes Film Festival; 2025 in film
44,Weapons,2025,Andrew Dominik,Drama,An ensemble crime drama weaving multiple storylines of violence and consequence in contemporary America.,Won Oscar for Best Supporting Actress (Amy Madigan),Wikipedia 98th Academy Awards
45,If I Had Legs I'd Kick You,2025,Mary Bronstein,Comedy,A mother spirals through anxiety and dark humor as she navigates the absurd pressures of modern parenthood and personal identity.,Oscar nom for Best Actress (Rose Byrne); Golden Globe Best Actress Musical/Comedy,Wikipedia 98th Academy Awards; 2025 in film
46,Orwell: 2+2=5,2025,Raoul Peck,Documentary,Raoul Peck brings George Orwell's ideas into sharp contemporary focus in this documentary about truth and propaganda in the modern age.,Cannes Premiere; L'Oeil d'Or eligible,Wikipedia 78th Cannes Film Festival
47,Zootopia 2,2025,Jared Bush,Animation,Judy Hopps and Nick Wilde tackle a new case that takes them beyond Zootopia into uncharted territories full of surprising new animal communities.,Golden Globe Best Animated Film; $1.87B worldwide; 4th biggest worldwide opening ever ($560M); Oscar nom for Best Animated Feature,Wikipedia 2025 in film; Box Office Mojo
48,Dead of Winter,2025,Brian Kirk,Action/Thriller,A widow traveling to scatter her husbands ashes at a remote Minnesota lake witnesses a kidnapping and must fight for her life and the young womans freedom in a frozen wilderness showdown.,Locarno Piazza Grande premiere; RT 77 MC 69; Emma Thompson Judy Greer Laurel Marsden; Kirk 21 Bridges director; originally titled The Fisherwoman; Thompson action-hero turn; Volker Bertelmann score; must-have list,"Locarno, Metacritic, Rotten Tomatoes"
49,Nino,2025,Pauline Loques,Drama,A French debut feature exploring youth and identity with a naturalistic touch that earned its lead breakout recognition.,Cannes Critics' Week; Theodore Pellerin won Louis Roederer Rising Star Award,Wikipedia 78th Cannes Film Festival
50,The Mysterious Gaze of the Flamingo,2025,Diego Cespedes,Drama,A Chilean drama blending surrealism and social observation in a story about identity and belonging in an unexpected setting.,Won Un Certain Regard Prize at 78th Cannes Film Festival,Wikipedia 78th Cannes Film Festival
51,Avatar: Fire and Ash,2025,James Cameron,Sci-Fi,Jake Sully and Neytiri face a volcanic cataclysm on Pandora while new human-Na'vi alliances are tested against an escalating colonial threat.,Won Oscar for Best Visual Effects; $1.49B worldwide; Avatar franchise surpassed $6B,Wikipedia 98th Academy Awards; 2025 in film
52,The History of Sound,2025,Oliver Hermanus,Drama,Two young men travel through World War I-era America recording folk music and forging a profound bond against the upheaval of their time.,Cannes Competition; Queer Palm nominee,Wikipedia 78th Cannes Film Festival
53,Chainsaw Man – The Movie: Reze Arc,2025,Ryu Nakayama,Animation,Anime adaptation of the Reze Arc from Tatsuki Fujimoto's hit manga Chainsaw Man following Denji's encounter with the mysterious Reze.,Major anime release; based on acclaimed manga by Tatsuki Fujimoto; MAPPA studio,LB Top 500
54,Nirvanna the Band the Show the Movie,2025,Matt Johnson and Jay McCarrol,Comedy,Feature film adaptation of the cult Canadian comedy series following two friends on absurd misadventures trying to get their band a gig.,Cult following; LB Top 500 placement; Canadian comedy,LB Top 500
55,Alpha,2025,Julia Ducournau,Thriller,Julia Ducournau follows her Palme d'Or winner Titane with another boundary-pushing genre-defying exploration of the body and identity.,Cannes Competition; Queer Palm nominee,Wikipedia 78th Cannes Film Festival
56,Blue Moon,2025,Richard Linklater,Drama,A dramatization of the final encounter between Lorenz Hart and Richard Rodgers exploring creativity and personal demons in the golden age of Broadway.,Oscar nom for Best Actor (Ethan Hawke),Wikipedia 98th Academy Awards
57,Die My Love,2025,Lynne Ramsay,Thriller,Lynne Ramsay directs a slow-burn psychological thriller about a woman unraveling under the pressures of motherhood and isolation.,Cannes Competition at 78th Cannes Film Festival,Wikipedia 78th Cannes Film Festival
58,Eddington,2025,Ari Aster,Drama,Ari Aster delivers an ambitious ensemble drama set in a small American town where tensions boil over during a pivotal moment in its history.,Cannes Competition; opened Fantasia International Film Festival,Wikipedia 78th Cannes Film Festival; 2025 in film
59,Nouvelle Vague,2025,Richard Linklater,Drama,Richard Linklater pays tribute to the French New Wave movement through a film-within-a-film exploring the revolutionary spirit of 1960s cinema.,Cannes Competition at 78th Cannes Film Festival,Wikipedia 78th Cannes Film Festival
60,Romeria,2025,Carla Simon,Drama,Spanish filmmaker Carla Simon follows her Berlinale-winning Alcarras with another intimate portrait of rural community life and tradition.,Cannes Competition at 78th Cannes Film Festival,Wikipedia 78th Cannes Film Festival
61,The Mastermind,2025,Kelly Reichardt,Drama,Kelly Reichardt crafts an understated character study set against the backdrop of a carefully planned scheme that slowly reveals its deeper implications.,Cannes Competition; In Competition at 78th Cannes Film Festival,Wikipedia 78th Cannes Film Festival
62,The Phoenician Scheme,2025,Wes Anderson,Comedy,Wes Anderson's trademark visual wit and ensemble cast converge in an elaborate caper involving ancient Mediterranean intrigue and modern absurdity.,Cannes Competition at 78th Cannes Film Festival,Wikipedia 78th Cannes Film Festival
63,Two Prosecutors,2025,Sergei Loznitsa,Drama,A searing examination of justice and institutional power set against the backdrop of post-Soviet political reality.,Cannes Competition; Prix Francois Chalais,Wikipedia 78th Cannes Film Festival
64,Woman and Child,2025,Saeed Roustayi,Drama,Iranian director Saeed Roustayi explores the intimate struggles of a woman navigating motherhood under the pressures of a patriarchal society.,Cannes Competition at 78th Cannes Film Festival,Wikipedia 78th Cannes Film Festival
65,Eleanor the Great,2025,Scarlett Johansson,Drama,Scarlett Johansson's directorial feature debut follows an elderly woman navigating life's twilight with humor and grace.,Cannes Un Certain Regard at 78th Cannes Film Festival,Wikipedia 78th Cannes Film Festival
66,Enzo,2025,Robin Campillo,Drama,The director of BPM and 120 Beats Per Minute returns with a personal story about youth and identity that opened Directors' Fortnight.,Cannes Directors' Fortnight opening film; Queer Palm nominee,Wikipedia 78th Cannes Film Festival
67,Kokuho,2025,Lee Sang-il,Drama,A Japanese drama about cultural treasures and the people who dedicate their lives to preserving national heritage.,Oscar nom for Best Makeup and Hairstyling; Cannes Directors' Fortnight,Wikipedia 98th Academy Awards; 78th Cannes Film Festival
68,Miroirs No. 3,2025,Christian Petzold,Drama,German master Christian Petzold continues his exploration of memory and identity in a richly layered drama about reflection and self-discovery.,Cannes Directors' Fortnight at 78th Cannes Film Festival,Wikipedia 78th Cannes Film Festival
69,The Chronology of Water,2025,Kristen Stewart,Drama,Kristen Stewart's directorial debut adapts Lidia Yuknavitch's memoir about a woman swimming through trauma and toward self-discovery.,Cannes Un Certain Regard at 78th Cannes Film Festival,Wikipedia 78th Cannes Film Festival
70,Wild Foxes,2025,Valery Carnoy,Drama,A French Belgian drama with a naturalistic approach to storytelling that captures the wildness of youth.,Won Europa Cinemas Label and SACD Prize at Cannes Directors' Fortnight,Wikipedia 78th Cannes Film Festival
71,Amrum,2025,Fatih Akin,Drama,German-Turkish director Fatih Akin crafts a deeply personal story set on the North Sea island of Amrum exploring memory and belonging.,Cannes Premiere at 78th Cannes Film Festival,Wikipedia 78th Cannes Film Festival
72,Case 137,2025,Dominik Moll,Thriller,A French investigative thriller following a detective drawn into a case that challenges moral certainties.,Cannes Competition at 78th Cannes Film Festival,Wikipedia 78th Cannes Film Festival
73,Eagles of the Republic,2025,Tarik Saleh,Thriller,A Scandinavian political thriller from the director of Cairo Conspiracy exploring power and corruption within institutional frameworks.,Cannes Competition at 78th Cannes Film Festival,Wikipedia 78th Cannes Film Festival
74,Fuori,2025,Mario Martone,Drama,An Italian drama exploring characters at a crossroads where personal freedom conflicts with societal expectation.,Cannes Competition; Italian-French co-production,Wikipedia 78th Cannes Film Festival
75,Love on Trial,2025,Koji Fukada,Romance,Japanese director Koji Fukada crafts a delicate examination of love tested by circumstance in a cross-cultural romantic drama.,Cannes Premiere at 78th Cannes Film Festival,Wikipedia 78th Cannes Film Festival
76,Magellan,2025,Lav Diaz,Drama,Filipino master Lav Diaz crafts an epic meditation on colonialism and exploration through the lens of Magellan's historic voyage.,Cannes Premiere at 78th Cannes Film Festival,Wikipedia 78th Cannes Film Festival
77,Renoir,2025,Chie Hayakawa,Drama,A Japanese-Australian co-production offering a fresh cinematic perspective on the life and legacy of the famed impressionist painter.,Cannes Competition at 78th Cannes Film Festival,Wikipedia 78th Cannes Film Festival
78,Song Sung Blue,2025,Craig Brewer,Drama,Kate Hudson stars as one half of a Neil Diamond tribute duo navigating dreams and disappointments on the fringes of the entertainment world.,Oscar nom for Best Actress (Kate Hudson),Wikipedia 98th Academy Awards
79,The Perfect Neighbor,2025,Documentary,Documentary,An investigative documentary uncovering the dark secrets hidden behind the facade of suburban normalcy.,Oscar nom for Best Documentary Feature; Critics Choice Documentary nom,Wikipedia 98th Academy Awards; 2025 in film
80,The Smashing Machine,2025,Benny Safdie,Drama,Benny Safdie directs a raw portrait of a mixed martial arts fighter battling personal demons outside the ring.,Oscar nom for Best Makeup and Hairstyling,Wikipedia 98th Academy Awards
81,The Wave,2025,Sebastian Lelio,Drama,Chilean director Sebastian Lelio explores social upheaval and personal awakening in a story of collective transformation.,Cannes Premiere; Queer Palm nominee,Wikipedia 78th Cannes Film Festival
82,2000 Meters to Andriivka,2025,Mstyslav Chernov,Documentary,The 20 Days in Mariupol director returns with another devastating frontline documentary from the war in Ukraine.,Cannes Ukraine special screening; CPH:DOX F:ACT Award,Wikipedia 78th Cannes Film Festival; 2025 in film
83,A Magnificent Life,2025,Sylvain Chomet,Animation,The Triplets of Belleville director returns with an animated tribute to Marcel Pagnol exploring the magic of storytelling and cinema.,Cannes Special Screening at 78th Cannes Film Festival,Wikipedia 78th Cannes Film Festival
84,Arco,2025,Ugo Bienvenu,Animation,A French animated film blending striking visual artistry with a contemplative narrative about civilization and nature.,Oscar nom for Best Animated Feature Film; Cannes Special Screening,Wikipedia 98th Academy Awards; 78th Cannes Film Festival
85,Captain America: Brave New World,2025,Julius Onah,Action,Sam Wilson takes on the Captain America mantle and confronts a global conspiracy involving the newly elected US President.,MCU became first franchise to gross $32B,Wikipedia 2025 in film
86,Honey Don't!,2025,Ethan Coen,Comedy,Ethan Coen directs a midnight screening comedy that blends dark humor with genre subversion.,Cannes Midnight Screening at 78th Cannes Film Festival,Wikipedia 78th Cannes Film Festival
87,I Swear,2025,R.J. Cutler,Drama,A compelling character-driven drama anchored by Robert Aramayo who delivers an award-winning central performance.,SAG/Guild Award for Best Actor (Robert Aramayo),Wikipedia 2025 in film
88,Jurassic World Rebirth,2025,Gareth Edwards,Sci-Fi,A new chapter in the Jurassic saga follows a daring expedition to retrieve valuable genetic material from dinosaurs in a dangerous island ecosystem.,$869M worldwide; Oscar nom for Best Visual Effects,Wikipedia 2025 in film; 98th Academy Awards
89,Lilo and Stitch,2025,Dean Fleischer Camp,Family,Live-action reimagining of the beloved Disney tale of a lonely Hawaiian girl who adopts an alien fugitive as her pet.,$1.04B worldwide; first MPA film of 2025 to cross $1B; first live-action animated film to gross $1B; biggest opening for live-action animated film ever,Wikipedia 2025 in film; Box Office Mojo
90,Little Amelie or the Character of Rain,2025,Mailys Vallade and Liane-Cho Han,Animation,A lyrical French animated adaptation exploring a child's inner world through poetic imagery and gentle philosophical musings.,Oscar nom for Best Animated Feature Film; Cannes Special Screening,Wikipedia 98th Academy Awards; 78th Cannes Film Festival
91,Mission: Impossible - The Final Reckoning,2025,Christopher McQuarrie,Action,Ethan Hunt faces his most personal and dangerous mission yet in the conclusion to the Dead Reckoning storyline.,Cannes world premiere; major franchise installment; $204M worldwide opening,Wikipedia 78th Cannes Film Festival; Deadline
92,Ne Zha 2,2025,Jiaozi,Animation,The rebellious deity Ne Zha confronts a new cosmic threat in this Chinese animated sequel that became the highest-grossing film of 2025.,Highest-grossing film of 2025 at $2.22B worldwide; highest-grossing animated film of all time; first non-English film to gross $2B,Wikipedia 2025 in film; Box Office Mojo
93,Thunderbolts*,2025,Jake Schreier,Action,A ragtag group of antiheroes and reformed villains are recruited for a covert government mission that tests their loyalties and identities.,MCU became first franchise to gross $32B; Marvel ensemble,Wikipedia 2025 in film
94,A Pale View of Hills,2025,Kei Ishikawa,Drama,An adaptation of Kazuo Ishiguro's debut novel following a Japanese woman in England whose memories of postwar Nagasaki haunt her present.,Cannes Un Certain Regard; based on Nobel laureate Kazuo Ishiguro novel,Wikipedia 78th Cannes Film Festival
95,A Useful Ghost,2025,Ratchapoom Boonbunchachoke,Horror,A Thai supernatural drama blending folk horror with social commentary about the unseen forces that shape everyday life.,Won Grand Prize at Cannes Critics' Week,Wikipedia 78th Cannes Film Festival
96,Dangerous Animals,2025,Sean Byrne,Horror,An Australian horror film exploring the predatory nature lurking in unexpected places.,Cannes Directors' Fortnight at 78th Cannes Film Festival,Wikipedia 78th Cannes Film Festival
97,Death Does Not Exist,2025,Felix Dufour-Laperriere,Drama,A Canadian-French meditation on mortality and meaning blending animation and live action in an experimental narrative.,Cannes Directors' Fortnight at 78th Cannes Film Festival,Wikipedia 78th Cannes Film Festival
98,Demon Slayer: Kimetsu no Yaiba Infinity Castle,2025,Haruo Sotozaki,Animation,Tanjiro and the Demon Slayer Corps storm the Infinity Castle for a climactic showdown against Muzan Kibutsuji and his remaining Upper Rank demons.,$781M worldwide; highest-grossing anime and Japanese film of all time; biggest opening for international film in US ($70M),Wikipedia 2025 in film; Crunchyroll News
99,Heads or Tails?,2025,Matteo Zoppis and Alessio Rigo de Righi,Drama,An Italian-American co-production blending documentary and fiction in an exploration of chance and fate in rural Italy.,Cannes Un Certain Regard at 78th Cannes Film Festival,Wikipedia 78th Cannes Film Festival
100,Homebound,2025,Neeraj Ghaywan,Drama,An Indian drama from the director of Masaan exploring the emotional landscape of returning to one's roots and confronting the past.,Cannes Un Certain Regard at 78th Cannes Film Festival,Wikipedia 78th Cannes Film Festival
101,How to Train Your Dragon,2025,Dean DeBlois,Fantasy,Live-action retelling of the unlikely friendship between a young Viking named Hiccup and a feared dragon named Toothless.,$637M worldwide; highest-grossing film in the franchise,Wikipedia 2025 in film
102,Left-Handed Girl,2025,Shih-Ching Tsou,Drama,A Taiwanese-French drama exploring identity through the story of a girl whose left-handedness becomes a metaphor for difference.,Won Gan Foundation Award at Cannes Critics' Week,Wikipedia 78th Cannes Film Festival
103,Love Me Tender,2025,Anna Cazenave Cambet,Drama,A French drama exploring the tender and sometimes painful dimensions of love and intimacy.,Cannes Un Certain Regard; Queer Palm nominee,Wikipedia 78th Cannes Film Festival
104,Meteors,2025,Hubert Charuel,Drama,A French drama about unexpected events crashing into ordinary lives like meteors reshaping everything they touch.,Cannes Un Certain Regard at 78th Cannes Film Festival,Wikipedia 78th Cannes Film Festival
105,Peak Everything,2025,Anne Emond,Drama,A Canadian drama confronting ecological anxiety and personal apocalypse with unflinching honesty and dark humor.,Cannes Directors' Fortnight at 78th Cannes Film Festival,Wikipedia 78th Cannes Film Festival
106,Promised Sky,2025,Erige Sehiri,Drama,A Tunisian drama that opened the Un Certain Regard section exploring hope and aspiration against challenging circumstances.,Un Certain Regard opening film at 78th Cannes Film Festival,Wikipedia 78th Cannes Film Festival
107,Sleepless City,2025,Guillermo Galoe,Drama,A Spanish-French drama capturing the restless energy of a city that never sleeps and the souls wandering its streets.,Won SACD Award at Cannes Critics' Week,Wikipedia 78th Cannes Film Festival
108,The Great Arch,2025,Stephane Demoustier,Drama,A French drama centered on the iconic Grande Arche de la Defense and the mysterious unknown person connected to it.,Cannes Un Certain Regard at 78th Cannes Film Festival,Wikipedia 78th Cannes Film Festival
109,The Love That Remains,2025,Hlynur Palmason,Drama,An Icelandic drama exploring enduring love and loss against the stark and beautiful landscapes of the North Atlantic.,Cannes Premiere at 78th Cannes Film Festival; Palm Dog Award,Wikipedia 78th Cannes Film Festival
110,Yes!,2025,Nadav Lapid,Drama,Israeli provocateur Nadav Lapid delivers another bold and politically charged work challenging audience expectations and national narratives.,Cannes Directors' Fortnight at 78th Cannes Film Festival,Wikipedia 78th Cannes Film Festival
111,13 Days 13 Nights,2025,Martin Bourboulon,Drama,A Belgian-French drama compressing intense emotional experiences into a concentrated timeframe.,Cannes Out of Competition at 78th Cannes Film Festival,Wikipedia 78th Cannes Film Festival
112,28 Years Later,2025,Danny Boyle,Horror,Danny Boyle returns to the franchise he created with a new chapter set in a Britain still ravaged by the rage virus decades after the original outbreak.,Major horror sequel; wide theatrical release 2025,Wikipedia 2025 in film
113,A Private Life,2025,Rebecca Zlotowski,Drama,A French drama about the boundaries between public persona and private existence in an age of exposure.,Cannes Out of Competition at 78th Cannes Film Festival,Wikipedia 78th Cannes Film Festival
114,Colours of Time,2025,Cedric Klapisch,Drama,French filmmaker Cedric Klapisch explores how the passage of time colors our experiences and relationships.,Cannes Out of Competition at 78th Cannes Film Festival,Wikipedia 78th Cannes Film Festival
