Rank,Title,Year,Director,Primary_Genre,Synopsis,Major_Awards,Key_Sources,Favorite,Watchlist,Rating,RatingTimestamp
15,Darkest Hour,2017,Joe Wright,Drama/Biography,Winston Churchill navigates the political minefield of his first weeks as Prime Minister in 1940 facing pressure to negotiate with Hitler while rallying a nation to fight in Wrights stirring portrait of leadership under siege.,Oscar Best Actor (Oldman) + Makeup and Hairstyling; Golden Globe Actor Drama; BAFTA Actor; RT 84 MC 75; Oldman physically transformed; Kazu Hiro prosthetics; Underground scene iconic; Churchill rhetoric,"Academy Awards, Golden Globes, BAFTA, Metacritic, Rotten Tomatoes",,,,
16,A Fantastic Woman,2017,Sebastian Lelio,Drama,A transgender woman in Santiago fights for the right to grieve after her older partner dies and his family tries to erase her from his life in Lelios moving portrait of dignity under siege.,Oscar Best Foreign Language Film; Berlin Best Screenplay; RT 94 MC 88; Daniela Vega breakout; trans rights landmark; Chilean cinema; Lelio empathy; Vega luminous; international milestone,"Academy Awards, Berlin Film Festival, Metacritic, Rotten Tomatoes",,1,,
17,Baby Driver,2017,Edgar Wright,Action/Crime,A young getaway driver with tinnitus uses curated playlists to be the best in the game but must face the music when a doomed heist threatens his chance at freedom in Wrights kinetic music-fuelled action musical.,3 Oscar noms (Editing Sound Sound Mixing); RT 93 MC 86; $227M worldwide; Elgort Spacey Hamm Foxx; every scene choreographed to soundtrack; Wright genre mastery; heist ballet,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo",1,,5,2026-04-01T15:34:45.626Z
18,Blade Runner 2049,2017,Denis Villeneuve,Sci-Fi/Drama,A new blade runner discovers a secret that could plunge whats left of society into chaos and leads him on a quest to find former blade runner Rick Deckard in Villeneuves stunning visionary sequel.,2 Oscars (Cinematography VFX); 5 noms; RT 88 MC 81; Deakins won first Oscar on 14th nomination; Gosling Ford; Villeneuve epic; $259M worldwide underperformed; visually transcendent; legacy sequel done right,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo",1,1,5,2026-04-01T15:34:49.959Z
19,I Am Not Your Negro,2017,Raoul Peck,Documentary,James Baldwins unfinished manuscript about Medgar Evers Malcolm X and Martin Luther King Jr becomes a searing meditation on race in America narrated by Samuel L. Jackson in Pecks essential cinematic essay.,Oscar nom Documentary (89th ceremony); RT 98 MC 95; Baldwin prophetic; Peck Haitian filmmaker; Jackson narration; American racism continuum; archival mastery; Baldwin words timeless,"Academy Awards, Metacritic, Rotten Tomatoes",,,,
20,The Florida Project,2017,Sean Baker,Drama,A six-year-old girl and her ragtag friends live an endless summer of mischief and wonder in the shadow of Disney World while her young mother struggles to keep them afloat in Bakers vibrant compassionate portrait of hidden poverty.,Oscar nom Supporting Actor (Dafoe); RT 96 MC 92; Baker 35mm; Brooklynn Prince astonishing; Bria Vinaite non-pro; Magic Castle motel; childhood and precarity; Dafoe tender,"Academy Awards, Metacritic, Rotten Tomatoes, Sight and Sound",,1,,
21,Last Men in Aleppo,2017,Feras Fayyad,Documentary,The White Helmets of Aleppo risk their lives to rescue civilians from the rubble of aerial bombardment in Fayyadss harrowing intimate document of heroism amidst the Syrian civil war.,Oscar nom Documentary; Sundance World Cinema Documentary; RT 100 MC 83; White Helmets; Syria civil war; Aleppo; rescue workers; real-time danger; Fayyad courageous access; humanitarian cinema,"Academy Awards, Sundance Film Festival, Metacritic, Rotten Tomatoes",,,,
22,Coco,2017,Lee Unkrich/Adrian Molina,Animation/Fantasy,A young Mexican boy passionate about music enters the Land of the Dead on Dia de los Muertos to find his great-great-grandfather and unlock his familys ban on music in Pixars gorgeous celebration of ancestry.,Oscar Animated Feature + Song (Remember Me); Golden Globe Animated; RT 97 MC 81; $807M worldwide; first all-Latino cast earning $200M+ US; Remember Me devastating; Pixar emotional apex,"Academy Awards, Golden Globes, Metacritic, Rotten Tomatoes, Box Office Mojo",,,4,2026-04-01T15:34:59.784Z
23,Dina,2017,Dan Sickles/Antonio Santini,Documentary,An autistic woman in suburban Philadelphia prepares for marriage to a man she met at a Walmart while navigating the complexities of intimacy and independence in this tender observational portrait.,Sundance Grand Jury Prize Documentary; RT 97 MC 76; neurodiverse love story; observational intimacy; Dina Buno and Scott Davino; Walmart romance; disability and dignity; Sickles Santini gentle eye,"Sundance Film Festival, Metacritic, Rotten Tomatoes",,,,
24,The Big Sick,2017,Michael Showalter,Comedy/Romance,A Pakistani-American comedian and a grad student navigate the turmoil of their breakup while she lies in a medically induced coma and he bonds with her parents in this heartfelt true story of Kumail Nanjiani and Emily V. Gordon.,Oscar nom Original Screenplay; RT 98 MC 86; Nanjiani Gordon wrote; Holly Hunter Ray Romano; $56M; rom-com revival; cross-cultural comedy; based on true marriage; Apatow produced,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo",,,,
25,Raw,2017,Julia Ducournau,Horror/Drama,A strict vegetarian veterinary student discovers an insatiable craving for raw meat during a hazing ritual that unleashes something primal in Ducournaus audacious body horror coming-of-age debut.,RT 91 MC 80; Cannes TIFF faintings reported; Ducournau debut; Garance Marillier; cannibal feminism; French extremity; body horror as sisterhood; pre-Titane; genre filmmaking debut landmark,"Metacritic, Rotten Tomatoes, IndieWire",,1,,
26,Strong Island,2017,Yance Ford,Documentary,A filmmaker investigates the 1992 murder of his brother by a white mechanic who was never indicted by a grand jury in this deeply personal examination of racial injustice and family grief.,Oscar nom Documentary; RT 90 MC 78; Ford first openly trans director Oscar nominated; personal documentary; racial injustice; grand jury system; William Ford Jr murder; Netflix; grief as investigation,"Academy Awards, Metacritic, Rotten Tomatoes",,,,
27,Western,2017,Valeska Grisebach,Drama,German construction workers arrive at a rural Bulgarian village and tensions simmer between locals and outsiders in Grisebachs slow-burn study of masculinity borders and mutual suspicion.,Cannes Un Certain Regard; RT 93 MC 76; Grisebach non-professional actors; Bulgarian-German frontier; masculinity and territory; Berlin School cinema; Meinhard Neumann; slow-burn cultural clash; European borders,"Cannes Film Festival, Metacritic, Rotten Tomatoes",,,,
28,Chasing Coral,2017,Jeff Orlowski,Documentary,A team of divers scientists and photographers reveal the devastating bleaching of the worlds coral reefs due to climate change in Orlowskis urgent visually stunning environmental alarm.,Sundance Audience Award Documentary; Emmy; RT 95 MC 71; climate change coral bleaching; underwater photography; time-lapse; Orlowski Chasing Ice follow-up; Netflix; environmental urgency; beautiful and devastating,"Sundance Film Festival, Metacritic, Rotten Tomatoes",,,,
29,The Insult,2017,Ziad Doueiri,Drama,A minor altercation between a Lebanese Christian and a Palestinian refugee escalates into a national crisis exposing decades of sectarian wounds in Doueiris gripping courtroom drama.,Venice Best Actor (Kamel El Basha); Oscar nom Foreign Language; RT 84 MC 65; Lebanese cinema; sectarian tensions; Sabra and Shatila; courtroom escalation; El Basha powerful; political complexity,"Venice Film Festival, Academy Awards, Metacritic, Rotten Tomatoes",,,,
30,I Don't Feel at Home in This World Anymore,2017,Macon Blair,Comedy/Thriller,A depressed nursing assistant and her oddball neighbor set out to track down burglars who robbed her house and stumble into a much larger criminal conspiracy in Blairs darkly entertaining debut.,Sundance Grand Jury Prize; RT 88 MC 75; Lynskey Wood; Blair directorial debut; Netflix; vigilante comedy; Blue Ruin Saulnier connection; suburban anger; escalating violence; underdog duo,"Sundance Film Festival, Metacritic, Rotten Tomatoes",,,,
31,Crown Heights,2017,Matt Ruskin,Drama,The true story of Colin Warner who was wrongfully convicted of murder and his best friend Carl King who spent twenty years fighting to free him in Ruskins urgent portrait of systemic injustice.,Sundance Audience Award; Amazon; RT 91 MC 69; Keith Stanfield Nnamdi Asomugha; wrongful conviction; Brooklyn 1980; friendship and perseverance; true story; criminal justice; twenty-year fight,"Sundance Film Festival, Metacritic, Rotten Tomatoes",,,,
32,The Nile Hilton Incident,2017,Tarik Saleh,Crime/Thriller,A corrupt Cairo detective investigates the murder of a singer in a case that leads to powerful political figures on the eve of the Egyptian revolution in Salehs atmospheric noir.,Sundance World Cinema Grand Jury; RT 88 MC 71; Cairo noir; Egyptian revolution 2011; Fares Fares; Saleh Stockholm-born; political corruption; Nile Hilton hotel; real crime inspired; Middle Eastern noir,"Sundance Film Festival, Metacritic, Rotten Tomatoes",,,,
33,The Breadwinner,2017,Nora Twomey,Animation/Drama,An Afghan girl disguises herself as a boy to support her family after her father is imprisoned by the Taliban in Twomeys powerful animated adaptation of Deborah Elliss novel.,Oscar nom Animated Feature; RT 94 MC 78; Cartoon Saloon; Twomey; Afghanistan under Taliban; female empowerment; storytelling within story; Angelina Jolie produced; Irish animation; hand-drawn beauty,"Academy Awards, Metacritic, Rotten Tomatoes",,1,,
34,The Post,2017,Steven Spielberg,Drama/History,Washington Post publisher Katharine Graham and editor Ben Bradlee defy the government to publish the Pentagon Papers exposing decades of political deception about the Vietnam War in Spielbergs stirring press-freedom drama.,Oscar noms Picture Actress; RT 88 MC 83; Streep Hanks; Spielberg fast-tracked production; Pentagon Papers; First Amendment; press vs government; Spielberg Streep Hanks triple marquee; timely,"Academy Awards, Metacritic, Rotten Tomatoes",,,,
35,Good Time,2017,Josh Safdie/Benny Safdie,Crime/Thriller,A small-time criminal embarks on a frantic nocturnal odyssey through New York Citys underworld to bail his mentally disabled brother out of jail in the Safdies electrifying adrenaline rush.,Cannes competition; RT 91 MC 79; Pattinson career reinvention; Safdies kinetic; Oneohtrix Point Never score; Queens nocturnal; Pattinson relentless; real-time urgency; indie cinema landmark,"Cannes Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,1,,
36,Logan,2017,James Mangold,Action/Drama,An aging Wolverine cares for an ailing Professor X in a bleak near-future while protecting a young mutant girl from dark forces in Mangolds brutal elegiac superhero Western.,Oscar nom Adapted Screenplay (first superhero film); RT 93 MC 77; $619M worldwide; Jackman farewell after 17 years; Keen remarkable; R-rated; superhero as genre filmmaking; no capes needed,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo",1,,5,2026-04-01T15:35:45.903Z
37,Lucky,2017,John Carroll Lynch,Drama/Comedy,A ninety-year-old atheist and WWII veteran faces the spiritual and existential questions of his twilight years in a small Arizona desert town in Lynchs gentle tribute to Harry Dean Stanton.,RT 96 MC 74; Harry Dean Stanton final lead role; Lynch directorial debut; David Lynch costars; existential desert; tortoise subplot; Stanton luminous farewell; café philosophy; mortality with grace,"Metacritic, Rotten Tomatoes, IndieWire",,,,
38,In the Fade,2017,Fatih Akin,Drama/Thriller,A German woman whose Turkish-Kurdish husband and son are killed in a neo-Nazi bombing seeks justice through the courts and beyond when the legal system fails her in Akins searing revenge drama.,Cannes Best Actress (Kruger); Golden Globe Foreign Language; RT 60 MC 55; Kruger transformed; NSU murders inspired; three-act structure; courtroom to vengeance; Akin Hamburg; political urgency,"Cannes Film Festival, Golden Globes, Metacritic, Rotten Tomatoes",,,,
39,The Meyerowitz Stories (New and Selected),2017,Noah Baumbach,Comedy/Drama,Three adult siblings come together in New York to celebrate their aging sculptor fathers work and grapple with his legacy of emotional neglect in Baumbachs sharp witty family ensemble.,Cannes competition; RT 93 MC 80; Sandler revelatory; Stiller Hoffman; Baumbach family dynamics; Netflix; Adam Sandler dramatic turn; New York art world; patriarch and progeny; chapter structure,"Cannes Film Festival, Metacritic, Rotten Tomatoes",,,,
40,God's Own Country,2017,Francis Lee,Drama/Romance,A young Yorkshire sheep farmer whose life is consumed by hard labour and binge drinking is transformed by the arrival of a Romanian migrant worker in Lees tender raw queer love story.,Sundance World Cinema Directing Award; RT 96 MC 81; OConnor Secareanu; Brokeback Mountain comparisons; Yorkshire landscape; farming and desire; Lee debut; LGBTQ British cinema; physical intimacy; mud and tenderness,"Sundance Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
41,Montparnasse Bienvenue,2017,Leonor Serraille,Comedy/Drama,A thirty-year-old woman must rebuild her life in Paris after being dumped by her filmmaker boyfriend navigating precarious employment and motherhood in Serrailles energetic debut.,Cannes Camera dOr; RT 91 MC 73; Serraille debut; Laetitia Dosch; Paris precarity; single motherhood; French New Wave echo; female perspective; Dosch magnetic; comic energy; Parisian survival,"Cannes Film Festival, Metacritic, Rotten Tomatoes",,,,
42,Foxtrot,2017,Samuel Maoz,Drama,An upper-middle-class Israeli couple receives devastating news about their soldier son at a remote checkpoint in Maozs formally daring triptych about grief militarism and absurdity.,Venice Grand Jury Prize; RT 93 MC 79; Maoz Lebanon follow-up; three-act structure; checkpoint sequences; Israeli military critique; controversial in Israel; Lior Ashkenazi; dancing soldier; fate and bureaucracy,"Venice Film Festival, Metacritic, Rotten Tomatoes",,,,
43,Okja,2017,Bong Joon-ho,Adventure/Drama,A young girl in rural South Korea risks everything to save her genetically modified super pig from a powerful multinational corporation in Bongs wildly inventive genre-bending fable about corporate greed and animal rights.,Cannes competition (Netflix controversy); RT 86 MC 76; Bong pre-Parasite; Ahn Seo-hyun; Swinton Gyllenhaal; factory farming critique; Netflix Cannes debut; Bong tonal mastery; genre collision,"Cannes Film Festival, Metacritic, Rotten Tomatoes",1,,5,2026-04-01T15:36:02.093Z
44,Columbus,2017,Kogonada,Drama,A Korean-born man caring for his ailing architect father and a young woman stuck in her Indiana hometown form a connection over their shared love of modernist architecture in Kogonadas serene luminous debut.,RT 96 MC 87; Cho Richardson extraordinary; Kogonada debut; Columbus Indiana architecture; Saarinen buildings; static beauty; connection through space; video essay filmmaker turned director; architecture as emotion,"Metacritic, Rotten Tomatoes, Sight and Sound, IndieWire",,,,
45,On the Beach at Night Alone,2017,Hong Sang-soo,Drama,An actress reflects on her affair with a married film director while wandering through Hamburg and a Korean seaside town in Hongs characteristically elliptical semi-autobiographical meditation.,Berlin Best Actress (Kim Min-hee); RT 92 MC 79; Hong prolific; Kim Min-hee muse; autobiographical; Hamburg and Gangneung; soju and conversation; Hong minimalism; romance and regret; Hong-Kim affair context,"Berlin Film Festival, Metacritic, Rotten Tomatoes",,,,
46,The Beguiled,2017,Sofia Coppola,Drama/Thriller,A wounded Union soldier is taken in by the women of a Confederate girls school whose jealousies and desires escalate into dangerous territory in Coppolas atmospheric Southern Gothic chamber piece.,Cannes Best Director; RT 79 MC 74; Kidman Dunst Fanning Farrell; Coppola second woman to win Cannes directing prize; Civil War setting; female gaze; Don Siegel reimagined; moss-draped atmosphere,"Cannes Film Festival, Metacritic, Rotten Tomatoes",,,,
47,The Killing of a Sacred Deer,2017,Yorgos Lanthimos,Horror/Drama,A renowned cardiovascular surgeon is forced into an impossible choice by a mysterious teenager who holds him accountable for a past transgression in Lanthimos coldly terrifying modern Greek tragedy.,Cannes Best Screenplay (shared with Ramsay); RT 79 MC 72; Farrell Kidman; Keoghan chilling; Lanthimos clinical dread; Iphigenia allegory; suburban horror; relentless escalation,"Cannes Film Festival, Metacritic, Rotten Tomatoes",,1,,
48,A Ghost Story,2017,David Lowery,Drama/Fantasy,A recently deceased man returns as a sheeted ghost to the home he shared with his wife watching as time moves forward without him in Lowerys quietly devastating meditation on grief time and impermanence.,Sundance premiere; RT 92 MC 84; Affleck Mara; bedsheet ghost; 4:3 aspect ratio; time collapse sequence; pie scene; Lowery existentialism; micro-budget profundity; Dvorak,"Sundance Film Festival, Metacritic, Rotten Tomatoes, Sight and Sound",,1,,
49,Ingrid Goes West,2017,Matt Spicer,Comedy/Thriller,An unstable young woman moves to Los Angeles to befriend a social media influencer becoming dangerously obsessed with replicating her curated lifestyle in Spicers darkly funny cautionary tale.,Spirit First Feature; RT 86 MC 71; Aubrey Plaza Elizabeth Olsen; social media satire; Instagram culture; Single White Female for influencer age; Plaza excellent; Spicer debut; OHara,"Spirit Awards, Metacritic, Rotten Tomatoes",,1,,
50,You Were Never Really Here,2017,Lynne Ramsay,Thriller/Drama,A traumatized veteran who rescues trafficked girls descends into violence after a job to save a senators daughter goes wrong in Ramsays elliptical ferocious masterwork of fragmented consciousness.,Cannes Best Screenplay (shared) + Best Actor (Phoenix); RT 89 MC 82; Phoenix physically transformed; Ramsay economy and brutality; Greenwood score; 89 minutes; hammer; elliptical violence,"Cannes Film Festival, Metacritic, Rotten Tomatoes",,,,
51,Jane,2017,Brett Morgen,Documentary,Newly discovered footage from the 1960s reveals the story of 26-year-old Jane Goodalls groundbreaking research with chimpanzees in Gombe Tanzania in Morgens revelatory intimate portrait.,RT 98 MC 79; National Geographic; unreleased Hugo van Lawick footage; Goodall young; chimpanzee research; Morgen archival mastery; Glass score; nature and science; feminist pioneer; Goodall narrates,"Metacritic, Rotten Tomatoes",,,,
52,The Disaster Artist,2017,James Franco,Comedy/Drama,The improbable true story of Tommy Wiseaus creation of The Room widely regarded as the worst movie ever made in Francos loving tribute to outsider art and inexplicable friendship.,Golden Globe Actor Comedy (Franco); RT 91 MC 76; Franco as Wiseau uncanny; Dave Franco; Seth Rogen; Greg Sestero memoir; The Room cult; Hollywood dreams; so bad its brilliant,"Golden Globes, Metacritic, Rotten Tomatoes",,1,,
53,All the Money in the World,2017,Ridley Scott,Drama/Crime,The kidnapping of John Paul Getty III and his mothers desperate battle against the billionaires refusal to pay ransom in Scotts riveting true-crime drama made famous by its last-minute recasting.,Oscar nom Supporting Actor (Plummer); RT 79 MC 71; Plummer replaced Spacey in 9 days of reshoots; Williams remarkable; Scott efficiency; Getty kidnapping 1973; Plummer chilling; reshoot miracle,"Academy Awards, Metacritic, Rotten Tomatoes",,,,
54,Felicite,2017,Alain Gomis,Drama,A fierce independent singer in Kinshasa fights to save her sons injured leg navigating the chaos and beauty of the Congolese capital in Gomiss vibrant lyrical portrait of resilience.,Berlin Grand Jury Prize; RT 88 MC 78; Kinshasa; Congolese cinema; Vero Tshanda Beya; music and survival; hospital bureaucracy; dream sequences; Gomis poetic realism; African cinema landmark,"Berlin Film Festival, Metacritic, Rotten Tomatoes",,,,
55,Icarus,2017,Bryan Fogel,Documentary,A filmmaker investigating doping in amateur cycling accidentally uncovers Russias state-sponsored Olympic doping program in Fogels stranger-than-fiction documentary thriller.,Oscar Best Documentary; RT 80 MC 68; Fogel amateur cycling experiment; Grigory Rodchenkov whistleblower; Russian doping scandal; Olympic corruption; Netflix; real-time thriller; Rodchenkov in hiding; geopolitical bombshell,"Academy Awards, Metacritic, Rotten Tomatoes",,,4,2026-04-01T15:36:36.232Z
56,Loving Vincent,2017,Dorota Kobiela/Hugh Welchman,Animation/Drama,The story of Vincent van Goghs final days is investigated through testimonies of those who knew him told entirely through hand-painted oil paintings animated in Van Goghs iconic style.,Oscar nom Animated Feature; RT 83 MC 62; first fully oil-painted animated feature; 65000 frames; 125 painters; Van Gogh style; technical marvel; Starry Night; innovative animation; labor of love,"Academy Awards, Metacritic, Rotten Tomatoes",,,,
57,A Dark Song,2017,Liam Gavin,Horror/Drama,A grieving woman and an occultist lock themselves inside a Welsh countryside house to perform an ancient ritual that promises to grant her deepest desire in Gavins atmospheric debut.,RT 91 MC 70; Gavin debut; Walker Oram; Guardian Angel ritual; occult horror; sustained dread; two-person chamber piece; grief and ritual; Irish horror; slow-burn payoff; Abramelin; spiritual horror,"Metacritic, Rotten Tomatoes, IndieWire",,,,
58,Star Wars: The Last Jedi,2017,Rian Johnson,Sci-Fi/Action,Rey seeks Lukes guidance while the Resistance faces annihilation from the First Order in Johnsons bold subversive installment that divided fans by challenging franchise mythology and expectations.,RT 91 MC 85; $1.33B worldwide; Hamill Fisher Ridley Driver; throne room fight; Holdo maneuver; Johnson deconstructed expectations; most divisive Star Wars; artistically ambitious; Crait battle,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,2,2026-04-01T15:36:41.909Z
59,The Lego Batman Movie,2017,Chris McKay,Animation/Comedy,Batman must learn to work with others and maybe even learn to lighten up if he is to save Gotham from the Jokers hostile takeover in McKays hilariously self-aware animated comedy.,RT 90 MC 75; $312M worldwide; Arnett Batman; razor-sharp DC parody; Batman loneliness thesis; Joker relationship comedy; animation innovation; family comedy with depth; Iron Man cameo; LOL Batman,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,,
60,Ex Libris: The New York Public Library,2017,Frederick Wiseman,Documentary,Frederick Wiseman embeds within the New York Public Library capturing its vast network of programs services and community engagement across all five boroughs in the masters institutional portrait.,RT 99 MC 82; Wiseman at 87; NYPL as democratic institution; 3 hours 17 minutes; institutional documentary master; branches and main; public good; Wiseman observational cinema; community infrastructure,"Metacritic, Rotten Tomatoes, Sight and Sound",,,,
61,The Work,2017,Jairus McLeary/Gethin Aldous,Documentary,Cameras capture a four-day group therapy session inside Folsom Prison where inmates and outside volunteers confront their emotional wounds in this raw transformative document of male vulnerability.,RT 100 MC 80; Folsom Prison; unscripted emotional breakdowns; masculinity and vulnerability; prison reform; group therapy; McLeary longtime access; cathartic breakthroughs; intimate and devastating,"Metacritic, Rotten Tomatoes",,,,
62,Kedi,2017,Ceyda Torun,Documentary,The lives of seven street cats in Istanbul and the humans who care for them reveal the soul of one of the worlds great cities in Toruns warm charming portrait of feline independence and urban community.,RT 98 MC 82; $3.5M worldwide; Istanbul cats; city as ecosystem; cat philosophy; Torun debut; heartwarming; cat-cam cinematography; Turkish culture; global art-house hit; community portrait,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,,
