Rank,Title,Year,Director,Primary_Genre,Synopsis,Major_Awards,Key_Sources,Favorite,Watchlist,Rating,RatingTimestamp
12,Tilaï,1990,Idrissa Ouedraogo,Drama,A man returns to his West African village to find his father has married his fiancée sparking a tragic conflict.,Grand Prix (Cannes 1990); landmark of African cinema,"Cannes, Letterboxd, Criterion Collection",,,,
13,The Sting of Death,1990,Kohei Oguri,Drama,A Japanese family slowly unravels under the weight of psychological strain in this exquisitely measured chamber piece.,Grand Prix shared (Cannes 1990); FIPRESCI Prize,"Cannes, Letterboxd",,,,
14,Born on the Fourth of July,1990,Oliver Stone,War Drama/Biography,Paralyzed Vietnam veteran Ron Kovic transforms from patriotic soldier to passionate anti-war activist.,8 Oscar noms; Golden Globe noms; Tom Cruise career-defining dramatic role; $110M worldwide,"Oscars, Golden Globes, Box Office Mojo (continued 1989 release)",,,,
15,Everybody's Fine,1990,Giuseppe Tornatore,Drama,An elderly Sicilian father travels across Italy visiting his adult children and discovers their lives are not what they claimed.,Ecumenical Jury Prize (Cannes 1990); Tornatore follow-up to Cinema Paradiso,"Cannes, Metacritic",,,,
16,Hidden Agenda,1990,Ken Loach,Political Thriller,An American civil rights activist investigates suspicious deaths in Northern Ireland uncovering a deep British government conspiracy.,Jury Prize (Cannes 1990); Ken Loach political cinema,"Cannes, Letterboxd, Metacritic",,,,
17,The Godfather Part III,1990,Francis Ford Coppola,Crime/Drama,An aging Michael Corleone seeks to legitimize his criminal empire while past sins close in around him.,7 Oscar noms; Golden Globe noms; final chapter of legendary saga; $136M worldwide,"Oscars, Golden Globes, Box Office Mojo, The Numbers",,1,,
18,Avalon,1990,Barry Levinson,Drama,Three generations of an immigrant family in Baltimore experience the promise and loss of the American Dream.,4 Oscar noms; Golden Globe noms; BAFTA nom,"Oscars, Golden Globes, BAFTA, Metacritic",,,,
19,The Fabulous Baker Boys,1990,Steve Kloves,Musical Drama,Two brother pianists hire a sultry jazz singer whose presence transforms their act and threatens their bond.,Oscar nom: Original Score; Golden Globe: 4 noms; Michelle Pfeiffer acclaimed; BAFTA noms,"Oscars, Golden Globes, BAFTA, Metacritic",,,,
20,Dick Tracy,1990,Warren Beatty,Action/Crime/Period,Detective Dick Tracy wages a colorful war against flamboyant gangsters in this visually dazzling comic-strip adaptation.,3 Oscar wins incl. Art Direction; Golden Globe noms; BAFTA wins; $135M worldwide,"Oscars, Golden Globes, Box Office Mojo, The Numbers",,,,
21,Driving Miss Daisy,1990,Bruce Beresford,Drama,A lifelong bond forms between an elderly Southern white woman and her dignified African-American chauffeur across turbulent decades.,Oscar noms; Golden Globe noms; BAFTA wins; $145M worldwide (continued from 1989 release),"Oscars, Box Office Mojo, BAFTA, The Numbers",,,,
22,Hamlet,1990,Franco Zeffirelli,Drama/Shakespeare,Mel Gibson stars in Zeffirelli's accessible and muscular adaptation of Shakespeare's iconic revenge tragedy.,2 Oscar noms: Costume Design and Art Direction; Golden Globe noms; BAFTA nom,"Oscars, Golden Globes, BAFTA, Metacritic",,,,
23,Postcards from the Edge,1990,Mike Nichols,Comedy/Drama,A recovering actress navigates Hollywood's chaos while untangling a complicated relationship with her famous mother.,2 Oscar noms; Golden Globe noms; BAFTA noms; based on Carrie Fisher autobiography,"Oscars, Golden Globes, BAFTA, Metacritic",,,,
24,The Sheltering Sky,1990,Bernardo Bertolucci,Drama/Adventure,An American couple's marriage slowly disintegrates as they wander deeper into the vast North African desert.,2 Oscar noms; Golden Globe: Best Original Score; BAFTA noms,"Oscars, Golden Globes, BAFTA, Metacritic",,,,
25,Cinema Paradiso,1990,Giuseppe Tornatore,Drama,A filmmaker recalls his transformative childhood friendship with a Sicilian cinema projectionist.,Oscar: Best Foreign Language Film; BAFTA: 5 wins incl. Best Film Not in English; Golden Globe noms,"Oscars, BAFTA, Cannes, Criterion Collection, Sight & Sound",,,,
26,Jesus of Montreal,1990,Denys Arcand,Drama/Satire,A troupe of actors staging a radical Passion play find their lives increasingly mirroring Christ's story.,BAFTA nom; Oscar nom: Foreign Language Film; praised for intelligent religious satire (wider 1990 release),"Oscars, BAFTA, Cannes (1989), Criterion Collection",,,,
27,Enemies A Love Story,1990,Paul Mazursky,Comedy/Drama,A Holocaust survivor in 1940s New York juggles three women while haunted by his wartime past.,3 Oscar noms; Golden Globe noms; praised for tragicomic depth (wider 1990 release),"Oscars, Golden Globes, Metacritic",,,,
28,An Angel at My Table,1990,Jane Campion,Biographical Drama,The autobiography of New Zealand author Janet Frame from troubled childhood through mental institution to literary triumph.,Grand Special Jury Prize (Venice 1990); Campion's breakthrough feature,"Venice, Independent Spirit Awards, Criterion Collection",,,,
29,Ju Dou,1990,Zhang Yimou,Drama,Forbidden love ignites between a young woman and her husband's nephew in a vividly colored rural Chinese dye factory.,Oscar nom: Foreign Language Film; Cannes In Competition; Chinese Fifth Generation cinema landmark,"Cannes, Oscars, Letterboxd, Criterion Collection",,,,
30,Metropolitan,1990,Whit Stillman,Comedy/Drama,A young outsider falls into Manhattan's upper-class debutante society and discovers a world of wit and disillusionment.,Spirit Award: Best First Feature; Oscar nom: Best Original Screenplay; directorial debut,"Spirit Awards, Oscars, Criterion Collection, Metacritic",,,,
31,Open Doors,1990,Gianni Amelio,Legal Drama,A judge in Fascist-era Sicily challenges the death penalty while defending a confessed triple murderer.,Oscar nom: Foreign Language Film; Cannes Directors' Fortnight,"Oscars, Cannes, Letterboxd",,,,
32,Presumed Innocent,1990,Alan J. Pakula,Legal Thriller,A prosecutor is accused of murdering his mistress and must fight to prove his innocence in a twisting courtroom drama.,Golden Globe noms; BAFTA noms; $221M worldwide,"Golden Globes, Box Office Mojo, CinemaScore (B+)",,,,
33,Reversal of Fortune,1990,Barbet Schroeder,Legal Drama/True Crime,A lawyer mounts a defense for the enigmatic Claus von Bülow accused of attempting to murder his wife.,Oscar: Best Actor (Jeremy Irons); Golden Globe noms; BAFTA noms,"Oscars, Golden Globes, BAFTA, Metacritic",,,,
34,The Hunt for Red October,1990,John McTiernan,Thriller/Action,A Soviet submarine captain attempts to defect to the West with a revolutionary nuclear submarine sparking a Cold War crisis.,Oscar noms; BAFTA noms; launched Jack Ryan franchise; $200M+ worldwide,"Oscars, Box Office Mojo, CinemaScore (A), The Numbers",,,,
35,Trust,1990,Hal Hartley,Comedy/Drama,A pregnant teenager and a brilliant but volatile electronics repairman form an unlikely bond in suburban Long Island.,Hal Hartley indie landmark; praised for deadpan wit and formal precision,"Sundance, Independent Spirit Awards, Letterboxd",,,,
36,The Nasty Girl,1990,Michael Verhoeven,Comedy/Drama,A German schoolgirl's research into her town's Nazi past uncovers uncomfortable truths the community wants buried.,Silver Bear: Best Director (Berlin 1990); Oscar nom: Foreign Language Film,"Berlin, Oscars, Metacritic",,,,
37,Back to the Future Part III,1990,Robert Zemeckis,Sci-Fi/Comedy/Western,Marty McFly travels to the Old West to rescue Doc Brown in the time-traveling trilogy's spirited conclusion.,Oscar nom: Sound; franchise conclusion; $244M worldwide,"Box Office Mojo, CinemaScore (A), The Numbers",,,,
38,Edward Scissorhands,1990,Tim Burton,Fantasy/Drama,An artificial man with scissors for hands is taken into suburban society with beautiful and tragic consequences.,Oscar noms: Art Direction and Makeup; Golden Globe noms; cult classic status,"Metacritic, Rotten Tomatoes, Roger Ebert, Letterboxd",,,,
39,Ghost,1990,Jerry Zucker,Romantic Fantasy/Thriller,A murdered man's spirit returns to protect his girlfriend and uncover the conspiracy behind his death.,2 Oscars: Supporting Actress (Whoopi Goldberg) and Original Screenplay; $505M worldwide; Golden Globe noms,"Oscars, Box Office Mojo, The Numbers, CinemaScore (A)",,,,
40,Green Card,1990,Peter Weir,Romantic Comedy,A French immigrant and an American woman enter a marriage of convenience that gradually becomes real.,Golden Globe: Best Film (Musical/Comedy) and Best Actor (Depardieu); Oscar nom,"Golden Globes, Oscars, Metacritic",,,,
41,Longtime Companion,1990,Norman René,Drama,A group of gay men in New York navigate friendship and devastating loss through the unfolding AIDS epidemic.,Spirit Award: Best Supporting Male (Bruce Davison); Golden Globe nom; pioneering LGBTQ+ cinema,"Spirit Awards, Golden Globes, Metacritic, Letterboxd",,,,
42,Mermaids,1990,Richard Benjamin,Comedy/Drama,A free-spirited unconventional mother and her two daughters navigate love faith and family in 1960s small-town America.,Golden Globe noms; Cher and Winona Ryder ensemble,"Golden Globes, Metacritic, Box Office Mojo",,,,
43,The Comfort of Strangers,1990,Paul Schrader,Thriller/Drama,Two couples in Venice become entangled in a disturbing psychological game of seduction and violence.,Cannes Closing Film; based on Ian McEwan novel; Harold Pinter screenplay,"Cannes, Metacritic, Letterboxd",,,,
44,Days of Thunder,1990,Tony Scott,Sports/Action,A talented but reckless NASCAR driver must learn discipline to compete at the highest level while falling for his doctor.,2 Oscar noms; $157M worldwide; Tom Cruise action vehicle,"Oscars, Box Office Mojo, CinemaScore (B+)",,,,
45,Crimes and Misdemeanors,1990,Woody Allen,Comedy/Drama,A wealthy doctor arranges a murder while a documentary filmmaker struggles with failure in Woody Allen's moral meditation.,BAFTA: 6 noms and wins; Golden Globe noms; considered peak-era Allen (wider 1990 release),"BAFTA, Golden Globes, Metacritic, Sight & Sound",,,,
46,Swan Lake: The Zone,1990,Yuri Ilyenko,Drama,A poetic meditation on spiritual malaise and confinement in the late Soviet system.,FIPRESCI Prize (Cannes); Youth Award; Ukrainian cinema,"Cannes, Letterboxd",,,,
47,To Sleep with Anger,1990,Charles Burnett,Drama,A mysterious drifter arrives at a middle-class Black family's door in Los Angeles and slowly disrupts their harmony.,Spirit Awards: Best Feature and Best Director and Best Screenplay; critical masterpiece,"Independent Spirit Awards, Metacritic, Roger Ebert, Criterion Collection",,,,
48,Total Recall,1990,Paul Verhoeven,Sci-Fi/Action,A man discovers his memory implants may be fabricated as he fights for survival on a colonized Mars.,Oscar: Special Achievement (Visual Effects); BAFTA nom; pioneering CGI; $261M worldwide,"Oscars, Box Office Mojo, CinemaScore (A-), Rotten Tomatoes",,,,
49,House Party,1990,Reginald Hudlin,Comedy,Two teens throw an unforgettable party while navigating parents bullies and young love in this groundbreaking comedy.,7 Spirit noms; commercial hit; cultural breakthrough for African-American cinema,"Independent Spirit Awards, Box Office Mojo, Letterboxd",,,,
50,Mr. & Mrs. Bridge,1990,James Ivory,Drama,A restrained examination of an upper-middle-class American couple's marriage reveals quiet desperation beneath propriety.,Golden Globe: 6 noms; Venice selection; Merchant Ivory prestige,"Golden Globes, Venice, Metacritic",,,,
51,Interrogation,1990,Ryszard Bugajski,Political Drama,A woman endures brutal interrogation by Polish Communist secret police in this long-suppressed political masterpiece.,Best Actress (Cannes 1990 - Krystyna Janda); banned then restored,"Cannes, Letterboxd",,,,
52,The Asthenic Syndrome,1990,Kira Muratova,Drama,A fragmented apocalyptic portrait of Russian society sinking into apathy and spiritual malaise as the Soviet system collapses.,Silver Bear Special Jury Prize (Berlin 1990); formally daring auteur cinema,"Berlin Film Festival, Letterboxd",,,,
53,Alice,1990,Woody Allen,Fantasy/Comedy,A pampered Manhattan housewife visits a mysterious Chinatown herbalist whose potions transform her understanding of herself.,Oscar nom: Best Original Screenplay; Allen fantasy-comedy,"Oscars, Metacritic",,,,
54,Die Hard 2,1990,Renny Harlin,Action/Thriller,John McClane battles terrorists who seize a Washington D.C. airport on Christmas Eve in this high-octane sequel.,Oscar nom: Sound Effects; digital effects milestone; $240M worldwide,"Box Office Mojo, CinemaScore (A), The Numbers",,,,
55,Henry: Portrait of a Serial Killer,1990,John McNaughton,Psychological Horror/Crime,An unflinching and disturbingly mundane portrait of a real serial killer's daily existence alongside his violent impulses.,6 Spirit noms; cult classic; censorship controversy,"Independent Spirit Awards, Letterboxd, Criterion Collection, Rotten Tomatoes",,,,
56,Misery,1990,Rob Reiner,Psychological Thriller,A famous novelist is held captive by an obsessed fan who forces him to rewrite his heroine's fate.,Oscar: Best Actress (Kathy Bates); Golden Globe noms; adapted from Stephen King,"Oscars, Golden Globes, Metacritic, Roger Ebert",,,,
57,No Fear No Die,1990,Claire Denis,Drama,Two African immigrants navigate exploitation in the Parisian underground cockfighting world in Claire Denis's visceral early work.,Venice: Best Editing Award; Denis directorial breakthrough,"Venice, Letterboxd, Criterion Collection",,,,
58,Pretty Woman,1990,Garry Marshall,Romantic Comedy,A wealthy businessman and a spirited escort fall unexpectedly in love during a week-long arrangement in Los Angeles.,Golden Globe: Best Actress (Julia Roberts); made Roberts a global star; $463M worldwide,"Box Office Mojo, Golden Globes, CinemaScore (A+), The Numbers",,,,
59,Pump Up the Volume,1990,Allan Moyle,Comedy/Drama,A shy teenager runs an underground pirate radio station that empowers his high school and challenges authority.,4 Spirit noms; cult youth classic,"Independent Spirit Awards, Letterboxd, Rotten Tomatoes",,,,
60,Rodrigo D: No Future,1990,Víctor Gaviria,Drama,Unemployed Colombian youth drift through Medellín's streets toward an uncertain fate in this raw neorealist portrait.,Cannes In Competition; Latin American indie cinema landmark,"Cannes, Letterboxd",,,,
61,The Cook the Thief His Wife & Her Lover,1990,Peter Greenaway,Avant-Garde Drama,A gangster's wife conducts a passionate secret affair in a baroque restaurant setting of shocking transgression.,Spirit nom: Best Foreign Film; visually audacious auteur cinema,"Independent Spirit Awards, Criterion Collection, Letterboxd, Sight & Sound",,,,
62,The Field,1990,Jim Sheridan,Drama,An Irish farmer will stop at nothing to keep the plot of land his family has tended for generations.,Golden Globe: 4 noms incl. Best Drama Film; Richard Harris acclaimed performance,"Golden Globes, Metacritic",,,,
63,The Plot Against Harry,1990,Michael Roemer,Comedy/Crime,A small-time Jewish bookmaker is released from prison and stumbles through attempts to rebuild his life in this rediscovered 1969 gem.,6 Spirit noms; remarkable rediscovery narrative,"Independent Spirit Awards, Metacritic, Criterion Collection",,,,
64,Young Guns II,1990,Geoff Murphy,Western/Action,Billy the Kid and his outlaw gang make a desperate run for the Mexican border pursued by Pat Garrett.,Commercial hit; $44M domestic; Bon Jovi's Blaze of Glory Oscar nom,"Box Office Mojo, Oscars (Best Original Song nom)",,,,
65,I the Worst of All,1990,María Luisa Bemberg,Biographical Drama,A 17th-century Mexican poet-nun challenges the Inquisition's attempts to silence her intellectual and creative voice.,Venice selection; landmark of Latin American feminist cinema,"Venice, Letterboxd",,,,
66,Come See the Paradise,1990,Alan Parker,Drama/Romance,An interracial love story unfolds against the backdrop of Japanese-American internment during World War II.,Cannes In Competition; historically engaged social cinema,"Cannes, Metacritic",,,,
67,Coming Out,1990,Heiner Carow,Drama,A gay teacher struggles with his identity in East Germany in this groundbreaking film that premiered the night the Berlin Wall fell.,Silver Bear (Berlin 1990); historic LGBTQ+ cinema; premiered night Berlin Wall fell,"Berlin Film Festival, Letterboxd",,,,
68,December Bride,1990,Thaddeus O'Sullivan,Drama,A fiercely independent woman in rural Northern Ireland refuses marriage while living with two brothers who both love her.,Cannes Directors' Fortnight; Irish literary adaptation,"Cannes, Letterboxd",,,,
69,Freeze Die Come to Life,1990,Vitali Kanevsky,Drama,Delinquent children survive grim hardship in a Siberian town during the Stalin era in this raw neorealist debut.,Caméra d'Or (Cannes 1990); underseen masterwork of Soviet cinema,"Cannes, Letterboxd",,,,
70,Halfaouine: Child of the Terraces,1990,Ferid Boughedir,Comedy/Drama,A young boy comes of age in the vibrant medina of Tunis navigating the boundaries between childhood and adulthood.,Cannes Directors' Fortnight; beloved North African cinema gem,"Cannes, Letterboxd",,,,
71,Nouvelle Vague,1990,Jean-Luc Godard,Drama,Godard's cryptic late-period meditation on love and identity unfolds in fragmented poetic imagery at a lakeside estate.,Cannes In Competition; essential late Godard,"Cannes, Letterboxd, Sight & Sound",,,,
72,Taxi Blues,1990,Pavel Lungin,Drama,A Moscow taxi driver and a Jewish musician form an unlikely bond during the collapsing Soviet Perestroika era.,Best Director (Cannes 1990); captures final days of Soviet Union,"Cannes, Letterboxd",,,,
73,White Hunter Black Heart,1990,Clint Eastwood,Drama,Eastwood plays a thinly veiled John Huston whose obsession with hunting elephants in Africa derails a major film production.,Cannes In Competition; underseen Eastwood self-reflexive cinema,"Cannes, Metacritic, Roger Ebert",,,,
74,I Hired a Contract Killer,1990,Aki Kaurismäki,Dark Comedy,A depressed man hires a hitman to kill himself then falls in love and desperately tries to cancel the contract.,Venice In Competition; Kaurismäki deadpan cult classic,"Venice, Letterboxd, Criterion Collection",,,,
75,King of New York,1990,Abel Ferrara,Crime,A drug lord is released from prison and sets out to reclaim his New York underworld empire while waging war on rival gangs in Christopher Walken's most iconic and dangerous performance.,Venice Film Festival; Christopher Walken's defining screen menace; hugely influential on hip-hop culture and subsequent crime cinema; Laurence Fishburne and Wesley Snipes in early breakout roles,"Venice Film Festival, Criterion Collection, Letterboxd, Sight & Sound",,,,
76,Mathilukal,1990,Adoor Gopalakrishnan,Drama,A political prisoner communicates through a wall with an unseen woman in this metaphysical Kerala drama about barriers between people.,FIPRESCI Prize and UNICEF Award (Venice 1990); Indian cinema gem,"Venice, Letterboxd",,,,
77,Mo' Better Blues,1990,Spike Lee,Musical Drama,An ambitious jazz trumpeter must choose between two women and his obsessive devotion to his music.,Venice In Competition; praised for visual style and jazz authenticity,"Venice, Metacritic, Roger Ebert, Letterboxd",,,,
78,Shakha Proshakha,1990,Satyajit Ray,Drama,A retired patriarch discovers the moral corruption of his sons in Satyajit Ray's late-career meditation on family decline.,Venice Out of Competition; late masterwork by cinema legend Satyajit Ray,"Venice, Letterboxd, Sight & Sound",,,,
79,Black Snow,1990,Xie Fei,Drama,A young man released from prison struggles to find his place in a rapidly changing modern Beijing.,Silver Bear for Outstanding Single Achievement (Berlin 1990),"Berlin Film Festival, Letterboxd",,,,
80,Days of Being Wild,1990,Wong Kar-wai,Drama,"In Hong Kong in 1960, a restless, magnetic young man named Yuddy drifts between two women — a shy snack bar attendant and a nightclub dancer — while obsessively pursuing the truth about the Filipino birth mother who gave him up, unable to commit to either love or the past. Wong Kar-wai's second feature introduces nearly all the themes and aesthetic signatures of his mature work: the ache of missed connections, time measured by clocks and footsteps, desire crystallised into single moments that persist long after the people who made them have moved on. Leslie Cheung gives a performance of extraordinary charisma, and Tony Leung appears memorably in the film's final scene, pointing toward sequels never quite made.",,FF 1990s,,,,
81,Havana,1990,Sydney Pollack,Political Drama,An American gambler becomes entangled in revolutionary politics and an impossible romance in 1950s Cuba.,Golden Globe: 4 noms; Pollack prestige production,"Golden Globes, Metacritic",,,,
82,Home Alone,1990,Chris Columbus,Comedy/Family,A resourceful 8-year-old defends his house against two bumbling burglars after being accidentally left behind at Christmas.,Golden Globe: Best Film (Musical/Comedy); highest-grossing comedy of its era; $476M worldwide,"Box Office Mojo, Golden Globes, CinemaScore (A+), The Numbers",,,,
83,Journey of Hope,1990,Xavier Koller,Drama,A Turkish family undertakes a dangerous journey to Switzerland seeking a better life with devastating consequences.,Oscar: Best Foreign Language Film,"Oscars, Metacritic",,,,
84,Kindergarten Cop,1990,Ivan Reitman,Action/Comedy,A tough detective goes undercover as a kindergarten teacher to locate a dangerous criminal's estranged family.,Golden Globe noms; commercial hit; $201M worldwide,"Box Office Mojo, CinemaScore (A), The Numbers",,,,
85,The Russia House,1990,Fred Schepisi,Spy Thriller,A reluctant British publisher is drawn into Cold War espionage when a Soviet woman passes him sensitive documents.,Golden Globe noms; Sean Connery and Michelle Pfeiffer; John le Carré adaptation,"Golden Globes, Metacritic",,,,
86,White Palace,1990,Luis Mandoki,Romantic Drama,A wealthy young widower and a working-class older woman from different social worlds fall into an intense affair.,Golden Globe noms; praised for class-crossing romance,"Golden Globes, Metacritic",,,,
87,Miller's Crossing,1990,Joel Coen & Ethan Coen,Crime/Noir,A political fixer navigates rival gangster factions during Prohibition testing loyalty and principles.,Critical acclaim; enduring Coen Brothers classic,"Metacritic, Rotten Tomatoes, Sight & Sound, Letterboxd, Criterion Collection",,,,
88,The Freshman,1990,Andrew Bergman,Comedy,A film student gets entangled with a Brando-like mob boss who offers him a job he literally cannot refuse.,Marlon Brando self-parodying performance; praised for satirical wit and charm,"Rotten Tomatoes, Roger Ebert, Metacritic",,,,
89,A Moment of Romance,1990,Benny Chan,Action,"During a botched jewellery heist in Hong Kong, a young triad motorcycle courier named Wah takes a wealthy young woman named Jo Jo as a hostage, and then releases her rather than kill her — a moment of mercy that ties them together as his gang pursues her for having seen their faces. Their tentative, disbelieving romance across a vast class divide develops against the tension of his impending violence, as Wah's code of loyalty conflicts with his unexpected capacity for love. Benny Chan's Hong Kong crime romance, starring Andy Lau and Wu Chien-lien, was one of the biggest hits of its era and helped establish the template for the Hong Kong romantic thriller.",,LB Action,,,,
90,"Ay, Carmela!",1990,Carlos Saura,War,"In 1938, at the height of the Spanish Civil War, three itinerant performers — a comedian named Paulino, his wife Carmela, and a mute young man named Gustavillo — accidentally cross from Republican into Nationalist territory while travelling to the front. Forced to perform for Nationalist officers and their Italian Fascist allies, and with a group of captured International Brigade soldiers watching, their revue becomes a site of impossible moral negotiation as Carmela finds she cannot perform her comedy routines in front of people about to be executed. Carlos Saura's film, starring Carmen Maura in a career-defining performance, is a meditation on art, complicity, and human decency under extremity.",,LB War,,,,
91,Bullet in the Head,1990,John Woo,War,"Three inseparable friends from the streets of 1960s Hong Kong — Ben, Frank, and Paul — flee to Vietnam in 1967 to escape the law and make enough money to start new lives, arriving just as the war is escalating to its most vicious. What follows is a prolonged ordeal of capture, torture, and moral disintegration in the jungle that destroys the friendship and transforms each man irrevocably: one into a killer, one into a wraith, one into a traitor. John Woo's most personal and unrelenting film draws explicitly on the trauma of the Cultural Revolution and on the director's own memories of Hong Kong street violence to make a tragic register almost entirely absent from his other work.",,LB War,,,,
92,Close-Up,1990,Abbas Kiarostami,Drama/Docufiction,A poor man impersonates a famous film director in this groundbreaking blend of documentary and fiction from Iranian cinema.,Considered one of the greatest films ever made; Sight & Sound poll; Criterion Collection,"Sight & Sound, Criterion Collection, Letterboxd",,,,
93,Singapore Sling,1990,Nikos Nikolaidis,Horror,"A wounded detective called Singapore Sling, searching for a woman named Laura, takes shelter at a cliff-top mansion occupied by a sadistic mother-and-daughter pair who ritualistically torture, abuse, and murder a series of servants — and who draw him into their elaborate, transgressive games. Shot entirely in high-contrast black and white, Nikos Nikolaidis's Greek film remakes the plot of Laura as violent surrealist nightmare, combining elements of film noir, horror, and art cinema in a way that consistently refuses easy interpretation. Deliberately extreme and provocative, it is one of the most genuinely unusual films of its decade.",,LB Horror,,,,
94,The Company of Strangers,1990,Cynthia Scott,Drama,"Eight elderly women — played by non-actors using their own names and drawing on their own histories — are stranded in the Quebec countryside when their bus breaks down, and must spend several days together in an abandoned farmhouse waiting for rescue. Cynthia Scott's Canadian docudrama is entirely without conventional narrative tension; its interest is concentrated entirely on the women themselves — their memories, their friendships, their different relationships to age and the bodies they inhabit — and on the particular quality of attention and wisdom that very old people carry. An extraordinarily gentle film that treats its subjects with the full seriousness they deserve.",,LB Underseen,,,,
95,The Krays,1990,Peter Medak,Crime/Biography,The true story of the Kray twins who ruled London's criminal underworld in the 1960s with charm and ultraviolence.,British crime cinema landmark; praised for Kemp brothers' performances,"Metacritic, Letterboxd",,,,
96,Air America,1990,Roger Spottiswoode,Action/Comedy,Two pilots discover their CIA-funded airline in Laos is actually running drugs during the Vietnam War.,Mel Gibson and Robert Downey Jr. vehicle; $31M domestic,Box Office Mojo,,,,
97,Another 48 Hrs.,1990,Walter Hill,Action/Comedy,Detectives Cates and Hammond reunite for another explosive case pairing buddy-cop chemistry with gritty San Francisco crime.,Commercial hit; $80M domestic; buddy-cop franchise sequel,"Box Office Mojo, The Numbers",,,,
98,Arachnophobia,1990,Frank Marshall,Horror/Comedy,A lethal South American spider accidentally reaches California reproduces and terrorizes an unsuspecting small town.,Commercial hit; praised for perfect horror-comedy balance; $70M+ worldwide,"Box Office Mojo, Rotten Tomatoes, CinemaScore (B+)",,,,
99,Bird on a Wire,1990,John Badham,Action/Comedy,A man in witness protection must flee with his ex-girlfriend when his criminal past catches up with them.,Commercial hit; $95M worldwide; Mel Gibson and Goldie Hawn vehicle,"Box Office Mojo, The Numbers",,,,
100,Cadillac Man,1990,Roger Donaldson,Comedy,A desperate car salesman must survive one catastrophic day juggling angry lovers a hostage situation and his sales quota.,Robin Williams comedy vehicle; $27M domestic,Box Office Mojo,,,,
