Rank,Title,Year,Director,Primary_Genre,Synopsis,Major_Awards,Key_Sources,Favorite,Watchlist,Rating,RatingTimestamp
22,Moolaade,2004,Ousmane Sembene,Drama,A woman shelters young girls fleeing ritual genital cutting defying her village and husband in the final masterwork of the father of African cinema.,Cannes Un Certain Regard Prize; MC 90 RT 97%; Sembenes last completed film; landmark of African cinema; one of the most acclaimed films of 2004,"Cannes Film Festival, Metacritic, Rotten Tomatoes, Sight and Sound",,,,
23,The Incredibles,2004,Brad Bird,Animation/Action,A family of superheroes forced into suburban retirement is pulled back into action when a vengeful villain threatens the world in Brad Birds thrilling allegory about exceptionalism and family.,Oscar Best Animated Feature + Sound Editing; Annie Awards sweep; $631M on $92M; MC 90 RT 97%; considered among greatest superhero and animated films ever,"Academy Awards, Annie Awards, Metacritic, Box Office Mojo",,,5,2026-04-02T08:27:05.189Z
24,Before Sunset,2004,Richard Linklater,Romance/Drama,Nine years after their Vienna encounter Jesse and Celine meet again in a Paris bookshop and walk through the city in real time rediscovering connection as the clock runs toward his departing flight.,Oscar nom Adapted Screenplay; MC 90 RT 95%; Criterion Collection; perfected real-time romance; Linklaters masterwork of conversational cinema,"Academy Awards, Criterion Collection, Metacritic, Rotten Tomatoes",,,,
25,Tarnation,2004,Jonathan Caouette,Documentary/Experimental,A filmmaker assembles home movies photographs and answering machine messages into a shattering self-portrait of growing up gay in Texas with a schizophrenic mother.,Cannes Directors Fortnight; Sundance; MC 74 RT 82%; made for $218 on iMovie; Spirit nom; pioneered digital memoir filmmaking; emotionally devastating,"Cannes Film Festival, Sundance Film Festival, Independent Spirit Awards, Metacritic",,,,
26,Downfall,2004,Oliver Hirschbiegel,Drama/War,Hitlers final days in the Berlin bunker are depicted through his secretarys eyes as the Third Reich collapses around delusional leadership in this unflinching German historical drama.,Oscar nom Foreign Film; MC 82 RT 90%; Criterion Collection; Ganz legendary as Hitler; bunker meme transcended the film; German cinema landmark,"Academy Awards, Criterion Collection, Metacritic, Rotten Tomatoes",,,,
27,The Sea Inside,2004,Alejandro Amenabar,Drama/Biography,A quadriplegic man fights for his right to die with dignity in this true story of Ramon Sampedro anchored by Javier Bardems transformative physically restrained performance.,Oscar Best Foreign Language Film; Venice Grand Jury Prize + Best Actor; Golden Globe Foreign Film; MC 74 RT 84%; $46M worldwide,"Academy Awards, Venice Film Festival, Golden Globes, Metacritic",,,,
28,Turtles Can Fly,2004,Bahman Ghobadi,Drama/War,Kurdish refugee children in a camp on the Iraq-Turkey border mine landmines for income while awaiting the American invasion in Ghobadis devastating portrait of war through childrens eyes.,MC 79 RT 87%; Berlin Peace Film Prize; Spirit nom; Iranian-Kurdish cinema landmark; children as actors deliver shattering performances,"Berlin Film Festival, Independent Spirit Awards, Metacritic, Rotten Tomatoes",,,,
29,Kinsey,2004,Bill Condon,Drama/Biography,Sex researcher Alfred Kinseys groundbreaking studies of human sexuality scandalize 1950s America as his clinical detachment collides with his own complicated desires in Bill Condons frank biopic.,Oscar nom Supporting Actress (Linney); NBR Supporting Actress; Golden Globe noms; MC 75 RT 89%; Neesons commanding lead performance,"Academy Awards, NBR, Golden Globes, Metacritic",,,,
30,Ray,2004,Taylor Hackford,Biography/Drama,Jamie Foxx vanishes into the role of Ray Charles tracing the musicians rise from poverty and blindness through addiction and genius to become an American music icon.,2 Oscars (Best Actor Foxx + Sound Mixing); BAFTA Actor; SAG Actor; Golden Globe Actor; critics circles Actor sweep; MC 73 RT 80%; $125M,"Academy Awards, BAFTA, SAG Awards, Box Office Mojo",,,,
31,Control Room,2004,Jehane Noujaim,Documentary,An inside look at Al Jazeera during the 2003 Iraq invasion reveals competing narratives between American military spokespeople and Arab journalists in this essential media-war documentary.,MC 79 RT 95%; Spirit nom; vital document of media manipulation and war propaganda; Noujaims courageous access,"Independent Spirit Awards, Metacritic, Rotten Tomatoes, IndieWire",,,,
32,Shrek 2,2004,Andrew Adamson and Kelly Asbury and Conrad Vernon,Animation/Comedy,Shrek and Fiona visit her parents kingdom where a scheming Fairy Godmother plots to replace the ogre with Prince Charming in this commercially massive animated sequel.,3 Oscar noms; Annie noms; $928M worldwide (highest-grossing 2004); MC 75 RT 89%; improved on originals formula; Puss in Boots breakout character,"Academy Awards, Annie Awards, Metacritic, Box Office Mojo",,,,
33,Harry Potter and the Prisoner of Azkaban,2004,Alfonso Cuaron,Fantasy/Adventure,Harry discovers a connection to an escaped prisoner and encounters time travel and new magical creatures in the installment that transformed the franchise under Cuarons artful auteur direction.,MC 82 RT 90%; $796M worldwide; Cuaron elevated the series visually and tonally; widely considered the best Harry Potter film; BAFTA noms,"Metacritic, Rotten Tomatoes, Box Office Mojo, BAFTA",,,3,2026-04-02T08:27:17.399Z
34,DIG!,2004,Ondi Timoner,Documentary/Music,A seven-year chronicle of the rivalry between indie bands The Dandy Warhols and The Brian Jonestown Massacre becomes a portrait of artistic ambition self-destruction and the music industry.,Sundance Documentary Grand Jury Prize; MC 72 RT 88%; definitive indie rock documentary; Newcombe as charismatic disaster; Timoners persistence rewarded,"Sundance Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
35,Spider-Man 2,2004,Sam Raimi,Action/Superhero,Peter Parker struggles to balance heroism and personal life as a sympathetic scientist-turned-villain threatens New York in widely regarded as one of the greatest superhero sequels ever made.,Oscar Best Visual Effects; $789M worldwide; MC 83 RT 93%; elevated the superhero sequel; Doc Ock acclaimed; Raimis peak,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo",,,2,2026-04-02T08:27:14.461Z
36,Nobody Knows,2004,Hirokazu Koreeda,Drama,Four children abandoned by their mother in a Tokyo apartment fend for themselves with quiet resilience as their situation slowly deteriorates in Koreedas devastating true-story drama.,Cannes Best Actor (Yagira youngest winner ever at 14); MC 81 RT 92%; Koreedas most heartbreaking work; Japanese cinema landmark,"Cannes Film Festival, Metacritic, Rotten Tomatoes, Sight and Sound",,,,
37,Baadasssss!,2004,Mario Van Peebles,Drama/Biography,Mario Van Peebles directs himself as his father Melvin recreating the guerrilla production of Sweet Sweetbacks Baadasssss Song in this loving tribute to independent filmmaking spirit.,MC 73 RT 83%; Spirit nom; family filmmaking history; Van Peebles plays his own father; Blaxploitation origins explored; Sundance selection,"Independent Spirit Awards, Metacritic, Rotten Tomatoes, Sundance Film Festival",,,,
38,Garden State,2004,Zach Braff,Comedy/Drama,A depressed actor returns to his New Jersey hometown for his mothers funeral and finds unexpected romance and healing in this Sundance sensation that soundtracked a generation.,Sundance selection; MC 66 RT 86%; $35M on $2.5M; Spirit nom; Shins soundtrack defined indie zeitgeist; polarizing but influential; Natalie Portman charming,"Sundance Film Festival, Independent Spirit Awards, Metacritic, Box Office Mojo",,,,
39,Shaun of the Dead,2004,Edgar Wright,Comedy/Horror,A slacker and his best mate must navigate a zombie apocalypse across suburban London in Edgar Wrights genre-loving comedy that perfectly balanced genuine horror with brilliant humor.,MC 76 RT 92%; $30M on $6M; Spirit nom; launched Wrights career and Cornetto trilogy; redefined zombie comedy; massive cult following,"Independent Spirit Awards, Metacritic, Rotten Tomatoes, Letterboxd",,,4,2026-04-02T08:27:22.957Z
40,The Consequences of Love,2004,Paolo Sorrentino,Drama/Crime,A lonely middle-aged man living in a sterile Swiss hotel hides a former life as a mafia money launderer in Sorrentinos cool stylish breakthrough that announced a major Italian talent.,Cannes competition; MC 74 RT 89%; Italian Film Awards; Sorrentinos international emergence (later The Great Beauty Oscar); Servillo magnetic,"Cannes Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
41,A Very Long Engagement,2004,Jean-Pierre Jeunet,Romance/War,A young woman refuses to believe her fiance died in WWI and methodically investigates the fates of five soldiers punished in no-mans-land in Jeunets lush romantic epic.,Oscar nom Cinematography; 5 Cesar wins; MC 76 RT 77%; $70M worldwide; Tautou and Jeunet reunite post-Amelie; visually sumptuous war romance,"Academy Awards, Cesar Awards, Metacritic, Box Office Mojo",,,,
42,Being Julia,2004,Istvan Szabo,Comedy/Drama,A glamorous 1930s London stage actress orchestrates a devastating revenge against a younger rival and her disloyal lover in this wickedly entertaining showcase for Annette Benings bravura performance.,Oscar nom Actress (Bening); Golden Globe Actress Musical/Comedy; NBR Actress; MC 72 RT 69%; Benings ferocious comic turn,"Academy Awards, Golden Globes, NBR, Metacritic",,,,
43,Yesterday,2004,Darrell Roodt,Drama,A Zulu woman in rural South Africa walks for days to reach a clinic and learns she has AIDS then fights to survive long enough to see her daughter start school.,Oscar nom Foreign Film; MC 61 RT 63%; first Zulu-language Oscar nominee; South African cinema landmark; intimate AIDS drama,"Academy Awards, Metacritic, Rotten Tomatoes, IndieWire",,,,
44,Napoleon Dynamite,2004,Jared Hess,Comedy,An awkward Idaho teenager navigates high school with deadpan obliviousness alongside his eccentric family and friends in this ultra-low-budget comedy that became an unlikely cultural phenomenon.,Sundance selection; MC 64 RT 72%; $46M on $400K (11500x return); Spirit nom; defined mid-2000s indie comedy; quotable cult classic,"Sundance Film Festival, Independent Spirit Awards, Metacritic, Box Office Mojo",,,,
45,Riding Giants,2004,Stacy Peralta,Documentary/Sports,The history of big-wave surfing is traced from its Hawaiian origins through the evolution of the sport featuring stunning footage and the people who risk their lives riding massive waves.,MC 78 RT 96%; Peralta follow-up to Dogtown; definitive surfing documentary; cinematography extraordinary; Sundance opening night,"Sundance Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
46,2046,2004,Wong Kar-wai,Drama/Romance/Sci-Fi,A writer in 1960s Hong Kong reflects on lost loves through a science fiction novel set in a mysterious future train in Wong Kar-wais hypnotic companion piece to In the Mood for Love.,Cannes competition; MC 78 RT 85%; Criterion Collection; years in production; visually intoxicating; Wong Kar-wais most ambitious layered work,"Cannes Film Festival, Criterion Collection, Metacritic, Rotten Tomatoes",,,,
47,Bad Education,2004,Pedro Almodovar,Drama/Thriller,A filmmaker reunites with a childhood friend from Catholic school and becomes entangled in a web of identity fraud sexual abuse and murder in Almodovars darkest noir.,MC 76 RT 86%; Cannes opening night; Criterion Collection; Almodovars most labyrinthine narrative; Gael Garcia Bernal in multiple roles,"Cannes Film Festival, Criterion Collection, Metacritic, Rotten Tomatoes",,,,
48,Collateral,2004,Michael Mann,Thriller/Crime,A cab driver is taken hostage by a contract killer making his rounds across nocturnal Los Angeles in Michael Manns sleek digital thriller that redefined how cities look on screen at night.,MC 71 RT 86%; $218M on $65M; Foxx Oscar nom Supporting; Cruises acclaimed villain turn; Manns digital photography pioneered a new aesthetic,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers",,,,
49,The Holy Girl,2004,Lucrecia Martel,Drama,A devout teenage girl becomes obsessed with a middle-aged doctor who groped her at a conference as religious fervor and sexual awakening collide in Martels unsettling Argentine masterwork.,Cannes competition; MC 75 RT 80%; Martels sophomore triumph; Argentine cinema landmark; formally rigorous and psychologically layered,"Cannes Film Festival, Metacritic, Rotten Tomatoes, Sight and Sound",,,,
50,Tupac: Resurrection,2004,Lauren Lazin,Documentary/Music,Tupac Shakur narrates his own life story through archival interviews poetry and music in this intimate documentary portrait of the iconic rapper from childhood to tragic death.,Oscar nom Documentary; MC 73 RT 82%; Shakurs own words drive the narrative; essential hip-hop documentary; commercially successful for a doc,"Academy Awards, Metacritic, Rotten Tomatoes, IndieWire",,,,
51,Crimson Gold,2004,Jafar Panahi,Drama/Crime,A pizza delivery man and war veteran in Tehran is driven to desperate action by the humiliations of class inequality in Panahis Cannes-screened social realist crime drama.,Cannes Un Certain Regard (2003); MC 76 RT 88%; Panahi-Kiarostami collaboration; nonprofessional cast; Iranian social cinema masterclass,"Cannes Film Festival, Metacritic, Rotten Tomatoes, Sight and Sound",,,,
52,The Passion of the Christ,2004,Mel Gibson,Drama/Religious,The final twelve hours of Jesus Christs life are depicted with unflinching graphic violence in Gibsons massively controversial and commercially unprecedented religious epic.,3 Oscar noms; $612M worldwide on $30M; MC 47 RT 50%; most polarizing film of year; became religious-cultural phenomenon; record R-rated opening,"Academy Awards, Metacritic, Box Office Mojo, The Numbers",,,,
53,Look at Me,2004,Agnes Jaoui,Comedy/Drama,An overweight aspiring singer navigates her famous author fathers casual cruelty and the superficiality of Parisian social climbing in Jaouis sharp compassionate social satire.,Cannes Best Screenplay; MC 76 RT 86%; Jaouis finest work; French social comedy with unexpected emotional depth; César noms,"Cannes Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
54,The World,2004,Jia Zhangke,Drama,Workers at a Beijing theme park featuring miniature world landmarks live constrained lives amid globalization simulations in Jias meditation on modernity displacement and Chinese economic transformation.,Venice competition; MC 75 RT 78%; Jia Zhangkes ongoing examination of modern China; theme park as metaphor; formally innovative,"Venice Film Festival, Metacritic, Rotten Tomatoes, Sight and Sound",,,,
55,Whisky,2004,Juan Pablo Rebella and Pablo Stoll,Comedy/Drama,Two estranged Uruguayan brothers are reunited and one enlists a factory worker to pose as his wife in this wry deadpan comedy about loneliness deception and quiet desperation.,Cannes Un Certain Regard selection; MC 73 RT 88%; Uruguayan cinema breakthrough; gentle Kaurismaki-esque humor; festival favorite,"Cannes Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
56,The Chorus,2004,Christophe Barratier,Drama/Music,A failed musician becomes a supervisor at a harsh boys boarding school and transforms the unruly students through the formation of a choir in this warm crowd-pleasing French drama.,Oscar noms Foreign Film + Song; $83M worldwide (massive French hit); MC 68 RT 74%; hugely popular feel-good cinema; Barratiers debut,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo",,,,
57,Notre Musique,2004,Jean-Luc Godard,Drama/Experimental,Godard structures a meditation on war and representation into three kingdoms (Hell Purgatory Paradise) using Sarajevo and the Israeli-Palestinian conflict as his canvas.,Cannes competition; MC 76 RT 77%; late Godard masterwork; essay-film innovation; intellectually demanding but essential; influenced video-essay form,"Cannes Film Festival, Metacritic, Rotten Tomatoes, Sight and Sound",,,,
58,The Woodsman,2004,Nicole Kassell,Drama,A convicted child molester returns to society and struggles with his urges while attempting to rebuild his life in this unflinching challenging drama anchored by Kevin Bacons brave performance.,Spirit noms; MC 63 RT 72%; Bacons committed performance; Kassells courageous debut; refuses easy answers about rehabilitation and monstrosity,"Independent Spirit Awards, Metacritic, Rotten Tomatoes, IndieWire",,,,
59,3-Iron,2004,Kim Ki-duk,Drama/Romance,A young drifter who breaks into empty homes encounters a battered woman and they begin a wordless romance of shared occupation in Kim Ki-duks most poetic and mysterious love story.,Venice Best Director; MC 73 RT 87%; virtually dialogue-free romance; Kim Ki-duks most beloved work; South Korean art cinema gem,"Venice Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
60,The Assassination of Richard Nixon,2004,Niels Mueller,Drama,A failing salesman descends into obsessive rage against the system and plans to hijack a plane to crash into the White House in this true-story portrait of American disillusionment.,MC 62 RT 68%; Spirit nom; Sean Penns committed performance; Muellers sympathetic direction; based on Samuel Byck case; underseen,"Independent Spirit Awards, Metacritic, Rotten Tomatoes, IndieWire",,,,
61,Undertow,2004,David Gordon Green,Drama/Thriller,Two brothers flee their murderous uncle through the rural South protecting a stolen inheritance in David Gordon Greens Malick-influenced Southern Gothic that divided critics.,MC 64 RT 66%; Spirit nom; Greens transition film; Mudd and Roth excellent; Southern atmosphere; commercially unsuccessful but artistically ambitious,"Independent Spirit Awards, Metacritic, Rotten Tomatoes, IndieWire",,,,
62,Ghost in the Shell 2: Innocence,2004,Mamoru Oshii,Animation/Sci-Fi,A cyborg detective investigates a series of gynoid murders in a future where the boundaries between human and machine blur in Oshiis visually stunning philosophically dense sequel.,Cannes competition (rare anime selection); MC 63 RT 64%; Oshiis meditation on consciousness; visually extraordinary; anime at Cannes landmark,"Cannes Film Festival, Metacritic, Rotten Tomatoes, Sight and Sound",,,,
63,Kontroll,2004,Nimrod Antal,Thriller/Comedy,Ticket inspectors in the Budapest metro navigate territorial disputes romance and a mysterious serial killer pushing passengers onto tracks in Antals inventive Hungarian debut.,Cannes Un Certain Regard; MC 64 RT 78%; Antals assured debut (later Hollywood career); atmospheric underground thriller; Hungarian cinema emergence,"Cannes Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
64,Mondovino,2004,Jonathan Nossiter,Documentary,A globe-trotting exploration of the wine industry reveals how globalization threatens local terroir and tradition as corporate interests clash with artisan winemakers across continents.,Cannes competition; MC 64 RT 72%; wine documentary as globalization critique; Nossiters ambitious scope; five-hour director cut; festival circuit essential viewing,"Cannes Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
65,The Polar Express,2004,Robert Zemeckis,Animation/Family,A doubting boy boards a magical train to the North Pole on Christmas Eve and rediscovers the spirit of believing in Zemeckis pioneering motion-capture animated feature.,MC 61 RT 56%; $314M on $165M; IMAX drove revenue; motion-capture uncanny valley debate; became holiday perennial; Hanks in multiple roles,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers",,,,
66,The Edukators,2004,Hans Weingartner,Drama/Thriller,Three young anti-capitalist activists break into rich peoples homes to rearrange furniture as political statements until a kidnapping goes wrong in this engaging German generational drama.,Cannes competition; MC 68 RT 65%; German youth cinema; political idealism vs practical reality; Bruhl leads; European festival favorite,"Cannes Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
67,As It Is in Heaven,2004,Kay Pollak,Drama/Music,A famous conductor retreats to his childhood village in northern Sweden and transforms the local church choir while confronting his own demons and the communitys hidden conflicts.,Oscar nom Foreign Film; $18M (massive Swedish hit); MC 56 RT 60%; huge Scandinavian audience success; feel-good formula well-executed,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo",,,,
68,Clean,2004,Olivier Assayas,Drama,A rock musicians widow struggles with heroin addiction while fighting to regain custody of her son in Assayas raw portrait of recovery and maternal determination.,Cannes Best Actress (Maggie Cheung); MC 65 RT 62%; Cheungs final major role; Assayas personal project; French-Canadian-London production,"Cannes Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
69,Kung Fu Hustle,2004,Stephen Chow,Action/Comedy,A petty thief stumbles into a legendary housing project protected by secret martial arts masters and accidentally triggers a war with a ruthless axe gang in Chows inventive homage.,MC 78 RT 90%; $101M worldwide (massive in Asia); Chows masterwork; Looney Tunes meets kung fu; enormous cult following; US release 2005,"Metacritic, Rotten Tomatoes, Box Office Mojo, Letterboxd",,,,
70,Kill Bill: Vol. 2,2004,Quentin Tarantino,Action/Drama,The Bride continues her vengeance quest confronting her remaining targets and finally Bill himself as Tarantinos epic shifts from hyper-stylized violence to intimate character revelation.,MC 83 RT 84%; $152M worldwide; Tarantinos more emotional restrained companion piece; completed the duology with devastating emotional payoff,"Metacritic, Rotten Tomatoes, Box Office Mojo, Letterboxd",1,1,5,2026-04-02T09:21:21.439Z
71,Saraband,2004,Ingmar Bergman,Drama,Thirty years after their divorce Marianne visits Johan at his country house and becomes entangled in his familys bitter conflicts in Bergmans final film and farewell to cinema.,MC 80 RT 81%; Bergmans majestic final work; Ullmann and Josephson reprise Scenes roles; chamber drama of devastating intimacy; Swedish TV premiere,"Metacritic, Rotten Tomatoes, Sight and Sound, IndieWire",,,,
72,Saved!,2004,Brian Dannelly,Comedy/Drama,A devout Christian high school student becomes pregnant after trying to cure her gay boyfriend and discovers the hypocrisy of her church community in this sharp satirical comedy.,MC 61 RT 79%; $10M on $5M; Maguire leads; smart faith satire; Mandy Moores villainous turn; Sundance-adjacent indie hit,"Metacritic, Rotten Tomatoes, Box Office Mojo, IndieWire",,,,
