Rank,Title,Year,Director,Primary_Genre,Synopsis,Major_Awards,Key_Sources,Favorite,Watchlist,Rating,RatingTimestamp
11,Kubo and the Two Strings,2016,Travis Knight,Animation/Fantasy,A young Japanese boy with magical storytelling powers embarks on a quest to find his fathers legendary armor while battling spirits from his past in Laikas stunning stop-motion adventure.,2 Oscar noms (Animated VFX); BAFTA Animated; RT 97 MC 84; Laika stop-motion artistry; Japanese mythology; origami magic; McConaughey Theron Fiennes; Knight directorial debut,"Academy Awards, BAFTA, Metacritic, Rotten Tomatoes",,1,,
12,Hacksaw Ridge,2016,Mel Gibson,War/Drama,A conscientious objector serving as a WWII medic singlehandedly saves 75 men at Okinawa without carrying a weapon in Gibsons visceral testament to faith and courage under fire.,2 Oscars (Editing Sound Mixing); 6 noms including Picture Director Actor; AACTA Best Film; RT 84 MC 71; Garfield extraordinary; Gibson directorial comeback; Desmond Doss true story,"Academy Awards, AACTA, Metacritic, Rotten Tomatoes",,1,,
13,It's Only the End of the World,2016,Xavier Dolan,Drama,A terminally ill playwright returns home after twelve years to announce his impending death to his dysfunctional family in Dolans claustrophobic intense chamber piece.,Cannes Grand Prix; Cesar Best Director + Editing; RT 45 MC 48; Cotillard Cassel Seydoux; Dolan divisive; Lagarce play adaptation; family as war zone; close-up intensity; polarizing,"Cannes Film Festival, Cesar Awards, Metacritic, Rotten Tomatoes",,,,
14,The Salesman,2016,Asghar Farhadi,Drama/Thriller,A couple performing in a production of Death of a Salesman are forced to move to a new apartment where a violent incident tests their marriage and moral certainties in Farhadis gripping moral drama.,Oscar Best Foreign Language Film; Cannes Best Screenplay + Best Actor; RT 97 MC 85; Farhadi boycotted Oscar ceremony due to travel ban; Iranian cinema; Miller parallel; moral complexity,"Academy Awards, Cannes Film Festival, Metacritic, Rotten Tomatoes",,,,
15,American Honey,2016,Andrea Arnold,Drama,A teenage girl joins a traveling magazine sales crew crossing the American Midwest discovering freedom exploitation and first love on the road in Arnolds raw immersive epic.,Cannes Jury Prize; RT 79 MC 79; Sasha Lane debut; Shia LaBeouf; Riley Keough; Robbie Ryan cinematography; magazine crew subculture; 163 minutes; road movie as American portrait,"Cannes Film Festival, Metacritic, Rotten Tomatoes, Sight and Sound",,,,
16,13th,2016,Ava DuVernay,Documentary,An incisive examination of the American prison system reveals how the 13th Amendment loophole has perpetuated racial inequality through mass incarceration from slavery to the present day.,Oscar nom Documentary; BAFTA nom; Primetime Emmy; RT 100 MC 93; Netflix; DuVernay; criminal justice system exposé; essential American non-fiction,"Academy Awards, BAFTA, Metacritic, Rotten Tomatoes",,,,
17,The Handmaiden,2016,Park Chan-wook,Thriller/Drama,A Korean pickpocket is hired to seduce a Japanese heiress as part of an elaborate con in colonial-era Korea but the women form an unexpected bond in Parks sumptuous erotic thriller.,BAFTA nom Foreign; RT 96 MC 87; Cannes competition; Sarah Waters Fingersmith adaptation; Park visual mastery; triple-twist structure; Korean cinema landmark,"Cannes Film Festival, BAFTA, Metacritic, Rotten Tomatoes, Sight and Sound",,1,,
18,Loving,2016,Jeff Nichols,Drama/Romance,Richard and Mildred Loving quietly challenge Virginias anti-miscegenation laws in a landmark case that reaches the Supreme Court in Nichols restrained tender portrait of love as resistance.,Cannes competition; RT 89 MC 79; Edgerton Negga (Oscar nom Actress); Spirit noms; Loving v. Virginia; Nichols understated approach; civil rights through intimacy,"Cannes Film Festival, Academy Awards, Spirit Awards, Metacritic, Rotten Tomatoes",,,,
19,Moana,2016,Ron Clements/John Musker,Animation/Musical,A spirited Polynesian teenager sets sail across the ocean to save her island joined by the demigod Maui in Disneys vibrant musical adventure celebrating Pacific Islander mythology and self-discovery.,Oscar nom Animated Feature + Song; Golden Globe nom; RT 96 MC 81; $644M worldwide; Lin-Manuel Miranda songs; Polynesian representation; You're Welcome; Disney renaissance continues,"Academy Awards, Golden Globes, Metacritic, Rotten Tomatoes, Box Office Mojo",,,4,2026-04-01T15:42:38.281Z
20,Jackie,2016,Pablo Larrain,Drama/Biography,Jacqueline Kennedy navigates grief legacy and the construction of her husbands mythology in the days following President Kennedys assassination in Larrains intimate formally daring portrait.,Oscar nom Actress (Portman); Venice Screenplay; BAFTA nom; RT 88 MC 81; Portman mesmerizing; Mica Levi score; Camelot myth-making; grief as performance,"Venice Film Festival, Academy Awards, BAFTA, Metacritic, Rotten Tomatoes",,,,
21,O.J.: Made in America,2016,Ezra Edelman,Documentary,A sweeping five-part examination of O.J. Simpsons rise and fall that doubles as a searing history of race celebrity and justice in America spanning decades of cultural fault lines.,Oscar Best Documentary Feature; RT 100 MC 97; Peabody Award; 467 minutes (longest Oscar-winning film); ESPN 30 for 30; definitive American document,"Academy Awards, Metacritic, Rotten Tomatoes, Peabody Awards",,,,
22,Elle,2016,Paul Verhoeven,Thriller/Drama,A successful businesswoman who is assaulted in her home methodically investigates her attacker while maintaining a facade of control in Verhoevens provocative subversive character study.,Golden Globe Foreign Language; Oscar nom Actress (Huppert); Cesar Best Film + Actress; RT 89 MC 88; Huppert astonishing; Verhoeven provocation; power dynamics; French noir; rape-revenge subverted,"Golden Globes, Academy Awards, Cesar Awards, Metacritic, Rotten Tomatoes",,,,
23,Manchester by the Sea,2016,Kenneth Lonergan,Drama,A taciturn handyman is forced to confront his devastating past when he becomes guardian of his teenage nephew after his brothers death in Lonergans quietly shattering portrait of grief.,Oscar Best Actor (Affleck) + Original Screenplay; RT 96 MC 96; Affleck Hedges Williams; Lonergan masterful restraint; grief rendered with unbearable precision,"Academy Awards, Metacritic, Rotten Tomatoes, National Board of Review",,1,,
24,Cameraperson,2016,Kirsten Johnson,Documentary,A cinematographer assembles a memoir from outtakes and personal footage spanning decades of documentary work around the world in Johnsons revelatory meditation on the ethics of looking.,RT 99 MC 90; Sight and Sound poll; Spirit nom; images as autobiography; documentary ethics; global footage; Johnson career retrospective; innovative memoir form; top documentary lists,"Spirit Awards, Metacritic, Rotten Tomatoes, Sight and Sound",,,,
25,Silence,2016,Martin Scorsese,Drama/History,Two Jesuit priests travel to feudal Japan to find their missing mentor and spread Catholicism in the face of brutal persecution in Scorseses decades-long passion project about faith tested by suffering.,Oscar Cinematography nom; RT 83 MC 79; Garfield Driver Neeson; Shusaku Endo adaptation; Scorsese 28-year passion project; spiritual epic; theological wrestling; Rodrigues Ferreira journey,"Academy Awards, Metacritic, Rotten Tomatoes",,1,,
26,The Red Turtle,2016,Michael Dudok de Wit,Animation/Fantasy,A man shipwrecked on a tropical island encounters a giant red turtle that transforms his solitary existence in Dudok de Wits wordless hand-drawn fable about nature and the human life cycle.,Cannes Un Certain Regard Special Prize; Oscar nom Animated; RT 93 MC 82; Studio Ghibli co-production; wordless; hand-drawn animation; man and nature; life cycle allegory; Dudok de Wit debut feature,"Cannes Film Festival, Academy Awards, Metacritic, Rotten Tomatoes",,,,
27,Weiner,2016,Josh Kriegman/Elyse Steinberg,Documentary,Filmmakers embed within Anthony Weiners 2013 New York City mayoral campaign as his sexting scandal resurfaces in an astonishing real-time portrait of political self-destruction.,Sundance Grand Jury Prize Documentary; RT 96 MC 80; unprecedented access; political hubris; real-time implosion; prescient given 2016 election connections; cringe documentary; Huma Abedin,"Sundance Film Festival, Metacritic, Rotten Tomatoes",,,,
28,Zootopia,2016,Byron Howard/Rich Moore,Animation/Comedy,A rabbit police officer and a cynical fox con artist uncover a conspiracy in a city of anthropomorphic mammals in Disneys inventive allegory about prejudice and social harmony.,Oscar Best Animated Feature; Golden Globe Animated; Annie Award; RT 98 MC 78; $1.02B worldwide; Disney Animation renaissance; racial profiling allegory,"Academy Awards, Golden Globes, Metacritic, Rotten Tomatoes, Box Office Mojo",,,,
29,Paterson,2016,Jim Jarmusch,Drama,A bus driver in Paterson New Jersey writes poetry in his spare time while navigating the gentle rhythms of daily life with his creative partner in Jarmuschs meditative ode to quiet artistry.,Cannes competition; Cannes Palm Dog (Nellie); RT 96 MC 90; Adam Driver Golshifteh Farahani; poetry as lived practice; Jarmusch serene minimalism; William Carlos Williams,"Cannes Film Festival, Metacritic, Rotten Tomatoes, Sight and Sound",,,,
30,Under the Shadow,2016,Babak Anvari,Horror/Drama,A mother and daughter in 1980s Tehran during the Iran-Iraq War are menaced by a supernatural force that feeds on fear and trauma in Anvaris atmospheric political horror debut.,BAFTA Outstanding Debut; Sundance; RT 99 MC 82; Iranian horror; Tehran war setting; djinn mythology; Babadook comparisons; trauma as monster; Anvari debut; political horror; Farsi language,"BAFTA, Sundance Film Festival, Metacritic, Rotten Tomatoes",,,,
31,Things to Come,2016,Mia Hansen-Love,Drama,A Parisian philosophy teacher faces an unexpected upheaval when her husband leaves her and she must reconstruct her life and intellectual identity in Hansen-Loves graceful portrait of reinvention.,Berlin Best Director; RT 98 MC 90; Isabelle Huppert luminous; Hansen-Love philosophical; Paris intellectual life; freedom through loss; Huppert second masterwork of 2016; midlife liberation,"Berlin Film Festival, Metacritic, Rotten Tomatoes, Sight and Sound",,,,
32,Fences,2016,Denzel Washington,Drama,A former Negro League baseball player now working as a garbage collector in 1950s Pittsburgh struggles with family responsibility and thwarted dreams in Washingtons powerful August Wilson adaptation.,Oscar Supporting Actress (Viola Davis); 4 noms including Picture Actor; Davis first Black Triple Crown of Acting; RT 92 MC 79; Washington Davis towering; Wilson theatrical power preserved,"Academy Awards, Metacritic, Rotten Tomatoes, Golden Globes",,,,
33,The Jungle Book,2016,Jon Favreau,Adventure/Fantasy,An orphan boy raised by wolves in the Indian jungle must confront the fearsome tiger Shere Khan while discovering his own identity in Favreaus groundbreaking photorealistic reimagining.,Oscar Visual Effects; RT 95 MC 77; $966M worldwide; Neel Sethi only live-action performer; Murray Elba Johansson Walken; VFX revolution; Disney live-action remake gold standard,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo",,,,
34,Captain Fantastic,2016,Matt Ross,Drama/Comedy,A father raises his six children off the grid in the Pacific Northwest forests but must reenter mainstream society when tragedy strikes in Rosss thought-provoking family drama.,Cannes Un Certain Regard Best Director; RT 83 MC 72; Mortensen Oscar nom; off-grid parenting; Chomsky vs capitalism; family road trip; idealism tested; Mortensen fully committed,"Cannes Film Festival, Academy Awards, Metacritic, Rotten Tomatoes",,,,
35,The Wailing,2016,Na Hong-jin,Horror/Thriller,A bumbling policeman investigates a series of mysterious deaths in a remote Korean village linked to a Japanese strangers arrival in Nas epic genre-defying horror that builds to a devastating climax.,RT 99 MC 81; Cannes out of competition; Korean horror landmark; 156 minutes; shamanism exorcism folk horror; Kwak Do-won; genre-bending; ambiguity; village paranoia escalation,"Cannes Film Festival, Metacritic, Rotten Tomatoes",,,,
36,My Life as a Zucchini,2016,Claude Barras,Animation/Drama,A young boy nicknamed Zucchini navigates life in a foster home finding unexpected friendship and belonging among a group of orphaned children in Barras tender stop-motion charmer.,Oscar nom Animated Feature; Annecy Crystal; RT 99 MC 79; Swiss stop-motion; 66 minutes; children in care; emotional maturity; Barras debut; European animation gem; deceptively simple,"Academy Awards, Annecy Festival, Metacritic, Rotten Tomatoes",,,,
37,The Distinguished Citizen,2016,Gaston Duprat/Mariano Cohn,Comedy/Drama,An Argentine Nobel Prize-winning author returns to his small hometown after decades abroad and faces the consequences of having mined the towns inhabitants for his fiction.,Venice Best Actor (Oscar Martinez); RT 86 MC 66; Argentine cinema; small-town satire; artist and community; Martinez masterful; fiction vs reality; homecoming gone wrong; sharp comedy,"Venice Film Festival, Metacritic, Rotten Tomatoes",,,,
38,Graduation,2016,Cristian Mungiu,Drama,A Romanian doctor attempts to manipulate the system to secure his daughters exam results so she can escape to a British university in Mungius morally probing portrait of compromised integrity.,Cannes Best Director (shared with Assayas); RT 97 MC 83; Mungiu post-4 Months; Romanian New Wave; corruption as survival; moral compromise; father-daughter; institutional critique,"Cannes Film Festival, Metacritic, Rotten Tomatoes",,,,
39,Jim: The James Foley Story,2016,Brian Oakes,Documentary,The life and legacy of American journalist James Foley who was kidnapped and killed by ISIS in Syria told through the memories of his family and fellow captives.,Sundance Audience Award Documentary; RT 91 MC 69; Oakes childhood friend of Foley; journalism and sacrifice; ISIS captivity; Foley family; press freedom; deeply personal; HBO documentary,"Sundance Film Festival, Metacritic, Rotten Tomatoes",,,,
40,Aquarius,2016,Kleber Mendonca Filho,Drama,A retired music critic in Recife refuses to sell her beachfront apartment to developers who have bought every other unit in the building in Mendonca Filhos defiant portrait of resistance and memory.,Cannes competition; RT 96 MC 80; Sonia Braga magnificent; Brazilian cinema; gentrification resistance; music and memory; political protest at Cannes; Braga comeback; class warfare,"Cannes Film Festival, Metacritic, Rotten Tomatoes, Sight and Sound",,,,
41,Florence Foster Jenkins,2016,Stephen Frears,Comedy/Drama,The story of a New York heiress who passionately pursued her dream of becoming an opera singer despite a spectacular lack of talent in Frearss charming biographical comedy.,Oscar nom Actress (Streep) + Costume; Golden Globe noms; RT 87 MC 71; Streep Grant; Carnegie Hall concert; sincerity vs delusion; Frears light touch; joyful; true story,"Academy Awards, Golden Globes, Metacritic, Rotten Tomatoes",,,,
42,Nocturnal Animals,2016,Tom Ford,Thriller/Drama,An art gallery owner receives a manuscript from her ex-husband that forces her to confront the darkness they once shared in Fords stylish unsettling dual-narrative thriller.,Venice Grand Jury Prize; Oscar nom Supporting Actor (Shannon); RT 73 MC 67; Adams Gyllenhaal Shannon; Ford sophomore triumph; nested revenge story; haunting finale,"Venice Film Festival, Academy Awards, Metacritic, Rotten Tomatoes",,1,,
43,20th Century Women,2016,Mike Mills,Comedy/Drama,A single mother in 1979 Santa Barbara enlists the help of two younger women to raise her teenage son in Mills warm funny autobiographical portrait of the women who shape a young mans life.,Oscar nom Original Screenplay; RT 89 MC 83; Bening Gerwig Fanning Crudup; Mills semi-autobiography; 1979 cultural moment; punk feminism skateboarding; Bening career-best,"Academy Awards, Metacritic, Rotten Tomatoes",,,,
44,Love & Friendship,2016,Whit Stillman,Comedy/Drama,A scheming beautiful widow maneuvers through 18th-century English society seeking a wealthy husband in Stillmans sharp hilarious Jane Austen adaptation.,RT 98 MC 87; Beckinsale career-best; Chloe Sevigny; Tom Bennett scene-stealer; Austen novella Lady Susan; Stillman wit; period comedy perfected; Sir James Martin iconic; overlooked gem,"Metacritic, Rotten Tomatoes, IndieWire",,,,
45,Deepwater Horizon,2016,Peter Berg,Action/Drama,The crew of the Deepwater Horizon oil rig fights for survival when the worst oil spill in American history erupts in Bergs visceral disaster drama based on the 2010 BP catastrophe.,2 Oscar noms (VFX Sound Editing); RT 83 MC 68; $121M worldwide; Wahlberg Russell Malkovich; Berg blue-collar action; practical effects; BP disaster; rig explosion sequence intense,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo",,,,
46,Divines,2016,Houda Benyamina,Drama,Two teenage girls in a Parisian housing project chase fast money through drug dealing in Benyaminas electric debut about ambition desperation and female friendship in the banlieue.,Cannes Camera dOr; Cesar Best First Film; RT 89 MC 75; Benyamina debut; banlieue cinema; female friendship; Netflix acquisition; Dounia and Maimouna; energy and tragedy,"Cannes Film Festival, Cesar Awards, Metacritic, Rotten Tomatoes",,,,
47,Your Name,2016,Makoto Shinkai,Animation/Romance,A Tokyo boy and a rural girl discover they are magically swapping bodies and race against time to meet and prevent a looming disaster in Shinkais breathtaking animated phenomenon.,RT 98 MC 79; $380M worldwide (highest-grossing anime at time); Shinkais masterpiece; body-swap romance; comet mythology; Japanese cultural phenomenon; animation landmark,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,,
48,The Birth of a Nation,2016,Nate Parker,Drama/History,Nat Turner a literate enslaved preacher leads a slave rebellion in 1831 Virginia in Parkers ambitious controversial retelling of an uprising for freedom.,Sundance Grand Jury Prize + Audience Award (record $17.5M acquisition); RT 72 MC 63; Parker triple-threat; historic Sundance acquisition; controversy overshadowed release; Turner rebellion; provocative title reclamation,"Sundance Film Festival, Metacritic, Rotten Tomatoes",,,,
49,Sing Street,2016,John Carney,Musical/Comedy,A Dublin teenager in the 1980s starts a band to impress a mysterious girl finding music friendship and escape from his troubled home life in Carneys exuberant coming-of-age musical.,RT 97 MC 79; Sundance premiere; 1980s Dublin; new wave soundtrack; Carney musical trilogy; pop songwriting joy; Drive It Like You Stole It iconic,"Sundance Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
50,Train to Busan,2016,Yeon Sang-ho,Horror/Action,Passengers on a bullet train from Seoul to Busan must fight for survival when a zombie outbreak sweeps through the carriages in Yeons electrifying Korean genre thriller.,RT 94 MC 72; Cannes Midnight Screening; $98M worldwide; Korean zombie cinema; Gong Yoo; class commentary within genre; relentless pacing; emotional gut punch ending; global breakout,"Cannes Film Festival, Metacritic, Rotten Tomatoes, Box Office Mojo",,1,,
51,Morris from America,2016,Chad Hartigan,Comedy/Drama,A thirteen-year-old African-American boy living in Heidelberg Germany with his single father navigates cultural displacement first love and hip-hop dreams in Hartigans warm coming-of-age charmer.,Sundance Waldo Salt Screenwriting Award + Special Jury (Markees Christmas); RT 95 MC 76; Craig Robinson; cross-cultural coming-of-age; Heidelberg setting; hip-hop identity; father-son bond,"Sundance Film Festival, Metacritic, Rotten Tomatoes",,,,
52,Julieta,2016,Pedro Almodovar,Drama,A woman in Madrid confronts her painful past when a chance encounter leads her to write a letter to her estranged daughter recounting the secrets and tragedies that tore them apart.,Cannes competition; RT 87 MC 71; Almodovar Alice Munro adaptation; mother-daughter estrangement; Spanish melodrama; Suarez Ugarte dual Julieta; Almodovar mature period; grief and silence,"Cannes Film Festival, Metacritic, Rotten Tomatoes",,,,
53,Neruda,2016,Pablo Larrain,Drama/Biography,Chilean poet Pablo Neruda goes into hiding from a government detective during the Cold War in Larrains playful genre-defying cat-and-mouse game between artist and authority.,Cannes Directors Fortnight; RT 87 MC 80; Gnecco Bernal; Larrain double feature with Jackie; poetry and politics; Chilean history; genre play; biopic deconstruction; magical realism touches,"Cannes Film Festival, Metacritic, Rotten Tomatoes",,,,
54,Trapped,2016,Dawn Porter,Documentary,The battle over abortion access in America is told through the stories of clinic workers and patients fighting to keep their doors open against a wave of restrictive legislation.,Sundance Special Jury Award; RT 94 MC 73; abortion access; TRAP laws; clinic workers; reproductive rights; Southern states; Porter journalism; urgent; legislative assault on access,"Sundance Film Festival, Metacritic, Rotten Tomatoes",,,,
55,Hail Caesar!,2016,Joel Coen/Ethan Coen,Comedy,A 1950s Hollywood fixer races to recover a kidnapped movie star while managing studio scandals in the Coens affectionate satirical tribute to Golden Age Hollywood filmmaking.,Berlin competition; RT 86 MC 72; Brolin Clooney Johansson Tatum Fiennes Swinton; Coen brothers Hollywood love letter; communist subplot; 1950s studio system; Busby Berkeley homage,"Berlin Film Festival, Metacritic, Rotten Tomatoes",,,,
56,Tickled,2016,David Farrier/Dylan Reeve,Documentary,A New Zealand journalist investigates the bizarre world of competitive endurance tickling and uncovers a web of intimidation and dark money in this stranger-than-fiction documentary thriller.,RT 91 MC 74; Sundance; competitive tickling rabbit hole; investigative journalism; online harassment; power and abuse; Farrier tenacious; unbelievable true story; documentary as thriller,"Sundance Film Festival, Metacritic, Rotten Tomatoes",,,,
57,Certain Women,2016,Kelly Reichardt,Drama,Three women in small-town Montana navigate quiet struggles of ambition connection and loneliness in Reichardts understated triptych adapted from Maile Meloy stories.,RT 93 MC 86; Williams Dern Stewart; Lily Gladstone breakout; Reichardt minimalism; Montana loneliness; three interlocking stories; feminist quiet cinema; Sight and Sound poll strong,"Metacritic, Rotten Tomatoes, Sight and Sound, IndieWire",,,,
58,Fantastic Beasts and Where to Find Them,2016,David Yates,Fantasy/Adventure,A magizoologist arrives in 1920s New York with a suitcase full of magical creatures that escape and cause chaos as a dark force threatens the wizarding world.,Oscar Costume Design; RT 74 MC 66; $814M worldwide; Redmayne Waterston; Rowling screenwriting debut; Wizarding World prequel; 1920s New York magical underworld,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo",,,4,2026-04-01T15:43:37.935Z
59,Don't Think Twice,2016,Mike Birbiglia,Comedy/Drama,Members of a New York improv troupe face jealousy and fractured friendships when one of them gets cast on a sketch comedy show inBirbiglias perceptive bittersweet ensemble comedy.,RT 99 MC 80; Birbiglia Micucci Jacobs; improv world insider; ensemble dynamics; success vs loyalty; comedy community; Birbiglia warmth and honesty; overlooked indie gem,"Metacritic, Rotten Tomatoes, IndieWire",,,,
60,Tower,2016,Keith Maitland,Documentary,Survivors of the 1966 University of Texas tower shooting recount the harrowing event through rotoscoped animation and archival footage in Maitlands innovative reconstruction of Americas first mass shooting.,RT 97 MC 82; SXSW; rotoscoped animation technique; 1966 UT Austin massacre; first mass campus shooting; heroism under fire; Ramiro Martinez; innovative documentary form,"SXSW, Metacritic, Rotten Tomatoes",,,,
61,Hunt for the Wilderpeople,2016,Taika Waititi,Comedy/Adventure,A rebellious city kid and his gruff foster uncle become the subjects of a manhunt after they go missing in the New Zealand bush in Waititis charming offbeat adventure comedy.,RT 97 MC 81; New Zealand box office record; Waititi pre-Thor breakthrough; Neill Dennison; Kiwi humor; bush adventure; found family; nationwide manhunt comedy,"Metacritic, Rotten Tomatoes, IndieWire",,,,
62,The Fits,2016,Anna Rose Holmer,Drama,An eleven-year-old tomboy drawn to a dance team at her Cincinnati community center confronts mysterious fainting spells sweeping through the group in Holmers hypnotic enigmatic debut.,RT 97 MC 81; Royalty Hightower remarkable; Holmer debut; dance and contagion; girlhood transformation; body horror meets coming-of-age; Cincinnati; minimalist mystery; festival sensation,"Metacritic, Rotten Tomatoes, IndieWire",,,,
63,Frantz,2016,Francois Ozon,Drama,A young German woman mourning her fiance killed in World War I is visited by a mysterious Frenchman who claims to have been his friend in Ozons elegant meditation on grief and deception.,Venice Marcello Mastroianni Prize (Paula Beer); RT 88 MC 73; Ozon period drama; post-WWI reconciliation; black-and-white to color; French-German relations; Beer luminous; Lubitsch remake,"Venice Film Festival, Metacritic, Rotten Tomatoes",,,,
64,I Called Him Morgan,2016,Kasper Collin,Documentary,The story of jazz trumpeter Lee Morgan and his common-law wife Helen who shot him dead in a New York club in 1972 told through a rediscovered interview in Collins elegant jazz documentary.,RT 97 MC 80; jazz documentary; Lee Morgan; Helen Morgan interview; 1972 shooting; Slugs club; Collin Swedish filmmaker; jazz history; love and tragedy; found audio tape; beautiful,"Metacritic, Rotten Tomatoes",,,,
65,Personal Shopper,2016,Olivier Assayas,Thriller/Drama,An American personal shopper in Paris who communicates with the dead receives mysterious text messages that blur the line between grief and the supernatural in Assayas enigmatic ghost story.,Cannes Best Director (shared); RT 79 MC 73; Stewart remarkable; Assayas genre-bending; texting as cinema; ghost story meets fashion world; medium as metaphor,"Cannes Film Festival, Metacritic, Rotten Tomatoes, Sight and Sound",,,,
66,Little Men,2016,Ira Sachs,Drama,Two boys in Brooklyn forge an intense friendship that is tested when their parents become locked in a bitter rent dispute in Sachss delicate moving portrait of childhood loyalty and adult compromise.,RT 95 MC 82; Sachs sensitive; Brooklyn gentrification; boyhood friendship; class divide; Kinnear Paulson; children caught between adults; Sachs NYC trilogy; quiet devastation,"Metacritic, Rotten Tomatoes, IndieWire",,,,
67,Ma' Rosa,2016,Brillante Mendoza,Drama,A Manila convenience store owner arrested for dealing drugs watches her family scramble to raise bribe money to secure her release as corruption corrodes every level of the system.,Cannes Best Actress (Jaclyn Jose); RT 82 MC 69; Filipino cinema; Mendoza social realism; poverty and corruption; family sacrifice; Jose first Southeast Asian Cannes winner; urgent intimate,"Cannes Film Festival, Metacritic, Rotten Tomatoes",,,,
