Rank,Title,Year,Director,Primary_Genre,Synopsis,Major_Awards,Key_Sources,Favorite,Watchlist,Rating,RatingTimestamp
11,Ulysses' Gaze,1995,Theo Angelopoulos,Drama,A Greek-American filmmaker travels across the war-torn Balkans searching for three lost reels of the first film ever shot in the region.,Cannes Grand Prix; FIPRESCI Prize; Angelopoulos's meditative epic; Harvey Keitel stars,"Cannes, Sight & Sound, Letterboxd",,,,
12,Dead Man Walking,1995,Tim Robbins,Drama,A Catholic nun counsels a death row inmate in his final days while confronting the grief of his victims' families and her own moral convictions.,Oscar (Best Actress for Susan Sarandon); 4 Oscar nominations; Golden Globe (Best Actress); Spirit nominations,"Oscars, Golden Globes, Spirit Awards",,,,
13,Don't Forget You're Going to Die,1995,Xavier Beauvois,Drama,A university student drafted into the army is diagnosed as HIV-positive and embarks on a reckless journey through hedonism and self-destruction.,Cannes Jury Prize; Xavier Beauvois' provocative French drama,"Cannes, Letterboxd, Wikipedia",,,,
14,Land and Freedom,1995,Ken Loach,Drama,A young British communist volunteers to fight fascism in the Spanish Civil War but finds idealism crushed by factional in-fighting.,Cannes FIPRESCI Prize and Ecumenical Jury Prize; 91% RT; Ken Loach's passionate historical drama,"Cannes, Rotten Tomatoes, Sight & Sound",,,,
15,The Madness of King George,1995,Nicholas Hytner,Drama,King George III's descent into apparent insanity threatens the British throne as politicians manoeuvre for power around him.,BAFTA (Best Actor for Nigel Hawthorne); 14 BAFTA nominations; Oscar and Golden Globe nominations,"BAFTA, Oscars, Golden Globes, Cannes",,,,
16,The Usual Suspects,1995,Bryan Singer,Crime,Five criminals brought together in a police lineup devise an elaborate heist while concealing their connection to the mythical crime lord Keyser Söze.,"2 Oscars (Supporting Actor for Spacey, Original Screenplay); BAFTA (Original Screenplay, Editing); Independent Spirit (Screenplay)","Oscars, BAFTA, Spirit Awards, Cannes",,1,,
17,Richard III,1995,Richard Loncraine,Drama,Shakespeare's ruthless king is reimagined in an alternate fascist 1930s England with Ian McKellen delivering a mesmerising villainous performance.,2 Oscar nominations; Golden Globe nomination; BAFTA nomination; bold modernised Shakespeare,"Oscars, Golden Globes, BAFTA",,,,
18,The Bridges of Madison County,1995,Clint Eastwood,Romance,"A National Geographic photographer and an Italian-American farm wife share a brief, intense four-day love affair that defines both their lives.",2 Oscar nominations; Golden Globe nomination; $182M worldwide; Eastwood and Streep's acclaimed romantic drama,"Oscars, Golden Globes, Box Office Mojo",,,,
19,Nixon,1995,Oliver Stone,Biography,An epic examination of Richard Nixon's tortured rise and catastrophic fall charted through flashbacks during his final days in the White House.,4 Oscar nominations; 3 Golden Globe nominations; Anthony Hopkins acclaimed as Nixon,"Oscars, Golden Globes, Rotten Tomatoes",,,,
20,My Family,1995,Gregory Nava,Drama,"Three generations of a Mexican-American family pursue the American Dream across six decades of struggle, love, and perseverance in East Los Angeles.",Oscar nomination (Makeup); 2 Independent Spirit nominations; Jimmy Smits and Edward James Olmos; landmark Latino cinema,"Oscars, Spirit Awards, Rotten Tomatoes",,,,
21,Mighty Aphrodite,1995,Woody Allen,Comedy,A sportswriter becomes obsessed with tracking down the biological mother of his adopted son and discovers she is a good-natured prostitute.,Oscar (Best Supporting Actress for Mira Sorvino); 3 Oscar nominations; Golden Globe (Supporting Actress),"Oscars, Golden Globes, Rotten Tomatoes",,,,
22,Georgia,1995,Ulu Grosbard,Drama,"Two sisters — one a successful folk singer, the other a self-destructive aspiring rocker — struggle with jealousy, addiction, and family bonds.",4 Independent Spirit nominations; 2 Golden Globe nominations; Jennifer Jason Leigh and Mare Winningham acclaimed,"Spirit Awards, Golden Globes, Rotten Tomatoes",,,,
23,Mr. Holland's Opus,1995,Stephen Herek,Drama,A frustrated composer takes a teaching job he considers temporary and over 30 years discovers his true life's work in inspiring students.,"2 Oscar nominations (Actor, Screenplay); 2 Golden Globe nominations; Richard Dreyfuss acclaimed","Oscars, Golden Globes, Box Office Mojo",,,,
24,Sabrina,1995,Sydney Pollack,Romance,The chauffeur's daughter returns from Paris a sophisticated woman and two wealthy brothers compete for her affections in this classic remake.,2 Oscar nominations; 3 Golden Globe nominations; Harrison Ford and Julia Ormond,"Oscars, Golden Globes, Box Office Mojo",,,,
25,Se7en,1995,David Fincher,Thriller,Two detectives hunt a meticulous serial killer who stages elaborate murders based on the seven deadly sins in a rain-soaked unnamed city.,2 Oscar nominations; $327M worldwide; 89% RT; landmark neo-noir thriller that defined Fincher's career,"Oscars, Box Office Mojo, Rotten Tomatoes, Metacritic",1,1,5,2026-04-02T08:53:45.209Z
26,Angels and Insects,1995,Philip Haas,Drama,A naturalist marries into a wealthy Victorian family and gradually discovers their dark secrets while studying the behaviour of insects.,Cannes Competition; Oscar nomination (Costume Design); Mark Rylance; elegant period mystery,"Cannes, Oscars, Rotten Tomatoes",,,,
27,Casino,1995,Martin Scorsese,Crime,"A casino executive and a volatile mob enforcer's partnership unravels amid greed, betrayal, and romance in 1970s Las Vegas.",Oscar nominations; Golden Globe (Best Actress for Sharon Stone); $116M worldwide; epic Scorsese crime saga,"Oscars, Golden Globes, Box Office Mojo",,,,
28,Kids,1995,Larry Clark,Drama,A day in the lives of Manhattan teenagers engaging in reckless sex and substance abuse while HIV silently spreads among the group.,Cannes Competition; 4 Independent Spirit nominations; controversial Larry Clark debut; 70% RT,"Cannes, Spirit Awards, Rotten Tomatoes",,,,
29,Rob Roy,1995,Michael Caton-Jones,Adventure,Scottish Highland chieftain Rob Roy MacGregor takes on a cruel English aristocrat who threatens his clan's honour and livelihood.,Oscar nomination (Supporting Actor for Tim Roth); BAFTA (Supporting Actor); $31.6M domestic,"Oscars, BAFTA, Box Office Mojo",,,,
30,Safe,1995,Todd Haynes,Drama,A suburban San Fernando Valley housewife develops a mysterious environmental illness that gradually strips away her identity and autonomy.,Cannes Directors' Fortnight; Independent Spirit nominations; Criterion Collection; 92% RT; prescient masterwork,"Cannes, Spirit Awards, Criterion",,,,
31,Shanghai Triad,1995,Zhang Yimou,Crime,A young country boy becomes servant to a powerful Shanghai gangster's mistress and witnesses the glamour and brutality of 1930s mob life.,Oscar nomination (Cinematography); Cannes Technical Grand Prize; Gong Li; Zhang Yimou's gorgeous crime drama,"Oscars, Cannes, Rotten Tomatoes",,,,
32,The Addiction,1995,Abel Ferrara,Horror,A philosophy student in New York is attacked by a vampire and descends into bloodlust in this black-and-white metaphor for addiction.,Independent Spirit nomination; Cannes selection; Abel Ferrara's philosophical horror; Lili Taylor,"Spirit Awards, Cannes, Letterboxd",,,,
33,The City of Lost Children,1995,Marc Caro & Jean-Pierre Jeunet,Fantasy,A circus strongman and a resourceful orphan navigate a steampunk nightmare city where a mad scientist kidnaps children to steal their dreams.,Cannes Opening Film; Independent Spirit nomination (Foreign Film); 87% RT; visually stunning dark fantasy,"Cannes, Spirit Awards, Rotten Tomatoes",,,,
34,Little Odessa,1995,James Gray,Crime,A Russian-American hitman reluctantly returns to his Brighton Beach neighbourhood and reignites the family trauma he fled years ago.,5 Independent Spirit nominations; Venice Competition (1994); James Gray's acclaimed debut; Tim Roth,"Spirit Awards, Venice, Rotten Tomatoes",,,,
35,The Crossing Guard,1995,Sean Penn,Drama,A grieving father obsessively plots to kill the drunk driver who killed his daughter on the night the man is released from prison.,Venice Competition; Independent Spirit nomination; Sean Penn's intense directorial follow-up to The Indian Runner,"Venice, Spirit Awards, Rotten Tomatoes",,,,
36,The Doom Generation,1995,Gregg Araki,Crime,"A young couple picks up a drifter and embarks on a hallucinatory road trip of sex, violence, and consumer culture satire.",Venice selection; Independent Spirit nomination; Gregg Araki's provocative New Queer Cinema,"Venice, Spirit Awards, Letterboxd",,,,
37,The Star Maker,1995,Giuseppe Tornatore,Drama,"A con man travels postwar Sicily pretending to be a talent scout for Cinecittà studios, exploiting the dreams of aspiring actors.",Oscar nomination (Foreign Language); Venice Competition; Tornatore's follow-up to Cinema Paradiso,"Oscars, Venice, Rotten Tomatoes",,,,
38,Batman Forever,1995,Joel Schumacher,Action,Batman faces the Riddler and Two-Face while taking on a new sidekick and questioning the cost of his dual identity.,3 Oscar nominations; $336M worldwide; record-breaking $52.8M opening weekend,"Oscars, Box Office Mojo, Wikipedia",,,,
39,Smoke,1995,Wayne Wang,Drama,"The lives of a Brooklyn tobacco shop owner and his regular customers intertwine through stories of love, loss, and chance encounters.",Berlin Special Jury Prize; Independent Spirit nomination; Paul Auster script; warm ensemble drama,"Berlin, Spirit Awards, Rotten Tomatoes",,,,
40,Toy Story,1995,John Lasseter,Animation,"A cowboy doll's position as a child's favourite toy is threatened when a space ranger action figure arrives, and they must overcome rivalry to reunite with their owner.",3 Oscar nominations plus Special Achievement Award; $361M worldwide; first fully CGI feature film; 100% RT,"Oscars, Box Office Mojo, Rotten Tomatoes",,,,
41,12 Monkeys,1995,Terry Gilliam,Sci-Fi,A prisoner from a plague-ravaged future is sent back in time to gather information about the virus but becomes increasingly uncertain about his own sanity.,Oscar nomination (Supporting Actor for Brad Pitt); Golden Globe nomination; $168M worldwide; mind-bending sci-fi classic,"Oscars, Golden Globes, Box Office Mojo",,,,
42,Angela,1995,Rebecca Miller,Drama,A ten-year-old girl and her younger sister live in a world of private imagination and Catholic guilt in rural New England creating elaborate rituals to ward off evil while their parents' marriage slowly splinters.,Winner of the Independent Spirit Award for Best First Feature; 4 Independent Spirit nominations; Rebecca Miller's assured debut; deeply felt and visually inventive childhood portrait; Daniel Day-Lewis's wife's debut film,"Independent Spirit Awards, Sundance Film Festival, Metacritic, Letterboxd",,,,
43,Kicking and Screaming,1995,Noah Baumbach,Comedy/Drama,Four recent college graduates drift through post-graduation malaise in a college town unable to move on from their intellectual friendships and romantic disappointments in Noah Baumbach's supremely confident debut.,Sundance 1995 premiere; 3 Independent Spirit Award nominations; Noah Baumbach's career-launching film; defined mid-1990s literate Gen-X cinema; Criterion Collection; Eric Stoltz Josh Hamilton Parker Posey,"Sundance Film Festival, Independent Spirit Awards, Criterion Collection, Metacritic",,,,
44,Living in Oblivion,1995,Tom DiCillo,Comedy,"A low-budget indie filmmaker endures a catastrophic shoot plagued by vain actors, technical failures, and surreal dream sequences.",3 Independent Spirit nominations; Sundance favourite; 95% RT; hilarious insider satire of indie filmmaking,"Spirit Awards, Sundance, Rotten Tomatoes",,,,
45,Party Girl,1995,Daisy von Scherler Mayer,Comedy,A glamorous Manhattan club kid is unceremoniously jailed then reluctantly puts her social skills to work in the New York Public Library where she discovers an unexpected vocation and herself.,Sundance 1995 world premiere; Parker Posey's star-making iconic role; Independent Spirit Award nomination; Daisy von Scherler Mayer directorial debut; quintessential 1990s New York indie energy; developed massive cult following,"Sundance Film Festival, Independent Spirit Awards, Metacritic, Letterboxd",,,,
46,The Basketball Diaries,1995,Scott Kalvert,Drama,A teenage basketball prodigy in New York City spirals from gifted high school athlete to homeless heroin addict living on the streets in this searing adaptation of Jim Carroll's autobiographical memoir.,Leonardo DiCaprio delivers one of the most raw and fearless performances of his early career; Golden Globe nomination consideration; Independent Spirit recognition; career-defining role that announced DiCaprio as a dramatic force,"Box Office Mojo, Metacritic, Rotten Tomatoes, Letterboxd",,,,
47,The Brothers McMullen,1995,Edward Burns,Comedy,"Three Irish-American brothers in Long Island navigate love, faith, and family expectations in this shoestring-budget indie charmer.",Sundance Grand Jury Prize; Edward Burns' crowd-pleasing debut; launched his career,"Sundance, Rotten Tomatoes, Letterboxd",,,,
48,When Night Is Falling,1995,Patricia Rozema,Romance/Drama,A repressed female professor of mythology at a Christian college falls into a passionate and transformative love affair with a free-spirited circus performer in this luminous Canadian queer romance.,Cannes Directors Fortnight 1995; landmark LGBTQ cinema; Patricia Rozema following I've Heard the Mermaids Singing; sensuous and poetic; one of the most celebrated Canadian films of the decade; Criterion Collection consideration,"Cannes Film Festival, Criterion Collection, Letterboxd, IndieWire",,,,
49,A Little Princess,1995,Alfonso Cuarón,Family,A wealthy girl sent to a New York boarding school during WWI is reduced to servitude but refuses to lose her imagination and kindness.,2 Oscar nominations; 97% RT; Alfonso Cuarón's enchanting literary adaptation,"Oscars, Rotten Tomatoes, Letterboxd",,,,
50,Crimson Tide,1995,Tony Scott,Thriller,A submarine captain and his executive officer clash over whether to launch nuclear missiles when conflicting orders arrive during a tense standoff.,2 Oscar nominations; $157M worldwide; Denzel Washington and Gene Hackman; intelligent blockbuster,"Oscars, Box Office Mojo, Rotten Tomatoes",,,,
51,Flirt,1995,Hal Hartley,Comedy/Drama,The same scenario of romantic indecision and ultimatum is played out three times in three different cities — New York Berlin and Tokyo — with different genders and sexual orientations revealing how love's dilemmas are universally human.,Cannes Critics Week 1995; Hal Hartley's elegant triptych experiment; formally inventive and gently philosophical; one of independent cinema's most distinctive formal exercises of the decade,"Cannes Film Festival, Metacritic, Letterboxd, Criterion Collection",,,,
52,Waterworld,1995,Kevin Reynolds,Sci-Fi,"A lone mariner navigates a post-apocalyptic Earth entirely covered by water, protecting a woman and child who may hold the key to dry land.",2 Oscar nominations; $264M worldwide; most expensive film ever made at the time; Costner epic,"Oscars, Box Office Mojo, Wikipedia",,,,
53,Restoration,1995,Michael Hoffman,Drama,A brilliant physician in Restoration-era England is seduced by the pleasures of Charles II's court and must find his way back to his true calling.,Oscar (Best Costume Design); BAFTA (Makeup); Robert Downey Jr. period drama,"Oscars, BAFTA, Rotten Tomatoes",,,,
54,The Day of the Beast,1995,Álex de la Iglesia,Horror,A Basque priest convinces a heavy metal fan and a TV psychic to help him summon Satan in Madrid on Christmas Eve to prevent the Antichrist's birth.,Venice selection; Goya Awards sweep; Álex de la Iglesia's wildly inventive Spanish horror-comedy,"Venice, Letterboxd, Rotten Tomatoes",,,,
55,A Walk in the Clouds,1995,Alfonso Arau,Romance,A returning WWII soldier poses as the husband of a pregnant Mexican-American woman to help her face her traditionalist father.,Golden Globe nomination; $50M domestic; Keanu Reeves romantic drama; Alfonso Arau follow-up to Like Water for Chocolate,"Golden Globes, Box Office Mojo, Rotten Tomatoes",,,,
56,Antonia's Line,1995,Marleen Gorris,Drama,An independent Dutch woman returns to her village after WWII and builds a multigenerational sanctuary for outcasts and free spirits.,Oscar (Best Foreign Language Film); feminist multigenerational saga; Marleen Gorris breakthrough,"Oscars, Rotten Tomatoes, Wikipedia",,,,
57,Nadja,1995,Michael Almereyda,Horror,"Dracula's daughter navigates modern-day New York in a stylish, atmospheric black-and-white vampire film produced by David Lynch.",3 Independent Spirit nominations; Pixelvision cinematography; Elina Löwensohn; cult horror,"Spirit Awards, Rotten Tomatoes, Letterboxd",,,,
58,River of Grass,1995,Kelly Reichardt,Crime,A bored suburban housewife and an aimless drifter embark on a half-hearted crime spree across the Florida Everglades.,Independent Spirit (Best First Screenplay); Someone to Watch Award; Kelly Reichardt's debut; 89% RT,"Spirit Awards, Rotten Tomatoes, Criterion",,,,
59,Swimming with Sharks,1995,George Huang,Comedy/Drama,"A timid Hollywood assistant plots elaborate revenge against his sadistic, tyrannical studio executive boss.",Independent Spirit nomination; Kevin Spacey; merciless insider satire of Hollywood power dynamics,"Spirit Awards, Rotten Tomatoes, Letterboxd",,,,
60,The Secret of Roan Inish,1995,John Sayles,Fantasy,A young Irish girl discovers her family's enchanted connection to selkie mythology when she's sent to live with grandparents by the sea.,4 Independent Spirit nominations; John Sayles' magical Celtic fable; 94% RT,"Spirit Awards, Rotten Tomatoes, Letterboxd",,,,
61,The Underneath,1995,Steven Soderbergh,Thriller,An ex-con returns to Austin and gets drawn into an armoured car heist while rekindling a relationship with his dangerous ex-girlfriend.,Independent Spirit nomination (Cinematography); Soderbergh's neo-noir experiment,"Spirit Awards, Rotten Tomatoes, Letterboxd",,,,
62,To Die For,1995,Gus Van Sant,Comedy,An ambitious small-town weather reporter seduces a teenage student into murdering her husband so nothing can stand in the way of her television career.,Golden Globe nomination (Actress for Kidman); 92% RT; razor-sharp media satire; Nicole Kidman's dramatic breakout,"Golden Globes, Rotten Tomatoes, Letterboxd",,,,
63,Heat,1995,Michael Mann,Crime,A driven LAPD detective and a disciplined professional thief are drawn into an epic cat-and-mouse game across Los Angeles.,$187M worldwide; De Niro and Pacino's first on-screen scene together; Metacritic 76; acclaimed crime epic,"Box Office Mojo, Metacritic, Rotten Tomatoes",,,,
64,Before Sunrise,1995,Richard Linklater,Romance,"Two strangers meet on a train and spend one magical night walking through Vienna, falling in love through intimate conversation.",Berlin Silver Bear (Best Director); Criterion Collection; launched beloved trilogy; enduring romantic landmark,"Berlin, Criterion, Letterboxd",,,,
65,Canadian Bacon,1995,Michael Moore,Comedy,A U.S. President manufactures a phoney conflict with Canada to boost his poll numbers in Michael Moore's only narrative fiction film.,Cannes Un Certain Regard; John Candy's final film; political satire,"Cannes, Rotten Tomatoes, Wikipedia",,,,
66,Fallen Angels,1995,Wong Kar-wai,Drama,"Two narratives run loosely parallel through the neon-lit nights of Hong Kong: a hitman who is contemplating leaving the profession and his female handler who has developed an obsession with him; and a mute young man who compulsively breaks into other people's businesses at night and operates them. Wong Kar-wai's fragment-of-a-film moves in the opposite direction from Chungking Express's bittersweet warmth, substituting alienation and yearning for connection — shot by Christopher Doyle in hyperkinetic wide-angle style with an emphasis on physical proximity that underlines the emotional distance between everyone.",,LB Top 500,,,,
67,GoldenEye,1995,Martin Campbell,Action,James Bond investigates a stolen Soviet satellite weapon and confronts a former MI6 agent turned villain in this franchise relaunch.,$352M worldwide; BAFTA nominations; Pierce Brosnan's acclaimed Bond debut after 6-year hiatus,"BAFTA, Box Office Mojo, Rotten Tomatoes",,,,
68,Good Men Good Women,1995,Hou Hsiao-hsien,Drama,A Taiwanese actress preparing a role discovers parallels between her character's experience under the White Terror and her own haunted present.,Cannes Competition; Hou Hsiao-hsien's political-personal masterwork; essential Taiwanese cinema,"Cannes, Criterion, Sight & Sound",,,,
69,Heavy,1995,James Mangold,Drama,A reclusive overweight cook at his mother's roadside diner falls for a new waitress and struggles to break free from his stifling life.,Cannes Directors' Fortnight; James Mangold's acclaimed debut; Pruitt Taylor Vince; intimate indie,"Cannes, Rotten Tomatoes, Letterboxd",,,,
70,Jefferson in Paris,1995,James Ivory,Drama,Thomas Jefferson's years as American ambassador to pre-revolutionary France are explored through his relationship with a married artist and his slave Sally Hemings.,Cannes Competition; Merchant Ivory production; Nick Nolte; controversial historical drama,"Cannes, Rotten Tomatoes, Wikipedia",,,,
71,La Haine,1995,Mathieu Kassovitz,Drama,Three young men from a Parisian banlieue drift through a day of simmering tension after riots erupt over police brutality.,Cannes Best Director; 98% RT; defining French social cinema of the 1990s,"Cannes, Rotten Tomatoes, Criterion",,,,
72,Midaq Alley,1995,Jorge Fons,Drama,"Interconnected lives in a Mexico City alley reveal class tensions, desires, and the struggle for dignity in contemporary Latin America.",Berlin Competition Honourable Mention; landmark Mexican ensemble drama,"Berlin, Letterboxd, Wikipedia",,,,
73,Mute Witness,1995,Anthony Waller,Thriller,A deaf-mute makeup artist working on a horror film in Moscow accidentally witnesses a real murder being filmed in the studio after hours.,Cannes International Critics' Week; inventive Hitchcockian thriller; cult horror favourite,"Cannes, Rotten Tomatoes, Letterboxd",,,,
74,Persuasion,1995,Roger Michell,Romance,Anne Elliot a practical and principled woman reunites with the naval captain she was once persuaded to reject in this rich adaptation of Jane Austen's most mature and emotionally intelligent novel.,Roger Michell's acclaimed feature debut before Notting Hill; Amanda Root and Ciaran Hinds deliver deeply felt performances; BAFTA nominations; widely regarded as the finest film adaptation of any Austen novel; Roger Ebert praised as one of the year's best,"BAFTA, Roger Ebert, Metacritic, Rotten Tomatoes",,,,
75,The Confessional,1995,Robert Lepage,Thriller,A man returns to Quebec City for his father's funeral and uncovers family secrets intertwined with the filming of Hitchcock's I Confess decades earlier.,Cannes Directors' Fortnight; Robert Lepage's innovative debut; time-shifting narrative,"Cannes, Rotten Tomatoes, Wikipedia",,,,
76,The Quick and the Dead,1995,Sam Raimi,Western,A mysterious female gunslinger enters a quick-draw elimination tournament in a corrupt frontier town to avenge her father's murder.,"Cannes selection; Sharon Stone, Gene Hackman, Russell Crowe, DiCaprio; stylish Raimi revisionist Western","Cannes, Rotten Tomatoes, Letterboxd",,,,
77,The White Balloon,1995,Jafar Panahi,Drama,A determined young girl navigates the busy streets of Tehran on New Year's Eve trying to buy a goldfish with her mother's money.,Cannes Caméra d'Or; 100% RT; Jafar Panahi's luminous debut; Iranian New Wave essential,"Cannes, Rotten Tomatoes, Criterion",,,,
78,Things to Do in Denver When You're Dead,1995,Gary Fleder,Crime,"A reformed criminal is forced into one last job by a wheelchair-bound mob boss, and when it goes wrong, he and his crew are marked for death.",Cannes Un Certain Regard; Andy Garcia; stylish neo-noir ensemble,"Cannes, Rotten Tomatoes, Letterboxd",,,,
79,Waati,1995,Souleymane Cissé,Drama,A young South African woman journeys across the continent discovering her African identity and heritage in this sprawling odyssey.,Cannes Competition; essential Malian cinema; Souleymane Cissé's epic African narrative,"Cannes, Sight & Sound, Wikipedia",,,,
80,Whisper of the Heart,1995,Yoshifumi Kondō,Drama,"An imaginative middle-school girl named Shizuku discovers that all the library books she borrows have previously been checked out by the same boy — Seiji — and when she finally meets him she finds someone as passionately devoted to his art (violin) as she is to reading. As Seiji prepares to travel to Italy to study, Shizuku decides to write her first story, and the two young people quietly encourage each other's ambitions. The only film directed by Yoshifumi Kondō, who died three years after its release, is one of Studio Ghibli's most intimate and emotionally precise works.",,LB Top 500,,,,
81,Beyond the Clouds,1995,Michelangelo Antonioni & Wim Wenders,Drama,Four stories of failed romantic encounters in European cities explore the impossibility of true connection in the modern world.,Venice FIPRESCI Prize; Antonioni's final feature collaboration with Wenders,"Venice, Letterboxd, Sight & Sound",,,,
82,Clockers,1995,Spike Lee,Crime,A homicide detective pressures a young drug dealer to confess to a murder his seemingly upstanding brother has already claimed responsibility for.,Venice Competition; 74% RT; Spike Lee's gritty urban procedural; Mekhi Phifer debut,"Venice, Rotten Tomatoes, Letterboxd",,,,
83,La Cérémonie,1995,Claude Chabrol,Thriller,"A bourgeois family hires an illiterate housekeeper who befriends a volatile postmistress, and their class resentment escalates to shocking violence.",Venice Competition; Isabelle Huppert and Sandrine Bonnaire; Chabrol's chilling class-warfare thriller,"Venice, Rotten Tomatoes, Criterion",,,,
84,Maborosi,1995,Hirokazu Koreeda,Drama,A young widow remarries and moves to a remote coastal village but cannot escape the mystery of her first husband's inexplicable suicide.,Venice OCIC Award; Criterion Collection; Koreeda's luminous debut; contemplative Japanese masterwork,"Venice, Criterion, Sight & Sound",,,,
85,Stonewall,1995,Nigel Finch,Drama,"A young man arrives in Greenwich Village on the eve of the 1969 Stonewall riots and discovers the vibrant, persecuted gay community.",Venice selection; Nigel Finch's final film; early dramatization of the Stonewall uprising,"Venice, Rotten Tomatoes, Wikipedia",,,,
86,Strange Days,1995,Kathryn Bigelow,Sci-Fi,A black-market dealer in recorded memories stumbles onto footage of police brutality on the eve of the millennium in dystopian Los Angeles.,Venice selection; $7.9M domestic; prescient Bigelow-Cameron collaboration; cult sci-fi classic,"Venice, Rotten Tomatoes, Letterboxd",,,,
87,Blush,1995,Li Shaohong,Drama,Two former prostitutes in 1950s China struggle to reinvent their lives after the brothels are closed following the Communist revolution.,Berlin Outstanding Single Achievement; Li Shaohong's acclaimed feminist Chinese drama,"Berlin, Letterboxd, Wikipedia",,,,
88,Butterfly Kiss,1995,Michael Winterbottom,Crime,A violent drifter wanders the motorways of northern England forming a dangerous obsessive bond with a lonely gas station attendant.,Berlin Competition; Amanda Plummer; Michael Winterbottom's intense early crime drama,"Berlin, Letterboxd, Wikipedia",,,,
89,Color of Night,1995,Richard Rush,Thriller,A colour-blind psychotherapist moves to Los Angeles and investigates the murder of a colleague while falling for a mysterious woman.,$19.7M domestic; Bruce Willis; notorious erotic thriller; Golden Globe nomination (Song),"Golden Globes, Box Office Mojo, Rotten Tomatoes",,,,
90,Don Juan DeMarco,1995,Jeremy Leven,Romance/Fantasy,A young man who believes he is the world's greatest lover is committed to a psychiatric ward where the psychiatrist assigned to cure him finds his romantic vision of life increasingly irresistible in the final days before retirement.,Marlon Brando and Johnny Depp in a warmly celebrated pairing; Faye Dunaway; $22M domestic; Golden Globe nomination for Best Original Song; gentle romantic fantasy that became a beloved cult classic,"Golden Globes, Box Office Mojo, Metacritic, Letterboxd",,,,
91,Father of the Bride Part II,1995,Charles Shyer,Comedy,"A father copes with his wife's unexpected pregnancy at the same time as his daughter's, doubling the family chaos.",Golden Globe nomination; $85M domestic; Steve Martin family comedy sequel,"Golden Globes, Box Office Mojo, Rotten Tomatoes",,,,
