Rank,Title,Year,Director,Primary_Genre,Synopsis,Major_Awards,Key_Sources,Favorite,Watchlist,Rating,RatingTimestamp
11,Europa,1991,Lars von Trier,Drama/Experimental,A German-American train conductor navigates the moral wasteland of post-WWII Europe caught between factions.,Jury Prize (Cannes); Technical Grand Prize (Cannes); Criterion Collection,"Cannes, Criterion Collection, Letterboxd",,,,
12,Out of Life,1991,Maroun Bagdadi,Drama,A French journalist held hostage in Beirut endures psychological torment and existential reckoning.,Jury Prize (Cannes); Middle Eastern cinema; hostage drama,Cannes,,,,
13,The Fisher King,1991,Terry Gilliam,Fantasy/Drama,A guilt-ridden radio host and a delusional homeless man embark on a quest for the Holy Grail in modern New York.,Oscar: Best Supporting Actress (Mercedes Ruehl); 5 Oscar noms; 2 Golden Globes; Silver Lion (Venice),"Oscars, Golden Globes, Venice, Metacritic, Roger Ebert",,,,
14,Rambling Rose,1991,Martha Coolidge,Drama,A spirited sensual young woman disrupts a conservative 1930s Southern family while searching for love and acceptance.,Spirit Awards: Best Feature/Director/Supporting Female; 2 Oscar noms,"Spirit Awards, Oscars, Golden Globes",,,,
15,The Prince of Tides,1991,Barbra Streisand,Drama/Romance,A troubled Southern man unlocks painful family secrets during therapy sessions with a Manhattan psychiatrist.,7 Oscar noms; Golden Globe noms; Nick Nolte acclaimed performance,"Oscars, Golden Globes, Metacritic (74), RT (88%)",,,,
16,Hamlet,1991,Franco Zeffirelli,Drama/Shakespeare,Mel Gibson brings muscular intensity to Shakespeare's prince in Zeffirelli's accessible cinematic staging of the Danish tragedy.,2 Oscar noms; Golden Globe noms; BAFTA nom (wider 1991 release),"Oscars, Golden Globes, BAFTA, Roger Ebert",,,,
17,Poison,1991,Todd Haynes,Experimental Drama,Three interwoven stories of transgression and desire form a radical triptych about outsiders and outcasts.,Best First Feature (Spirit Award); Cannes competition; New Queer Cinema landmark,"Spirit Awards, Cannes, Sundance, Letterboxd",,,,
18,Cape Fear,1991,Martin Scorsese,Thriller/Crime,A released convict terrorizes the family of the lawyer whose negligence helped imprison him for fourteen years.,3 Oscar noms; Golden Globe noms; $182M worldwide; De Niro and Nolte acclaimed,"Oscars, Golden Globes, Box Office Mojo, Metacritic",,,,
19,Hook,1991,Steven Spielberg,Fantasy/Adventure,An adult Peter Pan must reclaim his lost youth and return to Neverland to rescue his kidnapped children.,5 Oscar noms; $300M worldwide; Spielberg spectacle,"Oscars, Box Office Mojo, The Numbers",,,,
20,The Commitments,1991,Alan Parker,Musical/Drama,A Dublin bus driver assembles a ragtag group of working-class musicians into an explosive soul band.,BAFTA: Best Film plus Director/Screenplay/Editing; Oscar noms,"BAFTA, Oscars, Golden Globes, Metacritic",,,,
21,Fried Green Tomatoes,1991,Jon Avnet,Drama,A depressed housewife is inspired by an elderly woman's tales of legendary female friendship and liberation in 1930s Alabama.,3 Oscar noms; 3 Golden Globe noms; $119M worldwide,"Oscars, Golden Globes, Box Office Mojo",,,,
22,Europa Europa,1991,Agnieszka Holland,Drama,A Jewish boy survives WWII by impersonating an Aryan and infiltrating the Hitler Youth in a harrowing identity crisis.,Golden Globe: Best Foreign Language Film; Oscar controversially excluded,"Golden Globes, Metacritic, Letterboxd",,,,
23,For the Boys,1991,Mark Rydell,Drama/Musical,Two USO entertainers maintain a volatile relationship spanning fifty years of American wars and personal battles.,2 Oscar noms; Golden Globe noms; Bette Midler acclaimed,"Oscars, Golden Globes",,,,
24,Homicide,1991,David Mamet,Crime/Thriller,A homicide detective's investigation becomes obsessively personal as he confronts questions of Jewish identity and belonging.,Spirit noms; Cannes Opening Film; Mamet directorial,"Cannes, Spirit Awards, Roger Ebert, Metacritic",,,,
25,Kafka,1991,Steven Soderbergh,Drama/Thriller,A surreal reimagining of Kafka's life as he becomes entangled in a mysterious Prague conspiracy.,Spirit noms; Soderbergh post-sex lies and videotape; Jeremy Irons stars,"Spirit Awards, Cannes, Letterboxd",,,,
26,Robin Hood: Prince of Thieves,1991,Kevin Reynolds,Action/Adventure,A nobleman returns from the Crusades to lead an outlaw band against the tyrannical Sheriff of Nottingham.,BAFTA: Best Supporting Actor (Alan Rickman); Oscar noms; $390M worldwide,"BAFTA, Oscars, Box Office Mojo, CinemaScore (A-)",,,,
27,The Double Life of Véronique,1991,Krzysztof Kieślowski,Mystery/Drama,Two identical women in Poland and France sense an inexplicable spiritual connection across borders.,Best Actress Irène Jacob (Cannes); FIPRESCI Prize (Cannes); Criterion Collection,"Cannes, Criterion Collection, Sight & Sound, Letterboxd, Golden Globes",,,,
28,Hangin' with the Homeboys,1991,Joseph Vásquez,Comedy/Drama,Four young men from the Bronx navigate one eventful night of friendship romance and identity.,6 Spirit noms incl. Best Feature; Sundance selection; Latino indie landmark,"Spirit Awards, Sundance, Letterboxd",,,,
29,My Own Private Idaho,1991,Gus Van Sant,Drama,Two young street hustlers embark on a transcontinental odyssey searching for identity and belonging.,FIPRESCI Prize (Venice); 3 Spirit Awards; River Phoenix acclaimed; Criterion Collection,"Venice, Spirit Awards, Criterion Collection, Metacritic (73), RT (88%), Letterboxd",,,,
30,Paris Is Burning,1991,Jennie Livingston,Documentary,An electrifying chronicle of New York's underground ballroom culture where Black and Latino LGBTQ+ communities find freedom in performance.,Sundance Grand Jury Prize; landmark LGBTQ+ documentary; cultural touchstone,"Sundance, Criterion Collection, Letterboxd, IndieWire",,,,
31,Raise the Red Lantern,1991,Zhang Yimou,Period Drama,A young woman becomes the fourth concubine of a wealthy Chinese lord and must navigate deadly rivalries for his favor.,Silver Lion (Venice); Oscar nom: Foreign Language Film; Criterion Collection,"Venice, Oscars, Criterion Collection, Letterboxd, Sight & Sound",,,,
32,Backdraft,1991,Ron Howard,Action/Drama,Two rival firefighter brothers investigate an arsonist while navigating their own combustible sibling rivalry in Chicago.,3 Oscar noms incl. Visual Effects; $152M worldwide,"Oscars, Box Office Mojo, CinemaScore",,,,
33,Toto le Héros,1991,Jaco Van Dormael,Comedy/Drama,An elderly man obsessively believes he was switched at birth with his neighbor and plots a lifetime's revenge.,Caméra d'Or (Cannes); BAFTA nom; Belgian cinema gem; magical realism,"Cannes, BAFTA, Letterboxd",,,,
34,City Slickers,1991,Ron Underwood,Comedy/Western,Three mid-life crisis friends discover themselves and unexpected wisdom on a cattle-drive vacation out West.,Oscar: Best Supporting Actor (Jack Palance); Golden Globe win; $124M domestic,"Oscars, Golden Globes, Box Office Mojo, CinemaScore",,,,
35,Postcards from the Edge,1991,Mike Nichols,Comedy/Drama,A recovering actress navigates Hollywood and her complex relationship with her famous mother.,Oscar noms; Golden Globe noms; Meryl Streep and Shirley MacLaine (continued from 1990 wider release),"Oscars, Golden Globes, Metacritic",,,,
36,Slacker,1991,Richard Linklater,Comedy/Drama,Twenty-four hours of loosely connected conversations with Austin eccentrics philosophizers and conspiracy theorists.,Spirit nom: Best First Feature; Sundance selection; defined indie movement; Criterion Collection,"Sundance, Spirit Awards, Criterion Collection, Letterboxd, IndieWire",,,,
37,Straight Out of Brooklyn,1991,Matty Rich,Drama,A young man in Bedford-Stuyvesant devises a desperate plan to escape poverty and his father's violence.,Spirit Award: Best First Feature; made at age 19; indie breakthrough,"Spirit Awards, Sundance, Letterboxd",,,,
38,Star Trek VI: The Undiscovered Country,1991,Nicholas Meyer,Sci-Fi,Kirk and the Enterprise crew broker peace with the Klingon Empire in the original cast's dignified farewell voyage.,2 Oscar noms; franchise farewell; $97M worldwide,"Oscars, Box Office Mojo, CinemaScore",,,,
39,The Doors,1991,Oliver Stone,Biography/Music,The rise and self-destruction of Jim Morrison and The Doors rendered in Stone's hallucinatory visual style.,2 Oscar noms; Val Kilmer's transformative Morrison performance; $34M domestic,"Oscars, Box Office Mojo, Metacritic",,,,
40,Beauty and the Beast,1991,Gary Trousdale & Kirk Wise,Animation/Fantasy,A young woman falls in love with a cursed prince in his enchanted castle in Disney's animated masterpiece.,2 Oscars: Score and Song; first animated film nominated for Best Picture; 3 Golden Globes; $425M worldwide,"Oscars, Golden Globes, Box Office Mojo, Metacritic (84), RT (93%), Sight & Sound",,,,
41,Terminator 2: Judgment Day,1991,James Cameron,Sci-Fi/Action,A reprogrammed cyborg and a human soldier protect a boy from an advanced shape-shifting terminator sent to kill him.,4 Oscars: Visual Effects/Sound/Sound Editing/Makeup; BAFTA wins; $520M worldwide; revolutionary CGI,"Oscars, BAFTA, Box Office Mojo, CinemaScore (A+), The Numbers",,,,
42,Rhapsody in August,1991,Akira Kurosawa,Drama,An elderly Japanese grandmother reflects on the Nagasaki bombing while hosting her American relatives.,Cannes Out of Competition; Kurosawa late-career meditation,"Cannes, Letterboxd",,,,
43,Bright Angel,1991,Michael Fields,Drama,A Montana teenager's road trip to rescue a woman becomes an unexpected odyssey of self-discovery.,Spirit noms; Roger Ebert praised; indie road movie,"Spirit Awards, Roger Ebert, Letterboxd",,,,
44,Children of Nature,1991,Friðrik Þór Friðriksson,Drama,Two elderly Icelanders escape a nursing home to journey back to their remote childhood homeland.,Oscar nom: Foreign Language Film; Icelandic cinema gem,"Oscars, Letterboxd",,,,
45,City of Hope,1991,John Sayles,Drama/Ensemble,A sprawling interconnected portrait of a New Jersey city reveals corruption ambition and stubborn humanity.,Spirit noms; Sayles social realism masterwork,"Spirit Awards, Roger Ebert, Metacritic",,,,
46,Grand Canyon,1991,Lawrence Kasdan,Drama/Ensemble,Multiple Los Angeles lives intertwine in a sprawling narrative of chance connection and human compassion.,Oscar nom: Original Screenplay; Roger Ebert top 10,"Oscars, Roger Ebert, Metacritic (72)",,,,
47,Impromptu,1991,James Lapine,Period Romance,The bold writer George Sand pursues a reluctant Frédéric Chopin across 1830s Parisian artistic society.,Spirit noms; period romance charm; Hugh Grant and Judy Davis,"Spirit Awards, Metacritic",,,,
48,Life Is Sweet,1991,Mike Leigh,Comedy/Drama,A working-class North London family navigates love ambition and frustration with Mike Leigh's trademark improvised naturalism.,Spirit nom; British critical acclaim; Leigh masterwork,"Spirit Awards, Metacritic, Roger Ebert, Criterion Collection",,,,
49,Little Man Tate,1991,Jodie Foster,Drama,A working-class single mother fights to give her child prodigy son a normal childhood despite his extraordinary gifts.,Jodie Foster directorial debut; Spirit noms; $25M domestic,"Spirit Awards, Box Office Mojo, Metacritic",,,,
50,Lovers,1991,Vicente Aranda,Drama/Romance,A soldier in 1950s Spain is caught between his fiancée and a seductive older widow leading to fatal obsession.,Berlin competition; Goya Awards; Spanish erotic thriller,"Berlin Film Festival, Letterboxd",,,,
51,My Girl,1991,Howard Zieff,Comedy/Drama,An 11-year-old girl navigates first love friendship and loss during a pivotal summer in small-town America.,Oscar nom: Best Original Song; $42M domestic; coming-of-age classic,"Oscars, Box Office Mojo",,,,
52,Pastime,1991,Robin Armstrong,Drama/Sports,An aging minor-league pitcher mentors a talented young player during their final season together in this gentle character study.,4 Spirit noms; indie sports drama,"Spirit Awards, Letterboxd",,,,
53,Sango Malo,1991,Bassek Ba Kobhio,Drama,A passionate teacher challenges colonial and traditional authority in rural Cameroon.,Cannes Un Certain Regard; African cinema landmark,"Cannes, Letterboxd",,,,
54,The Elementary School,1991,Jan Svěrák,Comedy/Drama,A Czech boy navigates school friendships and a charismatic new teacher in post-WWII Czechoslovakia.,Oscar nom: Foreign Language Film; Svěrák early work,Oscars,,,,
55,The Ox,1991,Sven Nykvist,Drama,A starving man commits a desperate act during a 19th-century Swedish famine and must live with the consequences.,Oscar nom: Foreign Language Film; cinematographer Nykvist directorial work,"Oscars, Letterboxd",,,,
56,The Rapture,1991,Michael Tolkin,Drama/Thriller,A woman's radical spiritual awakening leads her from hedonism to fundamentalism to apocalyptic confrontation with God.,3 Spirit noms; Roger Ebert top 10; Mimi Rogers acclaimed,"Spirit Awards, Roger Ebert, Metacritic, Letterboxd",,,,
57,Young Soul Rebels,1991,Isaac Julien,Drama,Young Black British men navigate identity desire and belonging in the vibrant underground culture of 1970s London.,Critics' Week Award (Cannes); queer British cinema landmark,"Cannes, Letterboxd",,,,
58,A Divina Comédia,1991,Manoel de Oliveira,Drama,Portuguese master Oliveira stages a metaphysical encounter between historical and literary figures in a Lisbon asylum.,Grand Special Jury Prize (Venice); de Oliveira late-career landmark,"Venice, Letterboxd",,,,
59,Edward II,1991,Derek Jarman,Avant-Garde Drama,A radical queer reimagining of Marlowe's tragedy fuses Renaissance court intrigue with punk aesthetics.,Best Actress Tilda Swinton (Venice); queer cinema landmark; Jarman's vision,"Venice, Letterboxd, Criterion Collection",,,,
60,A Rage in Harlem,1991,Bill Duke,Crime/Comedy,A naive church-going man falls for a beautiful con woman carrying stolen gold through 1950s Harlem.,Cannes competition; Bill Duke directorial; Forest Whitaker and Gregory Hines,"Cannes, Letterboxd",,,,
61,Antonia and Jane,1991,Beeban Kidron,Comedy/Drama,Two very different best friends reflect on their lifelong complicated relationship from opposite perspectives.,BAFTA nom; British female friendship comedy,"BAFTA, Letterboxd",,,,
62,Danzón,1991,Maria Novaro,Drama,A Mexico City telephone operator embarks on a lyrical quest to find her vanished dance partner.,Cannes Directors' Fortnight; Mexican feminist cinema; warm and searching,"Cannes, Letterboxd",,,,
63,Frankie and Johnny,1991,Garry Marshall,Romance/Drama,A passionate short-order cook relentlessly pursues a guarded waitress who has given up on love.,Al Pacino and Michelle Pfeiffer; BAFTA nom; romantic drama,"BAFTA, Box Office Mojo, Metacritic",,,,
64,Guilty by Suspicion,1991,Irwin Winkler,Drama,A successful Hollywood director faces career destruction when he refuses to name names during the McCarthy blacklist era.,Cannes competition; Robert De Niro performance; Ebert praised,"Cannes, Roger Ebert",,,,
65,Hearts of Darkness: A Filmmaker's Apocalypse,1991,Fax Bahr & George Hickenlooper,Documentary,The chaotic behind-the-scenes story of Francis Ford Coppola's Apocalypse Now production gone spectacularly off the rails.,Cannes Un Certain Regard; essential making-of documentary,"Cannes, Roger Ebert, Rotten Tomatoes",,,,
66,Jungle Fever,1991,Spike Lee,Drama,An interracial affair between a Black architect and his white secretary ignites tensions across families and communities.,Cannes competition; Samuel L. Jackson breakout supporting role,"Cannes, Roger Ebert, Metacritic, Box Office Mojo",,,,
67,Malina,1991,Werner Schroeter,Drama,A woman writer's identity fragments between her lover and an oppressive intellectual figure in this Bachmann adaptation.,Cannes competition; Isabelle Huppert performance,"Cannes, Letterboxd",,,,
68,Proof,1991,Jocelyn Moorhouse,Drama,A blind photographer obsessively documents reality through pictures he cannot see sparking jealousy and betrayal.,Caméra d'Or special mention (Cannes); Australian cinema gem; Hugo Weaving acclaimed,"Cannes, Letterboxd",,,,
69,Prospero's Books,1991,Peter Greenaway,Drama/Fantasy,Greenaway's visually ravishing interpretation of Shakespeare's The Tempest with John Gielgud as an aging Prospero.,Cannes competition; cutting-edge digital imagery; Greenaway maximalism,"Cannes, Letterboxd, Sight & Sound",,,,
70,Riff-Raff,1991,Ken Loach,Drama,London construction workers navigate exploitation humor and dignity on a dangerous building site.,FIPRESCI Prize (Cannes Directors' Fortnight); Loach social realism,"Cannes, Letterboxd",,,,
71,The Hairdresser's Husband,1991,Patrice Leconte,Romance/Comedy,A man obsessed since childhood with hairdressers finally marries one and discovers perfect blissful love cannot last.,BAFTA nom; French romantic gem; Leconte's tender sensuality,"BAFTA, Letterboxd, Metacritic",,,,
72,The Indian Runner,1991,Sean Penn,Drama,Two brothers on opposite sides of the law navigate their fractured bond in rural Nebraska.,Cannes Directors' Fortnight; Sean Penn directorial debut,"Cannes, Letterboxd",,,,
73,The Lovers on the Bridge,1991,Leos Carax,Drama,"Two damaged, homeless young people find each other on Paris's oldest bridge, the Pont-Neuf, which has been closed for restoration — a derelict who has lived on the bridge for a decade, and a painter losing her sight who has been living rough since her portrait of a lover was published on wanted posters across the city. Their explosive, self-destructive love unfolds against the bridge and the Seine, culminating in a spectacular Bicentennial fireworks sequence. Leos Carax's third film, an obsessive passion project whose troubled production nearly bankrupted its producers, is one of the most visually extravagant French films ever made.",,LB Top 500,,,,
74,The Suspended Step of the Stork,1991,Theo Angelopoulos,Drama,A journalist discovers a missing politician living among refugees at the Greek-Albanian border in Angelopoulos's contemplative political cinema.,Cannes competition; Angelopoulos late-career; Marcello Mastroianni stars,"Cannes, Letterboxd, Sight & Sound",,,,
75,Truly Madly Deeply,1991,Anthony Minghella,Romance/Fantasy,A grieving woman is both comforted and complicated when her dead lover returns as an endearingly messy ghost.,BAFTA: Best Original Screenplay; Minghella debut; British critical acclaim,"BAFTA, Metacritic (75), RT (89%)",,,,
76,Van Gogh,1991,Maurice Pialat,Biographical Drama,Vincent van Gogh's tormented final months in Auvers-sur-Oise rendered with Pialat's unflinching naturalism.,Cannes competition; Jacques Dutronc acclaimed performance; César noms,"Cannes, Letterboxd, César Awards",,,,
77,Mississippi Masala,1991,Mira Nair,Romance/Drama,An Indian-American woman and a Black Mississippi man form an interracial romance that challenges both their communities.,Venice: Best Screenplay; Criterion Collection; Nair breakthrough,"Venice, Criterion Collection, Letterboxd",,,,
78,Night and Day,1991,Chantal Akerman,Drama,A woman in Brussels navigates two relationships one by day one by night in Akerman's playful romantic experiment.,Venice competition; Akerman feminist cinema,"Venice, Letterboxd",,,,
79,Scream of Stone,1991,Werner Herzog,Drama/Adventure,Two rival mountaineers compete to be first to summit an impossible Patagonian peak in Herzog's elemental drama.,Venice competition; Herzog's obsessive exploration,"Venice, Letterboxd",,,,
80,Trust,1991,Hal Hartley,Comedy/Drama,A pregnant teenager and a volatile electronics repairman forge an unlikely bond in suburban Long Island.,Sundance acclaim; Hal Hartley indie landmark; deadpan wit,"Sundance, Letterboxd, IndieWire",,,,
81,Cabeza de Vaca,1991,Nicolás Echevarría,Drama/Adventure,A 16th-century Spanish conquistador survives shipwreck and lives among indigenous peoples transforming his worldview.,Berlin competition; Mexican historical cinema; underseen international gem,"Berlin Film Festival, Letterboxd",,,,
82,Satan,1991,Viktor Aristov,Drama,A Soviet detective investigates a killer while confronting the evil within the crumbling system itself.,Silver Bear Jury Prize (Berlin); late Soviet cinema,Berlin Film Festival,,,,
83,The Conviction,1991,Marco Bellocchio,Drama,A prisoner and his young legal advocate grapple with justice and conscience in the Italian judicial system.,Silver Bear Jury Prize (Berlin); Italian prestige cinema,"Berlin Film Festival, Letterboxd",,,,
84,Daughters of the Dust,1991,Julie Dash,Drama,Three generations of Gullah women on a Sea Island prepare to migrate north while honoring their African heritage.,First film by an African-American woman with wide theatrical release; Sundance; Criterion Collection,"Sundance, Criterion Collection, Letterboxd, IndieWire",,,,
85,Father of the Bride,1991,Charles Shyer,Comedy,A doting father struggles to cope with his daughter's upcoming wedding and the inevitable loss it represents.,Steve Martin and Diane Keaton; Golden Globe noms; $89M domestic,"Golden Globes, Box Office Mojo",,,,
86,Hot Shots!,1991,Jim Abrahams,Comedy/Action,A troubled fighter pilot joins a top-gun assignment in this relentless send-up of action movie clichés.,Golden Globe nom; $181M worldwide; comedy hit,"Golden Globes, Box Office Mojo, CinemaScore (A)",,,,
87,Mediterraneo,1991,Gabriele Salvatores,War Comedy,Italian soldiers stranded on a Greek island during WWII discover humanity beauty and peace far from the battlefield.,Oscar: Best Foreign Language Film,"Oscars, Metacritic",,,,
88,The Addams Family,1991,Barry Sonnenfeld,Comedy/Fantasy,An eccentric macabre family thwarts a con man impersonating their long-lost uncle to steal their fortune.,Oscar: Costume Design; $191M worldwide; launched franchise,"Oscars, Box Office Mojo, CinemaScore (A), The Numbers",,,,
89,The Naked Gun 2½: The Smell of Fear,1991,David Zucker,Comedy,Bumbling detective Frank Drebin stumbles through a White House energy policy conspiracy with slapstick abandon.,Golden Globe nom; $192M worldwide; comedy franchise peak,"Golden Globes, Box Office Mojo, CinemaScore (A)",,,,
90,A Brighter Summer Day,1991,Edward Yang,Drama,A Taipei teenager's coming-of-age in the early 1960s unfolds as a four-hour epic of family alienation and tragic fate.,International critical rediscovery; Criterion Collection; Taiwanese New Cinema masterpiece,"Criterion Collection, Sight & Sound, Letterboxd",,,,
91,All the Mornings of the World,1991,Alain Corneau,Biography/Drama,"In seventeenth-century France, the old and celebrated Court composer Marin Marais looks back on his youthful apprenticeship with the reclusive, grief-consumed viol master Monsieur de Sainte Colombe — who withdrew from public life and the court of Louis XIV after the death of his wife and devoted himself entirely to the possibility that music might communicate with the dead. Based on Pascal Quignard's novella, the film is a meditation on grief, artistic obsession, and musical devotion, with Gérard Depardieu as the older Marais and his son Guillaume as his younger self. The music on the soundtrack, performed by Jordi Savall, is ravishingly beautiful.",,LB Biographical,,,,
92,Clearcut,1991,Richard Bugajski,Horror,"A liberal Toronto lawyer named Arthur, who has spent years representing a First Nations community in its failed battle to prevent a logging company from clear-cutting their ancestral forest, finds himself taken hostage alongside a local logging executive by a mysterious Aboriginal man named Arthur — who may or may not be a supernatural embodiment of Indigenous anger — as he forces them to confront what their actions have cost. Richard Bugajski's Canadian thriller, starring Graham Greene in a commanding performance, is a confrontational and deeply unsettling film about settler violence, Indigenous sovereignty, and the failure of liberal good intentions.",,LB Horror,,,,
93,Close-Up,1991,Abbas Kiarostami,Drama/Docufiction,A poor man impersonates a famous Iranian director in this groundbreaking blend of documentary and fiction (wider international release).,Considered one of greatest films ever made; Sight & Sound poll; Criterion Collection,"Sight & Sound, Criterion Collection, Letterboxd",,,,
94,Jacquot de Nantes,1991,Agnès Varda,Drama,"Agnès Varda's tribute to her husband, the director Jacques Demy, filmed while he was dying of AIDS in 1990, reconstructing his memories of childhood in Nantes — how he made his first puppets, his first flip-books, his first amateur films — from his recollections and her imagination, intercut with footage of Demy's own hands and face in the present. The film is simultaneously a portrait of childhood wonder and a farewell to someone beloved, and it holds both registers without sentimentality. Varda described it as a gift made for him before the end: a loving reconstruction of the boy who became the director of The Umbrellas of Cherbourg.",,LB Underseen,,,,
95,Kit Kat,1991,Daoud Abd El Sayed,Drama,"In a crumbling district of Cairo near the Kit Kat Café, a blind, hashish-smoking former professor named Sheikh Hussein moves through the neighbourhood with astonishing confidence, orchestrating a small empire of schemes, confidences, and neighbourhood relationships while his long-suffering son tries to maintain some semblance of order. Daoud Abd El Sayed's comedy is one of the most warmly loved Egyptian films of its era — a portrait of a man who experiences life with an intensity and freedom unavailable to those who can see, set among the ramshackle architecture and human texture of an older Cairo that was already disappearing.",,LB Underseen,,,,
96,Once Upon a Time in China,1991,Tsui Hark,Biography/Drama,"At the end of the nineteenth century, as Western colonial powers and influence erode traditional Chinese society, the legendary folk hero and physician Wong Fei-hung attempts to modernise his martial arts school while navigating conflicts between anti-foreign militias, a gangster organisation importing Chinese labourers to America, and British and American soldiers. Tsui Hark's martial arts epic launched one of Hong Kong cinema's great franchises and made Jet Li a star, with its wire-assisted action sequences — particularly the climactic ladder fight — representing a quantum leap in action choreography that influenced the genre for decades.",,LB Biographical,,,,
97,Only Yesterday,1991,Isao Takahata,Animation,"A twenty-seven-year-old Tokyo office worker named Taeko takes a holiday from the city to stay with her brother-in-law's family in the rural Yamagata countryside, helping with the safflower harvest, and finds that memories of herself as a ten-year-old in 1966 keep surfacing unbidden — her awkwardness, her longings, her family dynamics, her first confused feelings. Isao Takahata's Studio Ghibli film, adapted from Hotaru Okamoto and Yuko Tone's manga, is remarkable for the sensitivity and precision with which it reconstructs childhood memory: the particular texture of the past, and the way an adult self is shaped by experiences long believed forgotten.",,LB Animated,,,,
98,Riki-Oh: The Story of Ricky,1991,Lam Nai-choi,Action,"In a near-future privatised prison, a young man named Riki-Oh, gifted with superhuman strength from years of chi cultivation, is incarcerated for killing a drug lord while seeking revenge for his girlfriend's death, and immediately begins dismantling the corrupt prison hierarchy — a gang of villains called the Gang of Four and their sadistic warden — through acts of increasingly extreme violence. Based on a Japanese manga, Lam Nai-choi's Hong Kong film achieves a cult legendary status through the sheer inventive excess of its practical gore effects, which are so extreme as to function as comedy — a film of absolute sincerity operating well beyond the normal register of exploitation cinema.",,LB Action,,,,
99,Thalapathi,1991,Mani Ratnam,Drama,"A foundling raised in poverty in Madras grows up to become the devoted lieutenant of a gangster overlord, and their bond of absolute friendship and loyalty — drawn explicitly from the Mahabharata relationship between Karna and Duryodhana — is tested by the arrival of a principled police officer determined to end the criminal empire. Mani Ratnam's Tamil epic, starring Rajinikanth as Surya and Mammootty as Devaraj, is one of the great films of South Indian cinema — an emotional and action-filled work that takes the genre of the friendship film seriously as tragedy, with Ilayaraaja's score providing much of its emotional weight.",,LB Underseen,,,,
