Rank,Title,Year,Director,Primary_Genre,Synopsis,Major_Awards,Key_Sources,Favorite,Watchlist,Rating,RatingTimestamp
11,Synonyms,2019,Nadav Lapid,Drama,A young Israeli man moves to Paris and desperately tries to reinvent himself as French by rejecting his identity in Lapids fierce absurdist identity crisis drama.,Berlin Golden Bear; RT 82 MC 72; Lapid; Tom Mercier debut; Israeli identity rejection; Paris; language and identity; physical performance; Lapid autobiographical elements; Berlin surprise winner,"Berlin, Metacritic, Rotten Tomatoes",,,,
12,The Two Popes,2019,Fernando Meirelles,Drama/Biography,Pope Benedict XVI and the future Pope Francis meet to discuss the future of the Catholic Church in Meirelles warm humanistic imagined conversation between two theological opposites.,Oscar noms Actor (Pryce) Supporting Actor (Hopkins) Adapted Screenplay; Netflix; RT 75 MC 65; Hopkins Pryce; McCarten screenplay; Vatican politics; theological debate; humor and humanity; Meirelles City of God director,"Academy Awards, Metacritic, Rotten Tomatoes",,,,
13,For Sama,2019,Waad Al-Kateab and Edward Watts,Documentary,A young Syrian mother films her life during the five-year siege of Aleppo in an intimate love letter to her daughter born into war.,Oscar nom Documentary; BAFTA Documentary; Cannes Special Award; RT 95 MC 89; most personal war documentary; Al-Kateab filmed herself; Aleppo siege; motherhood in conflict; devastating and hopeful,"Academy Awards, BAFTA, Cannes, Metacritic, Rotten Tomatoes",,,,
14,Bacurau,2019,Kleber Mendonca Filho and Juliano Dornelles,Thriller/Drama,A small village in the Brazilian backcountry vanishes from the map and its residents must fight for survival when foreign mercenaries arrive to hunt them for sport.,Cannes Jury Prize (shared with Les Miserables); RT 90 MC 75; Mendonca Filho Aquarius follow-up; Dornelles co-director; genre-bending; Brazilian sertao; anti-colonial; Sonia Braga; Udo Kier; political allegory,"Cannes, Metacritic, Rotten Tomatoes",,,,
15,Once Upon a Time in Hollywood,2019,Quentin Tarantino,Drama/Comedy,A fading television actor and his stunt double navigate the changing film industry in 1969 Los Angeles as the Manson Family looms in Tarantinos loving ode to a vanishing era.,Oscar Supporting Actor (Pitt first acting Oscar) + Production Design; Golden Globe Comedy/Musical + Screenplay; BAFTA Supporting Actor; 10 Oscar noms; $374M worldwide; DiCaprio Pitt Robbie; Tarantino ninth film; Manson era reimagined,"Academy Awards, Golden Globes, BAFTA, Metacritic, Rotten Tomatoes, Box Office Mojo",1,1,5,2026-04-10T09:53:07.779Z
16,The Farewell,2019,Lulu Wang,Drama/Comedy,A Chinese-American woman discovers her beloved grandmother has been diagnosed with terminal cancer and the family plans to keep it secret in Wangs tender culture-clash comedy.,Golden Globe nom Actress (Awkwafina); Spirit Feature + Female Lead; RT 98 MC 89; Awkwafina dramatic breakthrough; Wang autobiographical; based on This American Life segment; bilingual; cultural specificity with universal resonance,"Golden Globes, Spirit Awards, Metacritic, Rotten Tomatoes",,,,
17,Honeyland,2019,Tamara Kotevska and Ljubomir Stefanov,Documentary,The last wild beekeeper in North Macedonia sees her way of life threatened when a nomadic family moves in next door and disrupts the natural balance she maintains.,Oscar noms Documentary + International Feature (first film nominated in both categories simultaneously); Sundance Special Jury + Cinematography + Impact; RT 97 MC 86; Hatidze Muratova; beekeeping; ecological parable; stunning visual poetry,"Academy Awards, Sundance, Metacritic, Rotten Tomatoes",,,,
18,I Lost My Body,2019,Jeremy Clapin,Animation/Drama,A severed hand escapes a laboratory and sets out across Paris to reunite with its owner as the story of a young mans life unfolds in Clapins gorgeous animated fable.,Cannes Critics Week Grand Prize; Netflix; Oscar nom Animated; RT 96 MC 81; Clapin debut; French animation; severed hand protagonist; parallel narratives; existential; hauntingly beautiful; Netflix acquired,"Cannes, Academy Awards, Metacritic, Rotten Tomatoes",,,,
19,The Last Black Man in San Francisco,2019,Joe Talbot,Drama,A young Black man and his best friend attempt to reclaim the ornate Victorian home his grandfather built in a rapidly gentrifying San Francisco.,RT 93 MC 86; Spirit noms; Sundance Directing Award; Fails Majors; Talbot debut; San Francisco gentrification; friendship; displacement; Emile Mosseri score; poetic filmmaking; real friendship basis,"Sundance, Spirit Awards, Metacritic, Rotten Tomatoes",,,,
20,Hustlers,2019,Lorene Scafaria,Crime/Drama,A crew of strip club employees turn the tables on their Wall Street clients in Scafarias stylish true-crime drama about empowerment and exploitation.,Golden Globe nom Actress (Lopez); RT 87 MC 79; $157M worldwide; Lopez career-best; Wu Constance; Pressly Palmer; Jessica Pressler article; post-2008 financial crisis; Lopez Oscar snub controversy,"Golden Globes, Metacritic, Rotten Tomatoes, Box Office Mojo",,1,,
21,The Souvenir,2019,Joanna Hogg,Drama,A shy film student falls into an intense relationship with a charismatic older man hiding a dark secret in 1980s London in Hoggs autobiographical masterpiece.,Sundance World Cinema Grand Jury Prize; RT 88 MC 85; Honor Swinton Byrne debut; Tilda Swinton; Tom Burke; Hogg autobiographical; 1980s Knightsbridge; toxic relationship; Powell and Pressburger; Part II followed,"Sundance, Metacritic, Rotten Tomatoes",,,,
22,One Child Nation,2019,Nanfu Wang and Jialing Zhang,Documentary,A filmmaker investigates Chinas one-child policy and uncovers its devastating personal and societal consequences including forced sterilizations and infant trafficking.,Sundance Grand Jury Prize Documentary; RT 98 MC 82; Amazon; Wang personal investigation; one-child policy aftermath; propaganda; forced sterilization; infant abandonment; shocking revelations; essential documentary,"Sundance, Metacritic, Rotten Tomatoes",,,,
23,Portrait of a Lady on Fire,2019,Celine Sciamma,Romance/Drama,An artist commissioned to paint a wedding portrait of a young woman on an isolated Breton island develops a passionate forbidden love affair in Sciammas rapturous period romance.,Cannes Best Screenplay + Queer Palme; RT 98 MC 95; Sciamma Haenel Merlant; female gaze masterwork; one of greatest romances in cinema history; no male dialogue; painterly composition; devastating final shot,"Cannes, Metacritic, Rotten Tomatoes",,1,,
24,Corpus Christi,2019,Jan Komasa,Drama,A young man released from a detention center impersonates a priest in a small Polish town and unexpectedly transforms the grieving community in Komasas provocative drama.,Oscar nom International Feature; RT 94 MC 73; Bielenia extraordinary debut; Polish cinema; false prophet; faith and redemption; community healing; Komasa; Bartosz Bielenia star-making; Cannes nod,"Academy Awards, Metacritic, Rotten Tomatoes",,,,
25,Klaus,2019,Sergio Pablos,Animation/Comedy,A selfish postman stationed in a frozen northern town befriends a reclusive toymaker and creates the legend of Santa Claus in Pablos visually stunning animated origin story.,Oscar nom Animated; Netflix; BAFTA Animated; RT 94 MC 65; Pablos Despicable Me co-creator; traditional animation feel; Santa Claus origin; heartwarming; Netflix animation milestone; gorgeous visual style,"Academy Awards, BAFTA, Metacritic, Rotten Tomatoes",,1,,
26,Harriet,2019,Kasi Lemmons,Drama/Biography,The extraordinary story of Harriet Tubmans escape from slavery and her transformation into one of Americas greatest freedom fighters in Lemmons stirring biopic.,Oscar noms Actress (Erivo) + Song; $43M worldwide; Erivo; Tubman first biopic; Underground Railroad; Erivo sang and acted; Lemmons Eves Bayou director; historical importance; Erivo Tony-winning stage star,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo",,,,
27,Monos,2019,Alejandro Landes,Drama/Thriller,A band of teenage guerrilla soldiers guard an American hostage on a remote mountaintop in Latin America in Landes feverish hallucinatory war allegory.,Sundance Special Jury Award; RT 94 MC 79; Spirit nom; Landes; Colombian civil war allegory; child soldiers; Lord of the Flies echoes; Mica Levi score; stunning cinematography; Julianne Nicholson,"Sundance, Spirit Awards, Metacritic, Rotten Tomatoes",,,,
28,Invisible Life,2019,Karim Ainouz,Drama,Two sisters in 1950s Rio de Janeiro are torn apart by their conservative father and spend decades searching for each other in Ainouzs lush operatic melodrama.,Cannes Un Certain Regard; Brazils Oscar submission; RT 89 MC 73; Ainouz; 1950s Rio; sisterhood; female oppression; Brazilian melodrama; sumptuous visuals; decades-spanning narrative; Martha Batalha novel,"Cannes, Metacritic, Rotten Tomatoes",,,,
29,The Platform,2019,Galder Gaztelu-Urrutia,Sci-Fi/Thriller,Prisoners in a vertical facility with a platforming food delivery system must fight for survival as resources dwindle for those on lower levels in this savage social allegory.,TIFF Peoples Choice Midnight Madness; Netflix; RT 80 MC 60; Gaztelu-Urrutia debut; Spanish; vertical prison; food distribution; class system; pandemic-era resonance hit Netflix March 2020; Goreng; survival horror; allegorical,"TIFF, Metacritic, Rotten Tomatoes",,,3,2026-04-01T15:16:17.594Z
30,Booksmart,2019,Olivia Wilde,Comedy,Two overachieving high school seniors realize they should have partied more and try to cram four years of fun into one night before graduation in Wildes sharp hilarious debut.,RT 97 MC 84; Feldstein Dever extraordinary chemistry; Wilde directorial debut; Superbad for girls comparison; LGBTQ representation; generation-defining teen comedy; Spirit nom; underperformed theatrically but found audience,"Metacritic, Rotten Tomatoes, Spirit Awards",,,,
31,Toy Story 4,2019,Josh Cooley,Animation/Adventure,Woody and the gang embark on a road trip adventure that leads Woody to an unexpected reunion and forces him to confront his purpose in Pixars poignant franchise farewell.,Oscar Animated Feature; $1.074B worldwide; RT 97 MC 84; Hanks Allen Reeves; Forky breakout character; Woody existential crisis; rare worthy fourth sequel; Cooley debut; Pixar emotional mastery,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo",,,,
32,A Beautiful Day in the Neighborhood,2019,Marielle Heller,Drama/Biography,A cynical journalist assigned to profile Fred Rogers has his life transformed by the encounter in Hellers gentle radical film about kindness and emotional vulnerability.,Oscar nom Supporting Actor (Hanks); RT 95 MC 80; Hanks as Rogers; Heller Can You Ever Forgive Me follow-up; Esquire article; Matthew Rhys; radical empathy; Rogers philosophy made cinematic,"Academy Awards, Metacritic, Rotten Tomatoes",,,,
33,Dolemite Is My Name,2019,Craig Brewer,Comedy/Biography,Rudy Ray Moore develops a raucous alter ego and produces a no-budget Blaxploitation film against all odds in Brewers joyful love letter to outsider filmmaking.,Golden Globe nom Actor Comedy (Murphy); Netflix; RT 97 MC 77; Murphy comeback; Wesley Snipes Keegan-Michael Key; Rudy Ray Moore true story; Blaxploitation; independent filmmaking spirit; Murphy transformative; Brewer Hustle and Flow director,"Golden Globes, Metacritic, Rotten Tomatoes",,,,
34,Apollo 11,2019,Todd Douglas Miller,Documentary,Newly discovered 70mm footage and audio recordings transport viewers inside NASAs historic 1969 moon landing mission in Millers breathtaking archival documentary.,RT 99 MC 88; no talking heads; pure archival; 70mm IMAX; 50th anniversary; restored footage never before seen; Miller meticulous craft; immersive experience; Sundance premiere,"Metacritic, Rotten Tomatoes",,,,
35,Varda by Agnes,2019,Agnes Varda,Documentary,The legendary filmmaker reflects on her life and career in her own words in what became her final film and a beautiful summation of a groundbreaking artistic life.,RT 92 MC 86; Vardas final film (died March 2019); Berlin premiere; career retrospective; Varda died at 90; New Wave pioneer; feminist icon; playful self-portrait; inspiration and creativity; farewell,"Berlin, Metacritic, Rotten Tomatoes",,,,
36,Give Me Liberty,2019,Kirill Mikhanovsky,Comedy/Drama,A medical transport driver in Milwaukee must navigate an impossible day of passengers and obligations when his Russian immigrant family commandeers his van.,RT 97 MC 72; Spirit nom; Mikhanovsky debut; Milwaukee; Russian immigrants; disability community; chaotic warmth; neorealist; overlapping worlds; Cassavetes spirit; hidden gem of 2019,"Spirit Awards, Metacritic, Rotten Tomatoes",,,,
37,Ford v Ferrari,2019,James Mangold,Drama/Sport,American car designer Carroll Shelby and fearless driver Ken Miles build a revolutionary race car to challenge Ferrari at Le Mans in 1966 in Mangolds thrilling true story.,Oscar Film Editing + Sound Editing; Best Picture nom; $225M worldwide; Damon Bale; Le Mans 1966; practical racing; Mangold old-school filmmaking; Bale transformative,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo",,,3,2026-04-01T15:16:32.094Z
38,A Hidden Life,2019,Terrence Malick,Drama,An Austrian farmer refuses to fight for the Nazis and faces persecution from his community and execution as a conscientious objector in Malicks three-hour spiritual epic.,Cannes Competition; RT 80 MC 74; Diehl; Malick return to form; Franz Jagerstatter true story; WWII conscientious objection; spiritual conviction; James Newton Howard score; breathtaking Alpine cinematography; Cannes ecumenical jury,"Cannes, Metacritic, Rotten Tomatoes",,,,
39,Clemency,2019,Chinonye Chukwu,Drama,A prison warden confronting the psychological toll of overseeing death row executions must prepare for another scheduled lethal injection in Chukwus devastating debut.,Sundance U.S. Grand Jury Prize Dramatic (Chukwu first Black woman to win); RT 74 MC 72; Woodard Spencer; death penalty moral weight; institutional trauma; Woodard towering performance; Chukwu debut,"Sundance, Metacritic, Rotten Tomatoes",,,,
40,How to Train Your Dragon: The Hidden World,2019,Dean DeBlois,Animation/Adventure,Hiccup discovers the existence of a hidden dragon utopia and must lead his people and dragons to a new home in DeBlois poignant trilogy conclusion.,$521M worldwide; RT 91 MC 71; Oscar nom Animated; Baruchel; DreamWorks trilogy finale; Light Fury; Hiccup and Toothless farewell; gorgeous animation; emotionally satisfying conclusion,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo",,,3,2026-04-01T15:16:25.844Z
41,Beanpole,2019,Kantemir Balagov,Drama,Two young women who served as anti-aircraft gunners during the siege of Leningrad struggle to rebuild their shattered lives in the aftermath of World War II.,Cannes Un Certain Regard Best Director; RT 93 MC 81; Balagov Closeness follow-up; post-WWII Leningrad; female friendship; trauma; Sokurov student; Russian cinema; remarkable visual precision; devastating,"Cannes, Metacritic, Rotten Tomatoes",,,,
42,The Lighthouse,2019,Robert Eggers,Horror/Drama,Two lighthouse keepers stranded on a remote New England island in the 1890s descend into madness and mutual torment in Eggers hypnotic black-and-white nightmare.,RT 90 MC 83; Cannes Directors Fortnight premiere; Pattinson Dafoe extraordinary; Eggers Witch follow-up; 1.19 aspect ratio; black and white; Jentsch; maritime mythology; two-hander masterclass,"Cannes, Metacritic, Rotten Tomatoes",1,,5,2026-04-16T10:39:34.562Z
43,System Crasher,2019,Nora Fingscheidt,Drama,A nine-year-old girl with explosive anger issues is bounced between foster homes and institutions as caregivers struggle to reach her in Fingscheidts blistering debut.,Berlin Alfred Bauer Prize; RT 96 MC 75; Helena Zengel extraordinary; Fingscheidt debut; child welfare system; institutional failure; Zengel astonishing; German cinema; Zengel later cast in News of the World; powerful,"Berlin, Metacritic, Rotten Tomatoes",,,,
44,Wild Rose,2019,Tom Harper,Drama/Music,A young Glasgow mother freshly released from prison dreams of becoming a country music star in Nashville in Harpers heartfelt underdog musical drama.,RT 94 MC 75; Jessie Buckley star-making; Buckley sang live; Glasgow to Nashville; working-class dreams; motherhood vs ambition; Julie Walters; Nicole Taylor screenplay; BAFTA nom; crowd-pleasing,"BAFTA, Metacritic, Rotten Tomatoes",,,,
45,A White White Day,2019,Hlynur Palmason,Drama/Thriller,An off-duty police chief in a remote Icelandic town becomes consumed by suspicion that his recently deceased wife was having an affair and descends into obsessive investigation.,Cannes Critics Week; RT 92 MC 74; Ingvar Sigurdsson; Palmason Winter Brothers follow-up; Icelandic landscape; grief and masculinity; obsession; volcanic isolation; Sigurdsson towering; slow-burn intensity,"Cannes, Metacritic, Rotten Tomatoes",,,,
46,Our Mothers,2019,Cesar Diaz,Drama,A young forensic anthropologist in Guatemala searches for his disappeared father among the victims of the civil war while the country pursues justice for genocide.,Cannes Camera dOr; RT 92 MC 74; Diaz debut; Guatemalan genocide; forensic anthropology; truth and justice; disappeared; Central American cinema; Cannes discovery; political memory,"Cannes, Metacritic, Rotten Tomatoes",,,,
47,Brittany Runs a Marathon,2019,Paul Downs Colaizzo,Comedy/Drama,A hard-partying New Yorker decides to get her life together by training to run the New York City Marathon in Colaizzos crowd-pleasing debut based on a true friendship.,Sundance Audience Award; RT 88 MC 64; Jillian Bell; Colaizzo debut; based on real friend; body positivity; self-improvement; NYC marathon; Bell dramatic range; inspirational without being saccharine,"Sundance, Metacritic, Rotten Tomatoes",,,,
48,Babyteeth,2019,Shannon Murphy,Drama/Comedy,A seriously ill teenager falls in love with a drug dealer to the horror of her parents in Murphys tender vibrant Australian debut about living fully in the face of mortality.,Venice Marcello Mastroianni Award (Toby Wallace); RT 93 MC 75; Eliza Scanlen Ben Mendelsohn Essie Davis; Murphy debut; terminal illness romance; unconventional; anti-sentimental; Wallace electric debut; Australian cinema,"Venice, Metacritic, Rotten Tomatoes",,,,
49,The Traitor,2019,Marco Bellocchio,Crime/Drama,Sicilian Mafia boss Tommaso Buscetta turns state witness and helps bring down the Cosa Nostra from within in Belloccchios gripping true-crime courtroom epic.,Venice Competition; RT 92 MC 75; Favino extraordinary; Buscetta true story; maxi trial; Italian cinema; Bellocchio veteran master; mafia informant; 1980s Palermo; courtroom sequences,"Venice, Metacritic, Rotten Tomatoes",,,,
50,Amazing Grace,2019,Alan Elliott and Sydney Pollack,Documentary/Music,Aretha Franklins legendary 1972 gospel album recording at New Temple Missionary Baptist Church in Los Angeles finally reaches the screen after decades of legal battles.,RT 97 MC 85; Pollack shot 1972 footage; legal delays until Franklins death (2018); Franklin gospel power; New Temple Baptist Church; Amazing Grace album; historical document; Pollack technical issues; raw performance,"Metacritic, Rotten Tomatoes",,,,
51,Us,2019,Jordan Peele,Horror/Thriller,A family on vacation is terrorized by doppelgangers of themselves in Peeles ambitious allegorical horror follow-up to Get Out exploring Americas shadow self.,RT 93 MC 81; $255M worldwide; Nyongo dual performance; Peele Get Out follow-up; Tethered mythology; class allegory; Hands Across America; Nyongo career-best; original horror blockbuster,"Metacritic, Rotten Tomatoes, Box Office Mojo",,1,,
52,Diane,2019,Kent Jones,Drama,An aging woman compulsively helps everyone around her while privately grappling with a past transgression and an adult son lost to addiction in Jones intimate character study.,RT 96 MC 82; Mary Kay Place career-best; Jones film critic debut; small-town New England; aging; guilt; addiction; Place extraordinary; intimate scale; one of years most overlooked films,"Metacritic, Rotten Tomatoes",,,,
53,By the Grace of God,2019,Francois Ozon,Drama,Three men confront the Catholic priest who abused them as children and fight to bring him and the Church to justice in Ozons devastating true-story drama.,Berlin Grand Jury Prize; RT 90 MC 70; Melvil Poupaud; Father Preynat case; Catholic Church abuse; Lyon archdiocese; Ozon; French Catholic scandal; overlapping perspectives; MeToo parallel,"Berlin, Metacritic, Rotten Tomatoes",,,,
54,Judy,2019,Rupert Goold,Drama/Biography,Judy Garland arrives in London in the winter of 1968 to perform a series of sold-out concerts in the final months of her life in Goolds heartbreaking biopic.,Oscar Actress (Zellweger comeback); Golden Globe Actress Drama; BAFTA Actress; SAG Actress; Zellweger total transformation; Zellweger sang live; Garland final year; London Talk of the Town residency,"Academy Awards, Golden Globes, BAFTA, SAG, Metacritic, Rotten Tomatoes",,,,
55,Honey Boy,2019,Alma Harel,Drama/Biography,A young actor in rehab writes a screenplay exploring his turbulent childhood relationship with his ex-rodeo-clown father in Harels raw therapeutic autobiographical drama.,RT 94 MC 72; Sundance Special Jury; LaBeouf wrote and played his own father; Hedges Jupe extraordinary; autobiographical therapy; addiction recovery; childhood trauma; Harel intimate direction,"Sundance, Metacritic, Rotten Tomatoes",,,,
56,Sorry We Missed You,2019,Ken Loach,Drama,A delivery driver and his care worker wife struggle under the crushing pressures of the gig economy in Loachs devastating portrait of modern working-class Britain.,Cannes Competition; RT 88 MC 77; Loach I Daniel Blake follow-up; gig economy; zero-hours contracts; working poor; Newcastle; Laverty screenplay; Loach 83 years old; system critique; emotionally devastating,"Cannes, Metacritic, Rotten Tomatoes",,,,
57,The Mustang,2019,Laure de Clermont-Tonnerre,Drama,A violent convict is assigned to a wild horse rehabilitation program in a Nevada prison and finds unexpected connection in de Clermont-Tonnerres assured debut.,RT 92 MC 72; Schoenaerts; Dern Greenblatt; wild horse breaking as metaphor; Nevada prison; man-animal bond; rehabilitation; de Clermont-Tonnerre debut; Sundance premiere; Connie Britton,"Metacritic, Rotten Tomatoes",,1,,
58,Transit,2019,Christian Petzold,Drama/Thriller,A man fleeing fascists in a contemporary Marseille that eerily mirrors wartime France assumes a dead writers identity and falls for the writers wife in Petzolds unsettling time-collapse drama.,RT 93 MC 87; Rogowski Beer; Petzold Phoenix follow-up; Anna Seghers novel; past-present collision; refugee crisis parallel; German cinema; temporal dislocation; Marseille; genre innovation,"Metacritic, Rotten Tomatoes",,,,
59,The Whistlers,2019,Corneliu Porumboiu,Crime/Comedy,A corrupt Romanian cop travels to the Canary Islands to learn a whistled language used to communicate without being overheard in Porumboius sly genre-bending noir.,Cannes Competition; RT 88 MC 72; Porumboiu Police Adjective director; El Silbo language; Romanian New Wave; noir comedy; Canary Islands; corrupt cops; genre play; Porumboiu wit and precision,"Cannes, Metacritic, Rotten Tomatoes",,,,
60,Richard Jewell,2019,Clint Eastwood,Drama/Biography,The security guard who discovered a bomb at the 1996 Atlanta Olympics becomes the prime suspect in the FBI investigation and media frenzy in Eastwoods true-story drama.,RT 73 MC 69; Sam Rockwell Kathy Bates (Oscar nom Supporting Actress) Hamm; Jewell true story; media and FBI rush to judgment; Eastwood 89 years old; Atlanta Olympics bombing; wrongful accusation; Bates comeback,"Academy Awards, Metacritic, Rotten Tomatoes",,,,
61,Martin Eden,2019,Pietro Marcello,Drama,A self-educated sailor in early 20th-century Naples becomes a writer and struggles with class consciousness and artistic ambition in Marcellos bold Jack London adaptation.,Venice Best Actor (Marinelli); RT 88 MC 78; Marinelli; London novel transplanted to Naples; class and art; archival footage collage; Marcello documentary background; literary adaptation; politically charged,"Venice, Metacritic, Rotten Tomatoes",,,,
62,Ad Astra,2019,James Gray,Sci-Fi/Drama,An astronaut travels to the outer reaches of the solar system to find his missing father and unravel a mystery that threatens the survival of Earth in Grays meditative space epic.,Venice Competition; RT 84 MC 80; Pitt; Gray Apocalypse Now in space; Neptune; father-son; loneliness; toxic masculinity; $135M worldwide; Hoyte van Hoytema cinematography; contemplative pace,"Venice, Metacritic, Rotten Tomatoes, Box Office Mojo",,,,
63,An Officer and a Spy,2019,Roman Polanski,Drama/Thriller,A French military officer uncovers a conspiracy to cover up the wrongful conviction of Alfred Dreyfus in Polanskis meticulously crafted Dreyfus Affair period thriller.,Venice Grand Jury Prize; RT 87 MC 73; Dujardin; Dreyfus Affair; controversial Polanski win; Venice backlash; historical injustice; French military cover-up; impeccably crafted; period detail,"Venice, Metacritic, Rotten Tomatoes",,1,,
64,So Long My Son,2019,Wang Xiaoshuai,Drama,Two families whose lives are intertwined through joy and sorrow over three decades of tremendous social upheaval in China in Wangs sweeping generational epic.,Berlin Best Actor (Wang Jingchun) + Best Actress (Yong Mei) shared; RT 86 MC 80; three decades of Chinese history; one-child policy aftermath; Wang Xiaoshuai; generational epic; politically resonant; Berlin double win,"Berlin, Metacritic, Rotten Tomatoes",,,,
65,About Endlessness,2019,Roy Andersson,Drama/Comedy,A series of vignettes about human existence ranging from the mundane to the extraordinary in Anderssons melancholic deadpan meditation on being alive.,Venice Silver Lion Director; RT 81 MC 75; Andersson Living trilogy coda; tableaux vivant; deadpan absurdism; Swedish master; Bresson homage; brevity (76 minutes); painterly compositions; Venice premiere,"Venice, Metacritic, Rotten Tomatoes",,,,
