Rank,Title,Year,Director,Primary_Genre,Synopsis,Major_Awards,Key_Sources,Favorite,Watchlist,Rating,RatingTimestamp
17,Queen Margot,1994,Patrice Chéreau,Drama,A French princess is caught between Catholic and Protestant factions during the bloody St. Bartholomew's Day Massacre of 1572.,Oscar nomination (Foreign Language); Golden Globe nomination; Cannes Best Actress (Virna Lisi); epic French period cinema,"Oscars, Golden Globes, Cannes",,,,
18,Hoop Dreams,1994,Steve James,Documentary,"An unprecedented documentary follows two African-American high school basketball prospects through years of recruitment, exploitation, and broken promises.",Independent Spirit Special Distinction; Oscar nomination (Best Editing); groundbreaking nonfiction cinema,"Spirit Awards, Oscars, Criterion, Sight & Sound",,,,
19,The Adventures of Priscilla Queen of the Desert,1994,Stephan Elliott,Comedy,Two drag queens and a transgender woman traverse the Australian outback in a lavender bus to perform at a remote resort.,Oscar (Best Costume Design); 7 BAFTA nominations; Cannes Un Certain Regard; enduring LGBTQ+ classic,"Oscars, BAFTA, Cannes, Letterboxd",,,,
20,Picture Bride,1994,Kayo Hatta,Romance,A young Japanese woman emigrates to 1918 Hawaii to marry a sugar plantation worker she knows only from a photograph.,Cannes Un Certain Regard; Sundance Audience Award; Asian-American historical drama,"Cannes, Sundance, Rotten Tomatoes",,,,
21,The Client,1994,Joel Schumacher,Thriller,An 11-year-old boy who knows the location of a murdered senator's body hires a struggling lawyer to protect him from the mob and a ruthless prosecutor.,Oscar nomination (Supporting Actress for Sarandon); Golden Globe win; $92M worldwide,"Oscars, Golden Globes, Box Office Mojo",,,,
22,Nobody's Fool,1994,Robert Benton,Drama,An ageing blue-collar drifter in a small upstate New York town tries to reconnect with his estranged son and find dignity in his twilight years.,"2 Oscar nominations (Actor for Newman, Screenplay); Paul Newman's acclaimed late-career performance","Oscars, Golden Globes, Rotten Tomatoes",,,,
23,Fresh,1994,Boaz Yakin,Drama,A 12-year-old drug runner in Brooklyn uses chess strategy learned from his estranged father to orchestrate an escape from the violent streets.,Cannes Directors' Fortnight; 2 Independent Spirit nominations; Sean Nelson breakout performance,"Cannes, Spirit Awards, Rotten Tomatoes",,,,
24,I Like It Like That,1994,Darnell Martin,Comedy/Drama,A Puerto Rican woman in the Bronx steps up to support her family when her husband is jailed and discovers her own independence.,4 Independent Spirit nominations; Cannes Un Certain Regard; Lauren Vélez breakout; Darnell Martin first Black woman to direct studio film,"Spirit Awards, Cannes, Rotten Tomatoes",,,,
25,Strawberry and Chocolate,1994,Tomás Gutiérrez Alea & Juan Carlos Tabío,Drama,A young communist and a flamboyant gay artist form an unlikely friendship that challenges ideological and sexual boundaries in 1990s Cuba.,Oscar nomination (Foreign Language); Berlin Silver Bear (Special Jury Prize); groundbreaking Cuban cinema,"Oscars, Berlin, Wikipedia",,,,
26,Suture,1994,Scott McGehee & David Siegel,Thriller,Two half-brothers who look nothing alike switch identities in a stylish black-and-white neo-noir that deconstructs race and perception.,2 Independent Spirit nominations; Cannes Un Certain Regard; bold conceptual filmmaking,"Spirit Awards, Cannes, Rotten Tomatoes",,,,
27,The Mask,1994,Chuck Russell,Comedy,"A mild-mannered bank clerk finds a magical ancient mask that transforms him into a manic, green-faced, virtually indestructible trickster.",Oscar nomination (Visual Effects); BAFTA nominations; $351M worldwide; Jim Carrey superstardom,"Oscars, BAFTA, Box Office Mojo",,,,
28,To Live,1994,Zhang Yimou,Drama,"A Chinese family endures revolution, famine, and political upheaval across four decades while clinging to hope and each other.",Cannes Grand Prize; Oscar nomination (Foreign Language); Zhang Yimou's epic humanist masterwork,"Cannes, Oscars, Criterion, Sight & Sound",,,,
29,Go Fish,1994,Rose Troche,Romance,"A group of lesbian friends in Chicago navigate dating, desire, and community in this charming low-budget indie romance.",Independent Spirit nomination; Sundance breakthrough; landmark 1990s queer cinema,"Spirit Awards, Sundance, Letterboxd",,,,
30,Heavenly Creatures,1994,Peter Jackson,Drama,"Two teenage girls in 1950s New Zealand develop an intense, obsessive friendship that spirals into shocking violence based on a true story.",Venice Silver Lion; Oscar nomination (Screenplay); Kate Winslet and Melanie Lynskey breakout performances,"Venice, Oscars, Criterion, Letterboxd",,,,
31,Vanya on 42nd Street,1994,Louis Malle,Drama,"A group of actors rehearse Chekhov's Uncle Vanya in a crumbling New York theatre, blurring the lines between performance and life.",2 Independent Spirit nominations; Louis Malle's final film; Venice selection; Criterion Collection,"Spirit Awards, Venice, Criterion",,,,
32,The Browning Version,1994,Mike Figgis,Drama,A retiring classics master at an English boarding school confronts the wreckage of his career marriage and reputation in one final devastating day in this immaculate adaptation of Terence Rattigan's play.,Albert Finney gives one of the greatest performances of the decade; Mike Figgis direction; BAFTA nominations; Cannes competition; one of the most emotionally precise British films of the 1990s,"Cannes Film Festival, BAFTA, Rotten Tomatoes, Letterboxd",,,,
33,Burnt by the Sun,1994,Nikita Mikhalkov,Drama,A beloved Soviet military commander's idyllic family life is shattered by Stalin's paranoid purges when a sinister visitor from his past arrives.,Oscar (Best Foreign Language Film); Cannes Grand Prize; Russian cinema landmark,"Oscars, Cannes, Wikipedia",,,,
34,Crumb,1994,Terry Zwigoff,Documentary,An intimate and unsettling portrait of underground cartoonist Robert Crumb probes the disturbing genius behind his transgressive art and the dysfunctional family that shaped him in one of the greatest biographical documentaries ever made.,Independent Spirit Award Best Documentary; Sundance Film Festival; Roger Ebert Great Movies; featured in virtually every critics' list of the greatest documentaries; Criterion Collection; launched Zwigoff's career,"Sundance, Independent Spirit Awards, Criterion Collection, Roger Ebert, Sight & Sound",,,,
35,Farinelli,1994,Gérard Corbiau,Drama,The extraordinary life of the legendary 18th-century castrato singer Carlo Broschi and his complex rivalry with his composer brother.,Oscar nomination (Foreign Language); Golden Globe (Best Foreign Language Film); lush period spectacle,"Oscars, Golden Globes, Wikipedia",,,,
36,Fun,1994,Rafal Zielinski,Drama,Two bored teenage girls meet and form an impulsive bond that escalates into a shocking act of senseless violence.,2 Independent Spirit nominations; Alicia Witt debut; disturbing indie provocation,"Spirit Awards, Sundance, Rotten Tomatoes",,,,
37,Junior,1994,Ivan Reitman,Comedy,A scientist undergoes an experimental pregnancy as part of a fertility drug trial in this high-concept comedy about gender roles.,3 Golden Globe nominations; Oscar nomination (Song); Arnold Schwarzenegger and Danny DeVito,"Golden Globes, Oscars, Box Office Mojo",,,,
38,Killing Zoe,1994,Roger Avary,Crime,An American safecracker arrives in Paris for a job with an old friend but the meticulously planned bank heist collapses into terrifying chaos driven by heroin nihilism and armed paranoia.,Sundance 1994 premiere; Miramax; Roger Avary co-wrote Pulp Fiction with Tarantino; Independent Spirit nomination for the year's most striking criminal-heist debut; Eric Stoltz; intense European crime cinema,"Sundance Film Festival, Independent Spirit Awards, Metacritic, Letterboxd",,,,
39,Spanking the Monkey,1994,David O. Russell,Drama,A pre-med student returns home for the summer to care for his injured mother and confronts uncomfortable family dynamics and sexual tension.,Independent Spirit (Best First Screenplay); 4 Spirit nominations; David O. Russell debut,"Spirit Awards, Sundance, Rotten Tomatoes",,,,
40,The River Wild,1994,Curtis Hanson,Action,A family's whitewater rafting vacation turns deadly when armed fugitives force them to navigate dangerous rapids as hostages.,Oscar nomination; Golden Globe nomination; $94M worldwide; Meryl Streep action role,"Oscars, Golden Globes, Box Office Mojo",,,,
41,Clear and Present Danger,1994,Phillip Noyce,Thriller,A CIA analyst uncovers an illegal covert military operation in Colombia and finds himself caught between drug cartels and his own government.,2 Oscar nominations; $215M worldwide; Harrison Ford's Clancy franchise continuation,"Oscars, Box Office Mojo, Rotten Tomatoes",,,,
42,A Pure Formality,1994,Giuseppe Tornatore,Thriller,A bedraggled stranger is interrogated all night in a rural police station by a detective who knows more than he reveals in Tornatore's claustrophobic psychological chamber piece.,Cannes competition; Gérard Depardieu and Roman Polanski face off in one of the decade's most hypnotic two-hander performances; Giuseppe Tornatore following Cinema Paradiso; Golden Globe nomination,"Cannes Film Festival, Golden Globes, Letterboxd, Criterion Collection",,,,
43,Immortal Beloved,1994,Bernard Rose,Biography,Gary Oldman delivers a thunderous performance as Ludwig van Beethoven in this visually gorgeous mystery-biography that investigates the identity of the mysterious woman to whom the composer addressed his most passionate letters.,Gary Oldman acclaimed as Beethoven; Cannes Directors' Fortnight; Golden Globe nomination; one of the most intelligent and cinematic composer biopics ever made; lush cinematography by Peter Suschitzky,"Cannes Film Festival, Golden Globes, Rotten Tomatoes, Letterboxd",,,,
44,Interview with the Vampire,1994,Neil Jordan,Horror,A vampire recounts his centuries of immortal existence and tortured relationship with his seductive maker to a fascinated journalist.,4 Golden Globe nominations; 4 BAFTA nominations; $223M worldwide; Tom Cruise and Brad Pitt,"Golden Globes, BAFTA, Box Office Mojo",,,,
45,Speed,1994,Jan de Bont,Action,"A Los Angeles cop must keep a bomb-rigged bus travelling above 50 mph or it will explode, with dozens of passengers aboard.","2 Oscars (Sound, Sound Effects Editing); 3 BAFTA nominations; $350M worldwide; launched Reeves and Bullock","Oscars, BAFTA, Box Office Mojo",,,,
46,The Hudsucker Proxy,1994,Joel Coen & Ethan Coen,Comedy,A naive young man from Muncie Indiana is installed as president of a massive corporation by scheming executives who plan to drive the stock price down but he accidentally invents the hula hoop in this gloriously stylised screwball comedy.,Joel and Ethan Coen's most visually extravagant film; Tim Robbins Paul Newman Jennifer Jason Leigh; Cannes competition; production design landmark; Criterion Collection; beloved by Coen Brothers completists,"Cannes Film Festival, Criterion Collection, Letterboxd, Sight & Sound",,,,
47,Exotica,1994,Atom Egoyan,Drama,"A mysterious web of obsession and voyeurism connects a tax auditor, a strip club DJ, and a young dancer in contemporary Toronto.",Cannes FIPRESCI Prize; Atom Egoyan's masterwork; acclaimed Canadian arthouse cinema,"Cannes, Criterion, Letterboxd",,,,
48,Natural Born Killers,1994,Oliver Stone,Crime,Two young lovers embark on a violent cross-country killing spree and become celebrated media sensations in this savage satire of tabloid culture.,Venice Grand Special Jury Prize; Golden Globe nomination; $50M domestic; polarizing cultural milestone,"Venice, Golden Globes, Box Office Mojo",,1,,
49,71 Fragments of a Chronology of Chance,1994,Michael Haneke,Drama,Seemingly unrelated fragments of everyday life converge toward a random act of violence in contemporary Vienna.,Cannes Directors' Fortnight; Haneke's glaciation trilogy; Criterion Collection; Austrian art cinema,"Cannes, Criterion, Letterboxd",,,,
50,Belle Époque,1994,Fernando Trueba,Comedy,A young soldier deserts during the Spanish Civil War and finds romantic entanglements with four beautiful sisters in a freethinking rural household.,Oscar (Best Foreign Language Film); Berlin Competition; charming Spanish period romance,"Oscars, Berlin, Wikipedia",,,,
51,Hwa-Om-Kyung,1994,Jang Sun-woo,Drama,A visually provocative exploration of the intersection between Buddhist spirituality and human sensuality in contemporary South Korea.,Berlin Alfred Bauer Prize; challenging Korean art cinema,"Berlin, Letterboxd, Wikipedia",,,,
52,Ashes of Time,1994,Wong Kar-wai,Action,"A lyrical, visually stunning deconstruction of the wuxia genre follows a desert swordsman broker through memory, regret, and lost love.",Venice Competition; Christopher Doyle cinematography; Wong Kar-wai's ambitious martial arts epic,"Venice, Criterion, Letterboxd",,,,
53,Barcelona,1994,Whit Stillman,Comedy,"Two American cousins navigate romantic entanglements, anti-American sentiment, and their own pretensions while living in 1980s Spain.",Independent Spirit nomination (Cinematography); Criterion Collection; Stillman's witty literary comedy,"Spirit Awards, Criterion, Rotten Tomatoes",,,,
54,Bhaji on the Beach,1994,Gurinder Chadha,Comedy/Drama,A group of British Asian women from Birmingham spend an unexpectedly revelatory day at Blackpool in Gurinder Chadha's groundbreaking debut that announced a vital new voice in British cinema with warmth wit and social precision.,First British film directed by an Asian woman to receive wide theatrical release; BAFTA nomination; Toronto Film Festival; praised as a landmark of multicultural British cinema; launched Chadha's international career,"BAFTA, Toronto Film Festival, Rotten Tomatoes, Letterboxd",,,,
55,Death and the Maiden,1994,Roman Polanski,Thriller,A former political prisoner in post-dictatorship Chile believes a stranger at her door is the doctor who tortured and raped her years earlier.,Independent Spirit nomination (Director); Sigourney Weaver and Ben Kingsley; claustrophobic Polanski chamber piece,"Spirit Awards, Rotten Tomatoes, Letterboxd",,,,
56,Ed Wood,1994,Tim Burton,Biography,"The eccentric 1950s filmmaker Ed Wood pursues his passion for moviemaking despite critical failure, cross-dressing, and personal struggles.","2 Oscars (Supporting Actor for Landau, Makeup); 3 Golden Globe nominations; beloved Burton-Depp collaboration","Oscars, Golden Globes, Rotten Tomatoes",,,,
57,Federal Hill,1994,Michael Corrente,Drama,"Young Italian-American men in Providence, Rhode Island navigate friendship, loyalty, and criminal temptation in their tight-knit neighbourhood.",Independent Spirit nomination; Michael Corrente's gritty debut,"Spirit Awards, Rotten Tomatoes, Wikipedia",,,,
58,Mrs. Parker and the Vicious Circle,1994,Alan Rudolph,Drama,"Dorothy Parker navigates the brilliant, boozy literary circle of the Algonquin Round Table while battling alcoholism and romantic heartbreak in 1920s New York.",5 Independent Spirit nominations; Jennifer Jason Leigh acclaimed performance,"Spirit Awards, Rotten Tomatoes, Wikipedia",,,,
59,Red Rock West,1994,John Dahl,Thriller,A down-on-his-luck drifter is mistaken for a hired killer in a small Wyoming town and gets caught in a deadly web of deception.,2 Independent Spirit nominations; Nicolas Cage neo-noir; John Dahl's stylish genre work,"Spirit Awards, Rotten Tomatoes, Criterion",,,,
60,The Last Seduction,1994,John Dahl,Thriller,A ruthless femme fatale steals drug money from her husband and manipulates a naive small-town man into doing her deadly bidding.,Independent Spirit nomination (Best Female Lead); Linda Fiorentino's defining role; genre-defining neo-noir,"Spirit Awards, Rotten Tomatoes, Letterboxd",,,,
61,The Lion King,1994,Roger Allers & Rob Minkoff,Animation,A lion prince is exiled from his kingdom by his treacherous uncle and must find the courage to reclaim his rightful throne.,"2 Oscars (Score, Song); Golden Globe (Best Musical/Comedy); $763M worldwide; highest-grossing animated film ever at release","Oscars, Golden Globes, Box Office Mojo",,,3,2026-04-02T08:55:41.874Z
62,The Silences of the Palace,1994,Moufida Tlatli,Drama,A young woman returns to the palace where her mother served as a concubine and confronts the traumatic legacy of colonial Tunisia.,Cannes Caméra d'Or Special Mention; landmark Tunisian and Arab women's cinema,"Cannes, Sight & Sound, Letterboxd",,,,
63,True Lies,1994,James Cameron,Action,A secret agent's mundane domestic life collides with his dangerous spy career when his wife discovers the truth amid a nuclear terrorist threat.,Oscar nomination; $378M worldwide; Cameron's action spectacle; Schwarzenegger-Curtis chemistry,"Oscars, Box Office Mojo, Rotten Tomatoes",,,,
64,Wes Craven's New Nightmare,1994,Wes Craven,Horror,Freddy Krueger escapes into the real world to terrorise the original film's actress in a meta-horror that deconstructs the slasher genre.,Independent Spirit nomination; Craven's self-reflexive precursor to Scream; horror milestone,"Spirit Awards, Rotten Tomatoes, Letterboxd",,,,
65,A Confucian Confusion,1994,Edward Yang,Comedy/Drama,Young professionals in contemporary Taipei navigate romantic entanglements and identity crises amid rapid social and economic change.,Cannes Competition; Edward Yang's sharp social satire; Taiwanese New Cinema,"Cannes, Letterboxd, Sight & Sound",,,,
66,Amateur,1994,Hal Hartley,Crime,"A former nun turned pornographer and an amnesiac ex-criminal team up in this deadpan noir about identity, violence, and redemption.",Cannes Directors' Fortnight; Hal Hartley's signature indie-noir style; Isabelle Huppert stars,"Cannes, Rotten Tomatoes, Letterboxd",,,,
67,Bab El-Oued City,1994,Merzak Allouache,Drama,A young man in an Algiers neighbourhood defies rising Islamic fundamentalism by tearing down a loudspeaker broadcasting sermons.,Cannes Un Certain Regard; FIPRESCI Prize; essential Algerian cinema,"Cannes, Letterboxd, Wikipedia",,,,
68,Backbeat,1994,Iain Softley,Drama,The early Beatles' formative years in Hamburg are chronicled through bassist Stuart Sutcliffe's doomed artistic ambitions and tragic love affair.,3 BAFTA nominations; BAFTA win (Original Music); acclaimed British musical biography,"BAFTA, Rotten Tomatoes, Wikipedia",,,,
69,Bandit Queen,1994,Shekhar Kapur,Biography,"The true story of Phoolan Devi, a low-caste Indian woman who becomes a feared outlaw and folk hero after suffering brutal oppression.",Cannes Directors' Fortnight; controversial and acclaimed; Shekhar Kapur pre-Elizabeth,"Cannes, Letterboxd, Wikipedia",,,,
70,Clean Shaven,1994,Lodge Kerrigan,Drama,A man with schizophrenia searches for his young daughter after his release from a psychiatric hospital in this unflinching sensory assault.,Cannes Un Certain Regard; Criterion Collection; raw depiction of mental illness,"Cannes, Criterion, Letterboxd",,,,
71,Cold Water,1994,Olivier Assayas,Drama,"Two alienated French teenagers escape authoritarian institutions into nights of rebellion, stolen music, and desperate freedom in 1970s Paris.",Cannes Un Certain Regard; Assayas's breakthrough; Criterion Collection,"Cannes, Criterion, Letterboxd",,,,
72,Dear Diary,1994,Nanni Moretti,Comedy,"Italian filmmaker Nanni Moretti takes his Vespa through Rome in three witty, self-reflexive episodes about art, health, and modern life.",Cannes Best Director; acclaimed Italian auteur cinema; warm and inventive personal essay film,"Cannes, Letterboxd, Criterion",,,,
73,Faust,1994,Jan Švankmajer,Fantasy,A contemporary man is lured into a decrepit building where he enacts the Faust legend through puppetry and live action in surreal Prague.,Cannes Un Certain Regard; Švankmajer's experimental masterwork; Czech surrealist cinema,"Cannes, Criterion, Letterboxd",,,,
74,Muriel's Wedding,1994,P.J. Hogan,Comedy,An awkward young woman in a deadbeat Australian town reinvents herself through friendship and an obsessive quest for a fairy-tale wedding.,Cannes Directors' Fortnight; Toni Collette breakout; beloved Australian comedy; ABBA soundtrack,"Cannes, Rotten Tomatoes, Letterboxd",,,,
75,Nightwatch,1994,Ole Bornedal,Thriller,A law student working the night shift at a morgue becomes entangled in a serial killer investigation that hits disturbingly close to home.,Cannes Critics' Week; acclaimed Danish thriller; later remade in Hollywood,"Cannes, Letterboxd, Wikipedia",,,,
76,Rice People,1994,Rithy Panh,Drama,"A Cambodian farming family struggles to plant their rice crop amid landmines, poverty, and the lingering trauma of the Khmer Rouge.",Cannes Competition; essential Cambodian cinema; Rithy Panh's humanist witness,"Cannes, Letterboxd, Sight & Sound",,,,
77,Satantango,1994,Béla Tarr,Drama,"In a dying collective farm somewhere on the Hungarian plains, the residents receive word that the charismatic Irimiás — who they believed dead — is about to return, and they begin preparations that destroy their small community before he arrives. Béla Tarr's seven-and-a-half-hour film is constructed from thirty-nine long, virtuosic black-and-white shots that embody the film's fundamental structure: six steps forward and six steps back, like the tango of the title, and the circular, inescapable rhythm of collective delusion. Adapted from László Krasznahorkai's novel, it is one of the most formally ambitious and commanding works in the history of cinema.",,LB Top 500,,,,
78,See How They Fall,1994,Jacques Audiard,Crime,An old man seeking revenge and a young con artist's parallel stories converge in this stylish French noir debut.,Cannes Critics' Week; Jacques Audiard's electrifying first feature,"Cannes, Letterboxd, Wikipedia",,,,
79,Shallow Grave,1994,Danny Boyle,Thriller,"Three Edinburgh flatmates discover their new tenant dead in his room with a suitcase full of cash, triggering a deadly spiral of greed and paranoia.",BAFTA (Outstanding British Film); Danny Boyle's electrifying debut; Ewan McGregor breakout,"BAFTA, Criterion, Letterboxd",,,,
80,Through the Olive Trees,1994,Abbas Kiarostami,Drama,A young actor persistently courts an actress during the filming of a movie in earthquake-devastated rural Iran in this playful meta-narrative.,Cannes Competition; Kiarostami's Koker Trilogy conclusion; Criterion Collection; Iranian New Wave essential,"Cannes, Criterion, Sight & Sound",,,,
81,Wild Reeds,1994,André Téchiné,Drama,"Four teenagers in 1960s rural France navigate sexual awakening, political consciousness, and the trauma of the Algerian War.",Cannes Un Certain Regard; César Awards sweep; essential French coming-of-age cinema,"Cannes, Criterion, Sight & Sound",,,,
82,In the Heat of the Sun,1994,Jiang Wen,Drama,"A teenager experiences forbidden love, youthful rebellion, and nostalgia during China's Cultural Revolution in this hazy, dreamlike coming-of-age.",Venice Volpi Cup (Best Actor); Jiang Wen's acclaimed directorial debut; Chinese cinema milestone,"Venice, Letterboxd, Wikipedia",,,,
83,Lamerica,1994,Gianni Amelio,Drama,Two Italian con men travel to post-communist Albania to set up a sham company and encounter a devastated nation's human cost.,Venice Competition; Best Director; acclaimed Italian social cinema,"Venice, Letterboxd, Sight & Sound",,,,
84,Little Odessa,1994,James Gray,Crime,A Russian-American hitman reluctantly returns to his Brighton Beach neighbourhood and reignites the family trauma he tried to escape.,Venice Competition; James Gray's acclaimed debut; Tim Roth and Edward Furlong,"Venice, Rotten Tomatoes, Letterboxd",,,,
85,Once Were Warriors,1994,Lee Tamahori,Drama,"A Maori family in urban Auckland is torn apart by domestic violence, alcoholism, and the erosion of indigenous cultural identity.",Venice selection; New Zealand's most acclaimed film; Rena Owen and Temuera Morrison powerful performances,"Venice, Letterboxd, Rotten Tomatoes",,,,
86,Somebody to Love,1994,Alexandre Rockwell,Drama,A group of desperate Los Angeles misfits search for connection and meaning in their aimless lives.,Venice Competition; Alexandre Rockwell; Harvey Keitel and Rosie Perez,"Venice, Rotten Tomatoes, Wikipedia",,,,
87,Ladybird Ladybird,1994,Ken Loach,Drama,A volatile working-class mother fights desperately to keep her children as social services repeatedly remove them from her care.,Berlin Silver Bear (Best Actress for Crissy Rock); Ken Loach's devastating social realism,"Berlin, Sight & Sound, Rotten Tomatoes",,,,
88,Three Colours: White,1994,Krzysztof Kieślowski,Comedy/Drama,A Polish hairdresser dumped by his French wife plots an elaborate scheme of revenge and reconciliation after returning to post-communist Warsaw.,Berlin Silver Bear (Best Director); Kieślowski's darkly comic trilogy middle chapter,"Berlin, Criterion, Letterboxd",,,,
89,Blue Sky,1994,Tony Richardson,Drama,A volatile military wife's erratic behaviour and her nuclear scientist husband's moral crisis collide during Cold War weapons testing in the 1960s.,Oscar (Best Actress for Jessica Lange); Tony Richardson's final film; shelved for three years before release,"Oscars, Rotten Tomatoes, Wikipedia",,,,
90,Color of Night,1994,Richard Rush,Thriller,A colour-blind psychotherapist investigates the murder of a colleague and falls for a mysterious woman connected to the victim's therapy group.,$19.7M domestic; Bruce Willis; notorious erotic thriller; Golden Globe nomination (Song),"Box Office Mojo, Golden Globes, Rotten Tomatoes",,,,
91,In the Mouth of Madness,1994,John Carpenter,Horror,A hardboiled insurance investigator searches for a missing bestselling horror novelist and discovers that the line between fiction and reality is catastrophically dissolving in Carpenter's terrifying meta-horror meditation on storytelling and madness.,John Carpenter's own favourite among his films; Sam Neill in a career-best performance; considered the hidden masterpiece of 1990s horror; Carpenter's concluding chapter of his informal Apocalypse Trilogy,"Criterion Collection, Letterboxd, Sight & Sound, Rotten Tomatoes",,,,
92,Little Buddha,1994,Bernardo Bertolucci,Drama,A Seattle family discovers their young son may be the reincarnation of a Buddhist master while the film interweaves a luminous retelling of the life of Siddhartha Gautama becoming the Buddha.,Bernardo Bertolucci following The Last Emperor; Keanu Reeves as Siddhartha in one of his most visually dedicated performances; Vittorio Storaro cinematography; spiritual epic with sweeping visual ambition; US theatrical release May 1994,"Box Office Mojo, Metacritic, Roger Ebert, Letterboxd",,,,
