Rank,Title,Year,Director,Primary_Genre,Synopsis,Major_Awards,Key_Sources,Favorite,Watchlist,Rating,RatingTimestamp
11,Grbavica,2006,Jasmila Zbanic,Drama,A Sarajevo woman raises her daughter alone and struggles with the secret that the girls father was a wartime rapist in this devastating Bosnian debut about post-war trauma and motherhood.,Berlin Golden Bear; MC 72 RT 79%; Zbanic international breakthrough; Bosnian-Herzegovinian cinema landmark; war trauma from a womans perspective; Mirjana Karanovic powerful,"Berlin Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
12,Red Road,2006,Andrea Arnold,Drama/Thriller,A Glasgow CCTV operator becomes obsessed with a man she spots on her monitors and infiltrates his life for reasons that slowly and devastatingly reveal themselves.,Cannes Jury Prize; BAFTA noms; MC 75 RT 80%; Arnolds extraordinary debut; Dickie magnetic; surveillance-state thriller with emotional depth; British cinema highlight,"Cannes Film Festival, BAFTA, Metacritic, Rotten Tomatoes",,,,
13,Volver,2006,Pedro Almodovar,Comedy/Drama,A working-class Madrid woman deals with life death and the return of her supposedly dead mother in Almodovars warm vibrant tribute to the women of La Mancha anchored by Penelope Cruzs luminous performance.,Cannes Best Screenplay + Actress (collective); Oscar nom Screenplay; BAFTA nom Foreign; European Film Awards noms; MC 82 RT 91%; $85M; Almodovar at his most generous,"Cannes Film Festival, Academy Awards, European Film Awards, Metacritic",,,,
14,Dreamgirls,2006,Bill Condon,Musical/Drama,Three female singers from Detroit ride the Motown wave to superstardom as ambition love and betrayal reshape the group in Condons lavish muscular adaptation of the Broadway hit.,Oscar Supporting Actress (Hudson) + Sound Mixing; 8 Oscar noms; SAG Supporting wins; Golden Globe noms; MC 76 RT 79%; $154M on $80M; Hudsons iconic screen debut,"Academy Awards, SAG Awards, Golden Globes, Metacritic",,,,
15,Flanders,2006,Bruno Dumont,Drama/War,A taciturn farmer and a young woman with an active sex life see their lives transformed when he is sent to fight in an unnamed Middle Eastern war in Dumonts brutal pastoral epic.,Cannes Grand Prix; MC 63 RT 55%; Dumonts most divisive Cannes entry; rural France meets war horror; nonprofessional actors committed; formally uncompromising,"Cannes Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
16,United 93,2006,Paul Greengrass,Drama/Thriller,The passengers of the fourth hijacked plane on September 11 learn of the other attacks and mount a desperate counterattack in Greengrasss harrowing real-time docudrama.,2 Oscar noms (Director Editing); BAFTA Director; DGA nom; MC 90 RT 90%; $76M on $15M; definitive 9/11 film; agonizingly suspenseful despite known outcome,"Academy Awards, BAFTA, DGA, Metacritic",,,,
17,Children of Men,2006,Alfonso Cuaron,Sci-Fi/Drama,In a future where humanity has become infertile a disillusioned bureaucrat must escort the worlds only pregnant woman to safety through a collapsing Britain in Cuarons prophetic masterwork.,3 Oscar noms (Cinematography Editing Screenplay); BAFTA Cinematography; MC 84 RT 92%; $70M on $76M; Lubezki single-take sequences legendary; grows in stature annually,"Academy Awards, BAFTA, Metacritic, Rotten Tomatoes",,,,
18,Iraq in Fragments,2006,James Longley,Documentary,Three stories from different regions of Iraq reveal the human complexity behind the headlines in this poetic deeply personal documentary about a fractured nation.,Oscar nom Documentary; DGA nom; Spirit nom; MC 78 RT 91%; Longleys intimate access; Sundance; visually ravishing for a war doc; humanizing essential viewing,"Academy Awards, DGA, Independent Spirit Awards, Metacritic",,,,
19,Half Nelson,2006,Ryan Fleck,Drama,A charismatic inner-city middle school teacher with a crack addiction forms an unlikely bond with a student who discovers his secret in this intimate devastating portrait of contradictions.,Oscar nom Actor (Gosling); Spirit Best Male Lead (Gosling) + Female Lead (Epps); MC 85 RT 91%; $4.7M on $700K; Goslings star-making turn; one of the great American indie dramas,"Academy Awards, Independent Spirit Awards, Metacritic, Rotten Tomatoes",,,,
20,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,Larry Charles,Comedy/Mockumentary,A Kazakh journalist travels across America exposing the nations prejudices and absurdities in Sacha Baron Cohens fearlessly offensive satirical masterpiece that became a cultural phenomenon.,Oscar nom Screenplay; Golden Globe Actor; MC 89 RT 91%; $262M on $18M; Cohen genius/madman; generated lawsuits cultural debate and endless quotability,"Academy Awards, Golden Globes, Metacritic, Box Office Mojo",,,4,2026-04-02T08:20:02.589Z
21,Notes on a Scandal,2006,Richard Eyre,Drama/Thriller,An obsessive older teacher discovers her younger colleagues affair with a student and uses the secret to forge an increasingly sinister bond in this razor-sharp psychological thriller.,4 Oscar noms (Actress Dench + Blanchett Supporting Screenplay Score); BAFTA noms; SAG noms; MC 73 RT 87%; $30M on $15M; Dench and Blanchett volcanic,"Academy Awards, BAFTA, SAG Awards, Metacritic",,,,
22,Quinceañera,2006,Richard Glatzer and Wash Westmoreland,Drama,A pregnant teenager and her gay cousin find refuge with their great-grand-uncle in the rapidly gentrifying Echo Park neighborhood of Los Angeles in this warm Sundance double-winner.,Sundance Grand Jury Prize + Audience Award; Spirit nom; MC 72 RT 89%; $2M on $400K; LGBTQ Latinx intersectional milestone; gentrification observed through family,"Sundance Film Festival, Independent Spirit Awards, Metacritic, Rotten Tomatoes",,,,
23,Old Joy,2006,Kelly Reichardt,Drama,Two old friends take a camping trip to a remote Oregon hot spring and the gulf between their lives becomes painfully apparent in Reichardts quiet revolutionary American indie landmark.,MC 82 RT 85%; Spirit nom; Sundance; $94K theatrically; Criterion Collection; Reichardts breakthrough; defined slow cinema for American audiences; Yo La Tengo score perfect,"Criterion Collection, Independent Spirit Awards, Metacritic, Sundance Film Festival",,,,
24,Deliver Us from Evil,2006,Amy J. Berg,Documentary,A Catholic priest who molested dozens of children speaks candidly about his crimes while his victims and their families describe the church cover-up in this devastating expose.,Oscar nom Documentary; WGA Screenplay; Spirit nom; MC 75 RT 93%; $1M; Bergs courageous debut; deeply disturbing; O'Grady disturbingly candid; essential abuse crisis doc,"Academy Awards, WGA, Independent Spirit Awards, Metacritic",,,,
25,Happy Feet,2006,George Miller,Animation/Musical,A young emperor penguin who cant sing discovers his extraordinary tap dancing talent and must use it to save his colony from a mysterious ecological threat.,Oscar Best Animated Feature; BAFTA Animated; Golden Globe Animated; MC 77 RT 76%; $384M on $100M; Millers unexpected genius pivot from Mad Max to penguins,"Academy Awards, BAFTA, Golden Globes, Box Office Mojo",,,,
26,Blood Diamond,2006,Edward Zwick,Drama/Thriller,A mercenary a fisherman and a journalist navigate Sierra Leones civil war in pursuit of a priceless diamond that could transform all their lives in Zwicks ambitious conflict thriller.,5 Oscar noms (Actor DiCaprio); Golden Globe noms; MC 64 RT 63%; $171M on $100M; DiCaprio accent-work acclaimed; conflict diamonds awareness; commercially solid,"Academy Awards, Golden Globes, Metacritic, Box Office Mojo",,,,
27,Jesus Camp,2006,Heidi Ewing and Rachel Grady,Documentary,An evangelical childrens minister prepares young attendees to become soldiers in Gods army revealing the intensity of Pentecostal indoctrination in this riveting unsettling documentary.,Oscar nom Documentary; MC 73 RT 87%; Spirit nom; $901K; deeply alarming portrait; filmmakers show dont tell; one of the decades most provocative documentaries,"Academy Awards, Independent Spirit Awards, Metacritic, Rotten Tomatoes",,,,
28,Days of Glory,2006,Rachid Bouchareb,War/Drama,North African soldiers fighting for France in WWII face discrimination from the nation they are liberating in Boucharebs powerful film about colonial soldiers forgotten heroism.,Oscar nom Foreign Film; Cannes collective Best Actor prize (ensemble); Cesar noms; MC 67 RT 76%; French-Algerian history; changed French pension policy; politically impactful,"Academy Awards, Cannes Film Festival, César Awards, Metacritic",,,,
29,An Inconvenient Truth,2006,Davis Guggenheim,Documentary,Al Gore presents his climate change slideshow with passionate urgency in the documentary that became a global phenomenon and helped reshape the environmental movement.,Oscar Best Documentary + Song; Sundance; MC 75 RT 92%; $50M on $1M; cultural impact immeasurable; Gore Nobel Peace Prize followed; most influential doc of the decade,"Academy Awards, Sundance Film Festival, Metacritic, Rotten Tomatoes",,,,
30,Cars,2006,John Lasseter,Animation/Comedy,A hotshot race car gets stranded in a forgotten Route 66 town and learns that winning isnt everything from the colorful residents of Radiator Springs in Pixars ode to Americana.,Oscar nom Animated; Golden Globe nom; Annie noms; MC 73 RT 74%; $462M on $120M; Pixars weakest reviewed at the time but massive merchandise empire; emotionally genuine,"Academy Awards, Golden Globes, Metacritic, Box Office Mojo",,,,
31,The Pursuit of Happyness,2006,Gabriele Muccino,Drama/Biography,A homeless single father struggles through an unpaid stockbroker internship while caring for his young son in this true-story drama about determination and the American Dream.,Oscar nom Actor (Smith); Golden Globe nom; SAG nom; MC 64 RT 67%; $307M on $55M; Smith and his real son Jaden; emotionally effective; massive worldwide appeal,"Academy Awards, Golden Globes, SAG Awards, Box Office Mojo",,,2,2026-04-02T08:20:13.567Z
32,Marie Antoinette,2006,Sofia Coppola,Drama/Biography,The teenage Austrian archduchess becomes Queen of France and retreats into a world of decadence and isolation in Coppolas divisive new-wave-scored portrait of youth privilege and entrapment.,Oscar Costume Design; Cannes competition (booed then reappraised); MC 65 RT 56%; $61M on $40M; massive critical reappraisal; Dunst luminous; soundtracked with post-punk brilliance,"Academy Awards, Cannes Film Festival, Metacritic, Rotten Tomatoes",,,,
33,Little Children,2006,Todd Field,Drama,Suburban parents begin an affair while a registered sex offender moves into the neighborhood in Fields scalpel-sharp second film about the moral compromises lurking beneath American normalcy.,3 Oscar noms (Actress Winslet Adapted Screenplay Supporting Actor Haley); MC 72 RT 80%; $5M; Winslet fearless; Fields sophomore triumph; Patrick Wilson excellent; underseen gem,"Academy Awards, Metacritic, Rotten Tomatoes, IndieWire",,,,
34,The Prestige,2006,Christopher Nolan,Thriller/Mystery,Two rival Victorian magicians escalate their feud with increasingly dangerous illusions until one discovers a secret that blurs the line between science and magic in Nolans intricate puzzle box.,2 Oscar noms; MC 66 RT 76%; $109M on $40M; Jackman Bale Johansson; Nolans most rewatchable film; twist upon twist; grows richer with each viewing,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo",,,4,2026-04-02T08:20:16.358Z
35,Casino Royale,2006,Martin Campbell,Action/Thriller,James Bond earns his 00 status and falls in love during a high-stakes poker game against a terrorist financier in the franchise reinvention that made Daniel Craig a global icon.,BAFTA 9 noms; MC 80 RT 95%; $606M on $150M; redefined Bond for the 21st century; poker sequence legendary; Craigs intensity silenced doubters,"BAFTA, Metacritic, Rotten Tomatoes, Box Office Mojo",,,5,2026-04-02T08:20:21.650Z
36,The Host,2006,Bong Joon-ho,Sci-Fi/Horror,A dysfunctional Korean family battles a mutant monster that has kidnapped their youngest member in Bongs genre-demolishing masterpiece that is simultaneously terrifying hilarious and politically furious.,MC 85 RT 93%; $89M (massive Korean hit); Asian Film Awards; Bongs international breakthrough; monster movie as family drama as political satire; Criterion Collection,"Metacritic, Rotten Tomatoes, Criterion Collection, Asian Film Awards",,,,
37,For Your Consideration,2006,Christopher Guest,Comedy,A small indie film generates Oscar buzz that spirals out of control affecting everyone involved in Guests improv ensembles satire of awards season Hollywood.,Spirit nom; MC 56 RT 51%; $10M on $20M; Guest OHara Levy Willard; weaker than Best in Show and A Mighty Wind; commercial disappointment; moments of brilliance,"Independent Spirit Awards, Metacritic, Rotten Tomatoes, Box Office Mojo",,,,
38,Venus,2006,Roger Michell,Comedy/Drama,An aging actor becomes infatuated with his friends great-niece in Peter OTooles valedictory performance that earned his eighth and final Oscar nomination.,Oscar nom Actor (OToole); MC 67 RT 80%; OTooles swansong (never won); Jodie Whittaker debut; bittersweet late-life romance; British charm; OToole magnificent at 74,"Academy Awards, Metacritic, Rotten Tomatoes, IndieWire",,,,
39,Black Book,2006,Paul Verhoeven,Thriller/War,A Jewish singer infiltrates Nazi headquarters in occupied Holland as a spy for the Dutch resistance in Verhoevens triumphant return to Dutch filmmaking after decades in Hollywood.,BAFTA nom Foreign; European Film Awards noms; MC 71 RT 83%; $23M; van Houten star-making; Verhoevens best since RoboCop; Dutch cinema landmark; thrilling and morally complex,"BAFTA, European Film Awards, Metacritic, Rotten Tomatoes",,,,
40,Flags of Our Fathers,2006,Clint Eastwood,War/Drama,The men who raised the flag on Iwo Jima are sent home as propaganda heroes while struggling with survivors guilt and the gap between the myth and the reality of combat.,2 Oscar noms; MC 79 RT 73%; $66M on $55M; Eastwoods Iwo Jima diptych Part 1; American perspective; deconstructed heroism; commercially modest despite ambition,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo",,,,
41,The Devil Wears Prada,2006,David Frankel,Comedy/Drama,A naive aspiring journalist becomes assistant to a legendarily demanding fashion magazine editor and is seduced by the glamorous world she once disdained.,Oscar nom Costume; Golden Globe Actress (Streep); MC 62 RT 76%; $326M on $35M; Streeps iconic Miranda Priestly; Hathaway charming; quotable workplace comedy; cultural touchstone,"Academy Awards, Golden Globes, Metacritic, Box Office Mojo",,,,
42,The Illusionist,2006,Neil Burger,Drama/Mystery,A magician in turn-of-the-century Vienna uses his powers to win back the woman he loves from a brutal Crown Prince in this elegant period mystery thriller.,2 Oscar noms; MC 68 RT 74%; $88M on $16M; Norton commanding; Giamatti excellent as inspector; competed with The Prestige; strong sleeper hit; 5x return,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo",,,,
43,Wristcutters: A Love Story,2006,Goran Dukic,Comedy/Fantasy,In an afterlife reserved for suicide victims a young man goes on a road trip to find his ex-girlfriend and discovers love and purpose in this quirky deadpan fantasy.,Sundance; Spirit nom; MC 64 RT 64%; $60K theatrical; cult following enormous on DVD; Shannyn Sossamon charming; Gogol Bordello soundtrack; Sundance darling,"Sundance Film Festival, Independent Spirit Awards, Metacritic, Letterboxd",,,,
44,Offside,2006,Jafar Panahi,Comedy/Drama,Iranian girls disguise themselves as boys to sneak into a World Cup qualifying match in Panahis warm funny and politically potent film shot guerrilla-style at a real game.,Berlin Silver Bear; MC 85 RT 88%; Panahis most accessible work; Iranian cinema essential; humor as resistance; simple premise with profound political weight,"Berlin Film Festival, Metacritic, Rotten Tomatoes, Sight and Sound",,,,
45,Man Push Cart,2006,Ramin Bahrani,Drama,A former Pakistani rock star now pushes a coffee cart through the predawn streets of Manhattan trying to rebuild his life in Bahranis neorealist portrait of immigrant invisibility.,Spirit noms (Feature Male Lead Cinematography First Feature); MC 73 RT 87%; tiny release; Bahranis debut announced a major voice; Roger Eberts championing essential,"Independent Spirit Awards, Metacritic, Rotten Tomatoes, IndieWire",,,,
46,Thank You for Smoking,2006,Jason Reitman,Comedy/Satire,A charming tobacco lobbyist navigates congressional hearings health advocates and his sons moral questions in Reitmans witty razor-sharp directorial debut about the art of spin.,Spirit Best First Screenplay; MC 71 RT 86%; $39M on $6.5M; Eckhart magnetic; Reitmans career launcher; quotable mordant satire of American lobbying culture,"Independent Spirit Awards, Metacritic, Rotten Tomatoes, Box Office Mojo",,,,
47,Syndromes and a Century,2006,Apichatpong Weerasethakul,Drama,Two halves mirror the stories of a rural and an urban hospital exploring memory desire and the Thai healthcare system in Weerasethakuls most formally exquisite and personal film.,Venice; MC 82 RT 83%; Criterion Collection; Weerasethakuls masterwork; Thai cinema landmark; banned in Thailand; among the greatest films of the 2000s,"Venice Film Festival, Criterion Collection, Metacritic, Sight and Sound",,,,
48,Shortbus,2006,John Cameron Mitchell,Comedy/Drama,New Yorkers searching for connection converge at an underground salon where art performance and sexuality collide in Mitchells explicit tender post-9/11 portrait of a city healing.,MC 61 RT 62%; $4M; Berlin Forum; Cannes adjacent; real sex on screen as emotional expression; Mitchells follow-up to Hedwig; generous and human despite controversy,"Berlin Film Festival, Metacritic, Rotten Tomatoes, Letterboxd",,,,
49,Sweet Land,2006,Ali Selim,Drama/Romance,A German mail-order bride faces hostility and bureaucratic obstacles when she arrives in 1920s Minnesota to marry a Norwegian farmer in this quietly beautiful immigrant love story.,Spirit Best First Feature; MC 68 RT 85%; $1.6M; Selims gentle debut; immigrant American Dream told through tenderness not trauma; Amy Adams recommended it; underseen gem,"Independent Spirit Awards, Metacritic, Rotten Tomatoes, IndieWire",,,,
50,Daratt,2006,Mahamat-Saleh Haroun,Drama,A teenager sent to kill the man who murdered his father during Chads civil war instead becomes the mans apprentice in Harouns quietly devastating meditation on justice and forgiveness.,Venice Special Jury Prize; MC 76 RT 82%; Harouns major international work; Chadian cinema masterclass; revenge subverted; morally complex; African cinema landmark,"Venice Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
51,Monster House,2006,Gil Kenan,Animation/Horror,Three kids discover their neighbors house is a living breathing monster and must destroy it before Halloween in this surprisingly scary delightful motion-capture animated film.,Oscar nom Animated; MC 73 RT 75%; $142M on $75M; Zemeckis produced; genuinely frightening for kids; Kenans impressive debut; underseen animated gem,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo",,,,
52,Climates,2006,Nuri Bilge Ceylan,Drama/Romance,A university professor navigates the end of a relationship across three Turkish seasons in Ceylans exquisitely photographed emotionally devastating portrait of masculine selfishness.,Cannes FIPRESCI Prize; MC 78 RT 83%; Ceylan stars with his real wife; Turkish cinema masterwork; Criterion Collection; visually ravishing; emotionally piercing,"Cannes Film Festival, Criterion Collection, Metacritic, Rotten Tomatoes",,,,
53,Inland Empire,2006,David Lynch,Drama/Mystery,An actress performing in a cursed film finds her reality bleeding into the characters in Lynchs three-hour digital labyrinth that pushes narrative cinema to its absolute breaking point.,Venice out of competition; MC 72 RT 72%; $4M; Derns towering performance; Lynchs most extreme narrative experiment; shot on consumer-grade DV; polarizing masterwork,"Venice Film Festival, Metacritic, Rotten Tomatoes, Letterboxd",,,,
54,Apocalypto,2006,Mel Gibson,Action/Adventure,A Mayan villager captured for human sacrifice escapes and races through the jungle to save his family as a civilization crumbles in Gibsons relentlessly intense chase epic.,Oscar nom Makeup + Sound; MC 68 RT 65%; $121M on $40M; entirely in Yucatec Maya; technically extraordinary; Gibsons controversy overshadowed achievement; visceral filmmaking,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo",,,,
55,Flushed Away,2006,David Bowers and Sam Fell,Animation/Comedy,A pampered pet mouse is flushed into the sewer rat society of London and must stop an evil toad from destroying the underworld at halftime of the World Cup final.,BAFTA nom Animated; MC 74 RT 72%; $178M on $149M; Aardman-DreamWorks final collaboration; charming British wit; commercially disappointing for budget; Hugh Jackman voices,"BAFTA, Metacritic, Rotten Tomatoes, Box Office Mojo",,,,
56,The History Boys,2006,Nicholas Hytner,Comedy/Drama,A group of bright Yorkshire grammar school boys prepare for Oxford and Cambridge entrance exams under the guidance of three very different teachers in Hytners sharp adaptation.,BAFTA noms; MC 72 RT 69%; $12M; Griffiths and Irwin from stage; Bennett play; British education drama; cast became stars (Dominic Cooper James Corden); theatrical,"BAFTA, Metacritic, Rotten Tomatoes, Box Office Mojo",,,,
57,The Dead Girl,2006,Karen Moncrieff,Drama/Thriller,Five interconnected stories trace the ripple effects surrounding the discovery of a murdered womans body in Moncrieffs ambitious unflinching feminist noir.,Spirit noms (Feature Director); MC 60 RT 62%; $65K; Brittany Murphy Toni Collette Rose Byrne ensemble; Moncrieffs female perspective on violence; underseen,"Independent Spirit Awards, Metacritic, Rotten Tomatoes, IndieWire",,,,
58,The Painted Veil,2006,John Curran,Drama/Romance,A doctor and his unfaithful wife are posted to a remote Chinese village during a cholera epidemic and their marriage is transformed through adversity in this lush Maugham adaptation.,Spirit noms; MC 61 RT 60%; $26M on $19M; Norton and Watts; beautiful Guilin cinematography; old-fashioned romance; underrated literary adaptation,"Independent Spirit Awards, Metacritic, Rotten Tomatoes, Box Office Mojo",,,,
59,Behind the Mask: The Rise of Leslie Vernon,2006,Scott Glosserman,Horror/Comedy,A documentary crew follows an aspiring serial killer as he prepares his elaborate murder spree in this brilliantly meta-horror that deconstructs slasher conventions with wit and love.,MC 60 RT 75%; $69K theatrical; Spirit adjacent; one of the decades best horror comedies; Baesel charming as Leslie; Englund cameo; Scream-level meta; cult masterpiece,"Metacritic, Rotten Tomatoes, IndieWire, Letterboxd",,,,
60,Akeelah and the Bee,2006,Doug Atchison,Drama/Family,An eleven-year-old girl from South Los Angeles prepares for the National Spelling Bee with the help of a reclusive professor in this warm inspirational underdog story.,MC 73 RT 85%; $19M on $6M; Bassett and Fishburne; Keke Palmer breakout; heartwarming without condescending; underseen family gem; Spirit adjacent; 3x return,"Metacritic, Rotten Tomatoes, Box Office Mojo, IndieWire",,,,
61,A Prairie Home Companion,2006,Robert Altman,Comedy/Drama,The final broadcast of a beloved radio variety show unfolds backstage with all the humor melancholy and gentle chaos of Altmans career-long gift for ensemble filmmaking in his swan song.,Berlin competition; MC 68 RT 81%; $26M on $10M; Altmans final film (died 2006); Streep Tomlin Keillor; bittersweet elegy; posthumously poignant; Altmans farewell,"Berlin Film Festival, Metacritic, Rotten Tomatoes, Box Office Mojo",,,,
62,Requiem,2006,Hans-Christian Schmid,Drama,A young epileptic woman becomes convinced she is demon-possessed and rejects medical treatment in favor of exorcism in this restrained fact-based German drama (same true case as Emily Rose).,Berlin competition; MC 71 RT 78%; Buttinger riveting performance; German cinema strength; companion piece to Emily Rose; based on Anneliese Michel case,"Berlin Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
63,Colossal Youth,2006,Pedro Costa,Drama,An aging Cape Verdean immigrant wanders through the ruins of his demolished Lisbon neighborhood visiting former residents in Costas monumental portrait of displacement and dispossession.,Cannes competition; MC 76 RT 56%; Criterion Collection; Costas masterwork; stunningly composed HD digital images; among the decades most formally radical films,"Cannes Film Festival, Criterion Collection, Metacritic, Sight and Sound",,,,
64,Paprika,2006,Satoshi Kon,Animation/Sci-Fi,A psychotherapy device that allows therapists to enter patients dreams is stolen and the boundary between dreams and reality begins to dissolve in Kons dazzling final masterwork.,MC 81 RT 86%; $1M US; Kons anime masterpiece; directly influenced Inception; visually unmatched; Japanese animation at its most imaginative and intellectually ambitious,"Metacritic, Rotten Tomatoes, Letterboxd, Sight and Sound",,1,,
65,Clerks II,2006,Kevin Smith,Comedy,Dante and Randal now work at a fast food restaurant and face adulthood as Dante is about to marry and move to Florida in Smiths surprisingly heartfelt return to his origins.,Cannes standing ovation; MC 57 RT 63%; $27M on $5M; Smith at his most personal; Rosario Dawson; donkey show controversy; View Askew fans rewarded; heart beneath vulgarity,"Cannes Film Festival, Metacritic, Rotten Tomatoes, Box Office Mojo",,,,
66,Private Fears in Public Places,2006,Alain Resnais,Comedy/Drama,Six lonely Parisians navigate missed connections and quiet desperation as snow falls perpetually outside in Resnais elegant late-career adaptation of Alan Ayckbourns play.,Venice; MC 67 RT 61%; Resnais at 84 still formally inventive; falling snow as visual motif; gentle melancholy; French ensemble excellence; underrated late work,"Venice Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
67,Fast Food Nation,2006,Richard Linklater,Drama,Multiple storylines explore the hidden world behind Americas fast-food industry from slaughterhouse workers to corporate executives in Linklaters ensemble adaptation of Eric Schlossers expose.,Cannes out of competition; MC 57 RT 50%; $2M; Linklaters most politically committed film; Hawke Kinnear Abril; Schlossers book dramatized; admirable if uneven,"Cannes Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
68,Poseidon,2006,Wolfgang Petersen,Action/Disaster,Passengers on a luxury cruise ship fight for survival when a rogue wave capsizes the vessel in Petersens expensive effects-driven remake that sank at the domestic box office.,Oscar nom Visual Effects; MC 53 RT 33%; $181M on $160M; spectacle without characters; Russell Dreyfuss Lucas; international salvaged slightly; Petersens disappointment,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo",,,,
