Rank,Title,Year,Director,Primary_Genre,Synopsis,Major_Awards,Key_Sources,Favorite,Watchlist,Rating,RatingTimestamp
16,Hustle and Flow,2005,Craig Brewer,Drama/Music,A Memphis pimp channels his desperation into recording a hip-hop demo transforming his life through music in this raw electrifying portrait of artistic ambition from the margins.,Sundance Audience Award; Oscar Best Original Song (Its Hard Out Here for a Pimp); Spirit noms; MC 70 RT 88%; $22M on $2.8M; Howard star-making; Brewers gritty debut,"Sundance Film Festival, Academy Awards, Independent Spirit Awards, Metacritic",,,,
17,The Constant Gardener,2005,Fernando Meirelles,Thriller/Drama,A mild British diplomat investigates his activist wifes murder in Kenya uncovering a pharmaceutical conspiracy that reaches the highest levels of corporate and government power.,Oscar Best Supporting Actress (Weisz); BAFTA 10 noms; Golden Globe noms; Venice Young Cinema Award; MC 82 RT 83%; $82M on $25M; Fiennes and Weisz devastating,"Academy Awards, BAFTA, Venice Film Festival, Metacritic",,,,
18,Wallace and Gromit: The Curse of the Were-Rabbit,2005,Nick Park and Steve Box,Animation/Comedy,Wallace and his dog Gromit run a humane pest-control business and must stop a giant rabbit terrorizing the towns vegetable gardens in this delightful stop-motion feature.,Oscar Best Animated Feature; BAFTA Best British Film; Annie Award; MC 87 RT 95%; $192M on $30M; Aardman at peak; Park genius,"Academy Awards, BAFTA, Annie Awards, Metacritic",,,,
19,The Squid and the Whale,2005,Noah Baumbach,Comedy/Drama,Two Brooklyn boys navigate their pretentious parents bitter divorce as the older son mimics his fathers intellectual snobbery and the younger acts out in increasingly disturbing ways.,Sundance Directing + Screenplay Awards; Oscar nom Screenplay; WGA nom; Spirit noms; NBR Screenplay; MC 72 RT 93%; $11M on $1.5M; Baumbachs autobiographical breakthrough,"Sundance Film Festival, Academy Awards, Independent Spirit Awards, Metacritic",,1,,
20,Pride and Prejudice,2005,Joe Wright,Romance/Drama,Elizabeth Bennet and Mr Darcy spar across the English countryside as class prejudice and first impressions give way to profound love in Wrights lush kinetic Austen adaptation.,4 Oscar noms (Actress Knightley Art Direction Score Costume); BAFTA noms; MC 82 RT 87%; $121M on $28M; Knightley and Macfadyen electric; long-take ball sequence iconic,"Academy Awards, BAFTA, Metacritic, Box Office Mojo",,1,,
21,Grizzly Man,2005,Werner Herzog,Documentary,Werner Herzogs mesmerizing portrait of Timothy Treadwell who lived among Alaskan grizzly bears for thirteen summers before being killed and eaten reveals the ecstasy and delusion of natures true believers.,Sundance; Spirit nom; Directors Guild nom; MC 90 RT 93%; $3M; one of the greatest documentaries ever made; Herzogs narration legendary; Treadwells footage extraordinary,"Sundance Film Festival, Independent Spirit Awards, Metacritic, Rotten Tomatoes",,,,
22,Transamerica,2005,Duncan Tucker,Comedy/Drama,A pre-operative transgender woman discovers she has a teenage son and agrees to a cross-country road trip that transforms them both in Tuckers warm surprising debut.,Oscar nom Actress (Huffman); Golden Globe Actress (Huffman); Spirit noms; NBR Actress; MC 70 RT 78%; $9M on $1M; Huffmans transformative performance; groundbreaking trans representation,"Academy Awards, Golden Globes, Independent Spirit Awards, Metacritic",,,,
23,Forty Shades of Blue,2005,Ira Sachs,Drama,A Russian emigre trophy wife in Memphis begins an affair with her famous music producers estranged son in Sachs quietly devastating portrait of loneliness and late-blooming self-discovery.,Sundance Grand Jury Prize; Spirit nom; MC 67 RT 76%; Pera luminous; Sachs breakthrough; intimate chamber drama of emotional suffocation,"Sundance Film Festival, Independent Spirit Awards, Metacritic, Rotten Tomatoes",,,,
24,Walk the Line,2005,James Mangold,Biography/Drama,Johnny Cashs journey from a troubled Arkansas boyhood through addiction and creative turmoil to redemption through his love for June Carter is brought to life with astonishing musical performances.,Oscar Best Actress (Witherspoon); Golden Globe Musical/Comedy Picture + Actor + Actress; SAG Actress; BAFTA Actress; MC 72 RT 82%; $187M on $28M,"Academy Awards, Golden Globes, SAG Awards, BAFTA",,,,
25,Match Point,2005,Woody Allen,Thriller/Drama,A former tennis pro marries into London wealth but his affair with a struggling actress spirals toward a desperate act as luck and morality collide in Allens darkest most acclaimed late-career work.,Golden Globe noms (Director Screenplay); BAFTA noms; NBR Top 10; Spirit nom; MC 72 RT 77%; $85M on $13M; Allens triumphant London reinvention,"Golden Globes, BAFTA, NBR, Independent Spirit Awards",,1,,
26,North Country,2005,Niki Caro,Drama,A single mother takes a job at a Minnesota iron mine and endures horrific sexual harassment before becoming the lead plaintiff in one of Americas first class-action sexual harassment cases.,2 Oscar noms (Actress Theron Supporting Actress McDormand); Golden Globe noms; SAG noms; MC 64 RT 72%; $26M on $35M; Theron powerful; important true story,"Academy Awards, Golden Globes, SAG Awards, Metacritic",,,,
27,Joyeux Noel,2005,Christian Carion,Drama/War,French German and Scottish soldiers in the WWI trenches declare an unofficial Christmas truce sharing songs gifts and football in this moving true-story celebration of common humanity.,Oscar nom Foreign Film; Cesar noms; MC 59 RT 71%; $27M; sentimental but affecting; true story resonance; multilingual ensemble; European in spirit and execution,"Academy Awards, César Awards, Metacritic, Box Office Mojo",,,,
28,Cache,2005,Michael Haneke,Thriller/Drama,A French television host receives anonymous surveillance tapes of his home and the investigation unearths a buried colonial guilt that threatens to unravel his comfortable bourgeois life.,Cannes Best Director; FIPRESCI Prize; MC 83 RT 90%; Criterion Collection; Hanekes masterwork of guilt and surveillance; European Film Awards; one of the decades defining films,"Cannes Film Festival, Criterion Collection, Metacritic, European Film Awards",,,,
29,Corpse Bride,2005,Tim Burton and Mike Johnson,Animation/Fantasy,A nervous groom accidentally proposes to a dead woman and is whisked away to the colorful Land of the Dead in Burtons stop-motion gothic fairy tale.,Oscar nom Animated Feature; BAFTA nom; MC 83 RT 84%; $118M on $40M; gorgeous stop-motion craft; Burton and Depps musical macabre; visually enchanting,"Academy Awards, BAFTA, Metacritic, Box Office Mojo",,,,
30,Cinderella Man,2005,Ron Howard,Drama/Sports,Depression-era boxer James Braddock makes an improbable comeback from poverty to challenge the world heavyweight champion in Howards stirring inspirational true-story sports drama.,Oscar nom Editing; Golden Globe nom Actor (Crowe); MC 69 RT 80%; $108M on $88M; Crowe and Zellweger strong; Giamatti scene-stealing; awards underperformer,"Academy Awards, Golden Globes, Metacritic, Box Office Mojo",,,,
31,March of the Penguins,2005,Luc Jacquet,Documentary/Nature,Emperor penguins endure the brutal Antarctic winter marching seventy miles to breed in this stunning nature documentary narrated by Morgan Freeman that became a global box office phenomenon.,Oscar Best Documentary; Cesar noms; NBR Best Documentary; MC 77 RT 94%; $127M on $1M (12700x return); documentary box office record at time,"Academy Awards, NBR, Metacritic, Box Office Mojo",,1,,
32,The Beat That My Heart Skipped,2005,Jacques Audiard,Drama/Thriller,A thuggish Parisian real estate enforcer rediscovers his passion for classical piano and is torn between the criminal world of his father and the artistic legacy of his mother.,Berlin Silver Bear Film Music; César Best Film + Director; BAFTA nom; MC 80 RT 85%; Audiards explosive reinvention of Fingers; Duris electrifying; French cinema landmark,"Berlin Film Festival, César Awards, BAFTA, Metacritic",,,,
33,The Matador,2005,Richard Shepard,Comedy/Thriller,A burnt-out hitman befriends a struggling businessman on a drunken night in Mexico City and their unlikely friendship changes both their lives in this darkly funny odd-couple thriller.,Spirit nom; MC 58 RT 72%; Brosnan against type; Kinnear perfect foil; Shepards sharp script; Sundance-adjacent; Brosnan Golden Globe nom,"Independent Spirit Awards, Golden Globes, Metacritic, Rotten Tomatoes",,,,
34,Batman Begins,2005,Christopher Nolan,Action/Superhero,Bruce Wayne trains with a secret society to fight Gothams criminal underworld and becomes Batman in Nolans grounded psychological reinvention that redefined superhero cinema for a generation.,MC 70 RT 84%; $373M on $150M; Oscar nom Cinematography; launched The Dark Knight trilogy; Bale definitive Batman; resurrected the franchise and the genre,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers",,,3,2026-04-02T08:23:59.928Z
35,Junebug,2005,Phil Morrison,Drama/Comedy,A sophisticated Chicago art dealer brings her new husband to meet his North Carolina family and becomes drawn to his pregnant sister-in-law in this achingly authentic portrait of cultural collision.,Sundance Special Jury Prize (Adams); Spirit noms; MC 74 RT 85%; $3M; Amy Adams breakout performance; quiet devastating family dynamics; underseen masterwork,"Sundance Film Festival, Independent Spirit Awards, Metacritic, Rotten Tomatoes",,,,
36,Brick,2005,Rian Johnson,Crime/Mystery,A high school loner investigates the murder of his ex-girlfriend navigating a teen underworld that mirrors classic hard-boiled noir in Johnsons inventive stylish debut.,Sundance Special Jury Prize; Spirit nom; MC 70 RT 80%; $4M on $500K; Johnsons audacious concept executed brilliantly; Gordon-Levitt stars; launched major career,"Sundance Film Festival, Independent Spirit Awards, Metacritic, Rotten Tomatoes",,,,
37,Syriana,2005,Stephen Gaghan,Thriller/Drama,An ensemble of characters across the global oil industry from CIA operatives to migrant workers are caught in a web of corruption betrayal and geopolitical maneuvering in Gaghans complex political thriller.,Oscar Best Supporting Actor (Clooney); Golden Globe Supporting Actor; SAG Supporting Actor; WGA nom; NBR Screenplay; MC 76 RT 73%; $94M on $50M,"Academy Awards, Golden Globes, SAG Awards, Metacritic",,,,
38,Millions,2005,Danny Boyle,Comedy/Drama,A seven-year-old boy finds a bag of money near a railway line and must decide whether to spend it or give it away as the countdown to Britains Euro conversion runs out.,MC 75 RT 87%; $10M; Boyles most heartwarming film; spiritual family comedy; Ebert loved it; child actors wonderful; criminally underseen; BAFTA noms,"BAFTA, Metacritic, Rotten Tomatoes, IndieWire",,,,
39,The Death of Mr. Lazarescu,2005,Cristi Puiu,Drama/Dark Comedy,An elderly man is shuttled between Bucharest hospitals as his condition worsens and medical bureaucracy fails him in Puius deadpan devastating film that launched the Romanian New Wave.,Cannes Un Certain Regard Prize; MC 82 RT 90%; Criterion Collection; founding work of Romanian New Wave; Puius masterwork; dry humor amid tragedy,"Cannes Film Festival, Criterion Collection, Metacritic, Rotten Tomatoes",,,,
40,Brothers,2005,Susanne Bier,Drama/War,A soldier returns from Afghanistan severely damaged and his brother who cared for his family struggles with guilt and growing tension in Biers devastating Danish domestic drama.,Sundance World Cinema Audience Award; MC 76 RT 86%; Bier international breakthrough; Danish cinema excellence; remade by Sheridan 2009; emotionally shattering,"Sundance Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
41,Keane,2005,Lodge Kerrigan,Drama/Thriller,A mentally ill man obsessively searches for his kidnapped daughter in the Port Authority bus terminal and his fragile grip on reality threatens to shatter in Kerrigans harrowing character study.,Cannes Directors Fortnight; MC 74 RT 90%; Lewis astonishing unhinged performance; Kerrigans most acclaimed work; Soderbergh produced alternate cut,"Cannes Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
42,Cronicas,2005,Sebastian Cordero,Thriller/Drama,A charismatic TV journalist covering natural disasters in Ecuador encounters a man who may be a notorious serial killer and faces the ethical dilemma of reporting versus complicity.,Sundance; Cannes; MC 69 RT 76%; Leguizamo commanding; Latin American thriller; media ethics examination; Corderos impressive genre work,"Sundance Film Festival, Cannes Film Festival, Metacritic, Rotten Tomatoes",,,,
43,Darwin's Nightmare,2005,Hubert Sauper,Documentary,The ecological and social catastrophe caused by introducing the Nile perch to Lake Victoria in Tanzania reveals how globalization creates winners and losers in Saupers damning documentary.,Oscar nom Documentary; MC 70 RT 83%; Saupers investigative ambition; globalization critique through a single fish; African documentary landmark; devastating,"Academy Awards, Metacritic, Rotten Tomatoes, IndieWire",,,,
44,Regular Lovers,2005,Philippe Garrel,Drama/Romance,Young Parisian bohemians experience the euphoria and disillusionment of the May 1968 revolution as political idealism gives way to personal heartbreak in Garrels luminous three-hour epic.,Venice Silver Lion Director; Cesar noms; MC 70 RT 72%; Garrels masterwork; Garrel fils (Louis) as romantic lead; French cinema landmark; formally gorgeous,"Venice Film Festival, César Awards, Metacritic, Rotten Tomatoes",,,,
45,The Upside of Anger,2005,Mike Binder,Comedy/Drama,A suburban mother turns to her boozy neighbor for comfort when her husband apparently abandons the family and their relationship deepens into an unlikely prickly romance.,MC 68 RT 82%; $28M on $12M; Joan Allen brilliant; Costner charming; Spirit nom; underseen gem; Allens career-best performance; devastating final twist,"Independent Spirit Awards, Metacritic, Rotten Tomatoes, Box Office Mojo",,,,
46,Mysterious Skin,2005,Gregg Araki,Drama,Two boys respond to childhood sexual abuse in radically different ways as one becomes a hustler and the other believes he was abducted by aliens in Arakis most mature devastating work.,MC 73 RT 85%; Spirit nom; Gordon-Levitts fearless performance; Arakis breakthrough into serious cinema; confrontational but profoundly empathetic,"Independent Spirit Awards, Metacritic, Rotten Tomatoes, Letterboxd",,,,
47,Memoirs of a Geisha,2005,Rob Marshall,Drama/Romance,A young Japanese girl is sold into servitude and trained as a geisha navigating love rivalry and war in Marshalls sumptuous adaptation of the bestselling novel.,4 Oscars (Cinematography Art Direction Costume Score); BAFTA wins; Golden Globe noms; NBR Top 10; MC 54 RT 35%; $162M on $85M; stunning visuals; casting controversy,"Academy Awards, BAFTA, Golden Globes, Box Office Mojo",,1,,
48,Tsotsi,2005,Gavin Hood,Drama/Crime,A young Johannesburg gang leader steals a car and discovers a baby in the backseat forcing him to confront his own traumatic childhood and the possibility of redemption.,Oscar Best Foreign Language Film; MC 69 RT 81%; South African cinema breakthrough; Chweneyagae commanding lead; hoods humanity; emotionally devastating,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo",,,,
49,Wolf Creek,2005,Greg McLean,Horror/Thriller,Three backpackers in the Australian outback accept help from a friendly bushman who turns out to be a sadistic serial killer in McLeans terrifying based-on-true-events horror debut.,Sundance; Cannes Directors Fortnight; MC 53 RT 53%; $27M on $1M; Australian horror landmark; Jarratt terrifying; Sundance midnight sensation; unforgettably brutal,"Sundance Film Festival, Cannes Film Festival, Metacritic, Box Office Mojo",,,,
50,Three Times,2005,Hou Hsiao-hsien,Drama/Romance,Three love stories set in different eras of Taiwanese history explore the possibilities and constraints of connection in Hous luminous formally inventive triptych.,Cannes competition; MC 78 RT 85%; Criterion Collection; Shu Qi and Chang Chen across three timelines; Hous most accessible and romantic work,"Cannes Film Festival, Criterion Collection, Metacritic, Rotten Tomatoes",,,,
51,Hard Candy,2005,David Slade,Thriller/Drama,A fourteen-year-old girl turns the tables on a suspected pedophile she met online in a tense two-character psychological thriller that unfolds almost entirely in his home.,Sundance selection (premiered late 2005 wide 2006); MC 58 RT 68%; Page star-making; Wilson terrified; Slades directorial debut; provocative morally complex; audiences divided,"Sundance Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,2,2026-04-02T08:24:16.553Z
52,Lady Vengeance,2005,Park Chan-wook,Thriller/Drama,A woman wrongly imprisoned for a childs murder meticulously plans elaborate revenge against the true killer in Parks visually stunning conclusion to his Vengeance Trilogy.,Venice competition; MC 69 RT 73%; Criterion Collection; Lee Young-ae magnetic; Parks most visually baroque film; trilogy finale; Korean cinema essential,"Venice Film Festival, Criterion Collection, Metacritic, Rotten Tomatoes",,,,
53,Nine Lives,2005,Rodrigo Garcia,Drama,Nine women in nine single-take vignettes reveal moments of crisis connection and transformation in Garcias formally ambitious ensemble piece featuring an extraordinary cast.,MC 70 RT 71%; Spirit nom; Garcia at his most ambitious; Close Glenn Fonda Hunter Kinski Nolte ensemble; formally daring; emotionally potent,"Independent Spirit Awards, Metacritic, Rotten Tomatoes, IndieWire",,,,
54,King Kong,2005,Peter Jackson,Adventure/Drama,A film crew sails to a mysterious island and encounters a giant ape whose tragic bond with a beautiful actress leads to the iconic Empire State Building climax in Jacksons epic passionate remake.,3 Oscars (Sound Visual Effects Sound Editing); MC 81 RT 84%; $556M on $207M; Watts-Kong emotional core; Weta groundbreaking; overlong but deeply felt,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo",,,2,2026-04-02T08:24:20.073Z
55,Kiss Kiss Bang Bang,2005,Shane Black,Crime/Comedy,A petty thief accidentally lands a Hollywood audition and teams with a gay private detective to solve a murder in Blacks meta-noir that revived Robert Downey Jr.s career.,Cannes out of competition; MC 72 RT 84%; $15M on $15M; Downey Jr. and Kilmer brilliant; Blacks sardonic voice; cult following drove Downeys Iron Man casting,"Cannes Film Festival, Metacritic, Rotten Tomatoes, Box Office Mojo",,,4,2026-04-02T08:24:26.819Z
56,Charlie and the Chocolate Factory,2005,Tim Burton,Fantasy/Comedy,A poor boy wins one of five golden tickets to tour the eccentric Willy Wonkas fantastical candy factory in Burtons darkly whimsical faithful Dahl adaptation.,BAFTA nom; MC 72 RT 83%; $475M on $150M; Depp divisive as Wonka; Burtons visual imagination; Deep Roys Oompa Loompas; commercially massive,"BAFTA, Metacritic, Rotten Tomatoes, Box Office Mojo",,,2,2026-04-02T08:24:23.934Z
57,Thumbsucker,2005,Mike Mills,Comedy/Drama,A seventeen-year-old struggles to quit his thumb-sucking habit as his orthodontist hypnotist and various medications send him on a journey of self-discovery in this quirky coming-of-age tale.,Berlin Silver Bear Actor (Pucci); Sundance Special Jury Prize; MC 62 RT 65%; Mills debut; Tilda Swinton Keanu Reeves Vince Vaughn support; indie charmer,"Berlin Film Festival, Sundance Film Festival, Metacritic, Rotten Tomatoes",,,,
58,The Three Burials of Melquiades Estrada,2005,Tommy Lee Jones,Drama/Western,A Texas rancher forces the Border Patrol agent who killed his friend to dig up the body and carry it across the Mexican border for proper burial in this modern revisionist Western.,Cannes Best Actor (Jones) + Best Screenplay; MC 74 RT 78%; Jones masterful directorial debut; Arriaga script; Criterion-adjacent; underseen gem,"Cannes Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
59,Sin City,2005,Robert Rodriguez and Frank Miller,Action/Crime,Three interlocking noir tales of violence and corruption play out in a hyper-stylized black-and-white graphic novel world where every frame looks ripped from Frank Millers original panels.,Cannes Technical Grand Prize; MC 74 RT 77%; $158M on $40M; revolutionary visual approach; Willis Rourke Clive Owen; redefined comic book aesthetics,"Cannes Film Festival, Metacritic, Rotten Tomatoes, Box Office Mojo",,,,
60,Saving Face,2005,Alice Wu,Romantic Comedy/Drama,A Chinese-American lesbian surgeon must navigate her conservative mothers expectations while pursuing a relationship with a dancer in Wus warm groundbreaking debut.,Sundance; MC 68 RT 89%; $1.3M; Wus intimate culturally specific romance; LGBTQ Asian American milestone; Joan Chen supports; quietly revolutionary,"Sundance Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
61,Election,2005,Johnnie To,Crime/Thriller,Two candidates violently compete for the chairmanship of a Hong Kong triad society in Tos razor-sharp political allegory about power democracy and organized crime.,Venice competition; MC 72 RT 81%; Criterion Collection; Tos masterwork; Hong Kong cinema essential; political allegory of Chinese influence; taut and brutal,"Venice Film Festival, Criterion Collection, Metacritic, Rotten Tomatoes",,,,
62,The Puffy Chair,2005,Jay Duplass and Mark Duplass,Comedy/Drama,A young man buys a recliner online as a birthday gift for his father and the road trip to deliver it tests his relationship with his girlfriend in this key mumblecore landmark.,Sundance selection; MC 63 RT 80%; $195K; Duplass brothers debut; mumblecore movement foundational text; micro-budget relationship comedy; naturalistic and charming,"Sundance Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
63,Factotum,2005,Bent Hamer,Comedy/Drama,A barfly writer drifts through menial jobs romance and saloons in this deadpan adaptation of Charles Bukowskis autobiographical novel with Matt Dillon as the hard-drinking author.,Cannes Directors Fortnight; MC 60 RT 67%; Dillons committed drunken charm; Hamer Norwegian directors American experiment; Bukowski on screen; festival circuit,"Cannes Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
64,The Aristocrats,2005,Paul Provenza and Penn Jillette,Documentary/Comedy,One hundred comedians tell their version of the worlds filthiest joke in this transgressive documentary that serves as a master class in comedic construction and free speech.,Sundance; MC 67 RT 79%; Gottfrieds 9/11 version legendary; Silverman and Saget standout; joke as jazz improvisation; not for the faint-hearted,"Sundance Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
65,Last Days,2005,Gus Van Sant,Drama,A rock musician wanders his decaying mansion in a stupor barely interacting with hangers-on in his final hours in Van Sants hypnotic loosely Cobain-inspired elegy.,Cannes competition; MC 61 RT 57%; Van Sants death trilogy conclusion (after Gerry + Elephant); Pitts committed non-performance; formally radical; deeply polarizing,"Cannes Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
66,Zathura: A Space Adventure,2005,Jon Favreau,Sci-Fi/Adventure,Two feuding brothers discover a magical board game that launches their house into outer space where they must complete the game to return home in Favreaus exciting Jumanji companion piece.,MC 66 RT 76%; $65M on $65M; Favreau pre-Iron Man; spiritually connected to Jumanji; Shepard brothers excellent; underperformed deservedly loved,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers",,,,
67,The Wayward Cloud,2005,Tsai Ming-liang,Comedy/Drama,A watermelon vendor and his neighbor navigate desire and loneliness during a Taipei drought in Tsais provocative musical-tinged film that shifts from tenderness to pornographic shock.,Berlin Silver Bear Outstanding Artistic Contribution + FIPRESCI Prize; MC 68 RT 64%; Tsais most explicit work; formal audacity; deeply polarizing but visionary,"Berlin Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
68,Rize,2005,David LaChapelle,Documentary/Music,Krumping and clowning dance movements born in South Central Los Angeles are captured in LaChapelles vibrant documentary revealing how inner-city youth channel rage into revolutionary artistic expression.,Sundance; MC 65 RT 75%; $3M; LaChapelles visual eye; dance as survival; South Central creativity; not sped up (disclaimer); energizing,"Sundance Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
