Rank,Title,Year,Director,Primary_Genre,Synopsis,Major_Awards,Key_Sources,Favorite,Watchlist,Rating,RatingTimestamp
17,Footnote,2011,Joseph Cedar,Drama/Comedy,A father and son who are both Talmud scholars at Hebrew University are pitted against each other when a prestigious prize is mistakenly awarded to the wrong man.,Cannes Best Screenplay; Oscar nom Foreign Language; RT 87 MC 72; Cedar sharp; Israeli academia satirized; father-son intellectual rivalry,"Cannes Film Festival, Academy Awards, Metacritic, Rotten Tomatoes",,,,
18,The Turin Horse,2011,Bela Tarr,Drama,A farmer and his daughter endure increasingly dire days of relentless wind failing crops and encroaching darkness in Tarrs final film a stark parable of civilizational entropy.,Berlin Silver Bear Grand Jury Prize; RT 92 MC 87; FIPRESCI; Tarrs announced final film; 30 shots; Nietzsche opening; austere masterpiece,"Berlin Film Festival, Metacritic, Rotten Tomatoes, Sight and Sound",,1,,
19,Declaration of War,2011,Valerie Donzelli,Drama/Romance,A young couple navigates their relationship through the devastating diagnosis and treatment of their toddlers brain tumor in Donzellis inventive autobiographical French drama.,RT 91 MC 72; Donzelli stars and directs; French submission for Oscar; cancer drama as musical; formally daring; life-affirming despite subject,"Metacritic, Rotten Tomatoes, IndieWire, Cannes Film Festival",,,,
20,The Muppets,2011,James Bobin,Comedy/Musical,Three fans help Kermit reunite the Muppets for a fundraising telethon to save their old theater from an oil tycoon in Bobins joyful heartfelt franchise revival.,Oscar Best Song (Man or Muppet); $165M; RT 96 MC 75; Segel Adams; nostalgic and sincere; Muppet renaissance; family entertainment perfected,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo",,,,
21,Take Shelter,2011,Jeff Nichols,Drama/Thriller,An Ohio construction worker plagued by apocalyptic visions must decide whether he is losing his mind or receiving genuine warnings in Nichols masterful anxiety portrait.,Cannes Critics Week Grand Prize; Fipresci; RT 92 MC 85; Shannon extraordinary; Chastain breakout year; ambiguity sustained perfectly,"Cannes Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
22,Beginners,2011,Mike Mills,Drama/Romance,A man reflecting on his recently deceased fathers late-in-life coming out as gay navigates a new relationship while unpacking how his parents shaped his capacity for love.,Oscar Supporting Actor (Plummer); RT 84 MC 71; Plummer oldest Oscar winner at 82; McGregor Melanie Laurent; autobiographical; gentle and moving,"Academy Awards, Metacritic, Rotten Tomatoes, IndieWire",,,,
23,Midnight in Paris,2011,Woody Allen,Comedy/Fantasy,A nostalgic screenwriter on vacation in Paris discovers he can travel back to the 1920s each midnight encountering Hemingway Fitzgerald Dali and other legends in Allens enchanting late-career triumph.,Oscar Original Screenplay; RT 93 MC 77; $151M on $17M; Allens biggest hit; Wilson charming; love letter to Paris and artistic nostalgia,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo",,,,
24,My Week with Marilyn,2011,Simon Curtis,Drama/Biopic,A young production assistant chronicles his week spent with Marilyn Monroe during the troubled filming of The Prince and the Showgirl in 1956 London.,Oscar nom Actress (Williams); Oscar nom Supporting Actor (Branagh as Olivier); RT 83 MC 70; Williams luminous Monroe; Branagh commanding Olivier,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo",,,,
25,Monsieur Lazhar,2011,Philippe Falardeau,Drama,An Algerian immigrant becomes a substitute teacher at a Montreal elementary school reeling from tragedy and finds healing for himself and his students in Falardeaus gentle drama.,Oscar nom Foreign Language; RT 91 MC 77; Fellag wonderful; grief and pedagogy; Montreal classroom; immigrant teacher perspective; Canadian cinema gem,"Academy Awards, Metacritic, Rotten Tomatoes, IndieWire",,,,
26,Pariah,2011,Dee Rees,Drama,A Brooklyn teenager navigates her identity as a young Black lesbian while hiding her true self from her conservative parents in Reess tender powerful coming-of-age debut.,Sundance premiere; RT 96 MC 79; Oduya Sykes; Rees breakthrough; Bradford Young cinematography; LGBTQ Black cinema landmark; Spike Lee produced,"Sundance Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
27,Tyrannosaur,2011,Paddy Considine,Drama,A violent widower forms an unlikely bond with a charity shop worker who hides her own horrors behind a Christian faith in Considines devastating directorial debut.,BAFTA Outstanding Debut; Sundance Director Award (World); RT 87 MC 78; Mullan Colman extraordinary; British social realism at its rawest; Colman pre-stardom,"BAFTA, Sundance Film Festival, Metacritic, Rotten Tomatoes",,,,
28,Terri,2011,Azazel Jacobs,Comedy/Drama,An overweight teenager who wears pajamas to school forms an unlikely friendship with his vice principal in Jacobss tender offbeat portrait of adolescent outsiders.,Spirit nom; RT 77 MC 70; Wysocki Reilly; Jacobs quiet humanism; high school misfits; gentle pace; Sundance premiere; underseen indie gem,"Independent Spirit Awards, Metacritic, Rotten Tomatoes, IndieWire",,,,
29,Chico and Rita,2011,Fernando Trueba and Javier Mariscal,Animation/Romance,A pianist and a singer in 1940s Havana fall in love and are separated by fate and ambition across decades from Cuba to New York to Paris in this gorgeous animated romance.,Oscar nom Animated Feature; RT 91 MC 72; hand-drawn beauty; Cuban jazz soundtrack; Bebo Valdes inspiration; adult animated romance; European animation gem,"Academy Awards, Metacritic, Rotten Tomatoes, IndieWire",,,,
30,Drive,2011,Nicolas Winding Refn,Crime/Thriller,A Hollywood stunt driver who moonlights as a getaway wheelman is drawn into a deadly underworld when he tries to protect his neighbor and her son in Refns hypnotic neon-soaked masterwork.,Cannes Best Director; RT 93 MC 78; Gosling iconic; $76M on $15M; synthwave aesthetic defined a decade; Refn breakthrough; genre filmmaking elevated to art,"Cannes Film Festival, Metacritic, Rotten Tomatoes, Box Office Mojo",,,4,2026-04-02T07:52:28.048Z
31,Like Crazy,2011,Drake Doremus,Drama/Romance,A British exchange student and her American boyfriend struggle to maintain their relationship across continents after she overstays her visa in Doremuss achingly intimate romance.,Sundance Grand Jury Prize; RT 72 MC 65; Felicity Jones Anton Yelchin; improvised dialogue; long-distance heartbreak; Doremus breakthrough,"Sundance Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
32,Harry Potter and the Deathly Hallows Part 2,2011,David Yates,Fantasy/Adventure,Harry confronts Voldemort in a final battle at Hogwarts as the decade-spanning franchise reaches its spectacular emotionally resonant conclusion.,RT 96 MC 87; $1.34B worldwide; biggest film of 2011; franchise finale; Battle of Hogwarts; Rickman Snape revelation; generation-defining,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers",,,4,2026-04-02T07:52:42.286Z
33,Rango,2011,Gore Verbinski,Animation/Western,A sheltered pet chameleon finds himself in an Old West town called Dirt where he bluffs his way into becoming the sheriff in Verbinskis wildly inventive animated revisionist western.,Oscar Best Animated Feature; RT 88 MC 75; $246M on $135M; ILMs first animated feature; Depp voice; Chinatown homage; adult-oriented animation,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo",,,,
34,Margin Call,2011,J.C. Chandor,Drama/Thriller,Over a tense 24-hour period a Wall Street firm discovers the worthlessness of its mortgage-backed securities and scrambles to dump them before the market opens in Chandors riveting debut.,Spirit nom; RT 87 MC 76; Spacey Irons Tucci Bettany Quinto; Chandor debut; boardroom tension; financial crisis anatomy; ensemble excellence,"Independent Spirit Awards, Metacritic, Rotten Tomatoes, IndieWire",,,4,2026-04-02T07:52:45.734Z
35,Bullhead,2011,Michael R. Roskam,Crime/Drama,A young Limburg cattle farmer pumped full of hormones and rage becomes entangled in the Belgian hormone mafia and must confront a traumatic childhood incident.,Oscar nom Foreign Language; RT 86 MC 73; Schoenaerts breakout (pre-Rust and Bone); Belgian noir; masculinity as pathology; Roskam debut; physically transformative,"Academy Awards, Metacritic, Rotten Tomatoes, IndieWire",,,,
36,Where Do We Go Now?,2011,Nadine Labaki,Comedy/Drama,Women in a Lebanese village where Christians and Muslims live side by side resort to increasingly elaborate schemes to prevent their men from descending into sectarian violence.,TIFF Peoples Choice Award; RT 74; Labaki follow-up to Caramel; Lebanese cinema; female solidarity; humor as peace-keeping; crowd-pleasing,"Toronto Film Festival, Metacritic, Rotten Tomatoes, Box Office Mojo",,,,
37,Warrior,2011,Gavin OConnor,Drama/Action,Two estranged brothers enter a mixed martial arts tournament on a collision course as they each fight for redemption and their fractured families in OConnors powerhouse sports drama.,RT 83 MC 71; Hardy Edgerton Nolte; Nolte Oscar nom Supporting; sleeper hit; MMA film elevated to Greek tragedy; emotionally devastating,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo",,,,
38,Cave of Forgotten Dreams,2011,Werner Herzog,Documentary,Herzog gains rare access to the Chauvet Cave in southern France to film the oldest known human paintings in his awe-struck meditation on art creativity and time.,RT 96 MC 82; 3D documentary landmark; Herzog narration iconic; 32000-year-old paintings; postscript about albino crocodiles; wonder and absurdity,"Metacritic, Rotten Tomatoes, IndieWire, Box Office Mojo",,,,
39,In Darkness,2011,Agnieszka Holland,Drama/War,A Polish sewer worker hides a group of Jews in the sewers of Lvov during the Nazi occupation initially for profit but gradually out of compassion in Hollands harrowing true story.,Oscar nom Foreign Language; RT 83 MC 68; Holland veteran; Holocaust survival; sewer as sanctuary; moral evolution; based on true events,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo",,,,
40,Weekend,2011,Andrew Haigh,Drama/Romance,Two men meet in a Nottingham club on Friday night and over a weekend of conversation and connection confront the impossibility of sustaining what theyve found before Monday arrives.,RT 95 MC 81; LGBTQ cinema landmark; Haigh before 45 Years and Looking; Before Sunrise comparisons; naturalistic and heartbreaking; Cullen New extraordinary,"Metacritic, Rotten Tomatoes, IndieWire, Sight and Sound",,,,
41,13 Assassins,2011,Takashi Miike,Action/Drama,A samurai is recruited to assassinate a cruel feudal lord and assembles twelve warriors for a suicide mission culminating in a forty-minute battle sequence of astonishing ferocity.,RT 95 MC 72; Miike samurai masterpiece; 45-minute siege finale; Kurosawa lineage; Seven Samurai echoes; disciplined Miike; international release 2011,"Metacritic, Rotten Tomatoes, IndieWire, Sight and Sound",,1,,
42,Senna,2011,Asif Kapadia,Documentary,The life and death of Brazilian Formula One driver Ayrton Senna is told entirely through archival footage in Kapadias electrifying sports documentary masterpiece.,BAFTA Best Documentary; RT 97; Kapadia technique (no talking heads all archive); Senna vs Prost rivalry; Imola 1994 devastating; transcendent sports doc,"BAFTA, Metacritic, Rotten Tomatoes, IndieWire",,,3,2026-04-02T07:53:00.679Z
43,The Iron Lady,2011,Phyllida Lloyd,Drama/Biopic,The life of Margaret Thatcher is told through the lens of her declining years as dementia fragments her memories of political triumph and personal sacrifice.,Oscar Best Actress (Streep); Oscar Makeup; RT 51 MC 54; Streep extraordinary transformation; politically contentious; biopic as memory study,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo",,,,
44,A Better Life,2011,Chris Weitz,Drama,An undocumented Mexican gardener in Los Angeles risks everything to give his teenage son a better future when their truck is stolen in Weitzs compassionate immigration drama.,Oscar nom Best Actor (Bichir); RT 83 MC 63; Bichir breakthrough; immigration humanity; father-son bond; East LA authenticity; underseen,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo",,,,
45,A Cat in Paris,2011,Jean-Loup Felicioli and Alain Gagnol,Animation/Crime,A cat leads a double life accompanying a little girl by day and a cat burglar by night as their paths converge in a rooftop chase across Paris in this charming French animation.,Oscar nom Animated Feature; RT 78 MC 67; hand-drawn Parisian noir; family crime caper; French animation tradition; short and sweet at 62 minutes,"Academy Awards, Metacritic, Rotten Tomatoes, IndieWire",,,,
46,Melancholia,2011,Lars von Trier,Sci-Fi/Drama,Two sisters cope with the impending collision of a rogue planet with Earth as one descends into depression and the other struggles to maintain normalcy in Von Triers apocalyptic opus.,Cannes Best Actress (Dunst); MC 81 RT 80; Dunst Gainsbourg; Von Trier most visually stunning work; Tristan und Isolde prelude; depression made cosmic,"Cannes Film Festival, Metacritic, Rotten Tomatoes, Sight and Sound",,,,
47,Alps,2011,Yorgos Lanthimos,Comedy/Drama,A clandestine Athens group offers to role-play as recently deceased loved ones for bereaved families in Lanthimos chilling absurdist follow-up about grief substitution and the terrifying arbitrariness of identity.,Venice Horizons Award; RT 74 MC 68; Lanthimos second feature; Kontouli leads; Greek Weird Wave continued; bureaucratized grief; precursor to The Lobster; cold formalism and dark comedy,"Venice Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
48,Miss Bala,2011,Gerardo Naranjo,Crime/Thriller,A young woman entering a beauty pageant in Tijuana is kidnapped by a drug cartel and forced into their operations as she desperately tries to survive in Naranjos gripping thriller.,Cannes Un Certain Regard; RT 87 MC 70; Naranjo; Mexican drug war; beauty queen as pawn; long-take sequences; Stephanie Sigman; remade in 2019,"Cannes Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
49,Bill Cunningham New York,2011,Richard Press,Documentary,The legendary New York Times street fashion photographer Bill Cunningham is profiled as he bicycles through Manhattan capturing style with democratic joy and monastic dedication.,RT 98 MC 83; Cunningham beloved subject; fashion democracy; New York character study; Press intimate access; Carnegie Hall home; pure joy; cultural treasure,"Metacritic, Rotten Tomatoes, IndieWire, Box Office Mojo",,,,
50,The Help,2011,Tate Taylor,Drama,African-American maids in 1960s Mississippi tell their stories of working for white families to an aspiring journalist in Taylors commercially massive and culturally divisive ensemble drama.,Oscar Supporting Actress (Spencer); SAG Ensemble; $217M on $25M; RT 76 MC 62; Spencer iconic; Viola Davis; culturally significant if critically debated,"Academy Awards, SAG Awards, Metacritic, Box Office Mojo",,,,
51,The Interrupters,2011,Steve James,Documentary,Former gang members in Chicago work as violence interrupters mediating conflicts and trying to stop the cycle of killing in Jamess essential urgent documentary about Americas gun epidemic.,RT 98 MC 80; James (Hoop Dreams) returns; CeaseFire program; Ameena Matthews Cobe Williams; street-level activism; documentary journalism at its best,"Metacritic, Rotten Tomatoes, IndieWire, Box Office Mojo",,,,
52,This Is Not a Film,2011,Jafar Panahi and Mojtaba Mirtahmasb,Documentary,Panahi documents a day of house arrest after the Iranian government banned him from filmmaking for 20 years recording his defiance with a camera and an iPhone.,RT 97 MC 81; smuggled out of Iran in a USB drive hidden in a cake; Panahi political protest as cinema; filmmaking under oppression; formally inventive,"Metacritic, Rotten Tomatoes, IndieWire, Sight and Sound",,,,
53,Oslo August 31st,2011,Joachim Trier,Drama,A recovering addict spends one day in Oslo visiting old friends and contemplating his future after leaving rehab in Triers devastating quietly profound portrait of urban isolation.,RT 95 MC 79; Trier breakthrough; Le Feu Follet adaptation; Anders Danielsen Lie extraordinary; Oslo beautifully captured; melancholy masterwork,"Metacritic, Rotten Tomatoes, IndieWire, Sight and Sound",,,,
54,The Forgiveness of Blood,2011,Joshua Marston,Drama,An Albanian teenager watches helplessly as an ancient blood feud between his family and their neighbors consigns him to house arrest and threatens to destroy his future.,Berlin Silver Bear Screenplay + Special Jury Prize; RT 88 MC 76; Marston (Maria Full of Grace); Albanian kanun code; adolescence imprisoned; cultural specificity,"Berlin Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
55,Shame,2011,Steve McQueen,Drama,A New York executive whose carefully managed sex addiction is disrupted by his troubled sisters arrival spirals into self-destruction in McQueens unflinching portrait of compulsion and isolation.,Venice Best Actor (Fassbender); RT 79 MC 75; NC-17 rating; McQueen pre-12 Years a Slave; Fassbender Mulligan fearless; Long Island City sequence devastating,"Venice Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
56,The Guard,2011,John Michael McDonagh,Comedy/Crime,An unorthodox small-town Irish policeman teams with an FBI agent to take down an international drug-smuggling ring in McDonaghs hilarious deadpan debut.,RT 96 MC 71; Gleeson Cheadle; highest-grossing independent Irish film; McDonagh debut; subversive buddy cop; Irish humor perfected; Gleeson magnificent,"Metacritic, Rotten Tomatoes, Box Office Mojo, IndieWire",,,,
57,Martha Marcy May Marlene,2011,Sean Durkin,Drama/Thriller,A young woman who fled a cult in the Catskills struggles to reintegrate with her sister and brother-in-law as traumatic memories intrude on the present in Durkins unsettling debut.,Sundance Best Director; RT 89 MC 76; Elizabeth Olsen breakout; Hawkes terrifying cult leader; temporal disorientation masterful; Durkin debut,"Sundance Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
58,A Dangerous Method,2011,David Cronenberg,Drama,The turbulent relationships between Carl Jung Sigmund Freud and patient Sabina Spielrein unfold as psychoanalysis is born in Cronenbergs cerebral period drama.,Venice competition; RT 78 MC 67; Fassbender Mortensen Knightley; Cronenberg restrained; intellect as body horror; Christopher Hampton script,"Venice Film Festival, Metacritic, Rotten Tomatoes, Box Office Mojo",,,,
59,Cedar Rapids,2011,Miguel Arteta,Comedy,A naive small-town insurance agent attends a regional convention in Cedar Rapids where he is corrupted and enlightened by his rollicking new colleagues in Artetas warm comedy.,RT 87 MC 72; Helms Reilly Whitlock Heche; Sundance premiere; Midwest satire with affection; gentle ensemble comedy; underseen gem; Arteta at his best,"Sundance Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
60,Wuthering Heights,2011,Andrea Arnold,Drama/Romance,Emily Brontes tale of doomed love on the Yorkshire moors is reimagined with a Black Heathcliff and raw naturalistic filmmaking in Arnolds radical literary adaptation.,Venice competition; RT 73 MC 69; Arnold (Fish Tank) most daring; Robbie Ryan cinematography; non-professional cast; literary adaptation as art cinema; divisive,"Venice Film Festival, Metacritic, Rotten Tomatoes, Sight and Sound",,,,
61,Le Havre,2011,Aki Kaurismaki,Comedy/Drama,A retired bohemian shoeshine man in the French port city shelters an undocumented African boy from immigration authorities in Kaurismakis deadpan humanist fairy tale.,RT 93 MC 81; Kaurismaki mastery; immigration compassion; dry humor; Outremont André Wilms; stylized production design; gentle political cinema,"Metacritic, Rotten Tomatoes, IndieWire, Sight and Sound",,,,
62,Carnage,2011,Roman Polanski,Comedy/Drama,Two sets of parents meet to discuss a schoolyard altercation between their sons and the civil conversation degenerates into savage verbal warfare in Polanskis acid chamber piece.,Venice competition; RT 74 MC 65; Winslet Foster Waltz Reilly; Yasmina Reza adaptation; single-room escalation; acting showcase; Polanski wit,"Venice Film Festival, Metacritic, Rotten Tomatoes, Box Office Mojo",,,,
63,The Ides of March,2011,George Clooney,Drama/Thriller,An idealistic campaign press secretary for a presidential candidate discovers the dark machinations of political ambition during the Ohio Democratic primary.,Venice competition; RT 75 MC 64; Gosling Clooney Hoffman Giamatti; political cynicism; Clooney directing; Beau Willimon play adaptation,"Venice Film Festival, Metacritic, Rotten Tomatoes, Box Office Mojo",,1,,
64,The Skin I Live In,2011,Pedro Almodovar,Thriller/Drama,A brilliant plastic surgeon keeps a mysterious woman captive in his Toledo mansion as a horrifying secret connects them in Almodovars darkest most Hitchcockian thriller.,RT 81 MC 70; Banderas finest dramatic work; Almodovar body horror; identity and obsession; Eyes Without a Face lineage; Spanish cinema landmark,"Metacritic, Rotten Tomatoes, IndieWire, Sight and Sound",,,4,2026-04-02T07:53:37.015Z
65,Tabloid,2011,Errol Morris,Documentary,Morris unravels the bizarre true story of Joyce McKinney a former beauty queen who allegedly kidnapped and imprisoned a Mormon missionary in 1977 England.,RT 92 MC 75; Morris at his most entertaining; McKinney unreliable narrator; truth and tabloids; stranger than fiction; Morris interview style perfected,"Metacritic, Rotten Tomatoes, IndieWire, Box Office Mojo",,,,
66,Win Win,2011,Thomas McCarthy,Comedy/Drama,A struggling lawyer who becomes legal guardian of an elderly client for the monthly stipend discovers the mans runaway grandson is a wrestling prodigy in McCarthys warmhearted comedy.,RT 94 MC 73; Giamatti Amy Ryan; McCarthy pre-Spotlight; small-scale perfection; wrestling and ethics; indie crowd-pleaser,"Metacritic, Rotten Tomatoes, Box Office Mojo, IndieWire",,,,
67,Mission: Impossible - Ghost Protocol,2011,Brad Bird,Action/Thriller,Ethan Hunt and his team go rogue after the IMF is implicated in a Kremlin bombing and must stop a nuclear extremist in Birds spectacular animated-to-live-action transition.,RT 93 MC 73; $695M on $145M; Bird first live-action; Burj Khalifa sequence iconic; franchise resurrection; 4.8x return; IMAX event,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers",,,3,2026-04-02T07:53:53.501Z
68,Source Code,2011,Duncan Jones,Sci-Fi/Thriller,A soldier repeatedly relives the last eight minutes of a commuter train bombing in a simulation to identify the bomber in Jones clever and emotionally resonant second feature.,RT 92 MC 74; Gyllenhaal; Jones follow-up to Moon; sci-fi with heart; Groundhog Day meets thriller; ingenious concept execution,"Metacritic, Rotten Tomatoes, Box Office Mojo, IndieWire",,,2,2026-04-02T07:53:57.742Z
69,50/50,2011,Jonathan Levine,Comedy/Drama,A young man diagnosed with a rare spinal cancer navigates treatment friendship and dating with humor and honesty in Levines disarmingly genuine comedy-drama.,RT 93 MC 72; Gordon-Levitt Rogen; based on screenwriter Will Reisers true experience; cancer comedy that earns every emotion; Kendrick breakthrough,"Metacritic, Rotten Tomatoes, Box Office Mojo, IndieWire",,,,
70,Attack the Block,2011,Joe Cornish,Sci-Fi/Comedy,A gang of South London teenagers must defend their council estate from an alien invasion on Bonfire Night in Cornishs exhilarating genre-blending debut.,RT 90 MC 75; Boyega debut; $14M; British genre cinema at its best; social commentary meets creature feature; cult classic,"Metacritic, Rotten Tomatoes, Box Office Mojo, IndieWire",,,,
