Rank,Title,Year,Director,Primary_Genre,Synopsis,Major_Awards,Key_Sources,Favorite,Watchlist,Rating,RatingTimestamp
36,Lunana: A Yak in the Classroom,2021,Pawo Choyning Dorji,Drama,A young teacher sent to the most remote school in the world in glacial Bhutan discovers the transformative power of education in Dorjis enchanting debut.,Oscar nom International Feature (Bhutans first-ever submission); RT 94 MC 73; Dorji debut; Lunana village; Bhutanese cinema; yak; Himalayas; heartwarming; simple beauty,"Academy Awards, Metacritic, Rotten Tomatoes",,,,
37,Bergman Island,2021,Mia Hansen-Love,Drama/Romance,A filmmaking couple retreats to Faro Island where the spirit of Ingmar Bergman and their stories begin to blur reality in Hansen-Loves layered meta-romance.,Cannes Competition; RT 84 MC 76; Krieps Roth; Faro Island; Bergman legacy; story-within-story; Vicky Krieps luminous; Mia Wasikowska inner film; creative process,"Cannes, Metacritic, Rotten Tomatoes",,,,
38,A Chiara,2021,Jonas Carpignano,Drama,A 15-year-old girl in a Calabrian family discovers her father is a Mafia fugitive in Carpignanos intimate neorealist drama.,Cannes Directors Fortnight Europa Cinemas; RT 93 MC 78; Carpignano trilogy; real Ferraro family cast; ndrangheta; Calabria; non-professional actors; Swamy Rotolo extraordinary,"Cannes, Metacritic, Rotten Tomatoes",,,,
39,Red Rocket,2021,Sean Baker,Drama/Comedy,A washed-up porn star returns to his small Texas hometown and manipulates everyone while pursuing a teenage donut shop worker in Bakers darkly funny character study.,Cannes Competition; RT 90 MC 79; Simon Rex career comeback; Baker Florida Project follow-up; Texas City; Trump-era America; Rex star-making; exploitative charm; 2016 election,"Cannes, Metacritic, Rotten Tomatoes",,,,
40,The Killing of Two Lovers,2021,Robert Machoian,Drama/Thriller,A man tries to keep his family together during a separation while struggling with violent impulses in Machoians taut minimalist domestic thriller.,RT 96 MC 80; Clayne Crawford; Machoian debut; Utah; 4:3 aspect ratio; marriage dissolution; male violence; Crawford extraordinary; micro-budget; ambient sound design,"Sundance, Metacritic, Rotten Tomatoes",,1,,
41,Hit the Road,2021,Panah Panahi,Drama/Comedy,An Iranian family embarks on a mysterious road trip across stunning landscapes with tensions and secrets slowly revealing themselves in Panahis astonishing debut.,RT 98 MC 87; Panahi (son of Jafar Panahi); debut; Iranian road movie; humor and heartbreak; border crossing; one of years best debuts; festival darling,"Metacritic, Rotten Tomatoes",,,,
42,What Do We See When We Look at the Sky?,2021,Alexandre Koberidze,Drama/Romance,Two young people in a Georgian city fall in love but are cursed to become unrecognizable to each other in Koberidzes enchanting sprawling romantic fable.,Berlin Competition; RT 93 MC 81; Georgian cinema; Kutaisi city; fairy tale realism; cursed lovers; dogs; World Cup on TV; patient and magical; Koberidze discovery,"Berlin, Metacritic, Rotten Tomatoes",,1,,
43,Azor,2021,Andreas Fontana,Drama/Thriller,A Swiss private banker travels to Argentina during the 1980 military dictatorship to find his missing partner in Fontanas chilling debut about European complicity.,Berlin; RT 93 MC 77; Luchini; Fontana debut; Argentine Dirty War; Swiss banking complicity; quiet menace; European complicity in Latin American atrocities; political thriller,"Berlin, Metacritic, Rotten Tomatoes",,,,
44,The French Dispatch,2021,Wes Anderson,Comedy/Drama,A love letter to journalists brings to life stories from the final issue of an American magazine in a fictional French city in Andersons elaborate triptych.,Cannes Competition; RT 75 MC 74; massive ensemble (Swinton Murray McDormand Del Toro Chalamet); New Yorker homage; three stories; maximalist; Andersons most Andersonian,"Cannes, Metacritic, Rotten Tomatoes",,,,
45,Spider-Man: No Way Home,2021,Jon Watts,Action/Adventure,Peter Parkers identity is revealed and dangerous villains from other universes appear when a spell goes wrong in Watts multiverse-spanning MCU spectacle.,$1.916B worldwide (sixth-highest all-time); RT 93 MC 71; Holland Zendaya Cumberbatch; Maguire Garfield returns; three Spider-Men; biggest pandemic-era release,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo",,,3,2026-04-01T13:39:57.868Z
46,Bo Burnham: Inside,2021,Bo Burnham,Comedy/Musical,A comedian alone in a room during COVID lockdown creates an extraordinary one-man musical comedy special capturing pandemic anxiety and absurdity.,Emmy Special; Peabody Award; Netflix; RT 94 MC 85; Burnham solo in one room; Welcome to the Internet prophetic; All Eyes on Me; mental health; generation-defining,"Peabody, Emmy, Metacritic, Rotten Tomatoes",,,,
47,Procession,2021,Robert Greene,Documentary,Six men who were sexually abused by Catholic clergy collaborate to direct and star in short films inspired by their experiences in Greenes unprecedented documentary.,RT 94 MC 85; Netflix; Greene Bisbee 17 follow-up; unprecedented collaborative form; survivors directing own stories; drama therapy; Catholic abuse; healing through filmmaking,"Metacritic, Rotten Tomatoes",,,,
48,Spencer,2021,Pablo Larrain,Drama/Biography,Princess Diana spends a fateful Christmas weekend at Sandringham where she decides to end her marriage to Prince Charles in Larrains feverish portrait.,Oscar nom Actress (Stewart); Venice Competition; BAFTA nom; Stewart career-best; Larrain Jackie follow-up; Jonny Greenwood score; Christmas 1991; Stewart transformation,"Academy Awards, Venice, BAFTA, Metacritic, Rotten Tomatoes",,,,
49,The Lost Daughter,2021,Maggie Gyllenhaal,Drama/Thriller,A woman on a seaside vacation becomes obsessed with a young mother causing her to confront her own memories of early motherhood in Gyllenhaals piercing directorial debut.,Oscar noms Actress (Colman) + Adapted Screenplay; Venice Screenplay; Spirit noms; Netflix; Colman Buckley Johnson; Gyllenhaal debut; Elena Ferrante novel; motherhood guilt,"Academy Awards, Venice, Spirit Awards, Metacritic, Rotten Tomatoes",,,,
50,Lamb,2021,Valdimar Johannsson,Horror/Fantasy,An Icelandic couple discover a strange miraculous newborn in their sheep barn and decide to raise it as their own in Johannssons eerie folkloric debut.,Cannes Un Certain Regard Prize of Originality; RT 86 MC 72; Rapace; Johannsson debut; Icelandic folklore; A24; sheep-human hybrid; Bela Tarr co-producer; unsettling fairy tale,"Cannes, Metacritic, Rotten Tomatoes",,1,,
51,Nitram,2021,Justin Kurzel,Drama,The troubled life of the man who would commit the 1996 Port Arthur massacre in Kurzels devastating portrait of the path to mass violence.,Cannes Best Actor (Caleb Landry Jones); RT 87 MC 71; Jones extraordinary; Kurzel Snowtown director; Port Arthur massacre; Australian gun control; Essie Davis; deeply uncomfortable,"Cannes, Metacritic, Rotten Tomatoes",,,,
52,Censor,2021,Prano Bailey-Bond,Horror/Thriller,A film censor watching violent horror films begins to lose the boundary between fiction and reality in Bailey-Bonds hypnotic debut set during the video nasties era.,Sundance; RT 90 MC 67; Niamh Algar; Bailey-Bond debut; 1980s video nasties; BBFC censor; reality vs fiction; Algar extraordinary; retro British horror; giallo influence,"Sundance, Metacritic, Rotten Tomatoes",,,,
53,The Rescue,2021,Elizabeth Chai Vasarhelyi and Jimmy Chin,Documentary,The dramatic true story of the 2018 Thai cave rescue told through harrowing footage and interviews with the divers in the Free Solo directors gripping doc.,RT 97 MC 83; Vasarhelyi Chin Free Solo follow-up; Tham Luang 2018; Rick Stanton John Volanthen; international rescue; harrowing underwater footage; National Geographic,"Metacritic, Rotten Tomatoes",,,,
54,The Truffle Hunters,2021,Michael Dweck and Gregory Kershaw,Documentary,Elderly men in the forests of Piedmont Italy hunt for high-priced white Alba truffles with their cherished dogs in this gorgeous observational documentary.,RT 96 MC 84; Piedmont Italy; Alba white truffle; elderly men and dogs; secrecy tradition; dying art; gorgeous cinematography; heartwarming; nature and commerce; festival favorite,"Metacritic, Rotten Tomatoes",,,,
55,Sabaya,2021,Hogir Hirori,Documentary,Volunteers risk their lives to rescue kidnapped Yazidi women held as sex slaves by ISIS in northern Syria in Hiroris harrowing real-time documentary.,RT 97 MC 82; Yazidi rescue; ISIS captivity; northern Syria; real-time tension; dangerous filmmaking; Yazidi genocide; deeply disturbing and essential; women in conflict,"Metacritic, Rotten Tomatoes",,1,,
56,After Yang,2021,Kogonada,Sci-Fi/Drama,A father searches for a way to repair his familys helper robot and discovers things about its past in Kogonadas gentle contemplative sci-fi about memory.,Cannes premiere; A24; RT 80 MC 72; Farrell Turner; Kogonada Columbus follow-up; AI and memory; found family; adoptive identity; quiet sci-fi; Weinstein story,"Cannes, Metacritic, Rotten Tomatoes",,1,,
57,The Sparks Brothers,2021,Edgar Wright,Documentary/Music,The absurdly long and successful career of Ron and Russell Mael is chronicled in Wrights exhaustive loving music documentary about the enigmatic Sparks duo.,RT 96 MC 80; Wright Baby Driver director; 140 minutes; talking heads (Beck Flea Bjork); 50-year career; 25 albums; Wright fanboy energy; led to Annette collaboration,"Metacritic, Rotten Tomatoes",,,,
58,The Girl and the Spider,2021,Ramon Zurcher and Silvan Zurcher,Drama,A young woman moves to a new apartment and the community left behind begins to unravel in the Zurcher brothers meticulously composed observational drama.,Berlin Encounters; RT 85 MC 79; Zurcher brothers Strange Little Cat follow-up; Swiss minimalism; micro-drama; apartment as universe; community dissolution; quietly devastating,"Berlin, Metacritic, Rotten Tomatoes",,,,
59,Ailey,2021,Jamila Wignot,Documentary,The life and enduring influence of pioneering choreographer Alvin Ailey told through his own words and stunning archival dance footage in Wignots lyrical portrait.,RT 96 MC 76; Alvin Ailey; modern dance pioneer; Revelations; African-American cultural history; archival footage; choreography as art; Wignot lyrical; NEON distribution,"Metacritic, Rotten Tomatoes",,,,
60,Benedetta,2021,Paul Verhoeven,Drama/History,A 17th-century nun claims miraculous visions and begins a forbidden affair with a novice in Verhoevens provocative blend of faith eroticism and power.,Cannes Competition; RT 80 MC 67; Verhoeven at 83; Efira; religious ecstasy; Verhoeven Basic Instinct Showgirls provocateur; plague; miracle and manipulation; Judith Brown novel,"Cannes, Metacritic, Rotten Tomatoes",,1,,
61,Julia,2021,Julie Cohen and Betsy West,Documentary,The life of legendary cookbook author and TV personality Julia Child comes alive in Cohen and Wests warm celebratory portrait of a cultural icon.,RT 96 MC 75; Cohen West RBG directors; Julia Child; French cooking; PBS; American food revolution; archival footage; Paul and Julia love story; cultural impact,"Metacritic, Rotten Tomatoes",,,,
62,Shiva Baby,2021,Emma Seligman,Comedy/Drama,A college student at a shiva encounters her sugar daddy and his wife triggering escalating lies and anxiety in Seligmans razor-sharp claustrophobic debut.,RT 96 MC 73; Rachel Sennott; Seligman debut; SXSW; Jewish comedy; comedy of escalation; Sennott breakout; 77 minutes; anxiety cinema; expanded from short film,"Metacritic, Rotten Tomatoes",,,,
63,Introduction,2021,Hong Sang-soo,Drama,A young man visits his father and later travels to Berlin to see his girlfriend in Hongs characteristically spare and deceptively simple character study.,Berlin Best Screenplay; RT 84 MC 76; Hong prolific master; minimalist Korean cinema; father-son distance; Hong annual output; conversational; Berlin recognition,"Berlin, Metacritic, Rotten Tomatoes",,,,
64,My Name Is Pauli Murray,2021,Julie Cohen and Betsy West,Documentary,The life of trailblazing legal scholar activist poet and priest Pauli Murray whose work influenced Brown v Board and the Civil Rights Act.,Amazon; RT 95 MC 72; Cohen West RBG directors; Pauli Murray legal pioneer; non-binary; Thurgood Marshall influenced by Murray; intersectionality; Ginsburg cited Murray,"Metacritic, Rotten Tomatoes",,,,
65,Riders of Justice,2021,Anders Thomas Jensen,Action/Comedy,A grief-stricken military man and eccentric mathematicians seek revenge against a biker gang in Jensens darkly funny Danish action comedy.,RT 95 MC 72; Mikkelsen; Jensen writer-director; Danish cinema; Mikkelsen Another Round follow-up; dark humor; grief through violence; misfit ensemble; underseen gem,"Metacritic, Rotten Tomatoes",,,,
66,Parallel Mothers,2021,Pedro Almodovar,Drama,Two women who give birth the same day form a bond that leads to life-changing revelations in Almodovars deeply personal meditation on motherhood and historical memory.,Venice Best Actress (Cruz); Oscar nom Actress (Cruz) + Score; Cruz Almodovar reunion; Spanish Civil War mass graves; motherhood and national reckoning; Cruz extraordinary,"Academy Awards, Venice, Golden Globes, Metacritic, Rotten Tomatoes",,,,
67,Annette,2021,Leos Carax,Musical/Drama,A stand-up comedian and an opera singer have a daughter with a spectacular gift in Caraxs audacious operatic musical starring a puppet baby.,Cannes Opening Night + Best Director; RT 71 MC 70; Driver Cotillard; Sparks wrote music; Carax Holy Motors follow-up; puppet baby; deeply polarizing; Driver physical commitment,"Cannes, Metacritic, Rotten Tomatoes",,,,
68,C'mon C'mon,2021,Mike Mills,Drama,A radio journalist embarks on a cross-country trip with his young nephew and the journey challenges them both in Mills tender luminous film about connection.,RT 94 MC 84; Phoenix; Mills 20th Century Women follow-up; black and white; uncle-nephew; Woody Norman extraordinary; Phoenix gentle; A24; LA Detroit New Orleans NYC,"Metacritic, Rotten Tomatoes",,,,
69,Last Night in Soho,2021,Edgar Wright,Horror/Thriller,An aspiring fashion designer in London transports back to the 1960s where she encounters a wannabe singer in Wrights stylish psychological horror.,RT 75 MC 68; Venice premiere; Taylor-Joy McKenzie; Wright genre pivot; 1960s London; Diana Rigg final role; time travel horror; Terence Stamp; Soho,"Venice, Metacritic, Rotten Tomatoes",,1,,
70,House of Gucci,2021,Ridley Scott,Crime/Drama,The story of the family empire behind the Italian fashion house of Gucci including murder betrayal and glamour in Scotts operatic true-crime drama.,Golden Globe noms; RT 62 MC 56; Gaga Driver Pacino Leto Irons; Gaga committed; Leto unrecognizable; Patrizia Reggiani murder; Italian fashion dynasty; Camp,"Golden Globes, Metacritic, Rotten Tomatoes",,1,,
71,Pleasure,2021,Ninja Thyberg,Drama,A young Swedish woman arrives in Los Angeles to become a top adult film star in Thybergs unflinching debut about power and exploitation in the industry.,Sundance 2021; RT 87 MC 70; Sofia Kappel debut; Thyberg feature debut; adult film industry; exploitation and agency; industry realism; non-judgmental; difficult but essential,"Sundance, Metacritic, Rotten Tomatoes",,,,
72,Blue Bayou,2021,Justin Chon,Drama,A Korean-American immigrant in Louisiana fights for his family when faced with deportation in Chons powerful semi-autobiographical drama.,Cannes Un Certain Regard; RT 69 MC 62; Chon wrote directed starred; Korean adoptee deportation; ICE; Alicia Vikander; Chon Gook follow-up; American Dream failure,"Cannes, Metacritic, Rotten Tomatoes",,,,
73,Benediction,2021,Terence Davies,Drama/Biography,The life of WWI poet Siegfried Sassoon divided between the brave young soldier and the embittered older man in Davies exquisite literary biographical drama.,RT 90 MC 79; Lowden Scott; Davies Distant Voices master; Sassoon WWI; poetry and war; LGBTQ history; archival footage integration; Jack Lowden extraordinary,"Metacritic, Rotten Tomatoes",,,,
