Rank,Title,Year,Director,Primary_Genre,Synopsis,Major_Awards,Key_Sources,Favorite,Watchlist,Rating,RatingTimestamp
11,Childs Pose,2013,Calin Peter Netzer,Drama,A wealthy Bucharest architect manipulates the legal system after her adult son kills a child in a car accident in Netzers corrosive portrait of maternal control and class privilege.,Berlin Golden Bear; RT 85 MC 71; Netzer; Romanian New Wave; bourgeois maternal domination; Luminita Gheorghiu extraordinary; social corruption anatomy,"Berlin Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
12,Captain Phillips,2013,Paul Greengrass,Thriller/Drama,The captain of a US container ship is taken hostage by Somali pirates off the Horn of Africa in Greengrass gripping real-time thriller.,6 Oscar noms; BAFTA noms; MC 83 RT 93; Hanks Abdi; Abdi breakout (Oscar nom Supporting); Greengrass visceral precision; lifeboat climax devastating,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo",,1,,
13,Like Father Like Son,2013,Hirokazu Kore-eda,Drama,A driven architect discovers his six-year-old biological son was switched at birth with another family's child and must choose between blood and the bonds of nurturing in Kore-edas devastating family drama.,Cannes Jury Prize; RT 90 MC 79; Kore-eda family cinema; Fukuyama; Spielberg bought remake rights; class divide; Japanese family values examined,"Cannes Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
14,Before Midnight,2013,Richard Linklater,Drama/Romance,Jesse and Celine now a long-term couple vacationing in Greece confront the accumulated resentments and compromises of their relationship in Linklaters devastating trilogy conclusion.,Spirit nom; Oscar nom Adapted Screenplay; MC 94 RT 98; Hawke Delpy; eighteen years of romance; Greece setting; argument scene among cinemas greatest,"Academy Awards, Independent Spirit Awards, Metacritic, Rotten Tomatoes",,1,,
15,Blue Jasmine,2013,Woody Allen,Drama,A New York socialite whose life of privilege collapses moves in with her working-class sister in San Francisco and unravels in Allens finest late-career character study.,Oscar Actress (Blanchett); BAFTA Actress; Golden Globe Actress; Spirit Female Lead; MC 78 RT 87; Blanchett towering; Streetcar parallels; class anxiety anatomy,"Academy Awards, BAFTA, Golden Globes, Spirit Awards, Metacritic",,1,,
16,The Great Beauty,2013,Paolo Sorrentino,Drama,An aging journalist and socialite wanders through Romes decadent nightlife and ancient splendor searching for meaning in Sorrentinos ravishing Felliniesque masterwork.,Oscar Foreign Language Film; Golden Globe Foreign; BAFTA Foreign; MC 86 RT 92; Servillo magnificent; La Dolce Vita heir; Roman baroque beauty,"Academy Awards, Golden Globes, BAFTA, Metacritic, Rotten Tomatoes",,,,
17,Ida,2013,Pawel Pawlikowski,Drama,A young novice nun in 1960s Poland discovers a dark family secret tied to the Holocaust before taking her vows in Pawlikowskis austere luminous masterwork.,Oscar Best Foreign Language Film (2015 ceremony); MC 90 RT 97; black-and-white 4:3; Polish history; compositions extraordinary; silence and faith; later Oscar winner,"Academy Awards, Metacritic, Rotten Tomatoes, Sight and Sound",,,,
18,The Missing Picture,2013,Rithy Panh,Documentary/Drama,Panh recreates his childhood experience of the Khmer Rouge genocide using clay figurines and archival footage in a unique testament to personal and national trauma.,Cannes Un Certain Regard; Oscar nom Documentary; MC 81 RT 96; Panh Cambodian genocide; clay figurines as memory; formally unprecedented; politically essential,"Cannes Film Festival, Academy Awards, Metacritic, Rotten Tomatoes",,,,
19,The Selfish Giant,2013,Clio Barnard,Drama,Two impoverished boys in Bradford hustle scrap metal for a local dealer in Barnards devastating social-realist reimagining of Oscar Wildes fairy tale.,Cannes Critics Week; RT 95 MC 77; Barnard (The Arbor follow-up); child poverty; Northern England; Wilde allegory; Thomas Turgoose; heartbreaking; British cinema gem,"Cannes Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
20,All Is Lost,2013,J.C. Chandor,Drama/Adventure,A man sailing alone in the Indian Ocean wakes to find his yacht taking on water and must use every survival skill to stay alive in Chandors dialogue-free masterpiece.,Golden Globe nom Actor (Redford); Spirit nom; MC 81 RT 93; Redford solo performance; virtually no dialogue; Chandor (Margin Call follow-up); pure survival cinema,"Golden Globes, Independent Spirit Awards, Metacritic, Rotten Tomatoes",,,,
21,Philomena,2013,Stephen Frears,Drama,An elderly Irish woman and a BBC journalist search for the son she was forced to give up for adoption fifty years ago in Frearss moving and quietly furious true story.,Venice Best Screenplay (Coogan Pope); Oscar noms Picture Actress Adapted Screenplay Score; MC 77 RT 92; Dench Coogan; Magdalene laundries; institutional cruelty,"Venice Film Festival, Academy Awards, Metacritic, Rotten Tomatoes",,,,
22,Stories We Tell,2013,Sarah Polley,Documentary,Polley investigates her own familys secrets through interviews with relatives and cleverly staged reenactments in this formally inventive memoir about truth and storytelling.,MC 91 RT 95; Polley directorial masterstroke; family documentary as narrative puzzle; Super 8 recreations; Polleys mother mystery; TIFF premiere; documentary landmark,"Metacritic, Rotten Tomatoes, TIFF, IndieWire",,,,
23,Dallas Buyers Club,2013,Jean-Marc Vallee,Drama/Biopic,A homophobic Texas rodeo cowboy diagnosed with AIDS in 1985 smuggles unapproved medications across the border and becomes an unlikely activist in Vallees riveting true story.,Oscar Actor (McConaughey) + Supporting Actor (Leto) + Makeup; Golden Globe Actor + Supporting Actor; MC 84 RT 93; McConaughey Leto physical transformations; McConaissance peak,"Academy Awards, Golden Globes, Metacritic, Rotten Tomatoes",1,,5,2026-04-02T07:34:11.775Z
24,20 Feet from Stardom,2013,Morgan Neville,Documentary,The untold stories of the backup singers behind rock and rolls greatest hits are celebrated in Nevilles joyful revelatory documentary.,Oscar Best Documentary Feature; MC 80 RT 99; Darlene Love Merry Clayton Lisa Fischer; backup singers finally spotlighted; music documentary landmark; crowd-pleasing,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo",,,,
25,Cutie and the Boxer,2013,Zachary Heinzerling,Documentary,The tumultuous forty-year marriage of Japanese boxing painter Ushio Shinohara and his artist wife Noriko is documented in Heinzerlings intimate portrait of art love and sacrifice.,Sundance Director Documentary; Oscar nom Documentary; RT 92 MC 77; Heinzerling debut; art marriage; Ushio vs Noriko; animation sequences; New York art world,"Sundance Film Festival, Academy Awards, Metacritic, Rotten Tomatoes",,,,
26,Short Term 12,2013,Destin Daniel Cretton,Drama,A supervisor at a foster-care facility navigates the emotional needs of at-risk teenagers while confronting her own traumatic past in Crettons deeply compassionate debut.,RT 99 MC 82; Larson breakout; Cretton debut; foster-care authenticity; ensemble extraordinary; Gallagher Stanfield Dever; quiet indie masterwork; Spirit nom,"Metacritic, Rotten Tomatoes, IndieWire, Independent Spirit Awards",,,,
27,A Stranger by the Lake,2013,Alain Guiraudie,Thriller/Drama,A man cruising at a lakeside gay beach witnesses a murder committed by the man he is falling for and continues the affair in Guiraurdies erotic queer noir.,Cannes Un Certain Regard Director + Queer Palm; MC 80 RT 96; Guiraudie; erotic thriller; desire and death; lakeside setting; full male nudity; genre subversion,"Cannes Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
28,The Book Thief,2013,Brian Percival,Drama/War,A young girl living with foster parents in Nazi Germany finds solace in stealing books and sharing them during the horrors of World War Two in Percivals literary adaptation.,Oscar nom Score (John Williams); Golden Globe Score; RT 46 MC 55; Rush Watson; Zusaks novel; emotional family drama; Williams score soaring; holiday counter-programming,"Academy Awards, Golden Globes, Metacritic, Rotten Tomatoes",,,,
29,Gloria,2013,Sebastian Lelio,Drama/Comedy,A fiftyeight-year-old divorced woman in Santiago navigates dating clubs loneliness and self-renewal in Lelios warm empowering character study.,Berlin Best Actress (Paulina Garcia); RT 99 MC 76; Garcia luminous; Lelio pre-A Fantastic Woman; Latin American female protagonist; disco dancing; life-affirming,"Berlin Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
30,The Past,2013,Asghar Farhadi,Drama,An Iranian man returns to Paris to finalize his divorce and is caught in the emotional entanglement of his ex-wifes new relationship and her partners comatose wife.,Cannes Best Actress (Bejo); MC 82 RT 93; Farhadi (A Separation follow-up); moral complexity; layers of deception and responsibility; Bejo Rahim extraordinary,"Cannes Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
31,Blackfish,2013,Gabriella Cowperthwaite,Documentary,The captivity of killer whales at SeaWorld is examined through the story of Tilikum an orca responsible for the deaths of three people in Cowperthwaites devastating expose.,Sundance premiere; RT 98 MC 83; SeaWorld controversy; Tilikum story; animal rights advocacy; commercially impactful (SeaWorld stock dropped); CNN broadcast,"Sundance Film Festival, Metacritic, Rotten Tomatoes, Box Office Mojo",,1,,
32,Computer Chess,2013,Andrew Bujalski,Comedy/Drama,Computer programmers gather at a 1980s hotel conference for a chess tournament pitting their programs against each other and against a human champion in Bujalkis retro-tech comedy.,MC 78 RT 95; Bujalski; shot on period-accurate video cameras; 1980s tech culture; mumblecore pioneer goes period; deadpan absurdism; Sundance NEXT,"Metacritic, Rotten Tomatoes, IndieWire, Sundance Film Festival",,,,
33,Eastern Boys,2013,Robin Campillo,Drama/Thriller,A middle-aged Parisian picks up a young Eastern European hustler at the Gare du Nord and their transaction evolves into something unexpected in Campillos genre-shifting drama.,Venice Horizons Best Film; RT 91 MC 73; Campillo pre-BPM; immigration desire class; Paris locations; genre shifts from thriller to domestic drama; formally inventive,"Venice Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
34,Under the Skin,2013,Jonathan Glazer,Sci-Fi/Horror,An alien entity in the form of a woman drives through Scotland luring men to their deaths in Glazers hypnotic sensory masterpiece about observation and human vulnerability.,Venice 2013 premiere; MC 78 RT 85; Johansson transcendent; Mica Levi score revolutionary; Glasgow locations; ten-year production; formally radical; Glazer masterwork,"Venice Film Festival, Metacritic, Rotten Tomatoes, Sight and Sound",,1,,
35,The Spectacular Now,2013,James Ponsoldt,Drama/Romance,A charming popular high school senior and a quiet studious girl begin an unlikely relationship that forces them both to confront hard truths about growing up.,Sundance Special Jury Dramatic (Teller Woodley); RT 92 MC 82; Teller Woodley breakout; Ponsoldt; YA drama done right; alcoholism subtext; genuine teen romance,"Sundance Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
36,A Touch of Sin,2013,Jia Zhangke,Drama/Crime,Four episodes of violence across modern China expose the human cost of rapid economic transformation in Jias wuxia-inflected state-of-the-nation masterwork.,Cannes Best Screenplay; MC 82 RT 89; Jia Zhangke most visceral; Chinese censorship banned domestic release; Tarantino meets social realism; politically explosive,"Cannes Film Festival, Metacritic, Rotten Tomatoes, Sight and Sound",,,,
37,The Way Way Back,2013,Nat Faxon and Jim Rash,Comedy/Drama,A withdrawn teenager spending summer at his mothers boyfriends beach house finds confidence and friendship working at a rundown water park in this charming coming-of-age comedy.,Sundance premiere; RT 84 MC 68; Rockwell Carell Collette; Rockwell scene-stealing; water park setting; Faxon Rash (Oscar-winning writers) directing debut,"Sundance Film Festival, Metacritic, Rotten Tomatoes, Box Office Mojo",,,,
38,Joe,2013,David Gordon Green,Drama,An ex-con and tree-poisoning crew boss takes a troubled fifteen-year-old under his wing in rural Mississippi in Greens gritty return to Southern indie drama.,Venice Mastroianni Award (Tye Sheridan); RT 86 MC 72; Cage career-best comeback; Sheridan extraordinary; Green returns to George Washington territory; Southern Gothic; Cage renaissance,"Venice Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
39,Wadjda,2013,Haifaa al-Mansour,Drama,A ten-year-old Saudi Arabian girl enters a Quran recitation contest at school to win the money to buy a green bicycle in the first feature film shot entirely in Saudi Arabia.,RT 99 MC 73; al-Mansour first female Saudi director; bicycle as freedom; groundbreaking cultural document; feminist cinema from within; historically significant,"Metacritic, Rotten Tomatoes, IndieWire, Box Office Mojo",,,,
40,In a World...,2013,Lake Bell,Comedy,A vocal coach competes against her legendary voice-over father for the chance to record the trailer for a blockbuster in Bells clever sharply observed comedy debut.,RT 92 MC 71; Bell writes directs stars; Sundance Waldo Salt Screenplay; voice-over industry satire; feminist comedy; Bell triple-threat; charming,"Sundance Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
41,Ilo Ilo,2013,Anthony Chen,Drama,A Singaporean family hires a Filipino maid during the 1997 Asian financial crisis and the complex bonds that form reshape all their lives in Chens tender debut.,Cannes Camera dOr; RT 89 MC 73; Chen debut; Singapore cinema breakthrough; migrant workers; Asian financial crisis; family dynamics; understated and moving,"Cannes Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
42,Crystal Fairy and the Magical Cactus,2013,Sebastian Silva,Comedy,A brash American and a free-spirited drifter travel across Chile in search of a mescaline-producing cactus in Silvas loose improvised road comedy.,Sundance Director World Cinema Dramatic; RT 80 MC 65; Cera Hill; Silva Chilean auteur; drug trip comedy; improvised performances; micro-budget charm,"Sundance Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
43,Saving Mr. Banks,2013,John Lee Hancock,Drama/Comedy,Walt Disney courts the prickly author P.L. Travers for the film rights to Mary Poppins in Hancocks crowd-pleasing behind-the-scenes drama.,Oscar nom Score; RT 80 MC 65; Hanks Thompson; Disney mythologizing debated; Thompson extraordinary; Travers Australian childhood; sentimental but skilled,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo",,,,
44,Stray Dogs,2013,Tsai Ming-liang,Drama,A father working as a human billboard in Taipei and his two children drift through the margins of the city in Tsais glacially paced farewell to narrative cinema.,Venice Grand Jury Prize; MC 72 RT 80; Tsai Ming-liang announced final film; Lee Kang-sheng; 138-minute shot; radical slow cinema; art-house landmark,"Venice Film Festival, Metacritic, Rotten Tomatoes, Sight and Sound",,,,
45,The Grandmaster,2013,Wong Kar-wai,Action/Drama,The life of kung fu master Ip Man and his relationship with a rival schools daughter spans decades of Chinese history in Wongs rapturously beautiful martial arts epic.,Berlin opening film; RT 77 MC 73; Wong Kar-wai first action film; Zhang Ziyi Tony Leung; multiple cuts controversy; Philippe Le Sourd cinematography luminous,"Berlin Film Festival, Metacritic, Rotten Tomatoes, Box Office Mojo",,1,,
46,Enough Said,2013,Nicole Holofcener,Comedy/Drama,A divorced masseuse begins dating a sweet man only to discover he is the ex-husband of her new best friend in Holofceners witty and wise adult romantic comedy.,RT 95 MC 79; Gandolfini final great performance; Louis-Dreyfus charming; Holofcener at her best; Gandolfinis gentleness; grown-up romance perfected,"Metacritic, Rotten Tomatoes, IndieWire, Box Office Mojo",,,,
47,Still Life,2013,Uberto Pasolini,Drama,A London council worker who meticulously traces the relatives of people who die alone faces his own mortality in Pasolinis quietly devastating character study.,Venice Horizons Director; RT 85 MC 72; Marsan extraordinary; death and dignity; bureaucratic compassion; Pasolini (nephew of Pier Paolo); London social realism; underseen gem,"Venice Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
48,The Bling Ring,2013,Sofia Coppola,Crime/Drama,A group of fame-obsessed teenagers use the internet to track celebrity movements and burglarize their homes in Coppolas deadpan true-crime satire.,Cannes Un Certain Regard; RT 60 MC 57; Coppola; Watson Chang; celebrity culture critique; vapid characters as commentary; Coppola minor but pointed,"Cannes Film Festival, Metacritic, Rotten Tomatoes, Box Office Mojo",,,,
49,Upstream Color,2013,Shane Carruth,Sci-Fi/Drama,A woman attacked by a parasitic organism and a man share an inexplicable connection as they piece together the strange cycle that links them in Carruths hypnotic sensory puzzle.,Sundance Special Jury Prize; MC 80 RT 86; Carruth (Primer follow-up); nine-year gap; self-distributed; formally unprecedented; Thoreau Walden; impossible to categorize,"Sundance Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
50,The Dirties,2013,Matt Johnson,Comedy/Drama,Two best friends making a film about getting revenge on their high school bullies blur the line between fiction and dangerous reality in Johnsons chilling micro-budget meta-debut.,RT 89 MC 75; Johnson debut; found-footage school shooting film; Kevin Smith championed; micro-budget; self-aware violence; Sundance NEXT; darkly brilliant,"Sundance Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
51,Blood Brother,2013,Steve Hoover,Documentary,A young American moves to India to care for children with HIV/AIDS and his best friend documents the transformative experience in Hoovers intimate debut.,Sundance Grand Jury Documentary + Audience Documentary; RT 79; Hoover; Indian orphans; AIDS volunteerism; friendship documented; Sundance double winner,"Sundance Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
52,Frances Ha,2013,Noah Baumbach,Comedy/Drama,A twentysomething apprentice dancer navigates friendship breakups career setbacks and apartment crises in New York in Baumbachs exuberant black-and-white love letter to youth.,MC 83 RT 94; Gerwig co-wrote and stars; Baumbach-Gerwig partnership begins; Truffaut New Wave homage; Brooklyn millennial portrait; joyful and bittersweet,"Metacritic, Rotten Tomatoes, IndieWire, Sight and Sound",,,,
53,Heli,2013,Amat Escalante,Drama/Crime,A young factory worker and his family are caught in the crossfire between the Mexican military and a drug cartel in Escalantes unflinching portrait of violence and survival.,Cannes Best Director; RT 70 MC 64; Escalante; Mexican drug war realism; torture sequences harrowing; Cannes controversial winner; uncompromising; formally rigorous,"Cannes Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
54,Museum Hours,2013,Jem Cohen,Drama,A museum guard at the Kunsthistorisches Museum in Vienna befriends a Canadian woman visiting her hospitalized cousin and they explore art life and the city together.,MC 82 RT 93; Cohen essayist; Vienna locations; Bruegel paintings; art and life intertwined; gentle humanist observation; micro-budget perfection; critics darling,"Metacritic, Rotten Tomatoes, IndieWire, Sight and Sound",,,,
55,Prince Avalanche,2013,David Gordon Green,Comedy/Drama,Two highway workers repainting road lines in fire-devastated Central Texas over a summer confront their differences and loneliness in Greens meditative buddy comedy.,Berlin Silver Bear Director; RT 78 MC 70; Rudd Hirsch; Green returns to indie roots; minimal setting; Icelandic remake; odd-couple chemistry; nature reclaiming,"Berlin Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
56,Inequality for All,2013,Jacob Kornbluth,Documentary,Former Secretary of Labor Robert Reich makes the case that Americas widening income gap threatens democracy in Kornbluths accessible economics documentary.,Sundance nom; RT 87 MC 68; Reich charismatic guide; income inequality primer; An Inconvenient Truth for economics; politically timely; accessible and urgent,"Sundance Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
57,Leviathan,2013,Lucien Castaing-Taylor and Verena Paravel,Documentary,Cameras attached to fishermen and fishing equipment capture the sensory chaos of a North Atlantic fishing trawler in this overwhelming immersive documentary.,MC 78 RT 92; Harvard Sensory Ethnography Lab; GoPro filmmaking; fishing as cosmic horror; formally radical; nauseating beauty; documentary as abstract art,"Metacritic, Rotten Tomatoes, IndieWire, Sight and Sound",,,,
58,An Episode in the Life of an Iron Picker,2013,Danis Tanovic,Drama,A Romani family in Bosnia faces a medical emergency they cannot afford in Tanovics urgent docudrama shot with the real people whose story it tells.,Berlin Silver Bear Grand Jury Prize + Best Actor (Mujic); RT 77 MC 66; Tanovic (No Mans Land); real family plays themselves; Romani poverty; European social cinema,"Berlin Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
59,Ain't Them Bodies Saints,2013,David Lowery,Crime/Drama,An outlaw escapes prison and attempts to reunite with his wife and daughter in the Texas Hill Country in Lowerys lyrical Malick-influenced crime romance.,Sundance premiere; RT 79 MC 72; Affleck Mara; Lowery pre-A Ghost Story; Texas landscapes; Malick Springsteen influences; Bradford Young cinematography; poetic outlaw,"Sundance Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
60,Don Jon,2013,Joseph Gordon-Levitt,Comedy/Drama,A young New Jersey man addicted to internet pornography attempts a real relationship and discovers genuine intimacy in Gordon-Levitts sharp directorial debut.,RT 81 MC 66; Gordon-Levitt writes directs stars; Johansson Moore; porn addiction comedy; Jersey Shore affection; Sundance premiere; debut confidence,"Sundance Film Festival, Metacritic, Rotten Tomatoes, Box Office Mojo",,1,,
61,The Great Gatsby,2013,Baz Luhrmann,Drama/Romance,Jay Gatsbys obsessive pursuit of the American Dream and his lost love Daisy is witnessed by his neighbor Nick Carraway in Luhrmanns opulent anachronistic adaptation.,Oscar Costume Design + Production Design; RT 49 MC 55; $353M on $105M; DiCaprio Mulligan Maguire; Luhrmann excess; Jay-Z soundtrack; divisive spectacle,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo",,1,,
62,Closed Curtain,2013,Jafar Panahi and Kambuzia Partovi,Drama,A screenwriter hiding from authorities in a seaside villa and a mysterious young woman merge reality and fiction in Panahis second act of cinematic defiance under his filmmaking ban.,Berlin Silver Bear Screenplay; RT 71 MC 65; Panahi second film made while banned; meta-cinema as protest; house as prison; This Is Not a Film follow-up,"Berlin Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
63,You're Next,2013,Adam Wingard,Horror/Thriller,A family reunion at a remote estate turns into a fight for survival when masked assailants attack in Wingards clever home-invasion slasher that subverts genre expectations.,RT 76 MC 66; Sharni Vinson final girl; Wingard (V/H/S); home invasion subversion; animal masks iconic; delayed release (2011 TIFF to 2013 wide); genre fans delighted,"Metacritic, Rotten Tomatoes, IndieWire, Box Office Mojo",,,,
64,Prisoners,2013,Denis Villeneuve,Thriller/Drama,A father takes matters into his own hands when his daughter and her friend go missing on Thanksgiving and the chief suspect is released in Villeneuves taut moral thriller.,RT 82 MC 74; $122M on $46M; Jackman Gyllenhaal; Villeneuve Hollywood arrival; Deakins cinematography; moral ambiguity; procedural excellence; rain-soaked tension,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers",,,,
65,The Kings of Summer,2013,Jordan Vogt-Roberts,Comedy/Drama,Three teenage boys fed up with their parents build a house in the woods and attempt to live off the land in Vogt-Robertss ebullient coming-of-age comedy.,Sundance premiere; RT 76 MC 61; Vogt-Roberts pre-Kong; Offerman Basso; teenage freedom fantasy; Midwest summer; charming ensemble; indie crowd-pleaser,"Sundance Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
66,The Worlds End,2013,Edgar Wright,Comedy/Sci-Fi,Five friends attempt an epic pub crawl in their hometown only to discover the town has been taken over by alien robots in Wrights Cornetto trilogy conclusion.,RT 89 MC 81; Pegg Frost; Wright trilogy finale; pub crawl meets invasion; Wright kinetic style; Freeman Considine Pike; best Wright action sequences,"Metacritic, Rotten Tomatoes, Box Office Mojo, IndieWire",,,3,2026-04-02T07:35:27.548Z
67,Afternoon Delight,2013,Jill Soloway,Comedy/Drama,A bored stay-at-home mother befriends a young stripper and invites her to live with her family in Soloways subversive debut about female desire and suburban malaise.,Sundance Director Dramatic; RT 65 MC 63; Soloway pre-Transparent; Hahn Peet; suburban sexuality; motherhood and desire; Sundance recognition,"Sundance Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
68,The Hunger Games: Catching Fire,2013,Francis Lawrence,Sci-Fi/Action,Katniss Everdeen becomes a symbol of rebellion against the Capitol and is forced back into the arena in this superior sequel that deepens the franchises political allegory.,RT 89 MC 76; $865M on $130M; franchise peak; Lawrence commanding; Hoffman Malone Wright; Quarter Quell; superior to original in every way,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers",,,,
69,Rush,2013,Ron Howard,Drama/Sport,The legendary 1976 Formula One rivalry between flamboyant James Hunt and methodical Niki Lauda is dramatized in Howards thrilling biographical sports drama.,RT 89 MC 74; Hemsworth Bruhl; Bruhl extraordinary Lauda; Howard best in years; Nurburgring crash sequence; Peter Morgan script; racing drama reinvented,"Metacritic, Rotten Tomatoes, Box Office Mojo, IndieWire",,,4,2026-04-02T07:35:34.155Z
