Rank,Title,Year,Director,Primary_Genre,Synopsis,Major_Awards,Key_Sources,Favorite,Watchlist,Rating,RatingTimestamp
11,The United States vs. Billie Holiday,2020,Lee Daniels,Drama/Biography,Federal agent Harry Anslinger targets jazz singer Billie Holiday for her powerful civil rights anthem Strange Fruit in Daniels passionate musical biopic.,Oscar nom Actress (Day); Golden Globe Actress Drama (Day won); Andra Day star-making; Day non-actress; Daniels Precious director; Strange Fruit protest song; drug war racial targeting; Anslinger war on drugs; Hulu,"Academy Awards, Golden Globes, Metacritic, Rotten Tomatoes",,,,
12,Never Rarely Sometimes Always,2020,Eliza Hittman,Drama,A Pennsylvania teenager travels to New York City with her cousin to seek an abortion in Hittmans devastating compassionate and restrained portrait of young female vulnerability.,Berlin Grand Jury Prize; Spirit noms; RT 99 MC 93; Flanigan Ryder extraordinary debuts; Hittman Beach Rats follow-up; abortion access; institutional obstacles; titular interview scene devastating; quiet power; Planned Parenthood,"Berlin, Spirit Awards, Metacritic, Rotten Tomatoes",,1,,
13,First Cow,2020,Kelly Reichardt,Drama,Two travelers in 1820s Oregon Territory form an unlikely bond and begin a small business making biscuits with milk stolen from a wealthy landowners prized cow in Reichardts gentle profound frontier fable.,Berlin premiere; Spirit nom; RT 96 MC 90; Reichardt masterwork; Lee Magaro; Jonathan Raymond collaboration; Pacific Northwest; capitalism origins; class; friendship; soft masculinity; one of decades best films,"Berlin, Spirit Awards, Metacritic, Rotten Tomatoes",,1,,
14,News of the World,2020,Paul Greengrass,Drama/Western,A Civil War veteran traveling through Texas encounters a 10-year-old girl taken by the Kiowa people and agrees to return her to her relatives in Greengrass post-war western.,4 Oscar noms including Cinematography Score; Hanks; $12M domestic (COVID); Greengrass Bloody Sunday United 93 director; Jander Paulette; Texas 1870; post-trauma; reluctant guardian; Dariusz Wolski cinematography; James Newton Howard score,"Academy Awards, Metacritic, Rotten Tomatoes",,,,
15,Time,2020,Garrett Bradley,Documentary,A woman fights for the release of her husband who has been serving a 60-year prison sentence for a robbery they committed together in Bradleys ravishing lyrical documentary.,Oscar nom Documentary; Sundance Directing Award Documentary; RT 97 MC 91; Amazon; Fox Rich; mass incarceration; Black love endurance; 20 years of home video; Bradley visual poetry; shortest documentary nom; gorgeous black and white,"Academy Awards, Sundance, Metacritic, Rotten Tomatoes",,1,,
16,One Night in Miami,2020,Regina King,Drama,A fictional account of the real meeting between Malcolm X Muhammad Ali Sam Cooke and Jim Brown on the night of Alis heavyweight championship in Kings directorial debut.,Oscar noms Adapted Screenplay + Supporting Actor (Odom Jr) + Song; TIFF first runner-up; Amazon; King actress-turned-director; Kemp Powers play; four icons; 1964 Miami; civil rights discourse; all four performances extraordinary,"Academy Awards, TIFF, Metacritic, Rotten Tomatoes",,,,
17,The Trial of the Chicago 7,2020,Aaron Sorkin,Drama/History,The story of seven defendants charged with conspiracy and inciting a riot at the 1968 Democratic National Convention in Sorkins electrifying ensemble legal drama.,Oscar nom Picture + Original Screenplay; Golden Globe noms; SAG Ensemble nom; Netflix; Redmayne Baron Cohen Rylance Langella Strong Yahya; Sorkin directed; 1968 DNC; Abbie Hoffman Bobby Seale; timely political parallels,"Academy Awards, Golden Globes, Metacritic, Rotten Tomatoes",,1,,
18,A Shaun the Sheep Movie: Farmageddon,2020,Will Becher and Richard Phelan,Animation/Comedy,Shaun and the flock encounter an alien and must help her find her way home while avoiding a sinister organization in Aardmans delightful stop-motion sequel.,Oscar nom Animated; BAFTA nom; RT 97 MC 76; Aardman; stop-motion; Wallace and Gromit studio; alien adventure; close encounters parody; Aardman craft; family friendly; charming sequel; British animation pride,"Academy Awards, BAFTA, Metacritic, Rotten Tomatoes",,,,
19,Judas and the Black Messiah,2020,Shaka King,Drama/Biography,FBI informant William ONeal infiltrates the Illinois Black Panther Party and is tasked with surveilling chairman Fred Hampton in Kings powerful true-story political thriller.,Oscar Supporting Actor (Kaluuya) + Song (Fight for You); first Best Picture nominee with all-Black producing team; 6 noms; BAFTA Supporting Actor; Kaluuya Stanfield extraordinary; Hampton assassination 1969; King debut; COINTELPRO,"Academy Awards, BAFTA, Metacritic, Rotten Tomatoes",,,,
20,Dick Johnson Is Dead,2020,Kirsten Johnson,Documentary,A filmmaker stages inventive scenarios of her elderly fathers death as a way to confront his mortality and celebrate his life in Johnsons deeply moving and wildly creative documentary.,Oscar nom Documentary; RT 99 MC 90; Netflix; Johnson Cameraperson follow-up; fathers dementia; death rehearsals; love as creative act; grief and humor; unprecedented documentary approach; Johnson visionary,"Academy Awards, Metacritic, Rotten Tomatoes",,,,
21,The Mole Agent,2020,Maite Alberdi,Documentary,A private investigator recruits an 83-year-old man to go undercover in a Chilean nursing home to investigate suspected abuse in Alberdis delightful genre-bending documentary.,Oscar nom Documentary; Oscar nom International Feature (Chile); RT 99 MC 80; Alberdi; Sergio elderly spy; espionage meets eldercare; funny and heartbreaking; loneliness; Chilean documentary; Sergio charming protagonist,"Academy Awards, Metacritic, Rotten Tomatoes",,,,
22,Small Axe: Mangrove,2020,Steve McQueen,Drama,The true story of the Mangrove Nine trial in which Black activists were tried for inciting a riot after a peaceful protest against police raids on a Caribbean restaurant in 1970s London.,BAFTA nom Outstanding British Film; RT 99 MC 86; BBC/Amazon; McQueen Twelve Years follow-up; Small Axe anthology first film; Letitia Wright Shaun Parkes; Frank Crichlow; landmark civil rights case; Notting Hill; real trial transcripts,"BAFTA, Metacritic, Rotten Tomatoes",,,,
23,Greyhound,2020,Aaron Schneider,War/Action,A first-time captain leads a convoy of merchant ships across the treacherous North Atlantic during World War II while being pursued by a wolf pack of German U-boats.,Apple TV+; Oscar nom Sound; Hanks wrote screenplay; WWII naval warfare; Atlantic convoys; Hanks passion project; 91 minutes lean; naval tactics; Schneider director; Hanks compact; Battle of the Atlantic; streaming exclusive,"Academy Awards, Metacritic, Rotten Tomatoes",,,,
24,Night of the Kings,2020,Philippe Lacote,Drama/Fantasy,On the night of a red moon a new inmate at a notorious Ivory Coast prison must tell stories all night to survive in Lacotes genre-defying mythic drama.,Spirit International nom; TIFF; RT 91 MC 76; Lacote; MACA prison Abidjan; Scheherazade structure; West African storytelling; ritual and survival; genre-defying; Ivory Coast cinema; oral tradition; mesmerizing; Lacote bold vision,"Spirit Awards, TIFF, Metacritic, Rotten Tomatoes",,,,
25,Collective,2020,Alexander Nanau,Documentary/Drama,Romanian journalists uncover massive healthcare fraud in the aftermath of a nightclub fire that killed 64 people in Nanaus gripping investigative documentary.,Oscar noms Documentary + International Feature (first film nominated in both categories); RT 99 MC 84; Romanian journalism; Colectiv nightclub fire; systemic corruption; Vlad Voiculescu; Nanau; political documentary masterclass,"Academy Awards, Metacritic, Rotten Tomatoes",,,,
26,Love and Monsters,2020,Michael Matthews,Adventure/Comedy,Seven years after the apocalypse a young man ventures out of his underground bunker to reunite with his high school girlfriend in this charming creature feature.,Oscar nom Visual Effects; PVOD; RT 93 MC 62; OBrien; Matthews; creature designs; post-apocalyptic road movie; charming; practical creature effects mixed with CG; OBrien likable; family friendly; surprising Oscar nom; fun adventure,"Academy Awards, Metacritic, Rotten Tomatoes",,1,,
27,The Disciple,2020,Chaitanya Tamhane,Drama/Music,A devoted young man in Mumbai strives to become a classical Indian vocalist but struggles with the sacrifices demanded by his artistic pursuit in Tamhanes meditative character study.,Venice Best Screenplay; TIFF; Netflix; RT 94 MC 82; Tamhane Court follow-up; Alfonso Cuaron produced; Hindustani classical music; artistic devotion vs mediocrity; Mumbai; decades-spanning; quiet devastation; Tamhane master at 33,"Venice, TIFF, Metacritic, Rotten Tomatoes",,,,
28,Small Axe: Lovers Rock,2020,Steve McQueen,Drama/Music,A single evening at a blues party in 1980 Notting Hill becomes an immersive sensory experience of music love and community in McQueens euphoric 70-minute masterpiece.,RT 98 MC 92; BBC/Amazon; McQueen Small Axe anthology; no conventional plot; Silly Games extended sequence; reggae lovers rock music; Black British joy; one-night party; sensory cinema; greatest music film in years,"Metacritic, Rotten Tomatoes",,,,
29,Two of Us,2020,Filippo Meneghetti,Drama/Romance,Two retired women secretly in love and living across the hall from each other have their relationship tested when one suffers a stroke in Meneghettis tender French debut.,RT 96 MC 73; Frances Oscar submission; Meneghetti debut; late-life lesbian romance; secrecy and devotion; adjacent apartments; stroke aftermath; French cinema; quiet and devastating; Haenel Merlant connection; beautiful and painful,"Metacritic, Rotten Tomatoes",,,,
30,Dear Comrades!,2020,Andrei Konchalovsky,Drama/History,A devoted Communist Party official witnesses the massacre of striking workers in a Soviet factory town in 1962 and is forced to question everything she believes.,Venice Special Jury Prize; RT 93 MC 89; Konchalovsky; Novocherkassk massacre 1962; Soviet cover-up; Vysotskaya extraordinary; black and white; Konchalovsky decades-spanning career; political awakening; Russian history suppressed,"Venice, Metacritic, Rotten Tomatoes",,,,
31,Undine,2020,Christian Petzold,Drama/Romance,A Berlin city historian discovers that her identity may be tied to the ancient water spirit myth of Undine when she falls in love with an industrial diver.,Berlin Best Actress (Beer); RT 92 MC 79; Petzold Transit follow-up; Beer Rogowski reunion; German mythology; Berlin urban development; fairy tale meets realism; water imagery; Petzold romantic period; genre-bending fable,"Berlin, Metacritic, Rotten Tomatoes",,,,
32,His House,2020,Remi Weekes,Horror/Drama,A refugee couple from South Sudan struggles to adjust to their new life in a small English town that is plagued by sinister forces in Weekes haunting debut.,BAFTA Outstanding Debut nom; RT 100 MC 72; Netflix; Weekes debut; Mosaku Dirisu; refugee experience as horror; guilt; immigrant trauma; British social horror; Babadook comparison; genuinely terrifying; cultural displacement,"BAFTA, Metacritic, Rotten Tomatoes",,,,
33,Saint Maud,2020,Rose Glass,Horror/Drama,A devout young hospice nurse becomes dangerously obsessed with saving the soul of her dying patient in Glass chilling exquisitely crafted debut about religious mania.,BAFTA nom Outstanding British Film + Outstanding Debut; RT 93 MC 79; Clark extraordinary; Glass debut; A24; body horror; faith and madness; religious ecstasy; Scarborough setting; final shot devastating; British horror landmark,"BAFTA, Metacritic, Rotten Tomatoes",,,,
34,Miss Juneteenth,2020,Channing Godfrey Peoples,Drama,A single mother in Fort Worth prepares her reluctant teenage daughter for the Miss Juneteenth beauty pageant in Peoples tender community portrait.,Spirit First Feature nom; RT 92 MC 71; Nicole Beharie; Peoples debut; Juneteenth celebration; Black Texas community; mother-daughter; pageant culture; Beharie underappreciated; Fort Worth; pre-Juneteenth holiday recognition; community traditions,"Spirit Awards, Metacritic, Rotten Tomatoes",,,,
35,The White Tiger,2020,Ramin Bahrani,Drama/Crime,An ambitious Indian driver uses his wit and cunning to break free from his servitude and rise to the top in Bahranis sharp Netflix adaptation of Aravind Adigas Booker Prize-winning novel.,Oscar nom Adapted Screenplay; Netflix; RT 91 MC 72; Gourav star-making; Chopra Jonas; Bahrani 99 Homes follow-up; Adiga Booker novel; Indian class system; ambition and morality; servant-master dynamics; caste system,"Academy Awards, Metacritic, Rotten Tomatoes",,,,
36,Crip Camp,2020,Jim LeBrecht and Nicole Newnham,Documentary,A summer camp for disabled teenagers in the 1970s helped launch a disability rights movement that transformed American civil rights in this revelatory joyous documentary.,Oscar nom Documentary; Spirit Documentary; Sundance Audience Award Doc; Netflix; Obama Higher Ground production; Camp Jened; disability rights movement; Section 504; ADA; LeBrecht personal story; archival footage; revolutionary joy,"Academy Awards, Spirit Awards, Sundance, Metacritic, Rotten Tomatoes",,,,
37,The Forty-Year-Old Version,2020,Radha Blank,Comedy/Drama,A struggling New York playwright on the verge of turning 40 reinvents herself as a rapper in Blanks vibrant autobiographical black-and-white Netflix debut.,Sundance Directing Award; RT 98 MC 82; Netflix; Blank wrote directed starred; black and white; New York theater world; hip-hop; aging creative; Blank magnetic; one of most original debuts of 2020; gentrification; artistic integrity,"Sundance, Metacritic, Rotten Tomatoes",,,,
38,Rocks,2020,Sarah Gavron,Drama,A British-Nigerian teenager must look after herself and her younger brother when their mother suddenly leaves them in Gavrons vibrant collaborative London youth drama.,BAFTA Outstanding British Film nom + Supporting Actress nom + Casting; RT 92 MC 79; Bakray discovery; Gavron Suffragette follow-up; non-professional cast; collaborative process; London teenagers; found family; Bakray extraordinary; multicultural London,"BAFTA, Metacritic, Rotten Tomatoes",,,,
39,The Painter and the Thief,2020,Benjamin Ree,Documentary,An artist befriends one of the men who stole her paintings and their unlikely relationship evolves in surprising ways in Rees riveting dual-perspective documentary.,Sundance Special Jury; RT 97 MC 73; Ree; Barbora Kysilkova; Karl Bertil-Nordland; artist-thief friendship; Norway; empathy; dual perspective; stranger than fiction; Sundance breakout,"Sundance, Metacritic, Rotten Tomatoes",,,,
40,Vitalina Varela,2020,Pedro Costa,Drama,An elderly Cape Verdean woman arrives in Lisbon three days after her husbands funeral and wanders through the abandoned neighborhood where he lived in Costas austere luminous portrait of displacement.,Berlin Directing Award (Jury); Locarno Golden Leopard; RT 90 MC 84; Costa Colossal Youth follow-up; Cape Verdean diaspora; Lisbon Fontainhas; Vitalina real person; chiaroscuro; immigration and loss; austere masterwork,"Berlin, Metacritic, Rotten Tomatoes",,,,
41,The Woman Who Ran,2020,Hong Sang-soo,Drama,A woman visits three friends while her husband is away on a business trip in Hongs characteristically spare and deceptively simple relationship comedy.,Berlin Silver Bear Director; RT 94 MC 79; Hong prolific Korean master; minimalist; three visits; Kim Min-hee; conversational cinema; Korean art cinema; Hong annual output; quiet humor; Berlin recognition,"Berlin, Metacritic, Rotten Tomatoes",,,,
42,Palm Springs,2020,Max Barbakow,Comedy/Romance,Two wedding guests get stuck in a time loop in Palm Springs and must find a way out together in Barbakows ingenious rom-com that set Sundance sale records.,Sundance record $17.5M sale to Hulu; RT 94 MC 83; Samberg Milioti; Barbakow debut; time-loop rom-com; existentialism meets comedy; Andy Samberg dramatic range; Cristin Milioti star turn; pandemic comfort watch; J.K. Simmons villain,"Sundance, Metacritic, Rotten Tomatoes",,,,
43,My Octopus Teacher,2020,Pippa Ehrlich and James Reed,Documentary,A filmmaker forging an unusual bond with an octopus in a South African kelp forest discovers the wonder of the natural world and gains profound life insights.,Oscar Documentary Feature; Netflix; RT 86 MC 72; Craig Foster; kelp forest; octopus intelligence; nature connection; unexpected viral hit; common octopus; South Africa; meditative; healing through nature,"Academy Awards, Metacritic, Rotten Tomatoes",,1,,
44,Da 5 Bloods,2020,Spike Lee,War/Drama,Four African-American veterans return to Vietnam decades later to find the remains of their fallen squad leader and buried treasure in Lees ambitious sprawling Netflix epic.,RT 92 MC 82; Netflix; Delroy Lindo extraordinary (snubbed at Oscars); Boseman final appearances; Lee BlacKkKlansman follow-up; Vietnam War Black soldiers; PTSD; treasure hunt; multiple aspect ratios; Lindo towering monologue,"Metacritic, Rotten Tomatoes",,,,
45,Emma.,2020,Autumn de Wilde,Comedy/Romance,Jane Austens beloved comedy about a young woman who fancies herself a matchmaker while remaining oblivious to her own heart in de Wildes visually sumptuous sparkling debut.,Oscar nom Costume Design; RT 86 MC 71; Taylor-Joy star-making; de Wilde photographer debut; Austen adaptation; candy-colored production design; Taylor-Joy charm; Bill Nighy; period comedy; Eleanor Catton screenplay,"Academy Awards, Metacritic, Rotten Tomatoes",,,2,2026-04-01T13:51:22.635Z
46,Preparations to Be Together for an Unknown Period of Time,2020,Lili Horvat,Drama/Thriller,A neurosurgeon returns to Budapest for a man she met at a conference who claims he has never seen her before in Horvats enigmatic romantic thriller about obsession and identity.,RT 92 MC 77; Horvat debut; Budapest; medical thriller meets romance; identity crisis; unreliable memory; Stork extraordinary; Horvat Hungarian cinema; psychological mystery; art-house intrigue; Sundance International nom,"Metacritic, Rotten Tomatoes",,,,
47,Herself,2020,Phyllida Lloyd,Drama,A young mother escapes her abusive partner and fights against a broken housing system to build a home for her family with the help of her community in Lloyds empowering drama.,Sundance 2020; RT 94 MC 73; Clare Dunne wrote and starred; Lloyd Mamma Mia director; domestic abuse; housing crisis; self-build; Irish cinema; community solidarity; Dunne extraordinary; Amazon; working-class resilience,"Sundance, Metacritic, Rotten Tomatoes",,,,
48,Possessor,2020,Brandon Cronenberg,Sci-Fi/Horror,An elite corporate assassin uses brain-implant technology to take over other peoples bodies and execute high-profile targets but her latest assignment threatens her grip on identity.,RT 94 MC 73; Cronenberg son of David; Riseborough Abbott; body horror; identity dissolution; corporate assassination; Sundance Midnight; unrated version; visceral; Cronenberg dynasty continues; control and agency,"Sundance, Metacritic, Rotten Tomatoes",,,,
49,Wife of a Spy,2020,Kiyoshi Kurosawa,Drama/Thriller,In 1940s Japan a woman discovers her husband has secret evidence of war crimes and must decide between loyalty and justice in Kurosawas wartime period thriller.,Venice Silver Lion Director; RT 80 MC 70; Kurosawa genre master; WWII Japan; Unit 731 reference; Aoi Yu; espionage; marital tension; period setting unusual for Kurosawa; Japanese wartime drama; Venice recognition,"Venice, Metacritic, Rotten Tomatoes",,,,
50,Onward,2020,Dan Scanlon,Animation/Fantasy,Two elf brothers embark on a quest to discover if there is still magic in the world so they can spend one day with their late father.,Oscar nom Animated; $141M worldwide (COVID-impacted); RT 88 MC 61; Pixar; Pratt Holland; Scanlon Monsters University follow-up; suburban fantasy; brotherly bond; father loss; magic in mundane; early COVID theatrical casualty,"Academy Awards, Metacritic, Rotten Tomatoes, Box Office Mojo",,,,
51,I Care a Lot,2020,J Blakeson,Thriller/Comedy,A corrupt legal guardian who drains the savings of her elderly wards meets her match when she targets the wrong woman in Blakesons darkly entertaining thriller.,Golden Globe Actress Comedy (Pike won); RT 80 MC 63; Pike; Blakeson; legal guardianship abuse; Dinklage; Pike delicious villainy; elder exploitation; Netflix UK; TIFF premiere,"Metacritic, Rotten Tomatoes, Golden Globes",,1,,
52,Over the Moon,2020,Glen Keane,Animation/Fantasy,A girl builds a rocket to the moon to prove the existence of a legendary Moon Goddess in Keanes gorgeous Netflix animated musical.,Oscar nom Animated; Netflix; RT 81 MC 60; Keane Disney legend; Chinese mythology; Chang'e moon goddess; Pearl Studio co-production; Keane directorial debut; grief and letting go; stunning animation; Phillipa Soo voice,"Academy Awards, Metacritic, Rotten Tomatoes",,,,
53,The Climb,2020,Michael Angelo Covino,Comedy/Drama,Two best friends navigate their complicated relationship across milestones weddings funerals and everything in between in Covinos single-take structured buddy comedy.,Cannes Un Certain Regard Coup de Coeur; RT 86 MC 69; Covino Marvin; long-take vignettes; male friendship; cycling opening; Covino debut; decade-spanning; dark humor; friendship tested; French cinema influence,"Cannes, Metacritic, Rotten Tomatoes",,,,
54,The Dissident,2020,Bryan Fogel,Documentary,The murder of Washington Post journalist Jamal Khashoggi inside the Saudi consulate in Istanbul and the investigation that followed in Fogels urgent political documentary.,RT 97 MC 78; Fogel Icarus follow-up; Khashoggi murder; Saudi Arabia; Mohammed bin Salman; journalism under threat; Fogel brave; no US distributor initially (Saudi pressure); political courage; essential viewing,"Metacritic, Rotten Tomatoes",,,,
55,Ma Raineys Black Bottom,2020,George C. Wolfe,Drama/Music,Tensions rise during a recording session in 1920s Chicago as Ma Rainey and her band members clash over music money and the meaning of the blues in Wolfes fiery August Wilson adaptation.,Oscar Costume Design + Makeup and Hairstyling; Boseman posthumous nom (final performance); Davis nom; 5 Oscar noms; Netflix; Boseman died August 2020; Ann Roth oldest female winner; Wilson play; Boseman extraordinary farewell,"Academy Awards, Metacritic, Rotten Tomatoes",,,,
56,Ride Your Wave,2020,Masaaki Yuasa,Animation/Romance,A young surfer falls in love with a firefighter and discovers she can summon his spirit through water after a devastating loss in Yuasas emotional animated romance.,RT 89 MC 75; Yuasa Devilman Crybaby director; Science SARU; water animation; grief and surfing; magical realism; 2019 Japan 2020 US release; Yuasa distinct visual style,"Metacritic, Rotten Tomatoes",,,,
57,Spontaneous,2020,Brian Duffield,Comedy/Romance,When students at a high school begin spontaneously exploding two senior classmates navigate a relationship amid the ongoing carnage in Duffields darkly hilarious debut.,RT 97 MC 67; Langford Platt; Duffield debut; students exploding; pandemic allegory (unintentional); teen romance meets body horror; surprising emotional depth; Aaron Starmer novel; underseen gem; COVID parallels accidentally prophetic,"Metacritic, Rotten Tomatoes",,,,
58,Host,2020,Rob Savage,Horror,Six friends hold a seance over Zoom during COVID lockdown and accidentally invite a malevolent presence in Savages lean terrifying 56-minute Shudder sensation.,RT 99 MC 63; Savage; shot entirely on Zoom during real lockdown; Shudder; 56 minutes; pandemic horror; found-footage evolution; first great COVID-era film; Savage unknown to famous overnight; micro-budget triumph; genuinely scary,"Metacritic, Rotten Tomatoes",,,,
59,Bad Tales,2020,Damiano and Fabio DInnocenzo,Drama,A disturbing portrait of family dysfunction in an Italian suburb where adults and children alike reveal the casual cruelty lurking beneath respectable surfaces.,Berlin Best Screenplay; RT 82 MC 69; DInnocenzo brothers debut; Italian suburbia; childhood innocence corrupted; ensemble; social rot; Berlin recognition; provocative; uncomfortable; Italian new wave directors,"Berlin, Metacritic, Rotten Tomatoes",,,,
60,Miss Americana,2020,Lana Wilson,Documentary,Taylor Swift embraces her political voice and navigates the complexities of fame in Wilsons intimate Netflix portrait of the pop superstar.,Sundance premiere; Netflix; RT 88 MC 70; Swift; political awakening; eating disorder revelation; Kanye controversy; 2018 midterms; fame and feminism; Wilson access; Swift vulnerable; pop culture documentary; cultural moment,"Sundance, Metacritic, Rotten Tomatoes",,,,
61,Shirley,2020,Josephine Decker,Drama/Biography,Horror writer Shirley Jackson and her husband take in a young couple leading to a complex psychological entanglement in Deckers feverish literary biographical drama.,RT 84 MC 74; Sundance Special Jury; Moss Stuhlbarg; Decker Madelines Madeline follow-up; Shirley Jackson; The Lottery Haunting of Hill House author; psychodrama; creative process; Moss fierce; Susan Scarf Merrell novel,"Sundance, Metacritic, Rotten Tomatoes",,,,
62,Eurovision Song Contest: The Story of Fire Saga,2020,David Dobkin,Comedy/Music,An Icelandic duo are given the chance to represent their country at the Eurovision Song Contest in Dobkins affectionate Netflix comedy.,Netflix; RT 64 MC 50; Ferrell McAdams Pierce Brosnan; Eurovision tribute; Ferrell passion project; Husavik Oscar nom Best Song; Iceland; McAdams charming; Ja Ja Ding Dong; Eurovision community embraced; surprisingly heartfelt,"Academy Awards, Metacritic, Rotten Tomatoes",,,,
63,Small Axe: Red White and Blue,2020,Steve McQueen,Drama,A young forensic scientist joins the Metropolitan Police hoping to reform the institutionally racist force from within in McQueens third Small Axe film.,BBC/Amazon; RT 92 MC 78; Boyega; McQueen Small Axe; Leroy Logan true story; John Boyega; institutional racism; Met Police; Black British experience; Logan autobiography; Boyega committed,"Metacritic, Rotten Tomatoes",,,,
64,Relic,2020,Natalie Erika James,Horror/Drama,Three generations of women are haunted by a manifestation of dementia in their old family home in James atmospheric metaphorical horror debut about aging and loss.,RT 92 MC 76; Nevin Mortimer Heathcote; James debut; dementia as horror; Australian Gothic; three generations; practical effects; house as body; grief and decay; A24 sensibility; intimate and terrifying,"Metacritic, Rotten Tomatoes",,,,
65,Surge,2020,Aneil Karia,Drama/Thriller,A meek airport security worker snaps and embarks on an increasingly reckless crime spree through London fueled by an intoxicating sense of freedom in Karias visceral debut.,Berlin Special Jury; RT 80 MC 63; Ben Whishaw extraordinary; Karia debut; London rampage; Whishaw against type; existential breakdown; handheld intensity; British indie cinema,"Berlin, Metacritic, Rotten Tomatoes",,,,
